Value,Status,Product,Call Sign MMSI: Last Modified Date
M3HAR,Allocated,Amateur Foundation Radio Licence,02/06/2021
M3OMT,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3SDN,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3AQW,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3DVN,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3HLN,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3EMB,Reserved,Amateur Foundation Radio Licence,12/08/2016
M3EUW,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3JAB,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3APP,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3VIX,Allocated,Amateur Foundation Radio Licence,30/11/2017
M3APQ,Allocated,Amateur Foundation Radio Licence,19/02/2020
M3APR,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3JMW,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3KLT,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3SLL,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3MIX,Allocated,Amateur Foundation Radio Licence,30/03/2020
M3PBA,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3KNL,Reserved,Amateur Foundation Radio Licence,02/08/2016
M3BMI,Allocated,Amateur Foundation Radio Licence,01/11/2019
M3DFZ,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3HLZ,Allocated,Amateur Foundation Radio Licence,20/04/2020
M3GHV,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3RGS,Reserved,Amateur Foundation Radio Licence,12/08/2016
M3NPC,Allocated,Amateur Foundation Radio Licence,28/11/2016
M3JLD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3NPL,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3GRO,Reserved,Amateur Foundation Radio Licence,12/08/2016
M3WLP,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3PFS,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3WAY,Allocated,Amateur Foundation Radio Licence,10/05/2018
M3ERL,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3SZG,Reserved,Amateur Foundation Radio Licence,23/07/2016
M3JFB,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3MYK,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3BLN,Allocated,Amateur Foundation Radio Licence,23/10/2018
M3BLO,Allocated,Amateur Foundation Radio Licence,28/02/2022
M3BLP,Reserved,Amateur Foundation Radio Licence,19/02/2018
M3RGE,Allocated,Amateur Foundation Radio Licence,31/01/2017
M3BLR,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3BLS,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3KWE,Reserved,Amateur Foundation Radio Licence,10/06/2021
M3RLB,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3RMD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3FOD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3BEO,Allocated,Amateur Foundation Radio Licence,21/03/2019
M3IZH,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3DBS,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3UKI,Allocated,Amateur Foundation Radio Licence,23/04/2020
M3DSW,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3MIJ,Allocated,Amateur Foundation Radio Licence,25/11/2019
M3ECM,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3HEE,Allocated,Amateur Foundation Radio Licence,04/03/2021
M3IZI,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3MAH,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3MGL,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3GLT,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3BFG,Allocated,Amateur Foundation Radio Licence,30/07/2018
M3IZJ,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3BNO,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3UOK,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3GFW,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3EVY,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3EVZ,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3VKB,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3OBO,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3DPY,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3MRA,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3SMN,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3HUG,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3ZTR,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3RIB,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3DQB,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3REZ,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3ITI,Allocated,Amateur Foundation Radio Licence,19/05/2021
M3UZL,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3BKU,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3DFB,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3KRG,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3KSY,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3LXY,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3LWB,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3GCN,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3GOF,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3JMY,Allocated,Amateur Foundation Radio Licence,25/05/2021
M3LJJ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3EII,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3BWM,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3NDC,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3JMN,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3KMW,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3BWO,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3GIH,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3FDB,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3LPJ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3JRR,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3BDQ,Allocated,Amateur Foundation Radio Licence,16/06/2017
M3OWA,Allocated,Amateur Foundation Radio Licence,13/05/2021
M3WPC,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3KSK,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3EIJ,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3MMG,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3KIL,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3TMN,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3MSS,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3RMM,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3DZW,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3GIK,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3EAE,Allocated,Amateur Foundation Radio Licence,22/02/2020
M3EAJ,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3HSH,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3EAM,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3EAQ,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3GIP,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3XCO,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3XMM,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3EJR,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3GMQ,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3UTV,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3LDC,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3UPZ,Reserved,Amateur Foundation Radio Licence,31/08/2016
M6FKG,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3UUT,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3UOY,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3VBF,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3XXO,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3UXS,Allocated,Amateur Foundation Radio Licence,14/08/2017
M3WBV,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6TPI,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6NSB,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6XRI,Allocated,Amateur Foundation Radio Licence,22/10/2016
M6FKH,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6FKI,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3BOO,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3UPX,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6FKL,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6PKC,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3BTN,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3UVT,Allocated,Amateur Foundation Radio Licence,22/03/2021
M3VBG,Allocated,Amateur Foundation Radio Licence,24/03/2021
M6LXE,Allocated,Amateur Foundation Radio Licence,02/06/2019
M3IQD,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3XLO,Allocated,Amateur Foundation Radio Licence,12/08/2016
M6IDO,Allocated,Amateur Foundation Radio Licence,19/03/2021
M6HKS,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3YHS,Allocated,Amateur Foundation Radio Licence,23/06/2020
M6FKN,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6ZBO,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6XSG,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6NDO,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6FKO,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6PME,Allocated,Amateur Foundation Radio Licence,16/11/2019
M6FKP,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6ZTZ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6TGP,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6KHB,Allocated,Amateur Foundation Radio Licence,06/04/2020
M6SIY,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6YMC,Allocated,Amateur Foundation Radio Licence,01/03/2017
M6SJU,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3VVI,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6FKQ,Allocated,Amateur Foundation Radio Licence,06/03/2021
M6TZW,Allocated,Amateur Foundation Radio Licence,05/07/2017
M6ITD,Allocated,Amateur Foundation Radio Licence,29/03/2017
M6LXP,Allocated,Amateur Foundation Radio Licence,16/12/2017
M6LRI,Reserved,Amateur Foundation Radio Licence,31/08/2016
M6FVU,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6LXG,Allocated,Amateur Foundation Radio Licence,28/06/2017
M6HBW,Allocated,Amateur Foundation Radio Licence,09/07/2019
M6UDI,Allocated,Amateur Foundation Radio Licence,05/05/2020
M6NSV,Allocated,Amateur Foundation Radio Licence,10/12/2020
M6XBG,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6FVV,Allocated,Amateur Foundation Radio Licence,03/11/2020
M6OSK,Allocated,Amateur Foundation Radio Licence,11/10/2017
M3GQL,Allocated,Amateur Foundation Radio Licence,12/08/2016
M6FVW,Allocated,Amateur Foundation Radio Licence,27/08/2021
M6GYU,Allocated,Amateur Foundation Radio Licence,15/06/2022
M6ZES,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6IZD,Allocated,Amateur Foundation Radio Licence,23/05/2017
M6FVX,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6ZEW,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6ZSD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6SUC,Allocated,Amateur Foundation Radio Licence,09/03/2017
M6PSG,Allocated,Amateur Foundation Radio Licence,20/12/2016
M6THQ,Allocated,Amateur Foundation Radio Licence,17/12/2020
M6DAS,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6DAL,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3KGC,Allocated,Amateur Foundation Radio Licence,12/08/2016
M6HSQ,Allocated,Amateur Foundation Radio Licence,07/10/2016
M3EIS,Allocated,Amateur Foundation Radio Licence,12/08/2016
M6FVZ,Allocated,Amateur Foundation Radio Licence,05/09/2019
M6FWB,Allocated,Amateur Foundation Radio Licence,08/08/2019
M6GGN,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6HIP,Allocated,Amateur Foundation Radio Licence,13/08/2016
M6SQK,Allocated,Amateur Foundation Radio Licence,19/04/2022
M6WDV,Allocated,Amateur Foundation Radio Licence,07/01/2022
M6OAQ,Allocated,Amateur Foundation Radio Licence,12/08/2016
M6UVS,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6FWG,Allocated,Amateur Foundation Radio Licence,10/08/2016
M6ZPT,Allocated,Amateur Foundation Radio Licence,17/01/2020
M6SKQ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6XCA,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6NNK,Allocated,Amateur Foundation Radio Licence,23/07/2016
M6FWH,Allocated,Amateur Foundation Radio Licence,03/08/2018
M3VJO,Allocated,Amateur Foundation Radio Licence,10/09/2022
M6ISD,Allocated,Amateur Foundation Radio Licence,14/03/2017
M6ASZ,Allocated,Amateur Foundation Radio Licence,10/08/2016
20RTG,Allocated,Amateur Intermediate Radio Licence,18/04/2019
M6XRJ,Allocated,Amateur Foundation Radio Licence,11/05/2021
M6JQS,Allocated,Amateur Foundation Radio Licence,23/06/2017
20-Apr,Allocated,Amateur Intermediate Radio Licence,23/10/2022
M7XDM,Allocated,Amateur Foundation Radio Licence,21/05/2022
G1VQI,Allocated,Amateur Full Radio Licence,26/02/2021
G6CQO,Allocated,Amateur Full Radio Licence,09/08/2016
M6JXI,Allocated,Amateur Foundation Radio Licence,01/08/2017
M6HLA,Allocated,Amateur Foundation Radio Licence,18/08/2016
20EKI,Allocated,Amateur Intermediate Radio Licence,23/06/2017
20EKJ,Allocated,Amateur Intermediate Radio Licence,27/06/2017
M6HKJ,Allocated,Amateur Foundation Radio Licence,17/08/2016
M6XCV,Allocated,Amateur Foundation Radio Licence,17/08/2016
G1ZAW,Allocated,Amateur Full Radio Licence,16/06/2017
M6HPF,Allocated,Amateur Foundation Radio Licence,08/09/2016
M0AAQ,Reserved,Amateur Full Radio Licence,07/07/2017
M0AAE,Reserved,Amateur Full Radio Licence,19/05/2021
M0AAL,Allocated,Amateur Club Radio Licence,06/04/2019
M6ADL,Reserved,Amateur Foundation Radio Licence,07/07/2017
M6BRM,Allocated,Amateur Foundation Radio Licence,10/08/2016
M0AAG,Allocated,Amateur Full Radio Licence,17/01/2019
G1PKB,Allocated,,20/05/2020
M6AID,Reserved,Amateur Foundation Radio Licence,07/07/2017
M0AAT,Allocated,Amateur Club Radio Licence,14/12/2018
20AAB,Reserved,Amateur Intermediate Radio Licence,07/07/2017
M0IBF,Allocated,Amateur Full Radio Licence,16/05/2021
M0AAH,Reserved,Amateur Full Radio Licence,04/08/2016
20AAA,Reserved,Amateur Intermediate Radio Licence,07/07/2017
M6JQU,Allocated,Amateur Foundation Radio Licence,25/06/2017
20MXA,Allocated,Amateur Intermediate Radio Licence,18/09/2021
20IFT,Allocated,Amateur Intermediate Radio Licence,04/04/2018
M6JQX,Allocated,Amateur Foundation Radio Licence,27/06/2017
M6JQV,Reserved,Amateur Foundation Radio Licence,26/06/2017
M6POY,Allocated,Amateur Foundation Radio Licence,28/07/2018
M6TYU,Allocated,Amateur Foundation Radio Licence,09/04/2021
M6TJV,Allocated,Amateur Foundation Radio Licence,20/01/2018
G0KSV,Reserved,,12/08/2016
M3KSW,Reserved,,02/08/2016
M3KSX,Reserved,,02/08/2016
G0KSZ,Reserved,,12/08/2016
G7KTC,Reserved,,12/08/2016
M3KTG,Reserved,,02/08/2016
M3KTI,Reserved,,02/08/2016
M3KTJ,Reserved,,02/08/2016
M3KTK,Reserved,,12/08/2016
20KTM,Reserved,,02/08/2016
M3KTX,Reserved,,12/08/2016
M3KUC,Reserved,,02/08/2016
M3KUD,Reserved,,02/08/2016
G6KUN,Reserved,,12/08/2016
G0KUT,Reserved,,12/08/2016
G4KUW,Reserved,,12/08/2016
G3KUY,Reserved,,02/08/2016
M3KVA,Reserved,,02/08/2016
M3KVB,Reserved,,02/08/2016
M3KVE,Reserved,,02/08/2016
M3KVM,Reserved,,02/08/2016
M3KVP,Reserved,,12/08/2016
M3KVT,Reserved,,02/08/2016
G7KVW,Reserved,,12/08/2016
G7KWB,Reserved,,02/08/2016
G6KWC,Reserved,,02/08/2016
M3KWC,Reserved,,12/08/2016
G7KWG,Reserved,,12/08/2016
M3KWG,Reserved,,12/08/2016
G1KWH,Reserved,,02/08/2016
M3KWI,Reserved,,12/08/2016
M3KWU,Reserved,,12/08/2016
G0KWX,Reserved,,12/08/2016
M3KWX,Reserved,,02/08/2016
M3KWY,Reserved,,02/08/2016
M3KXA,Reserved,,02/08/2016
M3KXC,Reserved,,02/08/2016
20AKM,Reserved,,02/08/2016
G7AKO,Reserved,,02/08/2016
20AKP,Reserved,,02/08/2016
G1AKP,Reserved,,02/08/2016
G4AKP,Reserved,,12/08/2016
G4AKT,Reserved,,12/08/2016
20AKW,Reserved,,02/08/2016
M3ALA,Reserved,,12/08/2016
G3ALB,Reserved,,12/08/2016
G8ALG,Reserved,,02/08/2016
G0ALH,Reserved,,02/08/2016
M3ALH,Reserved,,12/08/2016
G3ALI,Reserved,,02/08/2016
M3ALJ,Reserved,,12/08/2016
M3ALK,Reserved,,12/08/2016
G0ALM,Reserved,,12/08/2016
G0ALU,Reserved,,12/08/2016
M0ALU,Reserved,,12/08/2016
M3ALV,Reserved,,12/08/2016
G1AMC,Reserved,,02/08/2016
M0AMC,Reserved,,02/08/2016
M1AMC,Reserved,,12/08/2016
M0AMD,Reserved,,02/08/2016
M0AML,Reserved,,12/08/2016
20AMM,Reserved,,12/08/2016
G6AMM,Reserved,,02/08/2016
G3AMO,Reserved,,02/08/2016
M3AMQ,Reserved,,12/08/2016
20AMR,Reserved,,12/08/2016
G1ANA,Allocated,,26/09/2016
M0ANA,Reserved,,02/08/2016
G3ANH,Reserved,,02/08/2016
G4ANH,Allocated,,19/10/2022
21ANI,Reserved,,12/08/2016
G3ANI,Reserved,,12/08/2016
G0ANR,Reserved,,12/08/2016
20ANS,Reserved,,12/08/2016
20ANZ,Reserved,,12/08/2016
20AOD,Reserved,,12/08/2016
M0AOE,Reserved,,02/08/2016
G4AOH,Reserved,,02/08/2016
G6AOI,Reserved,,02/08/2016
G3AOJ,Reserved,,02/08/2016
M1AON,Reserved,,12/08/2016
20AOO,Allocated,,26/06/2020
G4AOO,Reserved,,02/08/2016
G0AOR,Reserved,,02/08/2016
G3AOS,Reserved,,12/08/2016
G0AOT,Reserved,,02/08/2016
M3AOT,Reserved,,12/08/2016
20AOV,Reserved,,12/08/2016
M0AOX,Reserved,,12/08/2016
M3AGX,Reserved,,12/08/2016
20AGZ,Reserved,,12/08/2016
G8AHA,Reserved,,02/08/2016
M0AHA,Reserved,,12/08/2016
G3AHB,Reserved,,02/08/2016
G8AHF,Reserved,,02/08/2016
G1AHN,Reserved,,02/08/2016
M0AHO,Reserved,,02/08/2016
G1AHP,Reserved,,02/08/2016
M3AHP,Reserved,,02/08/2016
M0AHQ,Reserved,,12/08/2016
G3AHS,Reserved,,02/08/2016
M0AHU,Reserved,,02/08/2016
G3AHV,Reserved,,12/08/2016
M3AHV,Reserved,,02/08/2016
G4AHX,Reserved,,02/08/2016
21AHZ,Reserved,,12/08/2016
M3AIA,Reserved,,12/08/2016
G4AIF,Reserved,,02/08/2016
M0AIM,Reserved,,12/08/2016
M3AIO,Reserved,,12/08/2016
G4AIQ,Reserved,,02/08/2016
20AIR,Reserved,,12/08/2016
G2AIV,Reserved,,02/08/2016
M0AIW,Reserved,,12/08/2016
M0AJA,Reserved,,02/08/2016
G1AJB,Reserved,,12/08/2016
G0AJE,Reserved,,12/08/2016
G6AJE,Reserved,,02/08/2016
G0AJG,Reserved,,02/08/2016
M0AJG,Reserved,,02/08/2016
G8AJL,Reserved,,02/08/2016
M0AJR,Reserved,,12/08/2016
G4AJS,Reserved,,12/08/2016
G2AJV,Reserved,,02/08/2016
G1AJW,Reserved,,12/08/2016
M1AJY,Reserved,,12/08/2016
M3AJZ,Reserved,,12/08/2016
G8AKB,Reserved,,02/08/2016
M1AKD,Reserved,,12/08/2016
M1AKE,Allocated,,26/01/2021
G4AKK,Reserved,,12/08/2016
G6AKL,Reserved,,02/08/2016
M0APB,Reserved,,12/08/2016
M3APC,Reserved,,12/08/2016
G0APG,Reserved,,12/08/2016
G4APK,Reserved,,02/08/2016
G8APK,Reserved,,02/08/2016
M3APU,Reserved,,12/08/2016
G7APY,Reserved,,12/08/2016
20AQA,Reserved,,12/08/2016
M3AQA,Reserved,,12/08/2016
M0AQD,Reserved,,02/08/2016
M3AQE,Reserved,,12/08/2016
G7AQI,Reserved,,02/08/2016
G4AQN,Reserved,,02/08/2016
M3AQQ,Reserved,,12/08/2016
G8AQT,Reserved,,02/08/2016
M0AQU,Reserved,,12/08/2016
M3AQV,Reserved,,12/08/2016
20ARB,Reserved,,12/08/2016
G7ARB,Reserved,,02/08/2016
G0ARC,Allocated,,12/04/2022
M0ARG,Reserved,,02/08/2016
G7ARQ,Reserved,,12/08/2016
G3ARU,Reserved,,02/08/2016
G1ARZ,Reserved,,02/08/2016
M3ASA,Reserved,,12/08/2016
20ASB,Reserved,,12/08/2016
20ASG,Reserved,,12/08/2016
G3ASH,Reserved,,02/08/2016
G4ASJ,Reserved,,02/08/2016
M0ASM,Reserved,,02/08/2016
G1ASU,Allocated,,11/10/2016
20ASV,Reserved,,02/08/2016
21ASX,Reserved,,12/08/2016
G2ASX,Reserved,,02/08/2016
20BRW,Reserved,,02/08/2016
20BRX,Reserved,,02/08/2016
G0BRX,Allocated,,27/09/2016
M0BRY,Reserved,,12/08/2016
20BRZ,Reserved,,02/08/2016
M0BRZ,Reserved,,02/08/2016
G7BSA,Reserved,,12/08/2016
M3BSD,Reserved,,12/08/2016
G6BSF,Reserved,,02/08/2016
M3BSG,Reserved,,02/08/2016
G0BSI,Reserved,,02/08/2016
G3BSK,Reserved,,12/08/2016
G0BSM,Reserved,,12/08/2016
20BSO,Reserved,,02/08/2016
M0BSO,Reserved,,12/08/2016
20BSP,Reserved,,02/08/2016
M1BSS,Reserved,,12/08/2016
M3BSW,Reserved,,12/08/2016
M3BTA,Reserved,,12/08/2016
G7BTB,Reserved,,02/08/2016
M0BTB,Reserved,,12/08/2016
20BTI,Reserved,,02/08/2016
20BTJ,Reserved,,02/08/2016
G2BTJ,Reserved,,02/08/2016
M1BTK,Reserved,,12/08/2016
20BTN,Reserved,,02/08/2016
G4BTO,Reserved,,02/08/2016
M3BTT,Reserved,,12/08/2016
G0BTV,Allocated,,28/11/2019
G7BTW,Reserved,,12/08/2016
G0BTX,Reserved,,12/08/2016
M3BTX,Reserved,,12/08/2016
20BUC,Reserved,,02/08/2016
G3BUF,Reserved,,02/08/2016
M3BUF,Reserved,,12/08/2016
20BUH,Reserved,,02/08/2016
G0BUH,Reserved,,02/08/2016
G0BUL,Reserved,,02/08/2016
M0BUS,Allocated,,18/01/2023
20BUU,Reserved,,02/08/2016
M3BUV,Reserved,,02/08/2016
M3BUW,Reserved,,12/08/2016
21BUX,Reserved,,12/08/2016
G0BVB,Reserved,,02/08/2016
M1BVD,Reserved,,12/08/2016
20BVF,Reserved,,02/08/2016
G7BVG,Reserved,,02/08/2016
21BVH,Reserved,,12/08/2016
M3BVH,Reserved,,12/08/2016
20BVI,Reserved,,02/08/2016
M0BVJ,Reserved,,12/08/2016
20BVL,Reserved,,02/08/2016
G0BVL,Reserved,,02/08/2016
G1BVN,Reserved,,12/08/2016
G7BVN,Reserved,,02/08/2016
M1BVN,Reserved,,12/08/2016
M1BVS,Reserved,,02/08/2016
M3BVT,Reserved,,12/08/2016
G8BWB,Reserved,,12/08/2016
M1BWM,Reserved,,12/08/2016
20BWO,Reserved,,02/08/2016
M1BWP,Allocated,,04/01/2023
G0BWR,Reserved,,02/08/2016
M3BWS,Reserved,,12/08/2016
M3BWU,Reserved,,02/08/2016
M1BWV,Reserved,,12/08/2016
G1BWX,Allocated,,06/04/2021
G3BWX,Reserved,,02/08/2016
G1BXA,Reserved,,02/08/2016
G7BXB,Reserved,,12/08/2016
20BXI,Reserved,,02/08/2016
G0BXI,Reserved,,02/08/2016
M3BXJ,Reserved,,12/08/2016
M1BXK,Reserved,,12/08/2016
G0BXN,Reserved,,02/08/2016
20BXO,Reserved,,02/08/2016
G0BXO,Reserved,,02/08/2016
M3BXP,Reserved,,12/08/2016
G4BXR,Reserved,,02/08/2016
M0BXV,Reserved,,02/08/2016
G2BXZ,Reserved,,02/08/2016
G3BXZ,Reserved,,02/08/2016
M0BXZ,Reserved,,12/08/2016
M6NCX,Allocated,Amateur Foundation Radio Licence,27/09/2017
G7BNE,Reserved,,02/08/2016
20BNG,Reserved,,02/08/2016
M0BNG,Reserved,,02/08/2016
M3BNK,Reserved,,12/08/2016
M1BNQ,Reserved,,02/08/2016
M3BNR,Reserved,,12/08/2016
20BNX,Reserved,,02/08/2016
20BNY,Reserved,,02/08/2016
M3BNY,Reserved,,12/08/2016
G0BOA,Reserved,,02/08/2016
G3BOB,Reserved,,12/08/2016
M3BOE,Reserved,,12/08/2016
20BOH,Reserved,,02/08/2016
G0BOI,Reserved,,02/08/2016
G2BOI,Reserved,,02/08/2016
M1BOR,Reserved,,12/08/2016
G0BPC,Reserved,,12/08/2016
G6BPG,Reserved,,12/08/2016
20BPH,Reserved,,02/08/2016
20BPR,Reserved,,02/08/2016
G0BPV,Reserved,,02/08/2016
G2BPW,Reserved,,02/08/2016
G0BPY,Reserved,,02/08/2016
20BQA,Reserved,,02/08/2016
G3BQA,Reserved,,02/08/2016
20BQD,Reserved,,02/08/2016
G7BQD,Reserved,,02/08/2016
G0BQF,Reserved,,02/08/2016
G3BQL,Reserved,,02/08/2016
G4BQM,Reserved,,02/08/2016
M0BQM,Reserved,,02/08/2016
M3BQQ,Reserved,,12/08/2016
20BQT,Reserved,,02/08/2016
G6BQW,Reserved,,02/08/2016
G1BQZ,Reserved,,14/07/2021
G6BRB,Reserved,,02/08/2016
G4BRD,Reserved,,12/08/2016
M3BRK,Reserved,,02/08/2016
20BRM,Reserved,,12/08/2016
M3BRN,Reserved,,12/08/2016
20BRR,Reserved,,02/08/2016
G0BRR,Reserved,,02/08/2016
G3BRV,Reserved,,12/08/2016
M0BYA,Reserved,,02/08/2016
M3BYB,Reserved,,12/08/2016
M0BYE,Reserved,,12/08/2016
G0BYJ,Reserved,,02/08/2016
M0BYK,Allocated,,17/08/2020
21BYN,Reserved,,12/08/2016
G0BYR,Reserved,,12/08/2016
G0BYT,Reserved,,12/08/2016
G7BYX,Reserved,,02/08/2016
M3EAY,Reserved,,12/08/2016
M3EBC,Reserved,,12/08/2016
M3EBD,Reserved,,12/08/2016
M3EBI,Reserved,,12/08/2016
G3EBJ,Reserved,,12/08/2016
M1EBJ,Reserved,,02/08/2016
M3EBJ,Reserved,,02/08/2016
G3EBL,Reserved,,12/08/2016
M3EBR,Reserved,,12/08/2016
G4EBW,Reserved,,12/08/2016
M0EBY,Reserved,,02/08/2016
M3EBY,Reserved,,12/08/2016
20ECC,Allocated,,21/08/2022
G0ECC,Reserved,,02/08/2016
