Value,Status,Product,Call Sign MMSI: Last Modified Date
M3ZWN,Allocated,Amateur Foundation Radio Licence,23/07/2016
21TRP,Reserved,,12/08/2016
M3SQI,Allocated,Amateur Foundation Radio Licence,07/02/2022
20AVF,Reserved,,12/08/2016
M6WSX,Allocated,Amateur Foundation Radio Licence,23/07/2016
20MIK,Reserved,,12/08/2016
M6PVC,Allocated,Amateur Foundation Radio Licence,29/09/2018
21FJQ,Reserved,,12/08/2016
M6AEK,Allocated,Amateur Foundation Radio Licence,09/12/2022
21FAH,Reserved,,12/08/2016
M6JJP,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAI,Reserved,,12/08/2016
M6DOD,Allocated,Amateur Foundation Radio Licence,10/08/2016
21FAJ,Reserved,,12/08/2016
M3SZU,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAL,Reserved,,12/08/2016
M6YYY,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAK,Reserved,,12/08/2016
M6TKE,Allocated,Amateur Foundation Radio Licence,01/09/2019
21FJR,Reserved,,12/08/2016
M6TZY,Allocated,Amateur Foundation Radio Licence,01/09/2019
21FAM,Reserved,,12/08/2016
M6TUG,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAO,Reserved,,12/08/2016
M6AEL,Allocated,Amateur Foundation Radio Licence,10/08/2016
21FAP,Reserved,,12/08/2016
M6RBA,Allocated,Amateur Foundation Radio Licence,17/10/2017
21FAQ,Reserved,,12/08/2016
M6GTH,Allocated,Amateur Foundation Radio Licence,10/08/2016
21FJS,Reserved,,12/08/2016
M6IAS,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAR,Reserved,,12/08/2016
M6GDN,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3EPF,Reserved,,12/08/2016
M6AEM,Allocated,Amateur Foundation Radio Licence,04/11/2017
G3RHI,Reserved,,12/08/2016
M6WDM,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3RHK,Reserved,,12/08/2016
M6SUB,Allocated,Amateur Foundation Radio Licence,12/05/2018
G3RHM,Reserved,,12/08/2016
M6KFS,Allocated,Amateur Foundation Radio Licence,24/08/2017
G3RIF,Reserved,,12/08/2016
M3ZSA,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3RIJ,Reserved,,12/08/2016
M6KDA,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3RIN,Reserved,,12/08/2016
M6IND,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3RIO,Reserved,,12/08/2016
M6TIP,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3RIQ,Reserved,,12/08/2016
M6FUZ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RIS,Reserved,,12/08/2016
M6AEN,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RJB,Reserved,,12/08/2016
M6DDB,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RJD,Reserved,,12/08/2016
M6AEO,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RJK,Reserved,,12/08/2016
M3TGX,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1UNV,Reserved,,12/08/2016
M3SZP,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3RJR,Reserved,,12/08/2016
M3TFS,Allocated,Amateur Foundation Radio Licence,12/08/2016
G3RJY,Reserved,,12/08/2016
M6AEQ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RKC,Reserved,,12/08/2016
M6AER,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RKI,Reserved,,12/08/2016
M6SAQ,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3RLH,Reserved,,12/08/2016
M6AET,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RLU,Allocated,,10/03/2017
M6DBC,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RLX,Allocated,,20/03/2018
M6AEU,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RLY,Reserved,,12/08/2016
M3OMB,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1UNX,Reserved,,12/08/2016
M6AEV,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3RMB,Reserved,,12/08/2016
M6CUB,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3XHV,Reserved,,12/08/2016
M6AEX,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3XHX,Reserved,,12/08/2016
M6HBS,Allocated,Amateur Foundation Radio Licence,13/03/2019
G3XIN,Reserved,,12/08/2016
M6PKY,Allocated,Amateur Foundation Radio Licence,23/01/2020
G3XJB,Reserved,,12/08/2016
M6WEX,Reserved,Amateur Foundation Radio Licence,23/07/2016
G3XJG,Reserved,,24/03/2020
M6HSB,Allocated,Amateur Foundation Radio Licence,06/10/2016
G3FGF,Reserved,,12/08/2016
M6OBR,Allocated,Amateur Foundation Radio Licence,02/05/2018
G3XKA,Reserved,,12/08/2016
M6LMK,Reserved,Amateur Foundation Radio Licence,23/07/2016
G3XKC,Reserved,,12/08/2016
M6CLK,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3XKF,Reserved,,12/08/2016
M6DCS,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3XKJ,Reserved,,12/08/2016
M6SSD,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3XKN,Reserved,,12/08/2016
M6AMN,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3XLC,Reserved,,12/08/2016
M6AMQ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3XLM,Reserved,,12/08/2016
M6NTI,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3HBU,Reserved,,12/08/2016
M6AMS,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3HBV,Reserved,,12/08/2016
M6FMA,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3FHQ,Reserved,,12/08/2016
M6TBH,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3HCD,Reserved,,12/08/2016
M6TDC,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3HCP,Reserved,,12/08/2016
M6AMU,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3HCX,Reserved,,12/08/2016
M6MBJ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3AMV,Reserved,,12/08/2016
M6EMC,Allocated,Amateur Foundation Radio Licence,06/05/2020
M3WUU,Reserved,,12/08/2016
M6CHP,Allocated,Amateur Foundation Radio Licence,28/05/2020
M3JWA,Reserved,,12/08/2016
M6DXX,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3EGS,Reserved,,12/08/2016
M3UWW,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3MIA,Reserved,,12/08/2016
M6FEG,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3DCD,Reserved,,12/08/2016
M6NWG,Allocated,Amateur Foundation Radio Licence,11/04/2018
M3UNJ,Reserved,,12/08/2016
M6RSR,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3VVL,Reserved,,12/08/2016
M6KEW,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3DOZ,Reserved,,12/08/2016
M6ODC,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3OMH,Reserved,,12/08/2016
M6DOP,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3WHJ,Reserved,,12/08/2016
M6HCR,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3AMW,Reserved,,12/08/2016
M6AMV,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3ENG,Reserved,,12/08/2016
M6OFC,Allocated,Amateur Foundation Radio Licence,16/05/2022
M3KGT,Reserved,,12/08/2016
M6NHM,Allocated,Amateur Foundation Radio Licence,17/02/2018
M3JMP,Reserved,,12/08/2016
M6MGB,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3KBD,Reserved,,12/08/2016
M6UXW,Reserved,Amateur Foundation Radio Licence,23/07/2016
M3JRG,Reserved,,12/08/2016
M3PSX,Allocated,Amateur Foundation Radio Licence,28/12/2020
M3AMX,Reserved,,12/08/2016
M6ILF,Allocated,Amateur Foundation Radio Licence,11/02/2017
M3KMQ,Reserved,,12/08/2016
M6SBD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3TPM,Reserved,,12/08/2016
M6XUP,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3LZO,Reserved,,12/08/2016
M6AMX,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3AMZ,Reserved,,12/08/2016
M6LPW,Allocated,Amateur Foundation Radio Licence,30/04/2021
M3UXQ,Reserved,,12/08/2016
M6SQT,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3PAL,Reserved,,12/08/2016
M6NSR,Allocated,Amateur Foundation Radio Licence,09/03/2020
M3ANA,Reserved,,12/08/2016
M6JLD,Allocated,Amateur Foundation Radio Licence,29/09/2021
M3MZM,Reserved,,12/08/2016
M6AMZ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3PXS,Reserved,,12/08/2016
M6ANA,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3PYN,Reserved,,12/08/2016
M6HMC,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3PZC,Reserved,,12/08/2016
M6LAK,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3YWV,Reserved,,12/08/2016
M6YMY,Allocated,Amateur Foundation Radio Licence,08/06/2018
G3PZG,Reserved,,12/08/2016
M6HWM,Allocated,Amateur Foundation Radio Licence,03/11/2016
G3PZK,Reserved,,12/08/2016
M6KEB,Allocated,Amateur Foundation Radio Licence,07/06/2018
G3VOZ,Reserved,,12/08/2016
M6OCK,Allocated,Amateur Foundation Radio Licence,02/05/2018
G3VPM,Reserved,,12/08/2016
M6XLS,Reserved,Amateur Foundation Radio Licence,05/12/2017
G3VPO,Reserved,,12/08/2016
M6JRL,Allocated,Amateur Foundation Radio Licence,21/12/2022
G3VQA,Reserved,,12/08/2016
M6AVP,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3YXA,Reserved,,12/08/2016
M6FAR,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3VQH,Reserved,,12/08/2016
M6DDT,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3VQP,Reserved,,12/08/2016
M6AVQ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3VRG,Reserved,,12/08/2016
M6AVR,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3VRM,Reserved,,12/08/2016
M6KEC,Allocated,Amateur Foundation Radio Licence,20/02/2022
G3VRO,Reserved,,12/08/2016
M6TNR,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3VRP,Reserved,,12/08/2016
M6SKT,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3VRS,Reserved,,12/08/2016
M6FMM,Reserved,Amateur Foundation Radio Licence,10/08/2016
G3VRT,Reserved,,12/08/2016
M6UKE,Allocated,Amateur Foundation Radio Licence,21/07/2017
G3VSA,Reserved,,12/08/2016
M6AVS,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3VSD,Reserved,,12/08/2016
M6HDX,Reserved,Amateur Foundation Radio Licence,10/08/2016
G3YXC,Reserved,,12/08/2016
M3ULW,Reserved,Amateur Foundation Radio Licence,23/07/2016
G3VSF,Reserved,,12/08/2016
M6XYX,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3VSN,Reserved,,12/08/2016
M6AVU,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3VSX,Reserved,,12/08/2016
M3TQL,Allocated,Amateur Foundation Radio Licence,02/08/2016
G3VSY,Reserved,,12/08/2016
M3TZP,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3VTG,Reserved,,12/08/2016
M3TQP,Allocated,Amateur Foundation Radio Licence,17/09/2019
G3VTI,Reserved,,12/08/2016
M6NDN,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3VTK,Reserved,,12/08/2016
M6SGG,Allocated,Amateur Foundation Radio Licence,24/03/2020
G3VTN,Reserved,,12/08/2016
M3TVV,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3VUX,Reserved,,12/08/2016
M6JOH,Allocated,Amateur Foundation Radio Licence,10/06/2017
G3YXL,Reserved,,12/08/2016
M3UAM,Allocated,Amateur Foundation Radio Licence,12/08/2016
G3VVB,Reserved,,12/08/2016
M6NYC,Allocated,Amateur Foundation Radio Licence,25/04/2018
G3VVM,Reserved,,12/08/2016
M6KER,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3VVS,Reserved,,12/08/2016
M6AVV,Allocated,Amateur Foundation Radio Licence,10/08/2016
G6JGM,Reserved,,12/08/2016
M3UIC,Allocated,Amateur Foundation Radio Licence,12/08/2016
G6JGU,Reserved,,12/08/2016
M6KFC,Reserved,Amateur Foundation Radio Licence,16/10/2017
G6JHJ,Reserved,,22/01/2021
M6GMN,Allocated,Amateur Foundation Radio Licence,10/08/2016
G6JHY,Reserved,,12/08/2016
M6AVX,Reserved,Amateur Foundation Radio Licence,10/08/2016
G6JIG,Reserved,,12/08/2016
M6TTV,Allocated,Amateur Foundation Radio Licence,23/07/2016
G6JIP,Reserved,,12/08/2016
M6AVY,Allocated,Amateur Foundation Radio Licence,10/08/2016
G6JIX,Reserved,,12/08/2016
M6AVZ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G1HXW,Reserved,,12/08/2016
M6LEV,Reserved,Amateur Foundation Radio Licence,23/07/2016
G3VVH,Reserved,,12/08/2016
M6KEZ,Allocated,Amateur Foundation Radio Licence,23/07/2016
G6FXL,Reserved,,12/08/2016
M6AWE,Allocated,Amateur Foundation Radio Licence,10/08/2016
G7HXE,Reserved,,12/08/2016
M6BCB,Allocated,Amateur Foundation Radio Licence,10/08/2016
G6XFM,Reserved,,12/08/2016
M6BEU,Allocated,Amateur Foundation Radio Licence,10/08/2016
G1UAP,Reserved,,12/08/2016
M6VFC,Allocated,Amateur Foundation Radio Licence,17/01/2023
G7MBE,Reserved,,12/08/2016
M6TBE,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1HBN,Reserved,,12/08/2016
M6TDX,Allocated,Amateur Foundation Radio Licence,23/07/2016
G7GFZ,Reserved,,12/08/2016
M6KAN,Allocated,Amateur Foundation Radio Licence,08/09/2020
G8VBR,Reserved,,12/08/2016
M6BEW,Allocated,Amateur Foundation Radio Licence,10/08/2016
G1RTH,Reserved,,12/08/2016
M6SVJ,Allocated,Amateur Foundation Radio Licence,24/02/2017
G7NGE,Reserved,,12/08/2016
M6CLV,Allocated,Amateur Foundation Radio Licence,10/08/2016
G7NGG,Allocated,,11/11/2019
M6SKM,Reserved,Amateur Foundation Radio Licence,10/08/2016
G7NGJ,Reserved,,12/08/2016
M6RWC,Allocated,Amateur Foundation Radio Licence,23/07/2016
G7NGK,Reserved,,12/08/2016
M6TVC,Allocated,Amateur Foundation Radio Licence,23/07/2016
G7NGP,Reserved,,12/08/2016
M6JSA,Allocated,Amateur Foundation Radio Licence,05/12/2016
G0SSS,Reserved,,12/08/2016
M6GPZ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G7OAN,Reserved,,12/08/2016
M6BEY,Allocated,Amateur Foundation Radio Licence,26/01/2019
G7OAP,Reserved,,12/08/2016
M6XPG,Allocated,Amateur Foundation Radio Licence,24/03/2018
G7OAY,Reserved,,12/08/2016
M6INI,Allocated,Amateur Foundation Radio Licence,19/02/2020
G7OBB,Reserved,,12/08/2016
M6KDF,Allocated,Amateur Foundation Radio Licence,23/07/2016
G7OBT,Reserved,,12/08/2016
M6BEZ,Allocated,Amateur Foundation Radio Licence,29/06/2018
G7OCF,Reserved,,12/08/2016
M6BFA,Allocated,Amateur Foundation Radio Licence,10/08/2016
G0TAQ,Reserved,,12/08/2016
M6RSL,Allocated,Amateur Foundation Radio Licence,23/07/2016
G8KUB,Reserved,,12/08/2016
M3TZJ,Allocated,Amateur Foundation Radio Licence,02/08/2016
G8DKQ,Reserved,,12/08/2016
M6DRP,Allocated,Amateur Foundation Radio Licence,10/08/2016
G7OCJ,Reserved,,12/08/2016
M6HMY,Allocated,Amateur Foundation Radio Licence,26/08/2016
G0TAV,Reserved,,12/08/2016
M6CBK,Allocated,Amateur Foundation Radio Licence,10/08/2016
G7OAD,Reserved,,12/08/2016
M6BFE,Allocated,Amateur Foundation Radio Licence,10/08/2016
G7NZX,Reserved,,12/08/2016
M6BFB,Allocated,Amateur Foundation Radio Licence,12/11/2016
G7OAB,Reserved,,12/08/2016
M6FZR,Allocated,Amateur Foundation Radio Licence,14/11/2020
M1EQJ,Reserved,,12/08/2016
M6HWK,Allocated,Amateur Foundation Radio Licence,02/11/2016
M1EQL,Reserved,,12/08/2016
M6BFF,Allocated,Amateur Foundation Radio Licence,10/08/2016
M0ADD,Allocated,,27/01/2021
M6EMY,Allocated,Amateur Foundation Radio Licence,10/08/2016
M0APU,Reserved,,12/08/2016
M6BFI,Allocated,Amateur Foundation Radio Licence,10/08/2016
M1BDE,Reserved,,12/08/2016
M6BFJ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G4MHG,Reserved,,12/08/2016
M6TIK,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1EXB,Reserved,,12/08/2016
M6TOK,Allocated,Amateur Foundation Radio Licence,13/10/2017
M1DTD,Reserved,,12/08/2016
M6EJX,Allocated,Amateur Foundation Radio Licence,10/08/2016
M0BCP,Reserved,,12/08/2016
M6BFK,Allocated,Amateur Foundation Radio Licence,10/08/2016
G4VDL,Reserved,,12/08/2016
M6DXA,Allocated,Amateur Foundation Radio Licence,10/08/2016
M1BPR,Reserved,,12/08/2016
M6XVC,Allocated,Amateur Foundation Radio Licence,06/06/2018
M1BOJ,Reserved,,12/08/2016
M6IMM,Allocated,Amateur Foundation Radio Licence,28/10/2021
M0BCX,Reserved,,12/08/2016
M6ZNF,Allocated,Amateur Foundation Radio Licence,18/02/2019
M1BOK,Reserved,,12/08/2016
M6EJW,Allocated,Amateur Foundation Radio Licence,10/08/2016
M1BOQ,Reserved,,12/08/2016
M6SQM,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1BST,Reserved,,12/08/2016
M6VGG,Allocated,Amateur Foundation Radio Licence,12/02/2020
M1BOS,Reserved,,12/08/2016
M6TUD,Allocated,Amateur Foundation Radio Licence,22/11/2016
M1BOT,Reserved,,12/08/2016
M6BOC,Allocated,Amateur Foundation Radio Licence,10/08/2016
M1BOU,Reserved,,12/08/2016
M6GND,Allocated,Amateur Foundation Radio Licence,10/08/2016
M1BOV,Reserved,,12/08/2016
M3UBW,Allocated,Amateur Foundation Radio Licence,12/08/2016
M1BPA,Reserved,,12/08/2016
M6TTD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1BPB,Reserved,,12/08/2016
M6EST,Allocated,Amateur Foundation Radio Licence,22/06/2017
M1BPC,Reserved,,12/08/2016
M6JNS,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1EWG,Reserved,,12/08/2016
M6LTS,Allocated,Amateur Foundation Radio Licence,29/10/2016
M5GOL,Reserved,,12/08/2016
M6FEA,Allocated,Amateur Foundation Radio Licence,10/08/2016
M5BQY,Reserved,,12/08/2016
M6JGP,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1HAR,Reserved,,12/08/2016
M6NAM,Allocated,Amateur Foundation Radio Licence,23/07/2016
G0WNI,Reserved,,12/08/2016
M3UCA,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1EWI,Reserved,,12/08/2016
M6KWA,Allocated,Amateur Foundation Radio Licence,20/10/2017
M5ALB,Reserved,,12/08/2016
M6TRE,Allocated,Amateur Foundation Radio Licence,31/07/2019
M5AJI,Reserved,,12/08/2016
M6GHL,Allocated,Amateur Foundation Radio Licence,18/03/2022
M5AJJ,Reserved,,12/08/2016
M6BOE,Allocated,Amateur Foundation Radio Licence,12/07/2021
M5AJX,Reserved,,12/08/2016
M6WOM,Allocated,Amateur Foundation Radio Licence,23/07/2016
M5AJL,Reserved,,12/08/2016
M3UCU,Allocated,Amateur Foundation Radio Licence,04/01/2022
M1ESJ,Reserved,,12/08/2016
M6IKM,Allocated,Amateur Foundation Radio Licence,17/04/2020
M5AJM,Reserved,,12/08/2016
M6LLU,Reserved,Amateur Foundation Radio Licence,23/09/2017
G7VVQ,Reserved,,12/08/2016
M6WBS,Allocated,Amateur Foundation Radio Licence,07/05/2021
M5CTR,Reserved,,12/08/2016
M6ZAF,Allocated,Amateur Foundation Radio Licence,14/03/2018
M5AJN,Allocated,,03/03/2017
M6USE,Allocated,Amateur Foundation Radio Licence,23/07/2016
M0CUW,Reserved,,12/08/2016
M6VAS,Allocated,Amateur Foundation Radio Licence,23/07/2016
G8HPA,Reserved,,12/08/2016
M6ERM,Allocated,Amateur Foundation Radio Licence,10/08/2016
M5GEH,Reserved,,12/08/2016
M6KEG,Allocated,Amateur Foundation Radio Licence,29/12/2019
M5ACH,Reserved,,12/08/2016
M6BOH,Allocated,Amateur Foundation Radio Licence,23/09/2021
M1EMD,Reserved,,12/08/2016
M6SCP,Allocated,Amateur Foundation Radio Licence,03/05/2020
M5AMD,Reserved,,12/08/2016
M6CME,Allocated,Amateur Foundation Radio Licence,26/03/2021
G7DNB,Reserved,,12/08/2016
M6JOJ,Allocated,Amateur Foundation Radio Licence,23/09/2021
G6OWA,Reserved,,12/08/2016
M3MTH,Allocated,Amateur Foundation Radio Licence,02/08/2016
M0CQB,Reserved,,12/08/2016
M6IDN,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3SVV,Reserved,,12/08/2016
M3BJL,Allocated,Amateur Foundation Radio Licence,12/08/2016
M5ASC,Reserved,,29/07/2019
M6SXC,Allocated,Amateur Foundation Radio Licence,23/07/2016
G7VUN,Reserved,,12/08/2016
M6KTH,Allocated,Amateur Foundation Radio Licence,28/07/2018
M1BON,Reserved,,12/08/2016
M6OVB,Allocated,Amateur Foundation Radio Licence,19/07/2018
G7VUO,Reserved,,12/08/2016
M6CJO,Allocated,Amateur Foundation Radio Licence,24/08/2016
G0WOO,Reserved,,12/08/2016
M6GJE,Allocated,Amateur Foundation Radio Licence,21/12/2022
G3MUS,Reserved,,12/08/2016
M6BOF,Allocated,Amateur Foundation Radio Licence,28/10/2021
M0BQQ,Reserved,,12/08/2016
M6NWC,Allocated,Amateur Foundation Radio Licence,01/01/2020
M0BQR,Reserved,,12/08/2016
M6BOJ,Reserved,Amateur Foundation Radio Licence,27/04/2021
M0BQS,Reserved,,12/08/2016
M3GCT,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1CTT,Reserved,,12/08/2016
M6RKP,Allocated,Amateur Foundation Radio Licence,06/01/2019
M1BCN,Reserved,,12/08/2016
M3SKB,Allocated,Amateur Foundation Radio Licence,12/08/2016
M1CTV,Reserved,,12/08/2016
M3RGD,Allocated,Amateur Foundation Radio Licence,23/07/2016
G8WTL,Reserved,,12/08/2016
M3YAR,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1DVQ,Reserved,,12/08/2016
M3GFU,Allocated,Amateur Foundation Radio Licence,02/08/2016
M1DVR,Reserved,,12/08/2016
M3NNY,Allocated,Amateur Foundation Radio Licence,23/07/2016
M1DVS,Reserved,,12/08/2016
M3CKD,Allocated,Amateur Foundation Radio Licence,12/08/2016
M0AON,Reserved,,12/08/2016
M3RGL,Reserved,Amateur Foundation Radio Licence,23/07/2016
G1MJP,Reserved,,12/08/2016
M3ZOG,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1MPB,Reserved,,12/08/2016
M3FUH,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1MTX,Reserved,,12/08/2016
M3GOI,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1NAR,Allocated,,12/05/2020
M3JUS,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1NIA,Reserved,,12/08/2016
M3GOL,Reserved,Amateur Foundation Radio Licence,12/08/2016
G1NLB,Reserved,,12/08/2016
M3XSF,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1OPL,Reserved,,12/08/2016
M3GON,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1OQD,Reserved,,12/08/2016
M3HAK,Allocated,Amateur Foundation Radio Licence,23/07/2016
G6PST,Reserved,,12/08/2016
M3FJP,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1OTE,Reserved,,12/08/2016
M3FJQ,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1PAL,Reserved,,12/08/2016
M3FJR,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1PJS,Reserved,,12/08/2016
M3FJX,Allocated,Amateur Foundation Radio Licence,02/08/2016
G1PNJ,Reserved,,12/08/2016
M3IMP,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1PQS,Reserved,,12/08/2016
M3FKA,Allocated,Amateur Foundation Radio Licence,16/02/2019
G1PTY,Reserved,,12/08/2016
M3MMR,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1PYR,Reserved,,12/08/2016
M3DHS,Allocated,Amateur Foundation Radio Licence,02/08/2016
G1RLE,Reserved,,12/08/2016
M3HSW,Allocated,Amateur Foundation Radio Licence,31/03/2020
G1RXA,Reserved,,12/08/2016
M3MSN,Allocated,Amateur Foundation Radio Licence,03/03/2021
G1SGW,Reserved,,12/08/2016
M3FBE,Allocated,Amateur Foundation Radio Licence,12/08/2016
G6RGO,Reserved,,12/08/2016
M3JNF,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1SND,Reserved,,12/08/2016
M3XJE,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1STH,Reserved,,12/08/2016
M3FBG,Allocated,Amateur Foundation Radio Licence,12/01/2021
G1TFW,Reserved,,12/08/2016
M3FBH,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1TRN,Reserved,,31/03/2020
M3KBK,Allocated,Amateur Foundation Radio Licence,02/08/2016
G1TWN,Reserved,,12/08/2016
M3OKE,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1UPI,Reserved,,12/08/2016
M3LEF,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1UVT,Reserved,,12/08/2016
M3FBN,Allocated,Amateur Foundation Radio Licence,21/02/2019
M1BWL,Reserved,,12/08/2016
M3WTT,Allocated,Amateur Foundation Radio Licence,02/08/2016
G0TVA,Reserved,,12/08/2016
M3FBR,Allocated,Amateur Foundation Radio Licence,12/08/2016
M1BYZ,Reserved,,12/08/2016
M3ZBJ,Allocated,Amateur Foundation Radio Licence,16/08/2016
G6RJV,Reserved,,08/01/2021
M3NOF,Allocated,Amateur Foundation Radio Licence,23/07/2016
G4VUE,Reserved,,12/08/2016
M3CKF,Allocated,Amateur Foundation Radio Licence,02/08/2016
M0BIP,Reserved,,12/08/2016
M3FBW,Allocated,Amateur Foundation Radio Licence,12/08/2016
21FAS,Reserved,,12/08/2016
M3WMO,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAU,Reserved,,12/08/2016
M3FMJ,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAW,Reserved,,12/08/2016
M3FMK,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAY,Reserved,,12/08/2016
M3KGG,Allocated,Amateur Foundation Radio Licence,12/08/2016
21FJT,Reserved,,12/08/2016
M3WSH,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FAZ,Reserved,,12/08/2016
M3KSP,Allocated,Amateur Foundation Radio Licence,12/08/2016
21FBB,Reserved,,12/08/2016
M3KSU,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FBC,Reserved,,12/08/2016
M3KSV,Allocated,Amateur Foundation Radio Licence,02/08/2016
21FJW,Reserved,,12/08/2016
M3RRD,Allocated,Amateur Foundation Radio Licence,02/08/2016
21FBD,Reserved,,12/08/2016
M3LFA,Allocated,Amateur Foundation Radio Licence,12/08/2016
21FBE,Reserved,,12/08/2016
