callsign,product,status,type,created_date,last_modified_date,licence_version_last_modified_date,licence_version_original_start_date
G1MIC,Amateur Full Radio Licence,Allocated,,,2018-12-29,,
G1MIE,Amateur Full Radio Licence,Allocated,,,2022-04-14,,
G1MIF,,Reserved,,,2022-12-28,,
G1MIG,,Reserved,,,2022-12-28,,
G1MIH,,Reserved,,,2022-12-28,,
G1MII,Amateur Full Radio Licence,Allocated,,,2018-01-15,,
G1MIK,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MIL,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MIP,Amateur Full Radio Licence,Allocated,,,2021-01-28,,
G1MIR,Amateur Full Radio Licence,Allocated,,,2020-05-27,,
G1MIS,,Allocated,,,2020-05-29,,
G1MIU,,Reserved,,,2016-08-12,,
G1MIY,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MIZ,,Reserved,,,2016-08-12,,
G1MJA,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MJD,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MJE,,Reserved,,,2016-08-12,,
G1MJG,,Reserved,,,2016-08-12,,
G1MJI,Amateur Full Radio Licence,Allocated,,,2019-01-03,,
G1MJJ,Amateur Full Radio Licence,Allocated,,,2016-08-02,,
G1MJK,,Reserved,,,2016-08-02,,
G1MJM,,Reserved,,,2016-08-12,,
G1MJN,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MJO,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MJP,,Reserved,,,2016-08-12,,
G1MJR,,Available,,,2021-09-11,,
G1MJT,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MJV,Amateur Full Radio Licence,Allocated,,,2021-08-25,,
G1MJX,,Reserved,,,2016-08-12,,
G1MJY,,Reserved,,,2016-08-12,,
G1MJZ,,Reserved,,,2016-08-12,,
G1MKA,,Reserved,,,2016-08-12,,
G1MKC,Amateur Full Radio Licence,Allocated,,,2019-01-17,,
G1MKE,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MKF,,Reserved,,,2016-08-12,,
G1MKH,Amateur Full Radio Licence,Allocated,,,2022-07-19,,
G1MKJ,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MKP,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MKR,Amateur Club Radio Licence,Allocated,,,2021-11-28,,
G1MKS,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MKT,,Reserved,,,2016-08-12,,
G1MKV,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MKW,,Reserved,,,2016-08-12,,
G1MKY,,Allocated,,,2017-11-01,,
G1MLC,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MLE,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1MLH,,Reserved,,,2016-08-12,,
G1MLJ,,Reserved,,,2016-08-12,,
G1MLK,Amateur Full Radio Licence,Allocated,,,2021-01-16,,
G1MLM,,Reserved,,,2016-08-12,,
G1MLN,,Reserved,,,2016-08-12,,
G1MLO,Amateur Full Radio Licence,Allocated,,,2020-06-15,,
G1MLP,,Reserved,,,2016-08-12,,
G1MLR,Amateur Full Radio Licence,Allocated,,,2019-02-20,,
G1MLS,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MLV,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MLW,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MLY,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MMA,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MMD,Amateur Full Radio Licence,Allocated,,,2020-02-10,,
G1MME,Amateur Full Radio Licence,Allocated,,,2018-02-26,,
G1MMG,,Reserved,,,2016-08-12,,
G1MMI,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MMJ,,Reserved,,,2016-08-12,,
G1MMK,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MMN,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MMO,,Reserved,,,2016-08-12,,
G1MMQ,,Reserved,,,2016-08-12,,
G1MMR,,Reserved,,,2016-08-12,,
G1MMS,Amateur Full Radio Licence,Allocated,,,2016-08-02,,
G1MMT,Amateur Full Radio Licence,Allocated,,,2021-03-15,,
G1MMX,,Reserved,,,2016-08-02,,
G1MMZ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MNA,,Reserved,,,2016-08-12,,
G1MNB,,Reserved,,,2016-08-12,,
G1MNC,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MNH,,Reserved,,,2016-08-12,,
G1MNJ,,Reserved,,,2016-08-12,,
G1MNN,,Reserved,,,2016-08-12,,
G1MNP,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MNU,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MNW,,Reserved,,,2016-08-12,,
G1MNX,Amateur Full Radio Licence,Allocated,,,2019-07-15,,
G1MNY,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MOB,Amateur Full Radio Licence,Allocated,,,2021-04-25,,
G1MOE,,Reserved,,,2016-08-12,,
G1MOF,,Reserved,,,2016-08-12,,
G1MOG,,Reserved,,,2016-08-12,,
G1MOJ,,Reserved,,,2016-08-12,,
G1MOK,Amateur Intermediate Radio Licence,Allocated,,,2017-04-10,,
G1MON,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MOP,,Reserved,,,2016-08-12,,
G1MOQ,,Reserved,,,2016-08-12,,
G1MOR,,Reserved,,,2016-08-12,,
G1MOS,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MOU,,Reserved,,,2016-08-12,,
G1MOV,Amateur Full Radio Licence,Allocated,,,2020-07-27,,
G1MOW,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MOX,,Reserved,,,2016-08-12,,
G1MOZ,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MPB,,Reserved,,,2016-08-12,,
G1MPC,Amateur Full Radio Licence,Allocated,,,2021-12-30,,
G1MPD,Amateur Full Radio Licence,Allocated,,,2017-02-10,,
G1MPE,,Reserved,,,2016-08-12,,
G1MPG,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MPH,Amateur Full Radio Licence,Allocated,,,2018-10-19,,
G1MPI,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MPJ,,Reserved,,,2016-08-12,,
G1MPK,,Reserved,,,2016-08-12,,
G1MPL,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MPP,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MPR,Amateur Full Radio Licence,Reserved,,,2021-06-09,,
G1MPT,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MPU,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MPW,Amateur Full Radio Licence,Allocated,,,2020-04-24,,
G1MPZ,,Reserved,,,2016-08-12,,
G1MQA,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MQB,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MQC,Amateur Club Radio Licence,Allocated,,,2020-01-10,,
G1MQE,Amateur Full Radio Licence,Reserved,,,2018-03-16,,
G1MQF,,Reserved,,,2016-08-12,,
G1MQG,,Reserved,,,2016-08-12,,
G1MQN,,Reserved,,,2016-08-12,,
G1MQO,,Reserved,,,2016-08-12,,
G1MQP,,Reserved,,,2016-08-12,,
G1MQQ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MQU,,Reserved,,,2016-08-12,,
G1MQX,,Reserved,,,2016-08-12,,
G1MRA,,Reserved,,,2016-08-12,,
G1MRC,,Allocated,,,2022-01-19,,
G1MRD,,Reserved,,,2022-01-14,,
G1MRE,Amateur Full Radio Licence,Allocated,,,2021-01-14,,
G1MRG,,Reserved,,,2016-08-12,,
G1MRH,,Reserved,,,2016-08-12,,
G1MRI,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MRJ,,Reserved,,,2016-08-12,,
G1MRP,Amateur Full Radio Licence,Reserved,,,2021-03-26,,
G1MRQ,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1MRS,Amateur Full Radio Licence,Allocated,,,2021-08-30,,
G1MRT,,Reserved,,,2016-08-12,,
G1MRU,,Reserved,,,2016-08-12,,
G1MRV,,Reserved,,,2016-08-12,,
G1MRW,,Reserved,,,2016-08-12,,
G1MRX,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MRY,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MRZ,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1MSA,Amateur Full Radio Licence,Allocated,,,2020-02-19,,
G1MSB,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MSC,,Reserved,,,2016-08-12,,
G1MSD,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MSE,Amateur Full Radio Licence,Allocated,,,2020-09-17,,
G1MSG,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MSH,,Reserved,,,2016-08-12,,
G1MSK,Amateur Full Radio Licence,Allocated,,,2019-09-19,,
G1MSN,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MSO,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MSR,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MSS,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MSU,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MSX,,Reserved,,,2016-08-12,,
G1MSY,Amateur Full Radio Licence,Allocated,,,2018-01-18,,
G1MTA,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MTB,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MTC,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MTF,,Reserved,,,2016-08-02,,
G1MTG,,Reserved,,,2016-08-02,,
G1MTH,Amateur Full Radio Licence,Allocated,,,2021-10-24,,
G1MTJ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MTK,,Reserved,,,2016-08-12,,
G1MTP,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MTQ,,Reserved,,,2016-08-12,,
G1MTT,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MTU,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MTX,,Reserved,,,2016-08-12,,
G1MTY,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MUC,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MUK,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MUL,,Reserved,,,2016-08-12,,
G1MUM,Amateur Full Radio Licence,Allocated,,,2022-08-14,,
G1MUP,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MUQ,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MUS,,Reserved,,,2016-08-12,,
G1MUT,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MUX,,Reserved,,,2016-08-12,,
G1MUY,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MVE,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MVF,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MVG,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MVI,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MVJ,,Reserved,,,2016-08-12,,
G1MVK,,Reserved,,,2016-08-12,,
G1MVL,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MVQ,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MVT,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MVV,,Reserved,,,2016-08-12,,
G1MVW,,Reserved,,,2016-08-12,,
G1MVZ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MWA,,Reserved,,,2016-08-12,,
G1MWE,,Reserved,,,2016-08-12,,
G1MWF,,Reserved,,,2016-08-12,,
G1MWG,,Reserved,,,2016-08-12,,
G1MWI,Amateur Full Radio Licence,Allocated,,,2017-03-29,,
G1MWK,Amateur Full Radio Licence,Allocated,,,2019-12-22,,
G1MWP,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MWQ,,Reserved,,,2016-08-12,,
G1MWR,,Reserved,,,2016-08-12,,
G1MWS,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MWT,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MWZ,,Reserved,,,2016-08-12,,
G1MXB,,Reserved,,,2016-08-12,,
G1MXC,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MXD,Amateur Full Radio Licence,Allocated,,,2020-04-29,,
G1MXE,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MXM,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MXN,,Reserved,,,2016-08-12,,
G1MXO,Amateur Full Radio Licence,Reserved,,,2021-03-24,,
G1MXQ,,Reserved,,,2016-08-12,,
G1MXS,Amateur Full Radio Licence,Allocated,,,2019-02-06,,
G1MXT,,Reserved,,,2016-08-12,,
G1MXV,,Reserved,,,2016-08-12,,
G1MXW,,Reserved,,,2016-08-12,,
G1MYB,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1MYD,,Reserved,,,2016-08-12,,
G1MYE,,Reserved,,,2016-08-12,,
G1MYF,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MYM,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MYN,,Reserved,,,2016-08-12,,
G1MYO,Amateur Full Radio Licence,Allocated,,,2021-09-03,,
G1MYQ,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MYR,Amateur Full Radio Licence,Allocated,,,2021-10-22,,
G1MYS,,Reserved,,,2016-08-12,,
G1MYX,,Reserved,,,2016-08-12,,
G1MYY,,Reserved,,,2016-08-12,,
G1MZA,,Reserved,,,2016-08-12,,
G1MZC,,Reserved,,,2016-08-02,,
G1MZD,Amateur Full Radio Licence,Allocated,,,2016-08-02,,
G1MZF,,Reserved,,,2016-08-12,,
G1MZG,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MZH,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MZJ,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1MZL,,Reserved,,,2016-08-12,,
G1MZM,Amateur Full Radio Licence,Allocated,,,2021-05-31,,
G1MZN,,Reserved,,,2016-08-12,,
G1MZP,Amateur Full Radio Licence,Allocated,,,2018-06-13,,
G1MZQ,,Reserved,,,2016-08-12,,
G1MZR,,Reserved,,,2016-08-12,,
G1MZT,Amateur Full Radio Licence,Allocated,,,2018-09-03,,
G1MZW,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1MZX,,Reserved,,,2016-08-12,,
G1MZY,,Reserved,,,2016-08-12,,
G1MZZ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NAA,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NAB,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NAF,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NAG,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NAI,,Reserved,,,2022-11-15,,
G1NAK,,Reserved,,,2016-08-12,,
G1NAN,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NAP,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NAQ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NAR,,Allocated,,,2020-05-12,,
G1NAT,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NAU,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NAV,,Reserved,,,2016-08-12,,
G1NAW,,Reserved,,,2016-08-12,,
G1NBE,,Reserved,,,2016-08-12,,
G1NBG,,Reserved,,,2016-08-12,,
G1NBJ,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1NBK,Amateur Full Radio Licence,Allocated,,,2021-02-02,,
G1NBO,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NBP,Amateur Full Radio Licence,Allocated,,,2021-07-15,,
G1NBQ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NBR,,Reserved,,,2016-08-12,,
G1NBT,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NBU,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NBW,Amateur Full Radio Licence,Allocated,,,2016-08-02,,
G1NBX,,Reserved,,,2016-08-02,,
G1NBY,Amateur Full Radio Licence,Allocated,,,2021-01-13,,
G1NCA,,Reserved,,,2016-08-12,,
G1NCC,,Reserved,,,2016-08-12,,
G1NCD,Amateur Full Radio Licence,Allocated,,,2022-05-04,,
G1NCE,,Reserved,,,2016-08-12,,
G1NCF,,Reserved,,,2016-08-12,,
G1NCG,Amateur Full Radio Licence,Allocated,,,2017-07-01,,
G1NCI,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NCK,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NCL,Amateur Full Radio Licence,Allocated,,,2017-01-31,,
G1NCM,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NCN,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NCO,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NCR,Amateur Club Radio Licence,Allocated,,,2016-08-02,,
G1NCS,,Allocated,,,2020-02-06,,
G1NCU,,Reserved,,,2016-08-12,,
G1NCZ,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1NDA,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NDE,,Reserved,,,2016-08-12,,
G1NDG,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NDK,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NDL,Amateur Full Radio Licence,Allocated,,,2020-03-25,,
G1NDM,,Reserved,,,2016-08-12,,
G1NDQ,Amateur Full Radio Licence,Allocated,,,2020-05-04,,
G1NDU,,Reserved,,,2016-08-12,,
G1NDV,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NDW,,Reserved,,,2016-08-12,,
G1NDY,,Reserved,,,2016-08-12,,
G1NDZ,,Reserved,,,2016-08-12,,
G1NEB,Amateur Full Radio Licence,Reserved,,,2021-06-10,,
G1NED,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NEE,,Reserved,,,2016-08-12,,
G1NEG,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NEJ,Amateur Full Radio Licence,Allocated,,,2019-01-18,,
G1NEK,,Reserved,,,2016-08-12,,
G1NEN,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NER,,Reserved,,,2016-08-12,,
G1NES,,Allocated,,,2020-05-28,,
G1NET,Amateur Club Radio Licence,Allocated,,,2018-09-28,,
G1NEV,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NEW,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NEZ,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NFB,Amateur Full Radio Licence,Allocated,,,2021-02-16,,
G1NFC,,Reserved,,,2016-08-12,,
G1NFE,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NFI,,Reserved,,,2016-08-12,,
G1NFN,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NFO,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NFP,,Reserved,,,2016-08-12,,
G1NFQ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NFT,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NFV,,Reserved,,,2016-08-12,,
G1NGB,,Reserved,,,2016-08-12,,
G1NGC,,Reserved,,,2016-08-12,,
G1NGD,,Reserved,,,2016-08-12,,
G1NGE,Amateur Full Radio Licence,Allocated,,,2021-09-01,,
G1NGF,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1NGH,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NGI,,Allocated,,,2019-10-02,,
G1NGL,Amateur Full Radio Licence,Allocated,,,2016-12-30,,
G1NGN,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NGO,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1NGR,Amateur Full Radio Licence,Allocated,,,2017-01-18,,
G1NGX,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1NGZ,,Reserved,,,2016-08-12,,
G1NHA,,Reserved,,,2016-08-12,,
G1NHB,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NHD,,Reserved,,,2016-08-12,,
G1NHF,,Reserved,,,2016-08-12,,
G1NHG,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NHH,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NHK,,Reserved,,,2016-08-12,,
G1NHL,,Reserved,,,2016-08-12,,
G1NHM,,Reserved,,,2016-08-12,,
G1NHS,,Reserved,,,2016-08-12,,
G1NHT,,Reserved,,,2016-08-12,,
G1NHW,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NHX,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NHZ,,Reserved,,,2016-08-12,,
G1NIA,,Reserved,,,2016-08-12,,
G1NIB,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NIC,Amateur Full Radio Licence,Allocated,,,2021-11-02,,
G1NID,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NIF,,Reserved,,,2016-08-12,,
G1NIG,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NII,,Reserved,,,2016-08-12,,
G1NIK,,Reserved,,,2016-08-12,,
G1NIM,Amateur Full Radio Licence,Allocated,,,2019-12-12,,
G1NIN,,Reserved,,,2016-08-12,,
G1NIO,,Reserved,,,2016-08-12,,
G1NIQ,,Reserved,,,2016-08-12,,
G1NIR,,Reserved,,,2016-08-12,,
G1NIS,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NIT,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NIU,,Reserved,,,2016-08-12,,
G1NIV,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NIW,,Reserved,,,2016-08-12,,
G1NIY,,Reserved,,,2016-08-12,,
G1NIZ,,Reserved,,,2016-08-12,,
G1NJB,,Reserved,,,2016-08-12,,
G1NJC,,Reserved,,,2016-08-12,,
G1NJG,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NJI,Amateur Full Radio Licence,Allocated,,,2016-08-02,,
G1NJJ,,Reserved,,,2016-08-02,,
G1NJS,,Reserved,,,2016-08-12,,
G1NJV,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NJZ,,Reserved,,,2016-08-12,,
G1NKC,Amateur Full Radio Licence,Allocated,,,2021-03-31,,
G1NKD,,Reserved,,,2020-06-18,,
G1NKF,Amateur Full Radio Licence,Allocated,,,2022-02-21,,
G1NKH,,Reserved,,,2016-08-12,,
G1NKJ,,Reserved,,,2016-08-12,,
G1NKN,Amateur Full Radio Licence,Allocated,,,2020-04-14,,
G1NKP,,Reserved,,,2016-08-02,,
G1NKR,,Reserved,,,2016-08-12,,
G1NKS,,Reserved,,,2016-08-12,,
G1NKT,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NKU,Amateur Full Radio Licence,Allocated,,,2019-03-04,,
G1NKV,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NKZ,,Reserved,,,2016-08-12,,
G1NLB,,Reserved,,,2016-08-12,,
G1NLD,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NLG,,Reserved,,,2016-08-12,,
G1NLI,,Allocated,,,2020-05-06,,
G1NLJ,,Reserved,,,2016-08-12,,
G1NLK,,Reserved,,,2016-08-12,,
G1NLQ,Amateur Full Radio Licence,Allocated,,,2017-02-08,,
G1NLS,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NLU,,Reserved,,,2016-08-12,,
G1NLV,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NLX,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NLY,,Reserved,,,2016-08-12,,
G1NLZ,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NME,,Reserved,,,2016-08-12,,
G1NMF,Amateur Full Radio Licence,Reserved,,,2016-08-12,,
G1NMH,Amateur Full Radio Licence,Allocated,,,2021-10-18,,
G1NMI,Amateur Full Radio Licence,Allocated,,,2021-10-21,,
G1NMK,,Reserved,,,2016-08-12,,
G1NML,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NMN,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NMO,,Reserved,,,2016-08-12,,
G1NMP,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NMQ,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NMR,Amateur Full Radio Licence,Reserved,,,2021-06-11,,
G1NMW,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NMX,,Reserved,,,2016-08-12,,
G1NMY,,Reserved,,,2016-08-12,,
G1NNA,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NNB,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NNC,,Reserved,,,2016-08-12,,
G1NNF,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NNK,,Reserved,,,2016-08-12,,
G1NNL,,Reserved,,,2016-08-12,,
G1NNN,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NNP,Amateur Full Radio Licence,Allocated,,,2016-08-02,,
G1NNQ,,Reserved,,,2016-08-02,,
G1NNR,Amateur Full Radio Licence,Allocated,,,2016-08-02,,
G1NNU,Amateur Full Radio Licence,Reserved,,,2018-11-23,,
G1NNV,,Reserved,,,2016-08-12,,
G1NNX,,Reserved,,,2016-08-12,,
G1NOC,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NOD,Amateur Full Radio Licence,Allocated,,,2018-04-06,,
G1NOF,,Reserved,,,2016-08-12,,
G1NOI,,Reserved,,,2016-08-12,,
G1NOK,,Reserved,,,2016-08-12,,
G1NOL,Amateur Full Radio Licence,Allocated,,,2017-02-28,,
G1NOM,,Reserved,,,2016-08-12,,
G1NON,,Allocated,,,2020-06-17,,
G1NOO,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NOR,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NOS,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NOX,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NOZ,Amateur Full Radio Licence,Reserved,,,2016-07-23,,
G1NPA,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NPC,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NPD,,Reserved,,,2016-08-12,,
G1NPF,,Reserved,,,2016-08-12,,
G1NPI,Amateur Full Radio Licence,Allocated,,,2016-07-23,,
G1NPJ,Amateur Full Radio Licence,Allocated,,,2021-06-07,,
G1NPK,,Reserved,,,2016-08-12,,
G1NPM,,Reserved,,,2016-08-12,,
G1NPN,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NPP,Amateur Full Radio Licence,Reserved,,,2021-05-17,,
G1NPT,Amateur Full Radio Licence,Allocated,,,2022-10-25,,
G1NPU,,Reserved,,,2016-08-12,,
G1NPV,,Allocated,,,2016-10-19,,
G1NPX,Amateur Full Radio Licence,Allocated,,,2018-03-17,,
G1NPY,,Reserved,,,2018-03-16,,
G1NQB,Amateur Full Radio Licence,Allocated,,,2021-02-22,,
G1NQG,Amateur Full Radio Licence,Allocated,,,2019-11-24,,
G1NQH,Amateur Full Radio Licence,Allocated,,,2016-08-12,,
G1NQI,,Reserved,,,2016-08-12,,
