callsign,status,licence_class
G0HNX,Reserved,
G0HNY,Reserved,
G0HNZ,Allocated,Amateur Full Radio Licence
G0HOA,Allocated,Amateur Full Radio Licence
G0HOB,Allocated,Amateur Full Radio Licence
G0HOC,Allocated,Amateur Full Radio Licence
G0HOD,Allocated,Amateur Full Radio Licence
G0HOE,Reserved,
G0HOF,Allocated,Amateur Full Radio Licence
G0HOG,Reserved,
G0HOI,Allocated,Amateur Full Radio Licence
G0HOJ,Allocated,Amateur Full Radio Licence
G0HOK,Allocated,Amateur Full Radio Licence
G0HOL,Allocated,Amateur Full Radio Licence
G0HOM,Reserved,
G0HON,Allocated,Amateur Full Radio Licence
G0HOO,Allocated,Amateur Full Radio Licence
G0HOP,Allocated,Amateur Full Radio Licence
G0HOQ,Allocated,Amateur Full Radio Licence
G0HOR,Allocated,Amateur Full Radio Licence
G0HOS,Allocated,Amateur Full Radio Licence
G0HOT,Allocated,Amateur Full Radio Licence
G0HOU,Reserved,
G0HOV,Allocated,Amateur Full Radio Licence
G0HOW,Reserved,Amateur Full Radio Licence
G0HOX,Allocated,Amateur Full Radio Licence
G0HOY,Reserved,Amateur Full Radio Licence
G0HOZ,Reserved,
G0HPA,Allocated,Amateur Full Radio Licence
G0HPB,Reserved,
G0HPC,Allocated,Amateur Full Radio Licence
G0HPD,Reserved,
G0HPE,Reserved,
G0HPG,Allocated,Amateur Full Radio Licence
G0HPH,Allocated,Amateur Full Radio Licence
G0HPI,Reserved,
G0HPJ,Reserved,Amateur Full Radio Licence
G0HPK,Allocated,Amateur Full Radio Licence
G0HPL,Allocated,Amateur Full Radio Licence
G0HPM,Allocated,Amateur Full Radio Licence
G0HPN,Allocated,Amateur Full Radio Licence
G0HPO,Allocated,Amateur Full Radio Licence
G0HPP,Reserved,
G0HPQ,Allocated,Amateur Full Radio Licence
G0HPR,Reserved,Amateur Full Radio Licence
G0HPS,Allocated,Amateur Full Radio Licence
G0HPT,Reserved,
G0HPU,Reserved,Amateur Full Radio Licence
G0HPV,Allocated,Amateur Full Radio Licence
G0HPW,Reserved,
G0HPX,Reserved,
G0HPY,Reserved,
G0HPZ,Allocated,Amateur Full Radio Licence
G0HQA,Reserved,
G0HQB,Allocated,Amateur Full Radio Licence
G0HQC,Allocated,Amateur Full Radio Licence
G0HQD,Allocated,Amateur Full Radio Licence
G0HQE,Allocated,Amateur Full Radio Licence
G0HQF,Allocated,Amateur Full Radio Licence
G0HQG,Allocated,Amateur Full Radio Licence
G0HQH,Reserved,
G0HQI,Reserved,
G0HQJ,Allocated,Amateur Full Radio Licence
G0HQK,Allocated,Amateur Full Radio Licence
G0HQM,Reserved,
G0HQN,Allocated,Amateur Full Radio Licence
G0HQO,Reserved,
G0HQP,Reserved,
G0HQQ,Reserved,Amateur Full Radio Licence
G0HQR,Reserved,
G0HQS,Reserved,
G0HQT,Allocated,Amateur Full Radio Licence
G0HQU,Allocated,Amateur Full Radio Licence
G0HQV,Reserved,
G0HQW,Allocated,Amateur Full Radio Licence
G0HQX,Allocated,Amateur Full Radio Licence
G0HQY,Reserved,
G0HRA,Allocated,Amateur Full Radio Licence
G0HRB,Reserved,Amateur Full Radio Licence
G0HRD,Allocated,Amateur Full Radio Licence
G0HRF,Allocated,Amateur Full Radio Licence
G0HRG,Allocated,Amateur Club Radio Licence
G0HRH,Allocated,Amateur Full Radio Licence
G0HRJ,Allocated,Amateur Full Radio Licence
G0HRK,Allocated,Amateur Full Radio Licence
G0HRL,Allocated,Amateur Full Radio Licence
G0HRM,Reserved,
G0HRO,Allocated,Amateur Full Radio Licence
G0HRQ,Allocated,Amateur Full Radio Licence
G0HRR,Allocated,Amateur Full Radio Licence
G0HRS,Allocated,Amateur Club Radio Licence
G0HRT,Allocated,Amateur Full Radio Licence
G0HRU,Reserved,
G0HRV,Reserved,
G0HRW,Allocated,Amateur Club Radio Licence
G0HRX,Allocated,Amateur Full Radio Licence
G0HRY,Reserved,Amateur Full Radio Licence
G0HRZ,Reserved,Amateur Full Radio Licence
G0HSA,Allocated,Amateur Full Radio Licence
G0HSB,Allocated,Amateur Full Radio Licence
G0HSC,Allocated,Amateur Full Radio Licence
G0HSD,Allocated,Amateur Full Radio Licence
G0HSE,Reserved,Amateur Club Radio Licence
G0HSG,Reserved,
G0HSH,Allocated,Amateur Full Radio Licence
G0HSI,Reserved,Amateur Full Radio Licence
G0HSK,Allocated,Amateur Full Radio Licence
G0HSL,Reserved,
G0HSM,Reserved,
G0HSN,Allocated,Amateur Full Radio Licence
G0HSO,Allocated,Amateur Full Radio Licence
G0HSR,Allocated,Amateur Club Radio Licence
G0HSS,Allocated,Amateur Full Radio Licence
G0HSU,Reserved,
G0HSV,Allocated,Amateur Full Radio Licence
G0HSW,Allocated,Amateur Full Radio Licence
G0HSX,Reserved,
G0HSY,Reserved,
G0HSZ,Allocated,Amateur Full Radio Licence
G0HTB,Reserved,
G0HTC,Reserved,
G0HTD,Allocated,Amateur Full Radio Licence
G0HTE,Reserved,Amateur Full Radio Licence
G0HTF,Allocated,Amateur Full Radio Licence
G0HTG,Allocated,Amateur Full Radio Licence
G0HTH,Allocated,Amateur Full Radio Licence
G0HTJ,Allocated,Amateur Full Radio Licence
G0HTK,Allocated,Amateur Full Radio Licence
G0HTL,Allocated,Amateur Full Radio Licence
G0HTM,Allocated,Amateur Full Radio Licence
G0HTN,Reserved,
G0HTO,Allocated,Amateur Full Radio Licence
G0HTP,Reserved,Amateur Full Radio Licence
G0HTQ,Reserved,
G0HTS,Allocated,Amateur Full Radio Licence
G0HTT,Allocated,Amateur Full Radio Licence
G0HTU,Reserved,
G0HTV,Reserved,Amateur Full Radio Licence
G0HTW,Reserved,
G0HTX,Allocated,Amateur Full Radio Licence
G0HTY,Reserved,
G0HTZ,Reserved,Amateur Full Radio Licence
G0HUA,Reserved,Amateur Full Radio Licence
G0HUB,Reserved,
G0HUC,Reserved,Amateur Full Radio Licence
G0HUD,Allocated,Amateur Full Radio Licence
G0HUE,Reserved,
G0HUF,Allocated,Amateur Full Radio Licence
G0HUG,Allocated,Amateur Full Radio Licence
G0HUH,Reserved,
G0HUI,Reserved,
G0HUJ,Reserved,
G0HUK,Allocated,Amateur Full Radio Licence
G0HUL,Reserved,
G0HUM,Reserved,
G0HUN,Allocated,Amateur Full Radio Licence
G0HUO,Allocated,Amateur Full Radio Licence
G0HUP,Allocated,Amateur Full Radio Licence
G0HUQ,Allocated,Amateur Full Radio Licence
G0HUR,Reserved,
G0HUS,Allocated,Amateur Full Radio Licence
G0HUT,Allocated,Amateur Full Radio Licence
G0HUU,Allocated,Amateur Full Radio Licence
G0HUV,Allocated,Amateur Full Radio Licence
G0HUW,Allocated,Amateur Full Radio Licence
G0HUX,Reserved,
G0HUY,Reserved,
G0HUZ,Allocated,Amateur Full Radio Licence
G0HVA,Allocated,Amateur Full Radio Licence
G0HVB,Allocated,Amateur Full Radio Licence
G0HVC,Allocated,Amateur Full Radio Licence
G0HVD,Reserved,
G0HVE,Reserved,
G0HVF,Reserved,
G0HVG,Reserved,Amateur Full Radio Licence
G0HVH,Allocated,Amateur Full Radio Licence
G0HVI,Reserved,
G0HVJ,Allocated,Amateur Full Radio Licence
G0HVL,Allocated,Amateur Full Radio Licence
G0HVM,Allocated,Amateur Full Radio Licence
G0HVN,Allocated,Amateur Full Radio Licence
G0HVO,Allocated,Amateur Full Radio Licence
G0HVP,Allocated,Amateur Full Radio Licence
G0HVQ,Allocated,Amateur Full Radio Licence
G0HVR,Reserved,
G0HVS,Allocated,Amateur Full Radio Licence
G0HVT,Allocated,Amateur Full Radio Licence
G0HVU,Allocated,Amateur Full Radio Licence
G0HVV,Allocated,Amateur Full Radio Licence
G0HVW,Allocated,Amateur Full Radio Licence
G0HVX,Allocated,Amateur Full Radio Licence
G0HVY,Reserved,
G0HVZ,Reserved,Amateur Full Radio Licence
G0HWA,Allocated,Amateur Full Radio Licence
G0HWB,Allocated,Amateur Full Radio Licence
G0HWC,Allocated,Amateur Full Radio Licence
G0HWD,Reserved,
G0HWE,Reserved,Amateur Full Radio Licence
G0HWG,Reserved,
G0HWH,Reserved,Amateur Full Radio Licence
G0HWI,Allocated,Amateur Full Radio Licence
G0HWJ,Allocated,Amateur Full Radio Licence
G0HWK,Allocated,Amateur Full Radio Licence
G0HWL,Reserved,Amateur Full Radio Licence
G0HWM,Reserved,
G0HWN,Allocated,Amateur Full Radio Licence
G0HWO,Allocated,Amateur Full Radio Licence
G0HWP,Allocated,Amateur Full Radio Licence
G0HWQ,Allocated,Amateur Full Radio Licence
G0HWS,Allocated,Amateur Full Radio Licence
G0HWT,Allocated,Amateur Full Radio Licence
G0HWU,Allocated,Amateur Full Radio Licence
G0HWV,Allocated,Amateur Full Radio Licence
G0HWW,Allocated,Amateur Full Radio Licence
G0HWX,Allocated,Amateur Full Radio Licence
G0HWY,Allocated,Amateur Full Radio Licence
G0HXB,Reserved,
G0HXC,Allocated,Amateur Full Radio Licence
G0HXD,Allocated,Amateur Full Radio Licence
G0HXF,Allocated,Amateur Full Radio Licence
G0HXH,Allocated,Amateur Full Radio Licence
G0HXI,Reserved,
G0HXJ,Reserved,
G0HXK,Reserved,
G0HXL,Allocated,Amateur Full Radio Licence
G0HXM,Allocated,Amateur Full Radio Licence
G0HXN,Reserved,Amateur Full Radio Licence
G0HXO,Allocated,Amateur Full Radio Licence
G0HXP,Reserved,
G0HXQ,Allocated,Amateur Full Radio Licence
G0HXR,Allocated,Amateur Full Radio Licence
G0HXS,Allocated,Amateur Full Radio Licence
G0HXT,Allocated,Amateur Full Radio Licence
G0HXU,Allocated,Amateur Full Radio Licence
G0HXW,Allocated,Amateur Full Radio Licence
G0HXX,Allocated,Amateur Full Radio Licence
G0HXY,Allocated,Amateur Full Radio Licence
G0HXZ,Allocated,Amateur Full Radio Licence
G0HYA,Reserved,
G0HYC,Reserved,
G0HYD,Reserved,
G0HYE,Reserved,
G0HYF,Allocated,Amateur Full Radio Licence
G0HYG,Allocated,Amateur Full Radio Licence
G0HYH,Allocated,Amateur Full Radio Licence
G0HYI,Allocated,Amateur Full Radio Licence
G0HYJ,Reserved,Amateur Full Radio Licence
G0HYK,Reserved,
G0HYL,Allocated,Amateur Full Radio Licence
G0HYM,Allocated,Amateur Full Radio Licence
G0HYN,Allocated,Amateur Full Radio Licence
G0HYO,Reserved,
G0HYP,Allocated,Amateur Full Radio Licence
G0HYR,Allocated,Amateur Full Radio Licence
G0HYS,Allocated,Amateur Full Radio Licence
G0HYT,Allocated,Amateur Full Radio Licence
G0HYU,Allocated,Amateur Full Radio Licence
G0HYV,Reserved,
G0HYW,Allocated,Amateur Full Radio Licence
G0HYX,Reserved,Amateur Full Radio Licence
G0HYY,Allocated,Amateur Full Radio Licence
G0HYZ,Reserved,Amateur Full Radio Licence
G0HZA,Allocated,Amateur Full Radio Licence
G0HZB,Allocated,Amateur Full Radio Licence
G0HZC,Allocated,Amateur Full Radio Licence
G0HZD,Allocated,Amateur Full Radio Licence
G0HZE,Allocated,Amateur Full Radio Licence
G0HZF,Reserved,
G0HZG,Allocated,Amateur Full Radio Licence
G0HZI,Allocated,Amateur Full Radio Licence
G0HZJ,Reserved,
G0HZK,Allocated,Amateur Full Radio Licence
G0HZL,Allocated,Amateur Full Radio Licence
G0HZM,Reserved,Amateur Full Radio Licence
G0HZN,Reserved,
G0HZO,Allocated,Amateur Full Radio Licence
G0HZP,Allocated,Amateur Full Radio Licence
G0HZQ,Allocated,Amateur Full Radio Licence
G0HZR,Allocated,Amateur Full Radio Licence
G0HZS,Reserved,
G0HZT,Reserved,
G0HZU,Allocated,Amateur Full Radio Licence
G0HZV,Allocated,Amateur Full Radio Licence
G0HZW,Allocated,Amateur Full Radio Licence
G0HZX,Allocated,Amateur Full Radio Licence
G0HZY,Allocated,Amateur Full Radio Licence
G0HZZ,Reserved,Amateur Full Radio Licence
G0IAA,Allocated,Amateur Full Radio Licence
G0IAC,Allocated,Amateur Full Radio Licence
G0IAD,Allocated,Amateur Full Radio Licence
G0IAE,Allocated,Amateur Full Radio Licence
G0IAF,Reserved,
G0IAG,Allocated,Amateur Full Radio Licence
G0IAH,Allocated,Amateur Full Radio Licence
G0IAI,Allocated,Amateur Full Radio Licence
G0IAJ,Reserved,
G0IAK,Allocated,Amateur Full Radio Licence
G0IAL,Allocated,Amateur Full Radio Licence
G0IAM,Allocated,Amateur Full Radio Licence
G0IAN,Allocated,Amateur Full Radio Licence
G0IAO,Reserved,
G0IAP,Allocated,Amateur Full Radio Licence
G0IAQ,Reserved,
G0IAR,Reserved,
G0IAS,Allocated,Amateur Full Radio Licence
G0IAT,Allocated,Amateur Full Radio Licence
G0IAU,Reserved,
G0IAV,Reserved,
G0IAW,Reserved,Amateur Full Radio Licence
G0IAX,Allocated,Amateur Full Radio Licence
G0IAY,Allocated,Amateur Full Radio Licence
G0IAZ,Reserved,
G0IBB,Allocated,Amateur Full Radio Licence
G0IBC,Allocated,Amateur Club Radio Licence
G0IBD,Allocated,Amateur Full Radio Licence
G0IBE,Allocated,Amateur Full Radio Licence
G0IBF,Reserved,Amateur Full Radio Licence
G0IBG,Allocated,Amateur Full Radio Licence
G0IBH,Reserved,Amateur Full Radio Licence
G0IBI,Allocated,Amateur Full Radio Licence
G0IBJ,Reserved,
G0IBK,Reserved,
G0IBL,Reserved,Amateur Full Radio Licence
G0IBM,Reserved,
G0IBN,Allocated,Amateur Full Radio Licence
G0IBO,Reserved,
G0IBP,Allocated,Amateur Full Radio Licence
G0IBQ,Reserved,Amateur Full Radio Licence
G0IBR,Allocated,Amateur Full Radio Licence
G0IBS,Allocated,Amateur Full Radio Licence
G0IBT,Allocated,Amateur Full Radio Licence
G0IBU,Reserved,
G0IBV,Reserved,
G0IBW,Allocated,Amateur Full Radio Licence
G0IBX,Reserved,Amateur Full Radio Licence
G0IBY,Allocated,Amateur Full Radio Licence
G0IBZ,Allocated,Amateur Full Radio Licence
G0ICA,Reserved,
G0ICB,Allocated,Amateur Full Radio Licence
G0ICC,Allocated,Amateur Full Radio Licence
G0ICD,Allocated,Amateur Full Radio Licence
G0ICE,Allocated,Amateur Full Radio Licence
G0ICF,Allocated,Amateur Full Radio Licence
G0ICG,Allocated,Amateur Full Radio Licence
G0ICH,Reserved,Amateur Full Radio Licence
G0ICI,Allocated,Amateur Full Radio Licence
G0ICJ,Allocated,Amateur Full Radio Licence
G0ICK,Allocated,Amateur Club Radio Licence
G0ICL,Reserved,
G0ICM,Reserved,Amateur Full Radio Licence
G0ICN,Reserved,
G0ICO,Reserved,
G0ICP,Allocated,Amateur Full Radio Licence
G0ICQ,Reserved,Amateur Full Radio Licence
G0ICR,Reserved,
G0ICS,Reserved,
G0ICT,Allocated,Amateur Full Radio Licence
G0ICU,Reserved,
G0ICW,Allocated,Amateur Full Radio Licence
G0ICX,Allocated,Amateur Full Radio Licence
G0ICY,Reserved,Amateur Full Radio Licence
G0ICZ,Allocated,Amateur Full Radio Licence
G0IDA,Allocated,Amateur Full Radio Licence
G0IDB,Allocated,Amateur Full Radio Licence
G0IDC,Reserved,
G0IDD,Allocated,Amateur Full Radio Licence
G0IDE,Allocated,Amateur Full Radio Licence
G0IDF,Allocated,Amateur Full Radio Licence
G0IDH,Allocated,Amateur Full Radio Licence
G0IDI,Reserved,Amateur Full Radio Licence
G0IDJ,Allocated,Amateur Full Radio Licence
G0IDK,Reserved,Amateur Full Radio Licence
G0IDL,Allocated,Amateur Full Radio Licence
G0IDN,Reserved,
G0IDO,Reserved,
G0IDP,Allocated,Amateur Full Radio Licence
G0IDR,Reserved,
G0IDS,Reserved,
G0IDT,Reserved,
G0IDU,Allocated,Amateur Full Radio Licence
G0IDV,Allocated,Amateur Full Radio Licence
G0IDY,Reserved,
G0IDZ,Allocated,Amateur Full Radio Licence
G0IEA,Reserved,
G0IEB,Allocated,Amateur Full Radio Licence
G0IEC,Allocated,Amateur Full Radio Licence
G0IED,Reserved,
G0IEE,Allocated,Amateur Full Radio Licence
G0IEF,Reserved,
G0IEG,Reserved,
G0IEH,Allocated,Amateur Full Radio Licence
G0IEI,Reserved,
G0IEJ,Reserved,
G0IEK,Reserved,
G0IEL,Reserved,
G0IEM,Reserved,
G0IEN,Allocated,Amateur Full Radio Licence
G0IEO,Allocated,Amateur Full Radio Licence
G0IEP,Reserved,Amateur Full Radio Licence
G0IEQ,Allocated,Amateur Full Radio Licence
G0IER,Allocated,Amateur Full Radio Licence
G0IES,Allocated,Amateur Full Radio Licence
G0IET,Allocated,Amateur Full Radio Licence
G0IEU,Reserved,Amateur Full Radio Licence
G0IEV,Allocated,Amateur Full Radio Licence
G0IEW,Allocated,Amateur Full Radio Licence
G0IEX,Reserved,
G0IEY,Allocated,Amateur Full Radio Licence
G0IEZ,Reserved,
G0IFA,Allocated,Amateur Full Radio Licence
G0IFB,Reserved,
G0IFC,Allocated,Amateur Full Radio Licence
G0IFD,Allocated,Amateur Full Radio Licence
G0IFE,Reserved,
G0IFF,Allocated,Amateur Full Radio Licence
G0IFG,Allocated,Amateur Full Radio Licence
G0IFH,Reserved,Amateur Full Radio Licence
G0IFI,Allocated,Amateur Full Radio Licence
G0IFJ,Reserved,
G0IFK,Reserved,
G0IFL,Allocated,Amateur Full Radio Licence
G0IFM,Allocated,Amateur Full Radio Licence
G0IFN,Allocated,Amateur Full Radio Licence
G0IFO,Reserved,
G0IFP,Allocated,Amateur Full Radio Licence
G0IFQ,Allocated,Amateur Full Radio Licence
G0IFR,Reserved,
G0IFS,Allocated,Amateur Full Radio Licence
G0IFT,Allocated,Amateur Full Radio Licence
G0IFU,Allocated,Amateur Full Radio Licence
G0IFV,Reserved,
G0IFW,Reserved,
G0IFX,Allocated,Amateur Full Radio Licence
G0IFY,Reserved,
G0IFZ,Allocated,Amateur Full Radio Licence
G0IGA,Allocated,Amateur Full Radio Licence
G0IGB,Allocated,Amateur Full Radio Licence
G0IGC,Allocated,Amateur Full Radio Licence
G0IGD,Reserved,
G0IGE,Reserved,
G0IGF,Reserved,
G0IGH,Allocated,Amateur Full Radio Licence
G0IGI,Reserved,Amateur Full Radio Licence
G0IGJ,Allocated,Amateur Full Radio Licence
G0IGK,Allocated,Amateur Full Radio Licence
G0IGM,Allocated,Amateur Full Radio Licence
G0IGN,Reserved,
G0IGO,Reserved,Amateur Full Radio Licence
G0IGP,Reserved,
G0IGQ,Reserved,
G0IGR,Reserved,Amateur Full Radio Licence
G0IGS,Reserved,Amateur Full Radio Licence
G0IGT,Allocated,Amateur Full Radio Licence
G0IGU,Allocated,Amateur Full Radio Licence
G0IGV,Reserved,
G0IGW,Reserved,
G0IGX,Reserved,
G0IGY,Reserved,
G0IGZ,Reserved,
G0IHA,Allocated,Amateur Full Radio Licence
G0IHB,Allocated,Amateur Full Radio Licence
G0IHC,Allocated,Amateur Full Radio Licence
G0IHD,Reserved,
G0IHE,Allocated,Amateur Full Radio Licence
G0IHF,Allocated,Amateur Full Radio Licence
G0IHG,Reserved,
G0IHH,Reserved,
G0IHI,Allocated,Amateur Full Radio Licence
G0IHK,Allocated,Amateur Full Radio Licence
G0IHL,Reserved,
G0IHM,Reserved,
G0IHO,Allocated,Amateur Full Radio Licence
G0IHP,Reserved,Amateur Full Radio Licence
G0IHQ,Reserved,
G0IHS,Reserved,
G0IHU,Allocated,Amateur Full Radio Licence
G0IHW,Reserved,
G0IHX,Reserved,
G0IHY,Reserved,Amateur Full Radio Licence
G0IHZ,Reserved,
G0IIA,Allocated,Amateur Full Radio Licence
G0IIB,Allocated,Amateur Full Radio Licence
G0IIC,Reserved,
G0IID,Allocated,Amateur Full Radio Licence
G0IIE,Allocated,Amateur Full Radio Licence
G0IIF,Allocated,Amateur Full Radio Licence
G0IIG,Allocated,Amateur Full Radio Licence
G0III,Reserved,
G0IIJ,Reserved,
G0IIK,Allocated,Amateur Full Radio Licence
G0IIL,Reserved,
G0IIM,Reserved,Amateur Full Radio Licence
G0IIN,Reserved,
G0IIO,Allocated,Amateur Full Radio Licence
G0IIP,Allocated,Amateur Full Radio Licence
G0IIQ,Allocated,Amateur Full Radio Licence
G0IIR,Allocated,Amateur Full Radio Licence
G0IIS,Allocated,Amateur Full Radio Licence
G0IIT,Reserved,
G0IIU,Reserved,
G0IIV,Reserved,Amateur Full Radio Licence
G0IIW,Reserved,
G0IIX,Reserved,
G0IIY,Reserved,
G0IIZ,Reserved,Amateur Full Radio Licence
G0IJA,Reserved,Amateur Full Radio Licence
G0IJB,Allocated,Amateur Full Radio Licence
G0IJC,Reserved,Amateur Full Radio Licence
G0IJD,Allocated,Amateur Full Radio Licence
G0IJE,Reserved,Amateur Full Radio Licence
G0IJF,Reserved,
G0IJH,Reserved,
G0IJI,Allocated,Amateur Full Radio Licence
G0IJJ,Allocated,Amateur Full Radio Licence
G0IJK,Allocated,Amateur Full Radio Licence
G0IJL,Reserved,
G0IJM,Allocated,Amateur Full Radio Licence
G0IJN,Allocated,Amateur Full Radio Licence
G0IJO,Allocated,Amateur Full Radio Licence
G0IJP,Reserved,
G0IJQ,Reserved,
G0IJR,Allocated,Amateur Full Radio Licence
G0IJS,Reserved,
G0IJT,Reserved,
G0IJU,Allocated,Amateur Full Radio Licence
G0IJV,Reserved,
G0IJY,Allocated,Amateur Full Radio Licence
G0IJZ,Allocated,Amateur Full Radio Licence
G0IKA,Allocated,Amateur Full Radio Licence
G0IKB,Allocated,Amateur Full Radio Licence
G0IKC,Allocated,Amateur Full Radio Licence
G0IKD,Allocated,Amateur Full Radio Licence
G0IKE,Allocated,Amateur Full Radio Licence
G0IKF,Reserved,
G0IKG,Allocated,Amateur Full Radio Licence
G0IKH,Allocated,Amateur Full Radio Licence
G0IKI,Allocated,Amateur Full Radio Licence
G0IKL,Reserved,
G0IKM,Reserved,
G0IKN,Allocated,Amateur Full Radio Licence
G0IKO,Reserved,
G0IKP,Allocated,Amateur Full Radio Licence
G0IKQ,Allocated,Amateur Full Radio Licence
G0IKR,Allocated,Amateur Full Radio Licence
G0IKS,Allocated,Amateur Full Radio Licence
G0IKT,Allocated,Amateur Full Radio Licence
G0IKV,Allocated,Amateur Full Radio Licence
G0IKW,Reserved,
G0IKX,Reserved,
G0IKY,Allocated,Amateur Full Radio Licence
G0IKZ,Allocated,Amateur Full Radio Licence
G0ILA,Allocated,Amateur Full Radio Licence
G0ILB,Allocated,Amateur Full Radio Licence
G0ILC,Allocated,Amateur Full Radio Licence
G0ILD,Allocated,Amateur Full Radio Licence
G0ILE,Reserved,
G0ILF,Allocated,Amateur Full Radio Licence
G0ILG,Allocated,Amateur Full Radio Licence
G0ILH,Allocated,Amateur Full Radio Licence
G0ILI,Allocated,Amateur Full Radio Licence
G0ILJ,Reserved,Amateur Full Radio Licence
G0ILK,Allocated,Amateur Full Radio Licence
G0ILL,Reserved,
G0ILM,Reserved,Amateur Full Radio Licence
G0ILN,Allocated,Amateur Full Radio Licence
G0ILO,Allocated,Amateur Full Radio Licence
G0ILP,Reserved,
G0ILQ,Allocated,Amateur Full Radio Licence
G0ILR,Reserved,Amateur Full Radio Licence
G0ILS,Allocated,Amateur Full Radio Licence
G0ILT,Allocated,Amateur Full Radio Licence
G0ILV,Reserved,
G0ILW,Reserved,Amateur Full Radio Licence
G0ILX,Reserved,
G0ILZ,Allocated,Amateur Full Radio Licence
G0IMA,Allocated,Amateur Full Radio Licence
G0IMB,Allocated,Amateur Full Radio Licence
G0IMC,Reserved,
G0IMD,Allocated,Amateur Full Radio Licence
G0IMF,Reserved,Amateur Full Radio Licence
G0IMG,Allocated,Amateur Full Radio Licence
G0IMH,Allocated,Amateur Full Radio Licence
G0IMI,Reserved,
G0IMJ,Reserved,Amateur Full Radio Licence
G0IMK,Allocated,Amateur Full Radio Licence
G0IML,Reserved,
G0IMM,Reserved,Amateur Full Radio Licence
G0IMN,Allocated,Amateur Full Radio Licence
G0IMO,Reserved,
G0IMP,Allocated,Amateur Full Radio Licence
G0IMQ,Allocated,Amateur Full Radio Licence
G0IMT,Allocated,Amateur Full Radio Licence
G0IMU,Allocated,Amateur Full Radio Licence
G0IMV,Allocated,Amateur Full Radio Licence
G0IMW,Allocated,Amateur Full Radio Licence
G0IMX,Allocated,Amateur Full Radio Licence
G0IMY,Reserved,
G0IMZ,Allocated,Amateur Full Radio Licence
G0INA,Allocated,Amateur Full Radio Licence
G0INB,Reserved,
G0INC,Reserved,
G0IND,Reserved,Amateur Full Radio Licence
G0INE,Reserved,
G0ING,Allocated,Amateur Club Radio Licence
G0INH,Reserved,Amateur Full Radio Licence
G0INI,Reserved,
G0INJ,Allocated,Amateur Full Radio Licence
G0INK,Allocated,Amateur Full Radio Licence
G0INL,Reserved,
G0INN,Allocated,Amateur Full Radio Licence
G0INO,Allocated,Amateur Full Radio Licence
G0INP,Allocated,Amateur Full Radio Licence
G0INQ,Allocated,Amateur Full Radio Licence
G0INR,Reserved,
G0INS,Allocated,Amateur Full Radio Licence
G0INT,Allocated,Amateur Full Radio Licence
G0INU,Reserved,
G0INV,Reserved,
G0INW,Reserved,
G0INX,Reserved,Amateur Full Radio Licence
G0INY,Reserved,
G0INZ,Allocated,Amateur Full Radio Licence
G0IOA,Allocated,Amateur Full Radio Licence
G0IOB,Reserved,
G0IOC,Reserved,
G0IOD,Reserved,
G0IOE,Allocated,Amateur Full Radio Licence
G0IOF,Allocated,Amateur Full Radio Licence
G0IOG,Reserved,Amateur Full Radio Licence
G0IOH,Reserved,
G0IOI,Allocated,Amateur Full Radio Licence
G0IOJ,Reserved,
G0IOK,Allocated,Amateur Full Radio Licence
G0IOL,Reserved,Amateur Full Radio Licence
G0IOM,Allocated,Amateur Full Radio Licence
G0ION,Allocated,Amateur Full Radio Licence
G0IOO,Allocated,Amateur Full Radio Licence
G0IOP,Allocated,Amateur Full Radio Licence
G0IOQ,Allocated,Amateur Club Radio Licence
G0IOR,Allocated,Amateur Full Radio Licence
G0IOS,Reserved,
G0IOT,Allocated,Amateur Full Radio Licence
G0IOU,Allocated,Amateur Full Radio Licence
G0IOV,Reserved,
G0IOX,Allocated,Amateur Full Radio Licence
G0IOY,Allocated,Amateur Full Radio Licence
G0IOZ,Allocated,Amateur Full Radio Licence
G0IPA,Reserved,
G0IPB,Allocated,Amateur Full Radio Licence
G0IPC,Allocated,Amateur Full Radio Licence
G0IPD,Reserved,
G0IPE,Allocated,Amateur Full Radio Licence
G0IPF,Reserved,
G0IPG,Reserved,Amateur Full Radio Licence
G0IPH,Allocated,Amateur Full Radio Licence
G0IPJ,Allocated,Amateur Full Radio Licence
G0IPK,Allocated,Amateur Full Radio Licence
G0IPL,Reserved,
G0IPM,Reserved,
G0IPN,Allocated,Amateur Full Radio Licence
G0IPO,Allocated,Amateur Full Radio Licence
G0IPS,Allocated,Amateur Full Radio Licence
G0IPT,Allocated,Amateur Full Radio Licence
G0IPU,Allocated,Amateur Full Radio Licence
G0IPV,Allocated,Amateur Full Radio Licence
G0IPW,Allocated,Amateur Full Radio Licence
G0IPX,Allocated,Amateur Club Radio Licence
G0IPY,Allocated,Amateur Full Radio Licence
G0IPZ,Reserved,
G0IQA,Allocated,Amateur Full Radio Licence
G0IQC,Allocated,Amateur Full Radio Licence
G0IQD,Allocated,Amateur Full Radio Licence
G0IQE,Reserved,
G0IQF,Reserved,
G0IQG,Reserved,
G0IQH,Allocated,Amateur Full Radio Licence
G0IQI,Allocated,Amateur Full Radio Licence
G0IQK,Allocated,Amateur Full Radio Licence
G0IQL,Reserved,Amateur Full Radio Licence
G0IQM,Allocated,Amateur Full Radio Licence
G0IQN,Allocated,Amateur Full Radio Licence
G0IQO,Reserved,
G0IQP,Allocated,Amateur Full Radio Licence
G0IQQ,Allocated,Amateur Full Radio Licence
G0IQS,Reserved,
G0IQT,Reserved,
