Value__c,Product__c,Status__c,Type__c
G1LRK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4MSH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M6XEY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G3VRF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4MSV,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4MSW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GXN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ONI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ONK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ONO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1LRR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4ONS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ONV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ONZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OOB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OOE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OOH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OOJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OOQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0CFI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1LRU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OOU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OOX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OOY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1LSB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OPW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZIC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4RLA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1JYK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1JZG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1JZJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1JZK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1JZL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1JZN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1JZT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0ORD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1JZY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4SYC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4SYD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PQG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4SYE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ICH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ICO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ECS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3EDD,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3EDM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3EDX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3EDZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4SYF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3EFB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3EFD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0ORO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3EFH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3EFK,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3EFL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3EFS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3EGC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3EGF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0JAB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DIR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0ZSD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DKI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0EYB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0FDS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DMM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0UXH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0WTD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DOU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DPN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0KAL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DVA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DQM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0NDN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0KNO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0EIB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DQS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0MKB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0TDA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0EBE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DQX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DQY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0GAA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0FWZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DSJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DSL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DXB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0GEO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0GQL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0AJN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6TVW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4AZB,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0SYP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7HMA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GAB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0IHD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0MJR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0MCH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7RFO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1FLI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3MOT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NOH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3NOI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NOP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NOQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3NOX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0DQT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NPA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3NPC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NPF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3NPI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NPJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3NPL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3RAN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3RAR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3RAU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3RBD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0DQV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3RBG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3RBJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3RBM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3RBX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3RBY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YSX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YSY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3YTE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YTH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YTI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YTK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YTL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YTQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YTR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0DRH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3RCA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3OFT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OFW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0DQY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OFX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OGE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OGF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OGH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OGK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OGL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3OGM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3TSR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1MBT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TSS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TSZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TTB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TTC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TTI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TTL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3TTU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TTY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TTZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1MBV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TUF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TUK,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3TUL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TUQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3TUU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TUX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TUY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TVC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VUY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VVA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1MCG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VVC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VVE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VVF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VVG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3VVL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VVP,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3VVR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VVT,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3VVU,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1MCI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VVW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
M3JWM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3EZT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3LYW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3SGG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FGV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3CUG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3CUH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3LIV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ODW,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3JSP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3GEG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3USI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3OJJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FTY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3PWG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3JZD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3OPQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3OPV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3OFG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3EOX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3GGG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3BHK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3OPX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3JKC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ROJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3BMU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RET,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3JHR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3TZZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VKX,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3MND,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3JEV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3SOU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3PWM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3UWG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MLI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3IUK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3YUL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MZT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RGI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3KJZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3KKA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3KKB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G3MUJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3MUN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3MUO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3MUX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0DRN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3MVM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KTW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KTX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUK,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0DTQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4KUS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4KUU,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4DMB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DMD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DME,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DMF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0DTR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4DMG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DMH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DMI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DML,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DMM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DMP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XOQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XOU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GVZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JGD,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0JGF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JGH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0JGM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0JGO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0PPH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JGP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JGR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0JGS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0PPX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0PIK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0ZRN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HEL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0JIN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0TGT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0GVU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0SNX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8SRV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XEI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8KIW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4NUF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8TVH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7BKX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7HQB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1RWS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8YMT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6CSL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0GZV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
