callsign,product,status,type,created_date,last_modified_date,licence_version_last_modified_date,licence_version_original_start_date
20FJQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 13:39,2024-04-29 18:09,,
20FJT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 15:25,2025-03-23 10:26,,
20FJU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 15:35,2025-03-23 10:34,,
20FJV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 15:37,2024-04-29 18:05,,
20FJW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-28 11:25,2024-04-29 18:16,,
20FJX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-28 15:24,2024-04-29 18:18,,
20FKB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 17:12,2024-04-29 18:07,,
20FMN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 16:03,2024-06-24 04:11,,
20FNK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-20 21:40,2024-04-29 18:02,,
20FOE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-05 20:17,2024-06-06 03:23,,
20FXE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-08 17:56,2024-04-28 18:17,,
20GNE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-21 13:30,2024-09-09 09:07,,
20HCO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-01 22:14,2024-06-27 02:50,,
20HCR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 18:05,2024-04-27 18:36,,
20HGP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-17 21:10,2024-06-14 03:41,,
20HJT,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2021-08-15 19:13,2023-09-05 23:00,,
20HJU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-19 12:44,2024-06-11 02:46,,
20HJW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-20 10:27,2024-06-11 02:47,,
20HJX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-25 14:39,2024-04-20 13:56,,
20HJY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-26 11:15,2024-06-11 02:55,,
20HKB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-27 14:24,2024-06-11 02:59,,
20HKE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-04 09:46,2024-06-11 03:12,,
20HKH,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2021-09-06 12:16,2022-03-11 14:00,,
20HKI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-16 09:58,2024-06-11 03:34,,
20HKJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-20 15:09,2024-06-28 04:31,,
20HKP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-21 17:15,2024-06-19 04:12,,
20HKQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-22 13:01,2024-06-11 03:47,,
20HKT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-22 13:02,2024-06-11 03:47,,
20HKV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-23 07:30,2024-06-11 03:50,,
20HKW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-24 14:44,2024-06-11 03:51,,
20HKX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-28 12:17,2024-06-11 03:57,,
20HKZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-01 07:05,2024-06-11 04:05,,
20HLA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27 18:13,2024-05-17 18:16,,
20HLE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-01 20:34,2024-06-11 04:04,,
20HLQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-02 17:17,2024-06-11 04:07,,
20HLS,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2021-10-02 17:24,2021-10-02 23:00,,
20HLU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-02 17:27,2024-06-11 04:07,,
20HLV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-06 12:09,2024-12-05 10:46,,
20HLY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-06 13:01,2024-06-11 04:15,,
20HLZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-07 14:49,2024-06-11 04:17,,
20HMK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-19 10:01,2024-06-21 03:51,,
20HML,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-20 06:19,2024-06-22 04:23,,
20HMN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-20 12:19,2024-06-11 04:41,,
20HMO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-21 11:19,2024-06-11 04:44,,
20HMP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-26 08:50,2024-06-12 02:35,,
20HOX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-16 17:52,2024-04-28 18:31,,
20HWO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-13 06:55,2024-06-13 04:27,,
20IQI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-29 06:07,2024-06-11 04:00,,
20IWK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-20 16:10,2024-04-29 18:02,,
20IWX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-20 12:30,2024-04-28 18:41,,
20IZZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-30 12:24,2024-04-27 18:39,,
20JHH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 22:17,2024-07-24 04:10,,
20JKX,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-04-13 10:16,2021-07-14 23:00,,
20JMJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28 16:45,2024-04-24 18:05,,
20JNC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-14 17:18,2024-10-09 16:46,,
20JNR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-26 12:49,2024-06-11 02:58,,
20JOT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27 18:07,2024-11-01 19:09,,
20JTO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28 11:41,2024-04-24 18:04,,
20JZG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-10 13:04,2025-05-10 14:55,,
20JZH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-10 14:55,2025-05-12 18:27,,
20JZI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-12 18:27,2025-05-14 14:21,,
20JZJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-14 14:21,2025-05-14 14:21,,
20KBZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 09:01,2024-03-05 21:04,,
20KGN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-30 08:52,2024-04-27 18:41,,
20KGY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-20 06:33,2024-04-24 07:40,,
20KIE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-07 23:44,2024-06-11 03:17,,
20KTO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-08 15:22,2024-04-28 18:12,,
20KVS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-21 11:15,2024-04-23 18:22,,
20KXL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 16:43,2025-04-01 06:24,,
20LCF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-15 17:29,2024-04-28 18:29,,
20LPU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 16:33,2024-06-24 03:54,,
20LXY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-24 19:16,2024-06-17 03:43,,
20LYB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-18 18:02,2025-03-03 20:49,,
20LZI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28 15:52,2024-06-13 03:20,,
20MOU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-09 17:26,2024-04-28 18:18,,
20MOX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-23 17:14,2024-06-02 03:48,,
20MSN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-21 10:28,2024-04-23 18:25,,
20MSU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-08 10:43,2024-04-04 18:47,,
20MYZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-16 18:41,2024-06-27 04:56,,
20MZC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-17 07:06,2024-06-22 03:02,,
20NEG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-22 09:37,2024-06-11 03:46,,
20NII,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-25 21:26,2024-06-11 02:53,,
20NOU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27 18:31,2024-04-23 18:38,,
20NQF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-08 15:28,2024-04-28 18:12,,
20NRN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 15:50,2024-06-20 04:09,,
20NSH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-15 13:02,2025-05-15 13:02,,
20NSX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-16 09:53,2024-10-15 13:00,,
20NUR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-18 06:39,2024-06-17 03:40,,
20NXE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 17:15,2024-04-27 18:32,,
20NXM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-21 11:28,2024-09-19 13:50,,
20NZS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-10 17:43,2024-06-09 20:04,,
20OFS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27 19:59,2025-04-04 19:41,,
20OMR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-30 11:43,2025-03-20 17:57,,
20ONK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-26 06:37,2024-07-14 20:58,,
20ONX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-28 12:27,2024-06-16 04:45,,
20ONZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28 14:21,2024-04-24 18:03,,
20OQR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-10 13:30,2024-06-11 03:22,,
20OSN,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-05-22 08:59,2023-02-28 12:49,,
20OTA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-06 14:42,2024-04-22 18:32,,
20OUU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-08 11:58,2024-04-28 18:14,,
20OVO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 22:04,2024-04-27 18:33,,
20OVW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-30 18:25,2024-04-27 18:37,,
20OWE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 18:23,2024-04-27 18:32,,
20OWN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-31 23:15,2025-01-31 07:51,,
20OYY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-30 17:12,2024-06-18 03:47,,
20PIR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-07 15:45,2025-01-05 16:54,,
20PJX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-09 13:33,2024-06-11 04:20,,
20PLU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-01 07:36,2024-06-21 02:47,,
20PMU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-06 13:22,2024-04-22 18:33,,
20POE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 17:15,2024-04-27 18:36,,
20RGQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-17 09:26,2024-05-07 18:36,,
20RIJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27 13:12,2024-06-23 04:05,,
20RIV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-29 11:08,2024-05-12 18:38,,
20RKN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-18 09:32,2024-06-17 03:34,,
20RLE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 16:56,2024-05-17 18:37,,
20RMF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-08 10:34,2024-06-28 05:09,,
20ROJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-21 12:37,2024-06-11 03:43,,
20RQC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-22 11:15,2024-04-23 18:27,,
20RSR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27 16:04,2024-06-27 03:52,,
20RSY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-23 17:23,2024-06-15 03:56,,
20RTH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-18 17:37,2024-04-27 18:14,,
20RUX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 15:12,2024-05-12 18:05,,
20RVA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-09 04:53,2025-05-09 04:53,,
20RXI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-20 10:08,2024-06-11 04:40,,
20RYD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-21 09:33,2024-07-08 08:22,,
20SKR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-02 08:44,2024-06-11 04:08,,
20SNT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-14 08:26,2024-06-11 02:36,,
20SSE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-07 13:21,2024-06-22 03:27,,
20STH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-23 14:50,2024-06-09 03:14,,
20SUC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-14 11:20,2024-06-11 03:29,,
20SUI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-09 12:22,2025-05-09 12:23,,
20SUK,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-05-22 09:46,2024-02-23 00:00,,
20SYA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-15 07:10,2024-04-09 15:50,,
20SYT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-24 22:29,2024-04-27 18:24,,
20SZL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-02 01:17,2024-06-11 03:08,,
20TGR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 13:48,2024-04-29 18:08,,
20TGZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-28 08:03,2024-10-19 09:58,,
20TLJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-26 12:13,2024-07-05 16:16,,
20TNO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-02 06:27,2024-06-07 04:29,,
20TPL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-31 20:35,2024-04-22 18:20,,
20UCD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-21 07:43,2025-03-14 10:42,,
20UDB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-02 12:05,2024-12-15 22:29,,
20UFC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-10 12:50,2025-05-10 12:50,,
20UHD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28 08:11,2024-03-16 19:45,,
20UHZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-19 20:35,2024-06-03 03:06,,
20UKE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-23 20:56,2024-04-21 19:23,,
20URK,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-02-28 10:11,2024-04-24 23:00,,
20UXL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-07 00:25,2024-04-22 18:33,,
20UXV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-21 10:50,2024-06-11 02:48,,
20VMK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-17 16:43,2024-06-16 03:46,,
20VPA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-23 15:12,2024-11-05 23:09,,
20VPJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-06 14:48,2024-06-17 04:21,,
20VPV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-28 11:50,2024-06-08 21:55,,
20VTP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-21 13:52,2024-04-23 18:22,,
20VVX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-24 11:12,2024-12-20 10:50,,
20WCP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-16 19:23,2024-06-11 02:39,,
20WER,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27 23:19,2024-04-23 18:37,,
20WFZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-17 11:06,2024-04-28 18:33,,
20WGW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 15:55,2024-04-27 18:31,,
20WII,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 21:38,2024-04-27 18:35,,
20WND,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-05-20 12:11,2023-12-01 11:43,,
20WOH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-11 09:34,2024-04-28 18:22,,
20WPR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-28 17:54,2024-08-02 11:20,,
20WQE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-01 15:06,2024-06-25 04:03,,
20WRO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-20 09:33,2024-06-11 03:41,,
20WUE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28 11:51,2024-04-24 18:03,,
20WXU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-16 09:20,2024-06-11 04:33,,
20WXW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-15 15:53,2025-05-15 15:53,,
20XCS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28 11:11,2024-08-31 22:41,,
20XES,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-28 12:42,2024-04-29 18:17,,
20XFC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-10 19:32,2024-05-07 18:12,,
20XFK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 14:45,2024-04-29 18:09,,
20XGR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 16:26,2024-04-27 18:36,,
20XHA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-20 14:30,2025-03-28 20:39,,
20XIT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 18:26,2024-06-07 03:26,,
20XKM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-30 09:32,2024-04-27 18:41,,
20XLA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27 16:56,2024-06-02 04:22,,
20XLI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-30 13:49,2024-06-19 04:39,,
20XLT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-20 08:17,2024-05-20 18:35,,
20XMW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29 15:26,2024-06-12 04:11,,
20XNP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-18 16:52,2024-04-23 18:14,,
20XTH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-18 10:03,2025-03-28 10:40,,
20XTN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28 12:58,2024-04-24 18:02,,
20XWI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2025-05-16 11:19,2025-05-16 11:19,,
20XWM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22 18:51,2024-07-03 19:49,,
