callsign,status,licence_class,suffix
M0KMN,Available,Amateur Full Radio Licence,KMN
M0KMQ,Available,Amateur Full Radio Licence,KMQ
M0KMR,Available,Amateur Full Radio Licence,KMR
M0KMT,Available,Amateur Full Radio Licence,KMT
M0KMU,Available,Amateur Full Radio Licence,KMU
M0KMX,Available,Amateur Full Radio Licence,KMX
M0KMY,Available,Amateur Full Radio Licence,KMY
M0KMZ,Available,Amateur Full Radio Licence,KMZ
M0KNC,Available,Amateur Full Radio Licence,KNC
M0KND,Available,Amateur Full Radio Licence,KND
M0KNF,Available,Amateur Full Radio Licence,KNF
M0KNI,Available,Amateur Full Radio Licence,KNI
M0KNJ,Available,Amateur Full Radio Licence,KNJ
M0KNK,Available,Amateur Full Radio Licence,KNK
M0KNL,Available,Amateur Full Radio Licence,KNL
M0KNM,Available,Amateur Full Radio Licence,KNM
M0KNP,Available,Amateur Full Radio Licence,KNP
M0KNQ,Available,Amateur Full Radio Licence,KNQ
M0KNR,Available,Amateur Full Radio Licence,KNR
M0KNS,Available,Amateur Full Radio Licence,KNS
M0KNU,Available,Amateur Full Radio Licence,KNU
M0KNV,Available,Amateur Full Radio Licence,KNV
M0KNW,Available,Amateur Full Radio Licence,KNW
M0KNZ,Available,Amateur Full Radio Licence,KNZ
M0KOA,Available,Amateur Full Radio Licence,KOA
M0KOB,Available,Amateur Full Radio Licence,KOB
M0KOD,Available,Amateur Full Radio Licence,KOD
M0KOE,Available,Amateur Full Radio Licence,KOE
M0KOF,Available,Amateur Full Radio Licence,KOF
M0KOJ,Available,Amateur Full Radio Licence,KOJ
M0KOL,Available,Amateur Full Radio Licence,KOL
M0KON,Available,Amateur Full Radio Licence,KON
M0KOQ,Available,Amateur Full Radio Licence,KOQ
M0KOR,Available,Amateur Full Radio Licence,KOR
M0KOU,Available,Amateur Full Radio Licence,KOU
M0KOV,Available,Amateur Full Radio Licence,KOV
M0KOW,Available,Amateur Full Radio Licence,KOW
M0KOY,Available,Amateur Full Radio Licence,KOY
M0KPD,Available,Amateur Full Radio Licence,KPD
M0KPE,Available,Amateur Full Radio Licence,KPE
M0KPF,Available,Amateur Full Radio Licence,KPF
M0KPG,Available,Amateur Full Radio Licence,KPG
M0KPI,Available,Amateur Full Radio Licence,KPI
M0KPJ,Available,Amateur Full Radio Licence,KPJ
M0KPN,Available,Amateur Full Radio Licence,KPN
M0KPP,Available,Amateur Full Radio Licence,KPP
M0KPQ,Available,Amateur Full Radio Licence,KPQ
M0KPR,Available,Amateur Full Radio Licence,KPR
M0KPS,Available,Amateur Full Radio Licence,KPS
M0KPU,Available,Amateur Full Radio Licence,KPU
M0KPV,Available,Amateur Full Radio Licence,KPV
M0KPX,Available,Amateur Full Radio Licence,KPX
M0KPY,Available,Amateur Full Radio Licence,KPY
M0KQB,Available,Amateur Full Radio Licence,KQB
M0KQC,Available,Amateur Full Radio Licence,KQC
M0KQD,Available,Amateur Full Radio Licence,KQD
M0KQE,Available,Amateur Full Radio Licence,KQE
M0KQF,Available,Amateur Full Radio Licence,KQF
M0KQG,Available,Amateur Full Radio Licence,KQG
M0KQH,Available,Amateur Full Radio Licence,KQH
M0KQI,Available,Amateur Full Radio Licence,KQI
M0KQJ,Available,Amateur Full Radio Licence,KQJ
M0KQK,Available,Amateur Full Radio Licence,KQK
M0KQL,Available,Amateur Full Radio Licence,KQL
M0KQM,Available,Amateur Full Radio Licence,KQM
M0KQN,Available,Amateur Full Radio Licence,KQN
M0KQO,Available,Amateur Full Radio Licence,KQO
M0KQP,Available,Amateur Full Radio Licence,KQP
M0KQQ,Available,Amateur Full Radio Licence,KQQ
M0KQR,Available,Amateur Full Radio Licence,KQR
M0KQS,Available,Amateur Full Radio Licence,KQS
M0KQT,Available,Amateur Full Radio Licence,KQT
M0KQV,Available,Amateur Full Radio Licence,KQV
M0KQW,Available,Amateur Full Radio Licence,KQW
M0KQX,Available,Amateur Full Radio Licence,KQX
M0KQY,Available,Amateur Full Radio Licence,KQY
M0KQZ,Available,Amateur Full Radio Licence,KQZ
M0KRE,Available,Amateur Full Radio Licence,KRE
M0KRH,Available,Amateur Full Radio Licence,KRH
M0KRK,Available,Amateur Full Radio Licence,KRK
M0KRM,Available,Amateur Full Radio Licence,KRM
M0KRN,Available,Amateur Full Radio Licence,KRN
M0KRO,Available,Amateur Full Radio Licence,KRO
M0KRQ,Available,Amateur Full Radio Licence,KRQ
M0KRV,Available,Amateur Full Radio Licence,KRV
M0KRY,Available,Amateur Full Radio Licence,KRY
M0KRZ,Available,Amateur Full Radio Licence,KRZ
M0KSB,Available,Amateur Full Radio Licence,KSB
M0KSD,Available,Amateur Full Radio Licence,KSD
M0KSE,Available,Amateur Full Radio Licence,KSE
M0KSF,Available,Amateur Full Radio Licence,KSF
M0KSH,Available,Amateur Full Radio Licence,KSH
M0KSI,Available,Amateur Full Radio Licence,KSI
M0KSK,Available,Amateur Full Radio Licence,KSK
M0KSN,Available,Amateur Full Radio Licence,KSN
M0KSO,Available,Amateur Full Radio Licence,KSO
M0KSQ,Available,Amateur Full Radio Licence,KSQ
M0KSU,Available,Amateur Full Radio Licence,KSU
M0KSV,Available,Amateur Full Radio Licence,KSV
M0KSX,Available,Amateur Full Radio Licence,KSX
M0KSY,Available,Amateur Full Radio Licence,KSY
M0KSZ,Available,Amateur Full Radio Licence,KSZ
M0KTB,Available,Amateur Full Radio Licence,KTB
M0KTD,Available,Amateur Full Radio Licence,KTD
M0KTF,Available,Amateur Full Radio Licence,KTF
M0KTG,Available,Amateur Full Radio Licence,KTG
M0KTH,Available,Amateur Full Radio Licence,KTH
M0KTI,Available,Amateur Full Radio Licence,KTI
M0KTJ,Available,Amateur Full Radio Licence,KTJ
M0KTN,Available,Amateur Full Radio Licence,KTN
M0KTO,Available,Amateur Full Radio Licence,KTO
M0KTP,Available,Amateur Full Radio Licence,KTP
M0KTQ,Available,Amateur Full Radio Licence,KTQ
M0KTS,Available,Amateur Full Radio Licence,KTS
M0KTU,Available,Amateur Full Radio Licence,KTU
M0KTW,Available,Amateur Full Radio Licence,KTW
M0KTZ,Available,Amateur Full Radio Licence,KTZ
M0KUA,Available,Amateur Full Radio Licence,KUA
M0KUC,Available,Amateur Full Radio Licence,KUC
M0KUD,Available,Amateur Full Radio Licence,KUD
M0KUE,Available,Amateur Full Radio Licence,KUE
M0KUF,Available,Amateur Full Radio Licence,KUF
M0KUG,Available,Amateur Full Radio Licence,KUG
M0KUH,Available,Amateur Full Radio Licence,KUH
M0KUI,Available,Amateur Full Radio Licence,KUI
M0KUJ,Available,Amateur Full Radio Licence,KUJ
M0KUK,Available,Amateur Full Radio Licence,KUK
M0KUM,Available,Amateur Full Radio Licence,KUM
M0KUN,Available,Amateur Full Radio Licence,KUN
M0KUO,Available,Amateur Full Radio Licence,KUO
M0KUQ,Available,Amateur Full Radio Licence,KUQ
M0KUS,Available,Amateur Full Radio Licence,KUS
M0KUT,Available,Amateur Full Radio Licence,KUT
M0KUU,Available,Amateur Full Radio Licence,KUU
M0KUV,Available,Amateur Full Radio Licence,KUV
M0KUW,Available,Amateur Full Radio Licence,KUW
M0KUX,Available,Amateur Full Radio Licence,KUX
M0KUZ,Available,Amateur Full Radio Licence,KUZ
M0KVB,Available,Amateur Full Radio Licence,KVB
M0KVD,Available,Amateur Full Radio Licence,KVD
M0KVE,Available,Amateur Full Radio Licence,KVE
M0KVF,Available,Amateur Full Radio Licence,KVF
M0KVG,Available,Amateur Full Radio Licence,KVG
M0KVH,Available,Amateur Full Radio Licence,KVH
M0KVI,Available,Amateur Full Radio Licence,KVI
M0KVJ,Available,Amateur Full Radio Licence,KVJ
M0KVK,Available,Amateur Full Radio Licence,KVK
M0KVO,Available,Amateur Full Radio Licence,KVO
M0KVQ,Available,Amateur Full Radio Licence,KVQ
M0KVS,Available,Amateur Full Radio Licence,KVS
M0KVU,Available,Amateur Full Radio Licence,KVU
M0KVV,Available,Amateur Full Radio Licence,KVV
M0KVW,Available,Amateur Full Radio Licence,KVW
M0KVX,Available,Amateur Full Radio Licence,KVX
M0KVY,Available,Amateur Full Radio Licence,KVY
M0KVZ,Available,Amateur Full Radio Licence,KVZ
M0KWC,Available,Amateur Full Radio Licence,KWC
M0KWE,Available,Amateur Full Radio Licence,KWE
M0KWF,Available,Amateur Full Radio Licence,KWF
M0KWG,Available,Amateur Full Radio Licence,KWG
M0KWI,Available,Amateur Full Radio Licence,KWI
M0KWJ,Available,Amateur Full Radio Licence,KWJ
M0KWL,Available,Amateur Full Radio Licence,KWL
M0KWN,Available,Amateur Full Radio Licence,KWN
M0KWO,Available,Amateur Full Radio Licence,KWO
M0KWQ,Available,Amateur Full Radio Licence,KWQ
M0KWU,Available,Amateur Full Radio Licence,KWU
M0KWX,Available,Amateur Full Radio Licence,KWX
M0KWZ,Available,Amateur Full Radio Licence,KWZ
M0KXA,Available,Amateur Full Radio Licence,KXA
M0KXB,Available,Amateur Full Radio Licence,KXB
M0KXC,Available,Amateur Full Radio Licence,KXC
M0KXE,Available,Amateur Full Radio Licence,KXE
M0KXF,Available,Amateur Full Radio Licence,KXF
M0KXG,Available,Amateur Full Radio Licence,KXG
M0KXH,Available,Amateur Full Radio Licence,KXH
M0KXI,Available,Amateur Full Radio Licence,KXI
M0KXJ,Available,Amateur Full Radio Licence,KXJ
M0KXL,Available,Amateur Full Radio Licence,KXL
M0KXM,Available,Amateur Full Radio Licence,KXM
M0KXN,Available,Amateur Full Radio Licence,KXN
M0KXP,Available,Amateur Full Radio Licence,KXP
M0KXR,Available,Amateur Full Radio Licence,KXR
M0KXS,Available,Amateur Full Radio Licence,KXS
M0KXT,Available,Amateur Full Radio Licence,KXT
M0KXU,Available,Amateur Full Radio Licence,KXU
M0KXV,Available,Amateur Full Radio Licence,KXV
M0KXW,Available,Amateur Full Radio Licence,KXW
M0KXX,Available,Amateur Full Radio Licence,KXX
M0KXY,Available,Amateur Full Radio Licence,KXY
M0KXZ,Available,Amateur Full Radio Licence,KXZ
M0KYA,Available,Amateur Full Radio Licence,KYA
M0KYB,Available,Amateur Full Radio Licence,KYB
M0KYC,Available,Amateur Full Radio Licence,KYC
M0KYD,Available,Amateur Full Radio Licence,KYD
M0KYF,Available,Amateur Full Radio Licence,KYF
M0KYG,Available,Amateur Full Radio Licence,KYG
M0KYH,Available,Amateur Full Radio Licence,KYH
M0KYJ,Available,Amateur Full Radio Licence,KYJ
M0KYK,Available,Amateur Full Radio Licence,KYK
M0KYM,Available,Amateur Full Radio Licence,KYM
M0KYN,Available,Amateur Full Radio Licence,KYN
M0KYP,Available,Amateur Full Radio Licence,KYP
M0KYQ,Available,Amateur Full Radio Licence,KYQ
M0KYS,Available,Amateur Full Radio Licence,KYS
M0KYT,Available,Amateur Full Radio Licence,KYT
M0KYU,Available,Amateur Full Radio Licence,KYU
M0KYV,Available,Amateur Full Radio Licence,KYV
M0KYW,Available,Amateur Full Radio Licence,KYW
M0KYX,Available,Amateur Full Radio Licence,KYX
M0KYY,Available,Amateur Full Radio Licence,KYY
M0KYZ,Available,Amateur Full Radio Licence,KYZ
M0KZD,Available,Amateur Full Radio Licence,KZD
M0KZE,Available,Amateur Full Radio Licence,KZE
M0KZF,Available,Amateur Full Radio Licence,KZF
M0KZG,Available,Amateur Full Radio Licence,KZG
M0KZI,Available,Amateur Full Radio Licence,KZI
M0KZK,Available,Amateur Full Radio Licence,KZK
M0KZL,Available,Amateur Full Radio Licence,KZL
M0KZN,Available,Amateur Full Radio Licence,KZN
M0KZO,Available,Amateur Full Radio Licence,KZO
M0KZP,Available,Amateur Full Radio Licence,KZP
M0KZQ,Available,Amateur Full Radio Licence,KZQ
M0KZR,Available,Amateur Full Radio Licence,KZR
M0KZS,Available,Amateur Full Radio Licence,KZS
M0KZT,Available,Amateur Full Radio Licence,KZT
M0KZU,Available,Amateur Full Radio Licence,KZU
M0KZW,Available,Amateur Full Radio Licence,KZW
M0KZX,Available,Amateur Full Radio Licence,KZX
M0KZZ,Available,Amateur Full Radio Licence,KZZ
M0LAQ,Available,Amateur Full Radio Licence,LAQ
M0LAV,Available,Amateur Full Radio Licence,LAV
M0LAZ,Available,Amateur Full Radio Licence,LAZ
M0LBE,Available,Amateur Full Radio Licence,LBE
M0LBF,Available,Amateur Full Radio Licence,LBF
M0LBG,Available,Amateur Full Radio Licence,LBG
M0LBH,Available,Amateur Full Radio Licence,LBH
M0LBI,Available,Amateur Full Radio Licence,LBI
M0LBO,Available,Amateur Full Radio Licence,LBO
M0LBP,Available,Amateur Full Radio Licence,LBP
M0LBQ,Available,Amateur Full Radio Licence,LBQ
M0LBU,Available,Amateur Full Radio Licence,LBU
M0LBW,Available,Amateur Full Radio Licence,LBW
M0LCE,Available,Amateur Full Radio Licence,LCE
M0LCF,Available,Amateur Full Radio Licence,LCF
M0LCI,Available,Amateur Full Radio Licence,LCI
M0LCJ,Available,Amateur Full Radio Licence,LCJ
M0LCL,Available,Amateur Full Radio Licence,LCL
M0LCN,Available,Amateur Full Radio Licence,LCN
M0LCO,Available,Amateur Full Radio Licence,LCO
M0LCP,Available,Amateur Full Radio Licence,LCP
M0LCQ,Available,Amateur Full Radio Licence,LCQ
M0LCS,Available,Amateur Full Radio Licence,LCS
M0LCT,Available,Amateur Full Radio Licence,LCT
M0LCU,Available,Amateur Full Radio Licence,LCU
M0LCV,Available,Amateur Full Radio Licence,LCV
M0LCX,Available,Amateur Full Radio Licence,LCX
M0LCZ,Available,Amateur Full Radio Licence,LCZ
M0LDB,Available,Amateur Full Radio Licence,LDB
M0LDC,Available,Amateur Full Radio Licence,LDC
M0LDD,Available,Amateur Full Radio Licence,LDD
M0LDF,Available,Amateur Full Radio Licence,LDF
M0LDK,Available,Amateur Full Radio Licence,LDK
M0LDL,Available,Amateur Full Radio Licence,LDL
M0LDO,Available,Amateur Full Radio Licence,LDO
M0LDP,Available,Amateur Full Radio Licence,LDP
M0LDT,Available,Amateur Full Radio Licence,LDT
M0LEG,Available,Amateur Full Radio Licence,LEG
M0LEI,Available,Amateur Full Radio Licence,LEI
M0LEJ,Available,Amateur Full Radio Licence,LEJ
M0LEM,Available,Amateur Full Radio Licence,LEM
M0LEQ,Available,Amateur Full Radio Licence,LEQ
M0LEU,Available,Amateur Full Radio Licence,LEU
M0LFD,Available,Amateur Full Radio Licence,LFD
M0LFE,Available,Amateur Full Radio Licence,LFE
M0LFF,Available,Amateur Full Radio Licence,LFF
M0LFH,Available,Amateur Full Radio Licence,LFH
M0LFI,Available,Amateur Full Radio Licence,LFI
M0LFJ,Available,Amateur Full Radio Licence,LFJ
M0LFK,Available,Amateur Full Radio Licence,LFK
M0LFL,Available,Amateur Full Radio Licence,LFL
M0LFM,Available,Amateur Full Radio Licence,LFM
M0LFN,Available,Amateur Full Radio Licence,LFN
M0LFP,Available,Amateur Full Radio Licence,LFP
M0LFQ,Available,Amateur Full Radio Licence,LFQ
M0LFR,Available,Amateur Full Radio Licence,LFR
M0LFT,Available,Amateur Full Radio Licence,LFT
M0LFU,Available,Amateur Full Radio Licence,LFU
M0LFV,Available,Amateur Full Radio Licence,LFV
M0LFW,Available,Amateur Full Radio Licence,LFW
M0LFX,Available,Amateur Full Radio Licence,LFX
M0LFY,Available,Amateur Full Radio Licence,LFY
M0LFZ,Available,Amateur Full Radio Licence,LFZ
M0LGE,Available,Amateur Full Radio Licence,LGE
M0LGF,Available,Amateur Full Radio Licence,LGF
M0LGG,Available,Amateur Full Radio Licence,LGG
M0LGI,Available,Amateur Full Radio Licence,LGI
M0LGJ,Available,Amateur Full Radio Licence,LGJ
M0LGK,Available,Amateur Full Radio Licence,LGK
M0LGM,Available,Amateur Full Radio Licence,LGM
M0LGO,Available,Amateur Full Radio Licence,LGO
M0LGQ,Available,Amateur Full Radio Licence,LGQ
M0LGU,Available,Amateur Full Radio Licence,LGU
M0LGW,Available,Amateur Full Radio Licence,LGW
M0LGY,Available,Amateur Full Radio Licence,LGY
M0LGZ,Available,Amateur Full Radio Licence,LGZ
M0LHA,Available,Amateur Full Radio Licence,LHA
M0LHC,Available,Amateur Full Radio Licence,LHC
M0LHD,Available,Amateur Full Radio Licence,LHD
M0LHE,Available,Amateur Full Radio Licence,LHE
M0LHF,Available,Amateur Full Radio Licence,LHF
M0LHG,Available,Amateur Full Radio Licence,LHG
M0LHH,Available,Amateur Full Radio Licence,LHH
M0LHI,Available,Amateur Full Radio Licence,LHI
M0LHJ,Available,Amateur Full Radio Licence,LHJ
M0LHL,Available,Amateur Full Radio Licence,LHL
M0LHM,Available,Amateur Full Radio Licence,LHM
M0LHN,Available,Amateur Full Radio Licence,LHN
M0LHO,Available,Amateur Full Radio Licence,LHO
M0LHP,Available,Amateur Full Radio Licence,LHP
M0LHQ,Available,Amateur Full Radio Licence,LHQ
M0LHT,Available,Amateur Full Radio Licence,LHT
M0LHU,Available,Amateur Full Radio Licence,LHU
M0LHV,Available,Amateur Full Radio Licence,LHV
M0LHW,Available,Amateur Full Radio Licence,LHW
M0LHX,Available,Amateur Full Radio Licence,LHX
M0LHY,Available,Amateur Full Radio Licence,LHY
M0LHZ,Available,Amateur Full Radio Licence,LHZ
M0LIA,Available,Amateur Full Radio Licence,LIA
M0LIF,Available,Amateur Full Radio Licence,LIF
M0LIG,Available,Amateur Full Radio Licence,LIG
M0LIH,Available,Amateur Full Radio Licence,LIH
M0LII,Available,Amateur Full Radio Licence,LII
M0LIJ,Available,Amateur Full Radio Licence,LIJ
M0LIK,Available,Amateur Full Radio Licence,LIK
M0LIL,Available,Amateur Full Radio Licence,LIL
M0LIP,Available,Amateur Full Radio Licence,LIP
M0LIQ,Available,Amateur Full Radio Licence,LIQ
M0LIR,Available,Amateur Full Radio Licence,LIR
M0LIU,Available,Amateur Full Radio Licence,LIU
M0LIW,Available,Amateur Full Radio Licence,LIW
M0LIX,Available,Amateur Full Radio Licence,LIX
M0LIY,Available,Amateur Full Radio Licence,LIY
M0LJE,Available,Amateur Full Radio Licence,LJE
M0LJF,Available,Amateur Full Radio Licence,LJF
M0LJH,Available,Amateur Full Radio Licence,LJH
M0LJI,Available,Amateur Full Radio Licence,LJI
M0LJJ,Available,Amateur Full Radio Licence,LJJ
M0LJN,Available,Amateur Full Radio Licence,LJN
M0LJO,Available,Amateur Full Radio Licence,LJO
M0LJQ,Available,Amateur Full Radio Licence,LJQ
M0LJR,Available,Amateur Full Radio Licence,LJR
M0LJS,Available,Amateur Full Radio Licence,LJS
M0LJU,Available,Amateur Full Radio Licence,LJU
M0LJV,Available,Amateur Full Radio Licence,LJV
M0LJW,Available,Amateur Full Radio Licence,LJW
M0LJX,Available,Amateur Full Radio Licence,LJX
M0LJY,Available,Amateur Full Radio Licence,LJY
M0LJZ,Available,Amateur Full Radio Licence,LJZ
M0LKA,Available,Amateur Full Radio Licence,LKA
M0LKE,Available,Amateur Full Radio Licence,LKE
M0LKF,Available,Amateur Full Radio Licence,LKF
M0LKG,Available,Amateur Full Radio Licence,LKG
M0LKH,Available,Amateur Full Radio Licence,LKH
M0LKI,Available,Amateur Full Radio Licence,LKI
M0LKJ,Available,Amateur Full Radio Licence,LKJ
M0LKK,Available,Amateur Full Radio Licence,LKK
M0LKM,Available,Amateur Full Radio Licence,LKM
M0LKN,Available,Amateur Full Radio Licence,LKN
M0LKO,Available,Amateur Full Radio Licence,LKO
M0LKP,Available,Amateur Full Radio Licence,LKP
M0LKR,Available,Amateur Full Radio Licence,LKR
M0LKU,Available,Amateur Full Radio Licence,LKU
M0LKV,Available,Amateur Full Radio Licence,LKV
M0LKW,Available,Amateur Full Radio Licence,LKW
M0LKX,Available,Amateur Full Radio Licence,LKX
M0LKZ,Available,Amateur Full Radio Licence,LKZ
M0LLB,Available,Amateur Full Radio Licence,LLB
M0LLC,Available,Amateur Full Radio Licence,LLC
M0LLD,Available,Amateur Full Radio Licence,LLD
M0LLF,Available,Amateur Full Radio Licence,LLF
M0LLH,Available,Amateur Full Radio Licence,LLH
M0LLJ,Available,Amateur Full Radio Licence,LLJ
M0LLM,Available,Amateur Full Radio Licence,LLM
M0LLN,Available,Amateur Full Radio Licence,LLN
M0LLP,Available,Amateur Full Radio Licence,LLP
M0LLQ,Available,Amateur Full Radio Licence,LLQ
M0LLR,Available,Amateur Full Radio Licence,LLR
M0LLT,Available,Amateur Full Radio Licence,LLT
M0LLU,Available,Amateur Full Radio Licence,LLU
M0LLV,Available,Amateur Full Radio Licence,LLV
M0LLX,Available,Amateur Full Radio Licence,LLX
M0LMA,Available,Amateur Full Radio Licence,LMA
M0LMD,Available,Amateur Full Radio Licence,LMD
M0LME,Available,Amateur Full Radio Licence,LME
M0LMF,Available,Amateur Full Radio Licence,LMF
M0LMG,Available,Amateur Full Radio Licence,LMG
M0LMJ,Available,Amateur Full Radio Licence,LMJ
M0LML,Available,Amateur Full Radio Licence,LML
M0LMM,Available,Amateur Full Radio Licence,LMM
M0LMQ,Available,Amateur Full Radio Licence,LMQ
M0LMR,Available,Amateur Full Radio Licence,LMR
M0LMT,Available,Amateur Full Radio Licence,LMT
M0LMU,Available,Amateur Full Radio Licence,LMU
M0LMV,Available,Amateur Full Radio Licence,LMV
M0LMX,Available,Amateur Full Radio Licence,LMX
M0LMY,Available,Amateur Full Radio Licence,LMY
M0LMZ,Available,Amateur Full Radio Licence,LMZ
M0LNA,Available,Amateur Full Radio Licence,LNA
M0LNC,Available,Amateur Full Radio Licence,LNC
M0LND,Available,Amateur Full Radio Licence,LND
M0LNF,Available,Amateur Full Radio Licence,LNF
M0LNG,Available,Amateur Full Radio Licence,LNG
M0LNH,Available,Amateur Full Radio Licence,LNH
M0LNI,Available,Amateur Full Radio Licence,LNI
M0LNJ,Available,Amateur Full Radio Licence,LNJ
M0LNK,Available,Amateur Full Radio Licence,LNK
M0LNL,Available,Amateur Full Radio Licence,LNL
M0LNM,Available,Amateur Full Radio Licence,LNM
M0LNN,Available,Amateur Full Radio Licence,LNN
M0LNO,Available,Amateur Full Radio Licence,LNO
M0LNP,Available,Amateur Full Radio Licence,LNP
M0LNQ,Available,Amateur Full Radio Licence,LNQ
M0LNR,Available,Amateur Full Radio Licence,LNR
M0LNS,Available,Amateur Full Radio Licence,LNS
M0LNT,Available,Amateur Full Radio Licence,LNT
M0LNU,Available,Amateur Full Radio Licence,LNU
M0LNV,Available,Amateur Full Radio Licence,LNV
M0LNW,Available,Amateur Full Radio Licence,LNW
M0LNY,Available,Amateur Full Radio Licence,LNY
M0LOA,Available,Amateur Full Radio Licence,LOA
M0LOC,Available,Amateur Full Radio Licence,LOC
M0LOD,Available,Amateur Full Radio Licence,LOD
M0LOE,Available,Amateur Full Radio Licence,LOE
M0LOF,Available,Amateur Full Radio Licence,LOF
M0LOH,Available,Amateur Full Radio Licence,LOH
M0LOI,Available,Amateur Full Radio Licence,LOI
M0LOJ,Available,Amateur Full Radio Licence,LOJ
M0LOK,Available,Amateur Full Radio Licence,LOK
M0LOP,Available,Amateur Full Radio Licence,LOP
M0LOQ,Available,Amateur Full Radio Licence,LOQ
M0LOR,Available,Amateur Full Radio Licence,LOR
M0LOT,Available,Amateur Full Radio Licence,LOT
M0LOX,Available,Amateur Full Radio Licence,LOX
M0LPB,Available,Amateur Full Radio Licence,LPB
M0LPH,Available,Amateur Full Radio Licence,LPH
M0LPI,Available,Amateur Full Radio Licence,LPI
M0LPJ,Available,Amateur Full Radio Licence,LPJ
M0LPK,Available,Amateur Full Radio Licence,LPK
M0LPM,Available,Amateur Full Radio Licence,LPM
M0LPN,Available,Amateur Full Radio Licence,LPN
M0LPP,Available,Amateur Full Radio Licence,LPP
M0LPQ,Available,Amateur Full Radio Licence,LPQ
M0LPR,Available,Amateur Full Radio Licence,LPR
M0LPS,Available,Amateur Full Radio Licence,LPS
M0LPU,Available,Amateur Full Radio Licence,LPU
M0LPV,Available,Amateur Full Radio Licence,LPV
M0LPW,Available,Amateur Full Radio Licence,LPW
M0LPX,Available,Amateur Full Radio Licence,LPX
M0LPY,Available,Amateur Full Radio Licence,LPY
M0LPZ,Available,Amateur Full Radio Licence,LPZ
M0LQA,Available,Amateur Full Radio Licence,LQA
M0LQB,Available,Amateur Full Radio Licence,LQB
M0LQC,Available,Amateur Full Radio Licence,LQC
M0LQD,Available,Amateur Full Radio Licence,LQD
M0LQE,Available,Amateur Full Radio Licence,LQE
M0LQF,Available,Amateur Full Radio Licence,LQF
M0LQG,Available,Amateur Full Radio Licence,LQG
M0LQH,Available,Amateur Full Radio Licence,LQH
M0LQI,Available,Amateur Full Radio Licence,LQI
M0LQJ,Available,Amateur Full Radio Licence,LQJ
M0LQK,Available,Amateur Full Radio Licence,LQK
M0LQL,Available,Amateur Full Radio Licence,LQL
M0LQM,Available,Amateur Full Radio Licence,LQM
M0LQN,Available,Amateur Full Radio Licence,LQN
M0LQO,Available,Amateur Full Radio Licence,LQO
M0LQP,Available,Amateur Full Radio Licence,LQP
M0LQQ,Available,Amateur Full Radio Licence,LQQ
M0LQS,Available,Amateur Full Radio Licence,LQS
M0LQT,Available,Amateur Full Radio Licence,LQT
M0LQU,Available,Amateur Full Radio Licence,LQU
M0LQV,Available,Amateur Full Radio Licence,LQV
M0LQW,Available,Amateur Full Radio Licence,LQW
M0LQX,Available,Amateur Full Radio Licence,LQX
M0LQY,Available,Amateur Full Radio Licence,LQY
M0LQZ,Available,Amateur Full Radio Licence,LQZ
M0LRA,Available,Amateur Full Radio Licence,LRA
M0LRF,Available,Amateur Full Radio Licence,LRF
M0LRH,Available,Amateur Full Radio Licence,LRH
M0LRI,Available,Amateur Full Radio Licence,LRI
M0LRJ,Available,Amateur Full Radio Licence,LRJ
M0LRK,Available,Amateur Full Radio Licence,LRK
M0LRL,Available,Amateur Full Radio Licence,LRL
M0LRN,Available,Amateur Full Radio Licence,LRN
M0LRP,Available,Amateur Full Radio Licence,LRP
M0LRR,Available,Amateur Full Radio Licence,LRR
M0LRU,Available,Amateur Full Radio Licence,LRU
M0LRV,Available,Amateur Full Radio Licence,LRV
M0LRW,Available,Amateur Full Radio Licence,LRW
M0LRY,Available,Amateur Full Radio Licence,LRY
M0LRZ,Available,Amateur Full Radio Licence,LRZ
M0LSC,Available,Amateur Full Radio Licence,LSC
M0LSF,Available,Amateur Full Radio Licence,LSF
M0LSG,Available,Amateur Full Radio Licence,LSG
M0LSH,Available,Amateur Full Radio Licence,LSH
M0LSI,Available,Amateur Full Radio Licence,LSI
M0LSJ,Available,Amateur Full Radio Licence,LSJ
M0LSL,Available,Amateur Full Radio Licence,LSL
M0LSO,Available,Amateur Full Radio Licence,LSO
M0LSP,Available,Amateur Full Radio Licence,LSP
M0LSQ,Available,Amateur Full Radio Licence,LSQ
M0LST,Available,Amateur Full Radio Licence,LST
M0LSU,Available,Amateur Full Radio Licence,LSU
M0LSW,Available,Amateur Full Radio Licence,LSW
M0LSZ,Available,Amateur Full Radio Licence,LSZ
M0LTB,Available,Amateur Full Radio Licence,LTB
M0LTE,Available,Amateur Full Radio Licence,LTE
M0LTF,Available,Amateur Full Radio Licence,LTF
M0LTG,Available,Amateur Full Radio Licence,LTG
M0LTH,Available,Amateur Full Radio Licence,LTH
M0LTI,Available,Amateur Full Radio Licence,LTI
M0LTJ,Available,Amateur Full Radio Licence,LTJ
M0LTL,Available,Amateur Full Radio Licence,LTL
M0LTM,Available,Amateur Full Radio Licence,LTM
M0LTQ,Available,Amateur Full Radio Licence,LTQ
M0LTR,Available,Amateur Full Radio Licence,LTR
M0LTS,Available,Amateur Full Radio Licence,LTS
M0LTU,Available,Amateur Full Radio Licence,LTU
M0LTV,Available,Amateur Full Radio Licence,LTV
M0LTX,Available,Amateur Full Radio Licence,LTX
M0LTY,Available,Amateur Full Radio Licence,LTY
M0LTZ,Available,Amateur Full Radio Licence,LTZ
