Country,Current Series,Reference,Value,Type,Product,Status,Allocated Flag
M,0,KHL,M0KHL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHM,M0KHM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHN,M0KHN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHP,M0KHP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHQ,M0KHQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHR,M0KHR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHT,M0KHT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHU,M0KHU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHV,M0KHV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHX,M0KHX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KHY,M0KHY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIA,M0KIA,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIC,M0KIC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIE,M0KIE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIF,M0KIF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIH,M0KIH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KII,M0KII,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIO,M0KIO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIQ,M0KIQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIU,M0KIU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIV,M0KIV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIW,M0KIW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIX,M0KIX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIY,M0KIY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KIZ,M0KIZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJD,M0KJD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJE,M0KJE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJF,M0KJF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJH,M0KJH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJI,M0KJI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJJ,M0KJJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJL,M0KJL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJN,M0KJN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJO,M0KJO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJQ,M0KJQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJS,M0KJS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJU,M0KJU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJV,M0KJV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJX,M0KJX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJY,M0KJY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KJZ,M0KJZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKC,M0KKC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKD,M0KKD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKE,M0KKE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKF,M0KKF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKG,M0KKG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKI,M0KKI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKJ,M0KKJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKL,M0KKL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKM,M0KKM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKN,M0KKN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKO,M0KKO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKP,M0KKP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKQ,M0KKQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKR,M0KKR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKS,M0KKS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKU,M0KKU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKV,M0KKV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKY,M0KKY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KKZ,M0KKZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLD,M0KLD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLG,M0KLG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLI,M0KLI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLQ,M0KLQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLU,M0KLU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLV,M0KLV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLX,M0KLX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLY,M0KLY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KLZ,M0KLZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMD,M0KMD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KME,M0KME,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMG,M0KMG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMK,M0KMK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KML,M0KML,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMN,M0KMN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMQ,M0KMQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMR,M0KMR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMT,M0KMT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMU,M0KMU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMX,M0KMX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMY,M0KMY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KMZ,M0KMZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNC,M0KNC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KND,M0KND,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNF,M0KNF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNI,M0KNI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNJ,M0KNJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNK,M0KNK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNL,M0KNL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNM,M0KNM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNP,M0KNP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNQ,M0KNQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNR,M0KNR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNS,M0KNS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNU,M0KNU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNV,M0KNV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNW,M0KNW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KNZ,M0KNZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOA,M0KOA,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOB,M0KOB,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOD,M0KOD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOE,M0KOE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOF,M0KOF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOJ,M0KOJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOL,M0KOL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KON,M0KON,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOQ,M0KOQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOR,M0KOR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOU,M0KOU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOV,M0KOV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOW,M0KOW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KOY,M0KOY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPD,M0KPD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPE,M0KPE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPF,M0KPF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPG,M0KPG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPI,M0KPI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPJ,M0KPJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPN,M0KPN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPP,M0KPP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPQ,M0KPQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPR,M0KPR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPS,M0KPS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPU,M0KPU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPV,M0KPV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPX,M0KPX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KPY,M0KPY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQB,M0KQB,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQC,M0KQC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQD,M0KQD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQE,M0KQE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQF,M0KQF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQG,M0KQG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQH,M0KQH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQI,M0KQI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQJ,M0KQJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQK,M0KQK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQL,M0KQL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQM,M0KQM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQN,M0KQN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQO,M0KQO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQP,M0KQP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQQ,M0KQQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQR,M0KQR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQS,M0KQS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQT,M0KQT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQV,M0KQV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQW,M0KQW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQX,M0KQX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQY,M0KQY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KQZ,M0KQZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRE,M0KRE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRH,M0KRH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRK,M0KRK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRM,M0KRM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRN,M0KRN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRO,M0KRO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRQ,M0KRQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRV,M0KRV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRY,M0KRY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KRZ,M0KRZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSB,M0KSB,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSD,M0KSD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSE,M0KSE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSF,M0KSF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSH,M0KSH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSI,M0KSI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSK,M0KSK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSN,M0KSN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSO,M0KSO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSQ,M0KSQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSU,M0KSU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSV,M0KSV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSX,M0KSX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSY,M0KSY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KSZ,M0KSZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTB,M0KTB,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTD,M0KTD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTF,M0KTF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTG,M0KTG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTH,M0KTH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTI,M0KTI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTJ,M0KTJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTN,M0KTN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTO,M0KTO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTP,M0KTP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTQ,M0KTQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTS,M0KTS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTU,M0KTU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTW,M0KTW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KTZ,M0KTZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUA,M0KUA,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUC,M0KUC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUD,M0KUD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUE,M0KUE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUF,M0KUF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUG,M0KUG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUH,M0KUH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUI,M0KUI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUJ,M0KUJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUK,M0KUK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUM,M0KUM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUN,M0KUN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUO,M0KUO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUQ,M0KUQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUS,M0KUS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUT,M0KUT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUU,M0KUU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUV,M0KUV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUW,M0KUW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUX,M0KUX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KUZ,M0KUZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVB,M0KVB,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVD,M0KVD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVE,M0KVE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVF,M0KVF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVG,M0KVG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVH,M0KVH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVI,M0KVI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVJ,M0KVJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVK,M0KVK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVO,M0KVO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVQ,M0KVQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVS,M0KVS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVU,M0KVU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVV,M0KVV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVW,M0KVW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVX,M0KVX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVY,M0KVY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KVZ,M0KVZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWC,M0KWC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWE,M0KWE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWF,M0KWF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWG,M0KWG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWI,M0KWI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWJ,M0KWJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWL,M0KWL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWN,M0KWN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWO,M0KWO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWQ,M0KWQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWU,M0KWU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWX,M0KWX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KWZ,M0KWZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXA,M0KXA,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXB,M0KXB,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXC,M0KXC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXE,M0KXE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXF,M0KXF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXG,M0KXG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXH,M0KXH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXI,M0KXI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXJ,M0KXJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXL,M0KXL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXM,M0KXM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXN,M0KXN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXP,M0KXP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXR,M0KXR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXS,M0KXS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXT,M0KXT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXU,M0KXU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXV,M0KXV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXW,M0KXW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXX,M0KXX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXY,M0KXY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KXZ,M0KXZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYA,M0KYA,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYB,M0KYB,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYC,M0KYC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYD,M0KYD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYF,M0KYF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYG,M0KYG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYH,M0KYH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYJ,M0KYJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYK,M0KYK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYM,M0KYM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYN,M0KYN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYP,M0KYP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYQ,M0KYQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYS,M0KYS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYT,M0KYT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYU,M0KYU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYV,M0KYV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYW,M0KYW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYX,M0KYX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYY,M0KYY,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KYZ,M0KYZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZD,M0KZD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZE,M0KZE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZF,M0KZF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZG,M0KZG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZI,M0KZI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZK,M0KZK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZL,M0KZL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZN,M0KZN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZO,M0KZO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZP,M0KZP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZQ,M0KZQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZR,M0KZR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZS,M0KZS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZT,M0KZT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZU,M0KZU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZW,M0KZW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZX,M0KZX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,KZZ,M0KZZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LAQ,M0LAQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LAV,M0LAV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LAZ,M0LAZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBE,M0LBE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBF,M0LBF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBG,M0LBG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBH,M0LBH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBI,M0LBI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBO,M0LBO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBP,M0LBP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBQ,M0LBQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBU,M0LBU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LBW,M0LBW,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCE,M0LCE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCF,M0LCF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCI,M0LCI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCJ,M0LCJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCL,M0LCL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCN,M0LCN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCO,M0LCO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCP,M0LCP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCQ,M0LCQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCS,M0LCS,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCT,M0LCT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCU,M0LCU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCV,M0LCV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCX,M0LCX,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LCZ,M0LCZ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDB,M0LDB,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDC,M0LDC,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDD,M0LDD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDF,M0LDF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDK,M0LDK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDL,M0LDL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDO,M0LDO,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDP,M0LDP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LDT,M0LDT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LEG,M0LEG,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LEI,M0LEI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LEJ,M0LEJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LEM,M0LEM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LEQ,M0LEQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LEU,M0LEU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFD,M0LFD,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFE,M0LFE,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFF,M0LFF,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFH,M0LFH,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFI,M0LFI,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFJ,M0LFJ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFK,M0LFK,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFL,M0LFL,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFM,M0LFM,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFN,M0LFN,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFP,M0LFP,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFQ,M0LFQ,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFR,M0LFR,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFT,M0LFT,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFU,M0LFU,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFV,M0LFV,Call Sign,Amateur Full Radio Licence,Available,N
M,0,LFW,M0LFW,Call Sign,Amateur Full Radio Licence,Available,N
