callsign,parse_status,prefix_series,rsl,suffix,placeholder_form,home_callsign,implied_class,flags
G7FFL,parsed,G7,,FFL,G#7FFL,,Full,
G7FFM,parsed,G7,,FFM,G#7FFM,,Full,
G7FFR,parsed,G7,,FFR,G#7FFR,,Full,
G7FFS,parsed,G7,,FFS,G#7FFS,,Full,
G7FFV,parsed,G7,,FFV,G#7FFV,,Full,
G7FFW,parsed,G7,,FFW,G#7FFW,,Full,
G7FFZ,parsed,G7,,FFZ,G#7FFZ,,Full,
G7FGA,parsed,G7,,FGA,G#7FGA,,Full,
G7FGD,parsed,G7,,FGD,G#7FGD,,Full,
G7FGF,parsed,G7,,FGF,G#7FGF,,Full,
G7FGH,parsed,G7,,FGH,G#7FGH,,Full,
G7FGQ,parsed,G7,,FGQ,G#7FGQ,,Full,
G7FGR,parsed,G7,,FGR,G#7FGR,,Full,
G7FGS,parsed,G7,,FGS,G#7FGS,,Full,
G7FGZ,parsed,G7,,FGZ,G#7FGZ,,Full,
G7FHA,parsed,G7,,FHA,G#7FHA,,Full,
G7FHC,parsed,G7,,FHC,G#7FHC,,Full,
G7FHE,parsed,G7,,FHE,G#7FHE,,Full,
G7FHI,parsed,G7,,FHI,G#7FHI,,Full,
G7FHJ,parsed,G7,,FHJ,G#7FHJ,,Full,
G7FHK,parsed,G7,,FHK,G#7FHK,,Full,
G7FHN,parsed,G7,,FHN,G#7FHN,,Full,
G7FHR,parsed,G7,,FHR,G#7FHR,,Full,
G7FHT,parsed,G7,,FHT,G#7FHT,,Full,
G7FHU,parsed,G7,,FHU,G#7FHU,,Full,
G7FHV,parsed,G7,,FHV,G#7FHV,,Full,
G7FHW,parsed,G7,,FHW,G#7FHW,,Full,
G7FHY,parsed,G7,,FHY,G#7FHY,,Full,
G7FHZ,parsed,G7,,FHZ,G#7FHZ,,Full,
G7FIA,parsed,G7,,FIA,G#7FIA,,Full,
G7FIF,parsed,G7,,FIF,G#7FIF,,Full,
G7FIJ,parsed,G7,,FIJ,G#7FIJ,,Full,
G7FIK,parsed,G7,,FIK,G#7FIK,,Full,
G7FIS,parsed,G7,,FIS,G#7FIS,,Full,
G7FIT,parsed,G7,,FIT,G#7FIT,,Full,
G7FJA,parsed,G7,,FJA,G#7FJA,,Full,
G7FJC,parsed,G7,,FJC,G#7FJC,,Full,
G7FJI,parsed,G7,,FJI,G#7FJI,,Full,
G7FJK,parsed,G7,,FJK,G#7FJK,,Full,
G7FJO,parsed,G7,,FJO,G#7FJO,,Full,
G7FJU,parsed,G7,,FJU,G#7FJU,,Full,
G7FJY,parsed,G7,,FJY,G#7FJY,,Full,
G7FJZ,parsed,G7,,FJZ,G#7FJZ,,Full,
G7FKB,parsed,G7,,FKB,G#7FKB,,Full,
G7FKE,parsed,G7,,FKE,G#7FKE,,Full,
G7FKF,parsed,G7,,FKF,G#7FKF,,Full,
G7FKH,parsed,G7,,FKH,G#7FKH,,Full,
G7FKJ,parsed,G7,,FKJ,G#7FKJ,,Full,
G7FKP,parsed,G7,,FKP,G#7FKP,,Full,
G7FKS,parsed,G7,,FKS,G#7FKS,,Full,
G7FKX,parsed,G7,,FKX,G#7FKX,,Full,
G7FKZ,parsed,G7,,FKZ,G#7FKZ,,Full,
G7FLG,parsed,G7,,FLG,G#7FLG,,Full,
G7FLI,parsed,G7,,FLI,G#7FLI,,Full,
G7FLO,parsed,G7,,FLO,G#7FLO,,Full,
G7FLR,parsed,G7,,FLR,G#7FLR,,Full,
G7FLS,parsed,G7,,FLS,G#7FLS,,Full,
G7FLT,parsed,G7,,FLT,G#7FLT,,Full,
G7FLW,parsed,G7,,FLW,G#7FLW,,Full,
G7FLX,parsed,G7,,FLX,G#7FLX,,Full,
G7FLZ,parsed,G7,,FLZ,G#7FLZ,,Full,
G7FMB,parsed,G7,,FMB,G#7FMB,,Full,
G7FMF,parsed,G7,,FMF,G#7FMF,,Full,
G7FMI,parsed,G7,,FMI,G#7FMI,,Full,
G7FMJ,parsed,G7,,FMJ,G#7FMJ,,Full,
G7FML,parsed,G7,,FML,G#7FML,,Full,
G7FMM,parsed,G7,,FMM,G#7FMM,,Full,
G7FMN,parsed,G7,,FMN,G#7FMN,,Full,
G7FMQ,parsed,G7,,FMQ,G#7FMQ,,Full,
G7FMU,parsed,G7,,FMU,G#7FMU,,Full,
G7FMV,parsed,G7,,FMV,G#7FMV,,Full,
G7FMW,parsed,G7,,FMW,G#7FMW,,Full,
G7FMX,parsed,G7,,FMX,G#7FMX,,Full,
G7FNA,parsed,G7,,FNA,G#7FNA,,Full,
G7FND,parsed,G7,,FND,G#7FND,,Full,
G7FNE,parsed,G7,,FNE,G#7FNE,,Full,
G7FNM,parsed,G7,,FNM,G#7FNM,,Full,
G7FNN,parsed,G7,,FNN,G#7FNN,,Full,
G7FNP,parsed,G7,,FNP,G#7FNP,,Full,
G7FNQ,parsed,G7,,FNQ,G#7FNQ,,Full,
G7FNS,parsed,G7,,FNS,G#7FNS,,Full,
G7FNT,parsed,G7,,FNT,G#7FNT,,Full,
G7FNU,parsed,G7,,FNU,G#7FNU,,Full,
G7FOD,parsed,G7,,FOD,G#7FOD,,Full,
G7FOF,parsed,G7,,FOF,G#7FOF,,Full,forbidden-suffix
G7FOJ,parsed,G7,,FOJ,G#7FOJ,,Full,
G7FOK,parsed,G7,,FOK,G#7FOK,,Full,
G7FOT,parsed,G7,,FOT,G#7FOT,,Full,
G7FOX,parsed,G7,,FOX,G#7FOX,,Full,
G7FPE,parsed,G7,,FPE,G#7FPE,,Full,
G7FPJ,parsed,G7,,FPJ,G#7FPJ,,Full,
G7FPL,parsed,G7,,FPL,G#7FPL,,Full,
G7FPM,parsed,G7,,FPM,G#7FPM,,Full,
G7FPN,parsed,G7,,FPN,G#7FPN,,Full,
G7FPR,parsed,G7,,FPR,G#7FPR,,Full,
G7FPS,parsed,G7,,FPS,G#7FPS,,Full,
G7FPU,parsed,G7,,FPU,G#7FPU,,Full,
G7FPW,parsed,G7,,FPW,G#7FPW,,Full,
G7FPZ,parsed,G7,,FPZ,G#7FPZ,,Full,
G7FQE,parsed,G7,,FQE,G#7FQE,,Full,
G7FQF,parsed,G7,,FQF,G#7FQF,,Full,
G7FQG,parsed,G7,,FQG,G#7FQG,,Full,
G7FQH,parsed,G7,,FQH,G#7FQH,,Full,
G7FQI,parsed,G7,,FQI,G#7FQI,,Full,
G7FQP,parsed,G7,,FQP,G#7FQP,,Full,
G7FQW,parsed,G7,,FQW,G#7FQW,,Full,
G7FQY,parsed,G7,,FQY,G#7FQY,,Full,
G7FRA,parsed,G7,,FRA,G#7FRA,,Full,
G7FRB,parsed,G7,,FRB,G#7FRB,,Full,
G7FRC,parsed,G7,,FRC,G#7FRC,,Full,
G7FRD,parsed,G7,,FRD,G#7FRD,,Full,
G7FRH,parsed,G7,,FRH,G#7FRH,,Full,
G7FRI,parsed,G7,,FRI,G#7FRI,,Full,
G7FRR,parsed,G7,,FRR,G#7FRR,,Full,
G7FRW,parsed,G7,,FRW,G#7FRW,,Full,
G7FSA,parsed,G7,,FSA,G#7FSA,,Full,
G7FSC,parsed,G7,,FSC,G#7FSC,,Full,
G7FSD,parsed,G7,,FSD,G#7FSD,,Full,
G7FSH,parsed,G7,,FSH,G#7FSH,,Full,
G7FSI,parsed,G7,,FSI,G#7FSI,,Full,
G7FSJ,parsed,G7,,FSJ,G#7FSJ,,Full,
G7FSR,parsed,G7,,FSR,G#7FSR,,Full,
G7FTA,parsed,G7,,FTA,G#7FTA,,Full,
G7FTB,parsed,G7,,FTB,G#7FTB,,Full,
G7FTD,parsed,G7,,FTD,G#7FTD,,Full,
G7FTF,parsed,G7,,FTF,G#7FTF,,Full,
G7FTK,parsed,G7,,FTK,G#7FTK,,Full,
G7FTL,parsed,G7,,FTL,G#7FTL,,Full,
G7FTM,parsed,G7,,FTM,G#7FTM,,Full,
G7FTN,parsed,G7,,FTN,G#7FTN,,Full,
G7FTP,parsed,G7,,FTP,G#7FTP,,Full,
G7FTQ,parsed,G7,,FTQ,G#7FTQ,,Full,
G7FTR,parsed,G7,,FTR,G#7FTR,,Full,
G7FTS,parsed,G7,,FTS,G#7FTS,,Full,
G7FTY,parsed,G7,,FTY,G#7FTY,,Full,
G7FUJ,parsed,G7,,FUJ,G#7FUJ,,Full,
G7FUM,parsed,G7,,FUM,G#7FUM,,Full,
G7FUQ,parsed,G7,,FUQ,G#7FUQ,,Full,
G7FUV,parsed,G7,,FUV,G#7FUV,,Full,
G7FUW,parsed,G7,,FUW,G#7FUW,,Full,
G7FVA,parsed,G7,,FVA,G#7FVA,,Full,
G7FVB,parsed,G7,,FVB,G#7FVB,,Full,
G7FVD,parsed,G7,,FVD,G#7FVD,,Full,
G7FVF,parsed,G7,,FVF,G#7FVF,,Full,
G7FVG,parsed,G7,,FVG,G#7FVG,,Full,
G7FVH,parsed,G7,,FVH,G#7FVH,,Full,
G7FVR,parsed,G7,,FVR,G#7FVR,,Full,
G7FVT,parsed,G7,,FVT,G#7FVT,,Full,
G7FVV,parsed,G7,,FVV,G#7FVV,,Full,
G7FWA,parsed,G7,,FWA,G#7FWA,,Full,
G7FWD,parsed,G7,,FWD,G#7FWD,,Full,
G7FWE,parsed,G7,,FWE,G#7FWE,,Full,
G7FWL,parsed,G7,,FWL,G#7FWL,,Full,
G7FWO,parsed,G7,,FWO,G#7FWO,,Full,
G7FWR,parsed,G7,,FWR,G#7FWR,,Full,
G7FWT,parsed,G7,,FWT,G#7FWT,,Full,
G7FXM,parsed,G7,,FXM,G#7FXM,,Full,
G7FXO,parsed,G7,,FXO,G#7FXO,,Full,
G7FXV,parsed,G7,,FXV,G#7FXV,,Full,
G7FXW,parsed,G7,,FXW,G#7FXW,,Full,
G7FXX,parsed,G7,,FXX,G#7FXX,,Full,
G7FXY,parsed,G7,,FXY,G#7FXY,,Full,
G7FXZ,parsed,G7,,FXZ,G#7FXZ,,Full,
G7FYB,parsed,G7,,FYB,G#7FYB,,Full,
G7FYG,parsed,G7,,FYG,G#7FYG,,Full,
G7FYO,parsed,G7,,FYO,G#7FYO,,Full,
G7FYR,parsed,G7,,FYR,G#7FYR,,Full,
G7FZB,parsed,G7,,FZB,G#7FZB,,Full,
G7FZE,parsed,G7,,FZE,G#7FZE,,Full,
G7FZJ,parsed,G7,,FZJ,G#7FZJ,,Full,
G7FZN,parsed,G7,,FZN,G#7FZN,,Full,
G7FZV,parsed,G7,,FZV,G#7FZV,,Full,
G7FZW,parsed,G7,,FZW,G#7FZW,,Full,
G7FZX,parsed,G7,,FZX,G#7FZX,,Full,
G7GAB,parsed,G7,,GAB,G#7GAB,,Full,
G7GAD,parsed,G7,,GAD,G#7GAD,,Full,
G7GAE,parsed,G7,,GAE,G#7GAE,,Full,
G7GAF,parsed,G7,,GAF,G#7GAF,,Full,
G7GAG,parsed,G7,,GAG,G#7GAG,,Full,
G7GAH,parsed,G7,,GAH,G#7GAH,,Full,
G7GAK,parsed,G7,,GAK,G#7GAK,,Full,
G7GAM,parsed,G7,,GAM,G#7GAM,,Full,
G7GAN,parsed,G7,,GAN,G#7GAN,,Full,
G7GAP,parsed,G7,,GAP,G#7GAP,,Full,
G7GAS,parsed,G7,,GAS,G#7GAS,,Full,
G7GAV,parsed,G7,,GAV,G#7GAV,,Full,
G7GAX,parsed,G7,,GAX,G#7GAX,,Full,
G7GAZ,parsed,G7,,GAZ,G#7GAZ,,Full,
G7GBA,parsed,G7,,GBA,G#7GBA,,Full,
G7GBC,parsed,G7,,GBC,G#7GBC,,Full,
G7GBD,parsed,G7,,GBD,G#7GBD,,Full,
G7GBE,parsed,G7,,GBE,G#7GBE,,Full,
G7GBJ,parsed,G7,,GBJ,G#7GBJ,,Full,
G7GBN,parsed,G7,,GBN,G#7GBN,,Full,
G7GBY,parsed,G7,,GBY,G#7GBY,,Full,
G7GBZ,parsed,G7,,GBZ,G#7GBZ,,Full,
G7GCB,parsed,G7,,GCB,G#7GCB,,Full,
G7GCD,parsed,G7,,GCD,G#7GCD,,Full,
G7GCF,parsed,G7,,GCF,G#7GCF,,Full,
G7GCI,parsed,G7,,GCI,G#7GCI,,Full,
G7GCK,parsed,G7,,GCK,G#7GCK,,Full,
G7GCO,parsed,G7,,GCO,G#7GCO,,Full,
G7GCQ,parsed,G7,,GCQ,G#7GCQ,,Full,
G7GCR,parsed,G7,,GCR,G#7GCR,,Full,
G7GCU,parsed,G7,,GCU,G#7GCU,,Full,
G7GCW,parsed,G7,,GCW,G#7GCW,,Full,
G7GDA,parsed,G7,,GDA,G#7GDA,,Full,
G7GDC,parsed,G7,,GDC,G#7GDC,,Full,
G7GDE,parsed,G7,,GDE,G#7GDE,,Full,
G7GDH,parsed,G7,,GDH,G#7GDH,,Full,
G7GDR,parsed,G7,,GDR,G#7GDR,,Full,
G7GDV,parsed,G7,,GDV,G#7GDV,,Full,
G7GEA,parsed,G7,,GEA,G#7GEA,,Full,
G7GEE,parsed,G7,,GEE,G#7GEE,,Full,
G7GEF,parsed,G7,,GEF,G#7GEF,,Full,
G7GEI,parsed,G7,,GEI,G#7GEI,,Full,
G7GEL,parsed,G7,,GEL,G#7GEL,,Full,
G7GEP,parsed,G7,,GEP,G#7GEP,,Full,
G7GEQ,parsed,G7,,GEQ,G#7GEQ,,Full,
G7GES,parsed,G7,,GES,G#7GES,,Full,
G7GEU,parsed,G7,,GEU,G#7GEU,,Full,
G7GEX,parsed,G7,,GEX,G#7GEX,,Full,
G7GFC,parsed,G7,,GFC,G#7GFC,,Full,
G7GFH,parsed,G7,,GFH,G#7GFH,,Full,
G7GFK,parsed,G7,,GFK,G#7GFK,,Full,
G7GFM,parsed,G7,,GFM,G#7GFM,,Full,
G7GFP,parsed,G7,,GFP,G#7GFP,,Full,
G7GFQ,parsed,G7,,GFQ,G#7GFQ,,Full,
G7GFR,parsed,G7,,GFR,G#7GFR,,Full,
G7GFS,parsed,G7,,GFS,G#7GFS,,Full,
G7GFU,parsed,G7,,GFU,G#7GFU,,Full,
G7GFW,parsed,G7,,GFW,G#7GFW,,Full,
G7GFX,parsed,G7,,GFX,G#7GFX,,Full,
G7GGA,parsed,G7,,GGA,G#7GGA,,Full,
G7GGF,parsed,G7,,GGF,G#7GGF,,Full,
G7GGG,parsed,G7,,GGG,G#7GGG,,Full,
G7GGH,parsed,G7,,GGH,G#7GGH,,Full,
G7GGJ,parsed,G7,,GGJ,G#7GGJ,,Full,
G7GGK,parsed,G7,,GGK,G#7GGK,,Full,
G7GGM,parsed,G7,,GGM,G#7GGM,,Full,
G7GGN,parsed,G7,,GGN,G#7GGN,,Full,
G7GGP,parsed,G7,,GGP,G#7GGP,,Full,
G7GGS,parsed,G7,,GGS,G#7GGS,,Full,
G7GGT,parsed,G7,,GGT,G#7GGT,,Full,
G7GGU,parsed,G7,,GGU,G#7GGU,,Full,
G7GGV,parsed,G7,,GGV,G#7GGV,,Full,
G7GGW,parsed,G7,,GGW,G#7GGW,,Full,
G7GGX,parsed,G7,,GGX,G#7GGX,,Full,
G7GGZ,parsed,G7,,GGZ,G#7GGZ,,Full,
G7GHA,parsed,G7,,GHA,G#7GHA,,Full,
G7GHC,parsed,G7,,GHC,G#7GHC,,Full,
G7GHE,parsed,G7,,GHE,G#7GHE,,Full,
G7GHH,parsed,G7,,GHH,G#7GHH,,Full,
G7GHI,parsed,G7,,GHI,G#7GHI,,Full,
G7GHK,parsed,G7,,GHK,G#7GHK,,Full,
G7GHP,parsed,G7,,GHP,G#7GHP,,Full,
G7GHT,parsed,G7,,GHT,G#7GHT,,Full,
G7GHV,parsed,G7,,GHV,G#7GHV,,Full,
G7GIF,parsed,G7,,GIF,G#7GIF,,Full,
G7GIG,parsed,G7,,GIG,G#7GIG,,Full,
G7GIJ,parsed,G7,,GIJ,G#7GIJ,,Full,
G7GIO,parsed,G7,,GIO,G#7GIO,,Full,
G7GIS,parsed,G7,,GIS,G#7GIS,,Full,
G7GIV,parsed,G7,,GIV,G#7GIV,,Full,
G7GJA,parsed,G7,,GJA,G#7GJA,,Full,
G7GJF,parsed,G7,,GJF,G#7GJF,,Full,
G7GJH,parsed,G7,,GJH,G#7GJH,,Full,
G7GJI,parsed,G7,,GJI,G#7GJI,,Full,
G7GJM,parsed,G7,,GJM,G#7GJM,,Full,
G7GJN,parsed,G7,,GJN,G#7GJN,,Full,
G7GJO,parsed,G7,,GJO,G#7GJO,,Full,
G7GJS,parsed,G7,,GJS,G#7GJS,,Full,
G7GJT,parsed,G7,,GJT,G#7GJT,,Full,
G7GJU,parsed,G7,,GJU,G#7GJU,,Full,
G7GJV,parsed,G7,,GJV,G#7GJV,,Full,
G7GJX,parsed,G7,,GJX,G#7GJX,,Full,
G7GJY,parsed,G7,,GJY,G#7GJY,,Full,
G7GJZ,parsed,G7,,GJZ,G#7GJZ,,Full,
G7GKC,parsed,G7,,GKC,G#7GKC,,Full,
G7GKD,parsed,G7,,GKD,G#7GKD,,Full,
G7GKN,parsed,G7,,GKN,G#7GKN,,Full,
G7GKO,parsed,G7,,GKO,G#7GKO,,Full,
G7GKQ,parsed,G7,,GKQ,G#7GKQ,,Full,
G7GKT,parsed,G7,,GKT,G#7GKT,,Full,
G7GKX,parsed,G7,,GKX,G#7GKX,,Full,
G7GLA,parsed,G7,,GLA,G#7GLA,,Full,
G7GLE,parsed,G7,,GLE,G#7GLE,,Full,
G7GLH,parsed,G7,,GLH,G#7GLH,,Full,
G7GLJ,parsed,G7,,GLJ,G#7GLJ,,Full,
G7GLK,parsed,G7,,GLK,G#7GLK,,Full,
G7GLL,parsed,G7,,GLL,G#7GLL,,Full,
G7GLN,parsed,G7,,GLN,G#7GLN,,Full,
G7GLO,parsed,G7,,GLO,G#7GLO,,Full,
G7GLQ,parsed,G7,,GLQ,G#7GLQ,,Full,
G7GLR,parsed,G7,,GLR,G#7GLR,,Full,
G7GLS,parsed,G7,,GLS,G#7GLS,,Full,
G7GLT,parsed,G7,,GLT,G#7GLT,,Full,
G7GLW,parsed,G7,,GLW,G#7GLW,,Full,
G7GLZ,parsed,G7,,GLZ,G#7GLZ,,Full,
G7GMB,parsed,G7,,GMB,G#7GMB,,Full,
G7GMC,parsed,G7,,GMC,G#7GMC,,Full,
G7GMD,parsed,G7,,GMD,G#7GMD,,Full,
G7GMF,parsed,G7,,GMF,G#7GMF,,Full,
G7GMG,parsed,G7,,GMG,G#7GMG,,Full,
G7GMJ,parsed,G7,,GMJ,G#7GMJ,,Full,
G7GMN,parsed,G7,,GMN,G#7GMN,,Full,
G7GMQ,parsed,G7,,GMQ,G#7GMQ,,Full,
G7GMR,parsed,G7,,GMR,G#7GMR,,Full,
G7GMU,parsed,G7,,GMU,G#7GMU,,Full,
G7GMZ,parsed,G7,,GMZ,G#7GMZ,,Full,
G7GNA,parsed,G7,,GNA,G#7GNA,,Full,
G7GNB,parsed,G7,,GNB,G#7GNB,,Full,
G7GNF,parsed,G7,,GNF,G#7GNF,,Full,
G7GNG,parsed,G7,,GNG,G#7GNG,,Full,
G7GNH,parsed,G7,,GNH,G#7GNH,,Full,
G7GNK,parsed,G7,,GNK,G#7GNK,,Full,
G7GNL,parsed,G7,,GNL,G#7GNL,,Full,
G7GNM,parsed,G7,,GNM,G#7GNM,,Full,
G7GNO,parsed,G7,,GNO,G#7GNO,,Full,
G7GNS,parsed,G7,,GNS,G#7GNS,,Full,
G7GNU,parsed,G7,,GNU,G#7GNU,,Full,
G7GOA,parsed,G7,,GOA,G#7GOA,,Full,
G7GOC,parsed,G7,,GOC,G#7GOC,,Full,
G7GOE,parsed,G7,,GOE,G#7GOE,,Full,
G7GOK,parsed,G7,,GOK,G#7GOK,,Full,
G7GOP,parsed,G7,,GOP,G#7GOP,,Full,
G7GOV,parsed,G7,,GOV,G#7GOV,,Full,
G7GPG,parsed,G7,,GPG,G#7GPG,,Full,
G7GPI,parsed,G7,,GPI,G#7GPI,,Full,
G7GPJ,parsed,G7,,GPJ,G#7GPJ,,Full,
G7GPL,parsed,G7,,GPL,G#7GPL,,Full,
G7GPR,parsed,G7,,GPR,G#7GPR,,Full,
G7GPU,parsed,G7,,GPU,G#7GPU,,Full,
G7GQA,parsed,G7,,GQA,G#7GQA,,Full,
G7GQB,parsed,G7,,GQB,G#7GQB,,Full,
G7GQC,parsed,G7,,GQC,G#7GQC,,Full,
G7GQD,parsed,G7,,GQD,G#7GQD,,Full,
G7GQF,parsed,G7,,GQF,G#7GQF,,Full,
G7GQH,parsed,G7,,GQH,G#7GQH,,Full,
G7GQL,parsed,G7,,GQL,G#7GQL,,Full,
G7GQM,parsed,G7,,GQM,G#7GQM,,Full,
G7GQN,parsed,G7,,GQN,G#7GQN,,Full,
G7GQO,parsed,G7,,GQO,G#7GQO,,Full,
G7GQP,parsed,G7,,GQP,G#7GQP,,Full,
G7GQW,parsed,G7,,GQW,G#7GQW,,Full,
G7GQX,parsed,G7,,GQX,G#7GQX,,Full,
G7GRB,parsed,G7,,GRB,G#7GRB,,Full,
G7GRC,parsed,G7,,GRC,G#7GRC,,Full,
G7GRH,parsed,G7,,GRH,G#7GRH,,Full,
G7GRJ,parsed,G7,,GRJ,G#7GRJ,,Full,
G7GRK,parsed,G7,,GRK,G#7GRK,,Full,
G7GRO,parsed,G7,,GRO,G#7GRO,,Full,
G7GRQ,parsed,G7,,GRQ,G#7GRQ,,Full,
G7GRR,parsed,G7,,GRR,G#7GRR,,Full,
G7GRU,parsed,G7,,GRU,G#7GRU,,Full,
G7GRY,parsed,G7,,GRY,G#7GRY,,Full,
G7GSB,parsed,G7,,GSB,G#7GSB,,Full,
G7GSC,parsed,G7,,GSC,G#7GSC,,Full,
G7GSD,parsed,G7,,GSD,G#7GSD,,Full,
G7GSF,parsed,G7,,GSF,G#7GSF,,Full,
G7GSH,parsed,G7,,GSH,G#7GSH,,Full,
G7GSL,parsed,G7,,GSL,G#7GSL,,Full,
G7GSN,parsed,G7,,GSN,G#7GSN,,Full,
G7GSP,parsed,G7,,GSP,G#7GSP,,Full,
G7GSQ,parsed,G7,,GSQ,G#7GSQ,,Full,
G7GSR,parsed,G7,,GSR,G#7GSR,,Full,
G7GSU,parsed,G7,,GSU,G#7GSU,,Full,
G7GSW,parsed,G7,,GSW,G#7GSW,,Full,
G7GSX,parsed,G7,,GSX,G#7GSX,,Full,
G7GTB,parsed,G7,,GTB,G#7GTB,,Full,
G7GTD,parsed,G7,,GTD,G#7GTD,,Full,
G7GTG,parsed,G7,,GTG,G#7GTG,,Full,
G7GTH,parsed,G7,,GTH,G#7GTH,,Full,
G7GTO,parsed,G7,,GTO,G#7GTO,,Full,
G7GTS,parsed,G7,,GTS,G#7GTS,,Full,
G7GTU,parsed,G7,,GTU,G#7GTU,,Full,
G7GTV,parsed,G7,,GTV,G#7GTV,,Full,
G7GTW,parsed,G7,,GTW,G#7GTW,,Full,
G7GTX,parsed,G7,,GTX,G#7GTX,,Full,
G7GUB,parsed,G7,,GUB,G#7GUB,,Full,
G7GUD,parsed,G7,,GUD,G#7GUD,,Full,
G7GUE,parsed,G7,,GUE,G#7GUE,,Full,
G7GUF,parsed,G7,,GUF,G#7GUF,,Full,
G7GUG,parsed,G7,,GUG,G#7GUG,,Full,
G7GUJ,parsed,G7,,GUJ,G#7GUJ,,Full,
G7GUK,parsed,G7,,GUK,G#7GUK,,Full,
G7GUL,parsed,G7,,GUL,G#7GUL,,Full,
G7GUN,parsed,G7,,GUN,G#7GUN,,Full,
G7GUO,parsed,G7,,GUO,G#7GUO,,Full,
G7GUS,parsed,G7,,GUS,G#7GUS,,Full,
G7GUT,parsed,G7,,GUT,G#7GUT,,Full,
G7GVD,parsed,G7,,GVD,G#7GVD,,Full,
G7GVI,parsed,G7,,GVI,G#7GVI,,Full,
G7GVJ,parsed,G7,,GVJ,G#7GVJ,,Full,
G7GVK,parsed,G7,,GVK,G#7GVK,,Full,
G7GVP,parsed,G7,,GVP,G#7GVP,,Full,
G7GVV,parsed,G7,,GVV,G#7GVV,,Full,
G7GVZ,parsed,G7,,GVZ,G#7GVZ,,Full,
G7GWA,parsed,G7,,GWA,G#7GWA,,Full,
G7GWB,parsed,G7,,GWB,G#7GWB,,Full,
G7GWM,parsed,G7,,GWM,G#7GWM,,Full,
G7GWO,parsed,G7,,GWO,G#7GWO,,Full,
G7GWR,parsed,G7,,GWR,G#7GWR,,Full,
G7GWT,parsed,G7,,GWT,G#7GWT,,Full,
G7GWV,parsed,G7,,GWV,G#7GWV,,Full,
G7GWW,parsed,G7,,GWW,G#7GWW,,Full,
G7GXE,parsed,G7,,GXE,G#7GXE,,Full,
G7GXF,parsed,G7,,GXF,G#7GXF,,Full,
G7GXG,parsed,G7,,GXG,G#7GXG,,Full,
G7GXI,parsed,G7,,GXI,G#7GXI,,Full,
G7GXK,parsed,G7,,GXK,G#7GXK,,Full,
G7GXR,parsed,G7,,GXR,G#7GXR,,Full,
G7GXY,parsed,G7,,GXY,G#7GXY,,Full,
G7GXZ,parsed,G7,,GXZ,G#7GXZ,,Full,
G7GYB,parsed,G7,,GYB,G#7GYB,,Full,
G7GYN,parsed,G7,,GYN,G#7GYN,,Full,
G7GYP,parsed,G7,,GYP,G#7GYP,,Full,
G7GYR,parsed,G7,,GYR,G#7GYR,,Full,
G7GZB,parsed,G7,,GZB,G#7GZB,,Full,
G7GZC,parsed,G7,,GZC,G#7GZC,,Full,
G7GZE,parsed,G7,,GZE,G#7GZE,,Full,
G7GZG,parsed,G7,,GZG,G#7GZG,,Full,
G7GZH,parsed,G7,,GZH,G#7GZH,,Full,
G7GZJ,parsed,G7,,GZJ,G#7GZJ,,Full,
G7GZK,parsed,G7,,GZK,G#7GZK,,Full,
G7GZU,parsed,G7,,GZU,G#7GZU,,Full,
G7GZV,parsed,G7,,GZV,G#7GZV,,Full,
G7GZZ,parsed,G7,,GZZ,G#7GZZ,,Full,
G7HAA,parsed,G7,,HAA,G#7HAA,,Full,
G7HAE,parsed,G7,,HAE,G#7HAE,,Full,
G7HAF,parsed,G7,,HAF,G#7HAF,,Full,
G7HAH,parsed,G7,,HAH,G#7HAH,,Full,
G7HAR,parsed,G7,,HAR,G#7HAR,,Full,
G7HAS,parsed,G7,,HAS,G#7HAS,,Full,
G7HAT,parsed,G7,,HAT,G#7HAT,,Full,
G7HAV,parsed,G7,,HAV,G#7HAV,,Full,
G7HAW,parsed,G7,,HAW,G#7HAW,,Full,
G7HAZ,parsed,G7,,HAZ,G#7HAZ,,Full,
G7HBI,parsed,G7,,HBI,G#7HBI,,Full,
G7HBN,parsed,G7,,HBN,G#7HBN,,Full,
G7HBO,parsed,G7,,HBO,G#7HBO,,Full,
G7HBU,parsed,G7,,HBU,G#7HBU,,Full,
G7HBV,parsed,G7,,HBV,G#7HBV,,Full,
G7HCB,parsed,G7,,HCB,G#7HCB,,Full,
G7HCC,parsed,G7,,HCC,G#7HCC,,Full,
G7HCD,parsed,G7,,HCD,G#7HCD,,Full,
G7HCE,parsed,G7,,HCE,G#7HCE,,Full,
G7HCJ,parsed,G7,,HCJ,G#7HCJ,,Full,
G7HCL,parsed,G7,,HCL,G#7HCL,,Full,
G7HCN,parsed,G7,,HCN,G#7HCN,,Full,
G7HCO,parsed,G7,,HCO,G#7HCO,,Full,
G7HCQ,parsed,G7,,HCQ,G#7HCQ,,Full,forbidden-suffix
G7HCR,parsed,G7,,HCR,G#7HCR,,Full,
G7HCT,parsed,G7,,HCT,G#7HCT,,Full,
G7HDA,parsed,G7,,HDA,G#7HDA,,Full,
G7HDB,parsed,G7,,HDB,G#7HDB,,Full,
G7HDC,parsed,G7,,HDC,G#7HDC,,Full,
G7HDE,parsed,G7,,HDE,G#7HDE,,Full,
G7HDI,parsed,G7,,HDI,G#7HDI,,Full,
