Value,Status,Type,Reserved to Date,Original Start Date,Licence Type
G1XPI,Allocated,Call Sign - Amateur,,2017-09-19,Amateur Full Radio Licence
G7MIN,Allocated,Call Sign - Amateur,,1992-07-20,Amateur Full Radio Licence
G1XPJ,Reserved,Call Sign - Amateur,,,
G1VBY,Allocated,Call Sign - Amateur,,2007-07-18,Amateur Full Radio Licence
G1XPK,Reserved,Call Sign - Amateur,,,
M1BFK,Reserved,Call Sign - Amateur,,,
G1XPL,Reserved,Call Sign - Amateur,,,
G7NLQ,Allocated,Call Sign - Amateur,,2014-05-05,Amateur Full Radio Licence
G1XPM,Reserved,Call Sign - Amateur,,,
G1ZLY,Allocated,Call Sign - Amateur,,2014-05-05,Amateur Full Radio Licence
G1XPS,Reserved,Call Sign - Amateur,,,
G3TAM,Allocated,Call Sign - Amateur,,2007-07-18,Amateur Full Radio Licence
G1XPT,Reserved,Call Sign - Amateur,,,
G1BEC,Reserved,Call Sign - Amateur,,,
G3FAO,Reserved,Call Sign - Amateur,,,
M0YDB,Allocated,Call Sign - Amateur,,2014-05-06,Amateur Full Radio Licence
G1XQD,Reserved,Call Sign - Amateur,,,
G8ZXZ,Allocated,Call Sign - Amateur,,2014-05-06,Amateur Full Radio Licence
G1XQL,Reserved,Call Sign - Amateur,,,
G3PRN,Allocated,Call Sign - Amateur,,2014-05-06,Amateur Full Radio Licence
G1XQV,Reserved,Call Sign - Amateur,,,
G6KEH,Allocated,Call Sign - Amateur,,2014-05-07,Amateur Full Radio Licence
G1XRA,Reserved,Call Sign - Amateur,,,
G8MNM,Allocated,Call Sign - Amateur,,2014-05-07,Amateur Full Radio Licence
G1XRC,Reserved,Call Sign - Amateur,,,
G8IIC,Allocated,Call Sign - Amateur,,2014-05-08,Amateur Full Radio Licence
G1XRD,Reserved,Call Sign - Amateur,,,
M0RZY,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1XRH,Reserved,Call Sign - Amateur,,,
M0UXO,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1XRL,Reserved,Call Sign - Amateur,,,
M0HPP,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1XRN,Reserved,Call Sign - Amateur,,,
M0RJE,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G3EYU,Reserved,Call Sign - Amateur,,,
M0HPQ,Reserved,Call Sign - Amateur,,,
G1NOM,Reserved,Call Sign - Amateur,,,
M0VHC,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1NON,Allocated,Call Sign - Amateur,,2020-06-17,Amateur Full Radio Licence
M0ZDJ,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1NPD,Reserved,Call Sign - Amateur,,,
M0IHZ,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1NPF,Reserved,Call Sign - Amateur,,,
M0SQL,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1NPK,Reserved,Call Sign - Amateur,,,
M0PTB,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1NPM,Reserved,Call Sign - Amateur,,,
M0RCY,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1NPU,Reserved,Call Sign - Amateur,,,
M0WLH,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1UJW,Allocated,Call Sign - Amateur,,2018-07-04,Amateur Full Radio Licence
M0RDI,Allocated,Call Sign - Amateur,,2014-05-12,Amateur Full Radio Licence
G1NPY,Reserved,Call Sign - Amateur,,,
M0YBO,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1NQI,Reserved,Call Sign - Amateur,,,
G3MNB,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1NQJ,Reserved,Call Sign - Amateur,,,
M0RKD,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1NQM,Reserved,Call Sign - Amateur,,,
M0PFO,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1NQT,Reserved,Call Sign - Amateur,,,
M0MDJ,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1NQX,Reserved,Call Sign - Amateur,,,
M0OSB,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1NRD,Reserved,Call Sign - Amateur,,,
M0RMO,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1TOQ,Reserved,Call Sign - Amateur,,,
M0KCA,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1TOW,Reserved,Call Sign - Amateur,,,
M0KRF,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1TPG,Reserved,Call Sign - Amateur,,,
M0IAI,Allocated,Call Sign - Amateur,,2014-05-13,Amateur Full Radio Licence
G1UKC,Reserved,Call Sign - Amateur,,,
M0HRM,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1TPH,Reserved,Call Sign - Amateur,,,
M0PXR,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1TPI,Reserved,Call Sign - Amateur,,,
M0HRN,Reserved,Call Sign - Amateur,,,
G1TPJ,Reserved,Call Sign - Amateur,,,
M0SGZ,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1TPK,Reserved,Call Sign - Amateur,,,
M0SSV,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1LRJ,Reserved,Call Sign - Amateur,,,
M0HRQ,Reserved,Call Sign - Amateur,,,
G1LRL,Reserved,Call Sign - Amateur,,,
M0XLB,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1LRO,Reserved,Call Sign - Amateur,,,
M0JZM,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G3ESH,Reserved,Call Sign - Amateur,,,
M0WPC,Reserved,Call Sign - Amateur,,,
G1LRQ,Reserved,Call Sign - Amateur,,,
M0HRT,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1LRW,Reserved,Call Sign - Amateur,,,
M0WQK,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1LSF,Reserved,Call Sign - Amateur,,,
M0IRP,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1LSL,Reserved,Call Sign - Amateur,,,
M0SXF,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1RVR,Reserved,Call Sign - Amateur,,,
M0XCO,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1RVZ,Reserved,Call Sign - Amateur,,,
M0HRU,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1RWA,Allocated,Call Sign - Amateur,,2019-01-09,Amateur Full Radio Licence
M0SKL,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1RWB,Allocated,Call Sign - Amateur,,2019-01-09,Amateur Full Radio Licence
M0KIN,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G1RWD,Reserved,Call Sign - Amateur,,,
M0HRW,Allocated,Call Sign - Amateur,,2014-08-31,Amateur Full Radio Licence
G3ESO,Reserved,Call Sign - Amateur,,,
G0MOX,Allocated,Call Sign - Amateur,,2007-07-26,Amateur Full Radio Licence
G1RWI,Reserved,Call Sign - Amateur,,,
G4WIS,Allocated,Call Sign - Amateur,,2007-07-26,Amateur Full Radio Licence
G1RWJ,Reserved,Call Sign - Amateur,,,
M0KWW,Allocated,Call Sign - Amateur,,2014-09-01,Amateur Full Radio Licence
G1RWL,Reserved,Call Sign - Amateur,,,
M0PDP,Allocated,Call Sign - Amateur,,2014-09-01,Amateur Full Radio Licence
G1RWM,Reserved,Call Sign - Amateur,,,
M0HTZ,Allocated,Call Sign - Amateur,,2014-09-01,Amateur Full Radio Licence
G1RWV,Reserved,Call Sign - Amateur,,,
G6SWO,Allocated,Call Sign - Amateur,,2014-09-02,Amateur Full Radio Licence
G1RWZ,Reserved,Call Sign - Amateur,,,
G1VBW,Allocated,Call Sign - Amateur,,2014-09-02,Amateur Full Radio Licence
G1RXB,Reserved,Call Sign - Amateur,,,
G8LVI,Allocated,Call Sign - Amateur,,2014-09-02,Amateur Full Radio Licence
G1RXH,Reserved,Call Sign - Amateur,,,
M0NAZ,Allocated,Call Sign - Amateur,,2014-09-03,Amateur Full Radio Licence
G1RXQ,Reserved,Call Sign - Amateur,,,
G4JSP,Allocated,Call Sign - Amateur,,2014-09-04,Amateur Full Radio Licence
G1HQX,Reserved,Call Sign - Amateur,,,
G1PPA,Allocated,Call Sign - Amateur,,2014-09-04,Amateur Full Radio Licence
G3ESQ,Reserved,Call Sign - Amateur,,,
G8YDE,Allocated,Call Sign - Amateur,,2014-09-04,Amateur Full Radio Licence
G1RXX,Reserved,Call Sign - Amateur,,,
G4PCK,Allocated,Call Sign - Amateur,,2014-09-04,Amateur Full Radio Licence
G1RXY,Reserved,Call Sign - Amateur,,,
G6UMT,Allocated,Call Sign - Amateur,,2014-09-04,Amateur Full Radio Licence
G1RYB,Reserved,Call Sign - Amateur,,,
M0WLO,Allocated,Call Sign - Amateur,,2014-09-05,Amateur Full Radio Licence
G1RYE,Reserved,Call Sign - Amateur,,,
G6IZC,Allocated,Call Sign - Amateur,,2014-09-08,Amateur Full Radio Licence
G1RYH,Reserved,Call Sign - Amateur,,,
M0COG,Reserved,Call Sign - Amateur,,,
G1RYK,Reserved,Call Sign - Amateur,,,
G7UQA,Allocated,Call Sign - Amateur,,2014-09-10,Amateur Full Radio Licence
G1RYP,Reserved,Call Sign - Amateur,,,
G6ZTV,Allocated,Call Sign - Amateur,,2014-09-10,Amateur Full Radio Licence
G1RYU,Reserved,Call Sign - Amateur,,,
G6CZD,Allocated,Call Sign - Amateur,,2014-09-10,Amateur Full Radio Licence
G1RYN,Reserved,Call Sign - Amateur,,,
G4ZEA,Allocated,Call Sign - Amateur,,2014-09-11,Amateur Full Radio Licence
G1RZB,Reserved,Call Sign - Amateur,,,
M0JSH,Allocated,Call Sign - Amateur,,2014-09-12,Amateur Full Radio Licence
G1RZC,Reserved,Call Sign - Amateur,,,
G0MBL,Allocated,Call Sign - Amateur,,2014-09-14,Amateur Full Radio Licence
G1RZF,Reserved,Call Sign - Amateur,,,
G4EOX,Allocated,Call Sign - Amateur,,2014-09-14,Amateur Full Radio Licence
G1RZI,Reserved,Call Sign - Amateur,,,
G6YIK,Allocated,Call Sign - Amateur,,2014-09-14,Amateur Full Radio Licence
G1RZM,Reserved,Call Sign - Amateur,,,
M0VLN,Reserved,Call Sign - Amateur,,,
G1RZN,Reserved,Call Sign - Amateur,,,
M0ICU,Reserved,Call Sign - Amateur,,,
G1RZO,Reserved,Call Sign - Amateur,,,
M0VCP,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G1RZR,Reserved,Call Sign - Amateur,,,
M0OBL,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G1SAD,Reserved,Call Sign - Amateur,,,
M0WMT,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G3GDC,Reserved,Call Sign - Amateur,,,
M0PGI,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G3GDE,Reserved,Call Sign - Amateur,,,
M0MVM,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G3HXM,Reserved,Call Sign - Amateur,,,
M0NMI,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G3HXS,Reserved,Call Sign - Amateur,,,
M0ZLF,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G3HXV,Reserved,Call Sign - Amateur,,,
M0YGR,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G3HYM,Reserved,Call Sign - Amateur,,,
M0NGI,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G3HYR,Reserved,Call Sign - Amateur,,,
M0XGW,Allocated,Call Sign - Amateur,,2014-12-17,Amateur Full Radio Licence
G3HZA,Reserved,Call Sign - Amateur,,,
M0URC,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3HZE,Reserved,Call Sign - Amateur,,,
M0INF,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3HZG,Reserved,Call Sign - Amateur,,,
M0STI,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3HZJ,Reserved,Call Sign - Amateur,,,
M0JIU,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3HZS,Reserved,Call Sign - Amateur,,,
M0HTG,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3FLN,Reserved,Call Sign - Amateur,,,
M0HTI,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IAB,Reserved,Call Sign - Amateur,,,
M0XGR,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IAD,Reserved,Call Sign - Amateur,,,
M0SJY,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IAG,Reserved,Call Sign - Amateur,,,
M0NVS,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IAM,Reserved,Call Sign - Amateur,,,
M0ZGN,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IAQ,Reserved,Call Sign - Amateur,,,
M0MIW,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IBH,Reserved,Call Sign - Amateur,,,
M0HTK,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IBK,Reserved,Call Sign - Amateur,,,
M0MBZ,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IBO,Reserved,Call Sign - Amateur,,,
M0VID,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IBX,Reserved,Call Sign - Amateur,,,
M0WGC,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3ICF,Reserved,Call Sign - Amateur,,,
M0HTL,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3FLQ,Reserved,Call Sign - Amateur,,,
M0KGP,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3ICK,Reserved,Call Sign - Amateur,,,
M0LAI,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3ICR,Reserved,Call Sign - Amateur,,,
M0HTM,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3ICX,Reserved,Call Sign - Amateur,,,
M0XSX,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IDG,Reserved,Call Sign - Amateur,,,
M0ZAY,Allocated,Call Sign - Amateur,,2014-12-18,Amateur Full Radio Licence
G3IDI,Reserved,Call Sign - Amateur,,,
M0ZCO,Allocated,Call Sign - Amateur,,2014-12-19,Amateur Full Radio Licence
G3IDQ,Reserved,Call Sign - Amateur,,,
M0VBW,Allocated,Call Sign - Amateur,,2014-12-19,Amateur Full Radio Licence
G3IDS,Reserved,Call Sign - Amateur,,,
M0IAS,Allocated,Call Sign - Amateur,,2014-12-19,Amateur Full Radio Licence
G3IDX,Reserved,Call Sign - Amateur,,,
M0WLR,Allocated,Call Sign - Amateur,,2014-12-19,Amateur Full Radio Licence
G3IED,Reserved,Call Sign - Amateur,,,
M0HTN,Allocated,Call Sign - Amateur,,2014-12-19,Amateur Full Radio Licence
G3FLR,Reserved,Call Sign - Amateur,,,
M0YCC,Allocated,Call Sign - Amateur,,2014-12-20,Amateur Full Radio Licence
G3IEL,Reserved,Call Sign - Amateur,,,
M0WLZ,Allocated,Call Sign - Amateur,,2014-12-20,Amateur Full Radio Licence
G3IEQ,Reserved,Call Sign - Amateur,,,
M0VGK,Allocated,Call Sign - Amateur,,2014-12-21,Amateur Full Radio Licence
G3IES,Reserved,Call Sign - Amateur,,,
M0LIJ,Allocated,Call Sign - Amateur,,2014-12-22,Amateur Full Radio Licence
G3IFA,Reserved,Call Sign - Amateur,,,
M0YSK,Allocated,Call Sign - Amateur,,2014-12-22,Amateur Full Radio Licence
G3IFC,Reserved,Call Sign - Amateur,,,
G4KPI,Allocated,Call Sign - Amateur,,2007-08-12,Amateur Full Radio Licence
G3IFN,Reserved,Call Sign - Amateur,,,
M5AKZ,Allocated,Call Sign - Amateur,,2015-03-26,Amateur Full Radio Licence
G3IFV,Reserved,Call Sign - Amateur,,,
G7RGU,Allocated,Call Sign - Amateur,,2015-03-26,Amateur Full Radio Licence
G3IFY,Reserved,Call Sign - Amateur,,,
G4HUT,Allocated,Call Sign - Amateur,,2007-08-12,Amateur Full Radio Licence
G3IGN,Reserved,Call Sign - Amateur,,,
M0GEV,Allocated,Call Sign - Amateur,,2007-08-19,Amateur Full Radio Licence
G4FGM,Allocated,Call Sign - Amateur,,2017-04-04,Amateur Full Radio Licence
G4RYC,Reserved,Call Sign - Amateur,,,
G4FGT,Reserved,Call Sign - Amateur,,,
M0VKJ,Allocated,Call Sign - Amateur,,2015-04-20,Amateur Full Radio Licence
G4FGU,Reserved,Call Sign - Amateur,,,
G1TIK,Allocated,Call Sign - Amateur,,2015-04-20,Amateur Full Radio Licence
G4IVJ,Reserved,Call Sign - Amateur,,,
G7BUL,Allocated,Call Sign - Amateur,,2015-04-20,Amateur Full Radio Licence
G4IVM,Reserved,Call Sign - Amateur,,,
G6EBN,Allocated,Call Sign - Amateur,,2015-04-20,Amateur Full Radio Licence
G3UUH,Reserved,Call Sign - Amateur,,,
G1SZS,Reserved,Call Sign - Amateur,,,
G4IVN,Reserved,Call Sign - Amateur,,,
G6VIW,Allocated,Call Sign - Amateur,,2015-04-22,Amateur Full Radio Licence
G4IVP,Reserved,Call Sign - Amateur,,,
G7CKF,Allocated,Call Sign - Amateur,,2015-04-23,Amateur Full Radio Licence
G4IVR,Reserved,Call Sign - Amateur,,,
G4OJW,Allocated,Call Sign - Amateur,,2015-04-23,Amateur Full Radio Licence
G4IUQ,Reserved,Call Sign - Amateur,,,
G0HDZ,Allocated,Call Sign - Amateur,,2015-04-23,Amateur Full Radio Licence
G4IVW,Reserved,Call Sign - Amateur,,,
G7CBM,Allocated,Call Sign - Amateur,,2015-04-23,Amateur Full Radio Licence
G4IWC,Reserved,Call Sign - Amateur,,,
G1HMP,Allocated,Call Sign - Amateur,,2007-08-20,Amateur Full Radio Licence
G4IWE,Reserved,Call Sign - Amateur,,,
G4OJQ,Allocated,Call Sign - Amateur,,2007-08-20,Amateur Full Radio Licence
G4IWG,Reserved,Call Sign - Amateur,,,
G7KIY,Allocated,Call Sign - Amateur,,2015-04-26,Amateur Full Radio Licence
G4IWH,Reserved,Call Sign - Amateur,,,
G3KFN,Allocated,Call Sign - Amateur,,2015-04-26,Amateur Full Radio Licence
G4IWK,Reserved,Call Sign - Amateur,,,
M1BBS,Allocated,Call Sign - Amateur,,2015-04-28,Amateur Full Radio Licence
G3UUK,Reserved,Call Sign - Amateur,,,
G3GGL,Reserved,Call Sign - Amateur,,,
G4IWY,Reserved,Call Sign - Amateur,,,
G4XIH,Allocated,Call Sign - Amateur,,2015-04-29,Amateur Full Radio Licence
G4IWZ,Reserved,Call Sign - Amateur,,,
G7GSR,Allocated,Call Sign - Amateur,,2015-04-30,Amateur Full Radio Licence
G4IXC,Reserved,Call Sign - Amateur,,,
G7CUU,Allocated,Call Sign - Amateur,,2015-04-30,Amateur Full Radio Licence
G4IXK,Reserved,Call Sign - Amateur,,,
M0OPW,Allocated,Call Sign - Amateur,,2000-05-07,Amateur Full Radio Licence
G4IXP,Reserved,Call Sign - Amateur,,,
G6JTD,Allocated,Call Sign - Amateur,,2015-05-05,Amateur Full Radio Licence
G4IXS,Reserved,Call Sign - Amateur,,,
G4PPN,Allocated,Call Sign - Amateur,,2015-05-05,Amateur Full Radio Licence
G4IXU,Reserved,Call Sign - Amateur,,,
M0GLD,Allocated,Call Sign - Amateur,,2007-08-22,Amateur Full Radio Licence
G4IXZ,Reserved,Call Sign - Amateur,,,
G0EMR,Allocated,Call Sign - Amateur,,2015-05-06,Amateur Full Radio Licence
G4IYB,Reserved,Call Sign - Amateur,,,
G7MHN,Allocated,Call Sign - Amateur,,2015-05-06,Amateur Full Radio Licence
G4IYF,Reserved,Call Sign - Amateur,,,
G6XDZ,Allocated,Call Sign - Amateur,,2015-05-06,Amateur Full Radio Licence
G3UUO,Reserved,Call Sign - Amateur,,,
G1AJQ,Allocated,Call Sign - Amateur,,2007-08-22,Amateur Full Radio Licence
G4IYG,Reserved,Call Sign - Amateur,,,
G1ZSZ,Allocated,Call Sign - Amateur,,2015-05-07,Amateur Full Radio Licence
G4IYH,Reserved,Call Sign - Amateur,,,
M1CBC,Allocated,Call Sign - Amateur,,2015-05-10,Amateur Full Radio Licence
G4IYI,Reserved,Call Sign - Amateur,,,
G8ZGX,Allocated,Call Sign - Amateur,,2015-05-10,Amateur Full Radio Licence
G4IYX,Reserved,Call Sign - Amateur,,,
M0YDC,Allocated,Call Sign - Amateur,,2015-05-11,Amateur Full Radio Licence
G4IZE,Reserved,Call Sign - Amateur,,,
M0NMC,Allocated,Call Sign - Amateur,,2015-05-11,Amateur Full Radio Licence
G4IZM,Reserved,Call Sign - Amateur,,,
G1GBO,Allocated,Call Sign - Amateur,,2015-05-11,Amateur Full Radio Licence
G4IZO,Reserved,Call Sign - Amateur,,,
G6GEJ,Allocated,Call Sign - Amateur,,2007-08-22,Amateur Full Radio Licence
G4IZT,Reserved,Call Sign - Amateur,,,
M0KED,Allocated,Call Sign - Amateur,,2015-05-11,Amateur Full Radio Licence
G4IZV,Reserved,Call Sign - Amateur,,,
M0RBU,Allocated,Call Sign - Amateur,,2015-05-11,Amateur Full Radio Licence
G3UUP,Reserved,Call Sign - Amateur,,,
M0TCD,Allocated,Call Sign - Amateur,,2015-05-11,Amateur Full Radio Licence
G4IZY,Reserved,Call Sign - Amateur,,,
M0ZLH,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G4JAD,Reserved,Call Sign - Amateur,,,
M0XAE,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G4JAF,Reserved,Call Sign - Amateur,,,
M0KBE,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G4JAH,Reserved,Call Sign - Amateur,,,
M0HWT,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G4JAI,Reserved,Call Sign - Amateur,,,
M0TUV,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G7DNZ,Reserved,Call Sign - Amateur,,,
M0SYS,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G7DOD,Allocated,Call Sign - Amateur,,2020-09-29,Amateur Full Radio Licence
G4GXY,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G7DOJ,Reserved,Call Sign - Amateur,,,
M0WWF,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G7DOK,Reserved,Call Sign - Amateur,,,
M0VTT,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G7FHB,Reserved,Call Sign - Amateur,,,
M0PMH,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Full Radio Licence
G7DON,Reserved,Call Sign - Amateur,,,
M0NPN,Allocated,Call Sign - Amateur,,2015-07-10,Amateur Full Radio Licence
G7DOP,Reserved,Call Sign - Amateur,,,
M0RFW,Allocated,Call Sign - Amateur,,2015-07-11,Amateur Full Radio Licence
G7DPB,Reserved,Call Sign - Amateur,,,
M0LUI,Allocated,Call Sign - Amateur,,2015-07-11,Amateur Full Radio Licence
G7DPD,Reserved,Call Sign - Amateur,,,
G8KUW,Allocated,Call Sign - Amateur,,2015-07-12,Amateur Full Radio Licence
G7DPH,Reserved,Call Sign - Amateur,,,
M0MOZ,Allocated,Call Sign - Amateur,,2015-07-12,Amateur Full Radio Licence
G7DPJ,Allocated,Call Sign - Amateur,,2016-12-13,Amateur Full Radio Licence
M0RCZ,Allocated,Call Sign - Amateur,,2015-07-12,Amateur Full Radio Licence
G7DPK,Reserved,Call Sign - Amateur,,,
G7EEP,Allocated,Call Sign - Amateur,,2015-07-13,Amateur Full Radio Licence
G7DPN,Reserved,Call Sign - Amateur,,,
G4GBY,Allocated,Call Sign - Amateur,,2015-07-13,Amateur Full Radio Licence
G7DPS,Reserved,Call Sign - Amateur,,,
M0VNR,Allocated,Call Sign - Amateur,,2015-07-13,Amateur Full Radio Licence
G7FHF,Reserved,Call Sign - Amateur,,,
G0HHW,Allocated,Call Sign - Amateur,,2015-07-13,Amateur Full Radio Licence
G7DPT,Reserved,Call Sign - Amateur,,,
G6FEM,Allocated,Call Sign - Amateur,,2015-07-13,Amateur Full Radio Licence
G7DPX,Reserved,Call Sign - Amateur,,,
M0TTH,Allocated,Call Sign - Amateur,,2015-07-13,Amateur Full Radio Licence
G7DQN,Reserved,Call Sign - Amateur,,,
G4GLH,Allocated,Call Sign - Amateur,,1977-09-28,Amateur Full Radio Licence
G7DQP,Reserved,Call Sign - Amateur,,,
M0RZM,Allocated,Call Sign - Amateur,,2015-07-15,Amateur Full Radio Licence
G7DQS,Allocated,Call Sign - Amateur,,2020-05-20,Amateur Full Radio Licence
G0OQE,Allocated,Call Sign - Amateur,,1991-02-15,Amateur Full Radio Licence
G7DQT,Reserved,Call Sign - Amateur,,,
G3TEX,Allocated,Call Sign - Amateur,,2015-10-07,Amateur Full Radio Licence
G7DQX,Reserved,Call Sign - Amateur,,,
M0HWV,Allocated,Call Sign - Amateur,,2015-07-16,Amateur Full Radio Licence
G7DRB,Reserved,Call Sign - Amateur,,,
G0NYI,Allocated,Call Sign - Amateur,,2015-07-21,Amateur Full Radio Licence
G7FHG,Reserved,Call Sign - Amateur,,,
G4SEE,Reserved,Call Sign - Amateur,,,
G7DRJ,Reserved,Call Sign - Amateur,,,
G1FNF,Allocated,Call Sign - Amateur,,2015-07-21,Amateur Full Radio Licence
G7DQU,Reserved,Call Sign - Amateur,,,
G6DAC,Allocated,Call Sign - Amateur,,2015-07-23,Amateur Full Radio Licence
G7DRM,Reserved,Call Sign - Amateur,,,
G1SAO,Allocated,Call Sign - Amateur,,2015-07-26,Amateur Full Radio Licence
