callsign,status,licence_class,created_date,last_modified_date,reserved_to_date,licence_cancel_date
21AUB,Reserved,,2016-08-12,2016-08-12,,
21AUC,Reserved,,2016-08-12,2016-08-12,,
21AUD,Reserved,,2016-08-12,2016-08-12,,
21AUE,Reserved,,2016-08-12,2016-08-12,,
21AUF,Reserved,,2016-08-12,2016-08-12,,
21AUH,Reserved,,2016-08-12,2016-08-12,,
21AUI,Reserved,,2016-08-12,2016-08-12,,
21AUJ,Reserved,,2016-08-12,2016-08-12,,
21AUK,Reserved,,2016-08-12,2016-08-12,,
21AUL,Reserved,,2016-08-12,2016-08-12,,
21AUM,Reserved,,2016-08-12,2016-08-12,,
21AUO,Reserved,,2016-08-12,2016-08-12,,
21AUP,Reserved,,2016-08-12,2016-08-12,,
21AUR,Reserved,,2016-08-12,2016-08-12,,
21AUS,Reserved,,2016-08-12,2016-08-12,,
21AUU,Reserved,,2016-08-12,2016-08-12,,
21AUV,Reserved,,2016-08-12,2016-08-12,,
21AUW,Reserved,,2016-08-12,2016-08-12,,
21AUX,Reserved,,2016-08-12,2016-08-12,,
21AUY,Reserved,,2016-08-12,2016-08-12,,
21AUZ,Reserved,,2016-08-12,2016-08-12,,
21AVA,Reserved,,2016-08-12,2016-08-12,,
21AVB,Reserved,,2016-08-12,2016-08-12,,
21AVC,Reserved,,2016-08-12,2016-08-12,,
21AVD,Reserved,,2016-08-12,2016-08-12,,
21AVE,Reserved,,2016-08-12,2016-08-12,,
21AVF,Reserved,,2016-08-12,2016-08-12,,
21AVG,Reserved,,2016-08-12,2016-08-12,,
21AVH,Reserved,,2016-08-12,2016-08-12,,
21AVI,Reserved,,2016-08-12,2016-08-12,,
21AVJ,Reserved,,2016-08-12,2016-08-12,,
21AVK,Reserved,,2016-08-12,2016-08-12,,
21AVL,Reserved,,2016-08-12,2016-08-12,,
21AVN,Reserved,,2016-08-12,2016-08-12,,
21AVO,Reserved,,2016-08-12,2016-08-12,,
21AVP,Reserved,,2016-08-12,2016-08-12,,
21AVQ,Reserved,,2016-08-12,2016-08-12,,
21AVR,Reserved,,2016-08-12,2016-08-12,,
21AVS,Reserved,,2016-08-12,2016-08-12,,
21AVU,Reserved,,2016-08-12,2016-08-12,,
21AVV,Reserved,,2016-08-12,2016-08-12,,
21AVW,Reserved,,2016-08-12,2016-08-12,,
21AVY,Reserved,,2016-08-12,2016-08-12,,
21AWA,Reserved,,2016-08-12,2016-08-12,,
21AWB,Reserved,,2016-08-12,2016-08-12,,
21AWC,Reserved,,2016-08-12,2016-08-12,,
21AWD,Reserved,,2016-08-12,2016-08-12,,
21AWE,Reserved,,2016-08-12,2016-08-12,,
21AWF,Reserved,,2016-08-12,2016-08-12,,
21AWG,Reserved,,2016-08-12,2016-08-12,,
21AWH,Reserved,,2016-08-12,2016-08-12,,
21AWI,Reserved,,2016-08-12,2016-08-12,,
21AWJ,Reserved,,2016-08-12,2016-08-12,,
21AWK,Reserved,,2016-08-02,2016-08-12,,
21AWL,Reserved,,2016-08-12,2016-08-12,,
21AWN,Reserved,,2016-08-12,2016-08-12,,
21AWO,Reserved,,2016-08-12,2016-08-12,,
21AWP,Reserved,,2016-08-12,2016-08-12,,
21AWQ,Reserved,,2016-08-12,2016-08-12,,
21AWR,Reserved,,2016-08-12,2016-08-12,,
21AWS,Reserved,,2016-07-23,2019-03-21,,1992-08-06
21AWT,Reserved,,2016-08-12,2016-08-12,,
21AWU,Reserved,,2016-08-12,2016-08-12,,
21AWV,Reserved,,2016-08-12,2016-08-12,,
21AWY,Reserved,,2016-08-12,2016-08-12,,
21AXA,Reserved,,2016-08-12,2016-08-12,,
21AXB,Reserved,,2016-08-12,2016-08-12,,
21AXC,Reserved,,2016-08-12,2016-08-12,,
21AXF,Reserved,,2016-08-12,2016-08-12,,
21AXJ,Reserved,,2016-08-12,2016-08-12,,
21AXK,Reserved,,2016-08-12,2016-08-12,,
21AXM,Reserved,,2016-08-12,2016-08-12,,
21AXO,Reserved,,2016-08-12,2016-08-12,,
21AXP,Reserved,,2016-08-12,2016-08-12,,
21AXQ,Reserved,,2016-08-12,2016-08-12,,
21AXR,Reserved,,2016-08-12,2016-08-12,,
21AXS,Reserved,,2016-08-12,2016-08-12,,
21AXT,Reserved,,2016-08-12,2016-08-12,,
21AXU,Reserved,,2016-08-12,2016-08-12,,
21AXV,Reserved,,2016-08-12,2016-08-12,,
21AXW,Reserved,,2016-08-12,2016-08-12,,
21AXY,Reserved,,2016-08-12,2016-08-12,,
21AXZ,Reserved,,2016-08-12,2016-08-12,,
21AYA,Reserved,,2016-08-12,2016-08-12,,
21AYB,Reserved,,2016-08-12,2016-08-12,,
21AYC,Reserved,,2016-08-12,2016-08-12,,
21AYD,Reserved,,2016-08-12,2016-08-12,,
21AYE,Reserved,,2016-08-12,2016-08-12,,
21AYF,Reserved,,2016-08-12,2016-08-12,,
21AYG,Reserved,,2016-08-12,2016-08-12,,
21AYH,Reserved,,2016-08-12,2016-08-12,,
21AYI,Reserved,,2016-08-12,2016-08-12,,
21AYJ,Reserved,,2016-08-12,2016-08-12,,
21AYK,Reserved,,2016-08-12,2016-08-12,,
21AYL,Reserved,,2016-08-12,2016-08-12,,
21AYM,Reserved,,2016-08-12,2016-08-12,,
21AYN,Reserved,,2016-08-12,2016-08-12,,
21AYP,Reserved,,2016-08-12,2016-08-12,,
21AYQ,Reserved,,2016-08-12,2016-08-12,,
21AYR,Reserved,,2016-08-12,2016-08-12,,
21AYT,Reserved,,2016-08-12,2016-08-12,,
21AYU,Reserved,,2016-08-12,2016-08-12,,
21AYV,Reserved,,2016-08-12,2016-08-12,,
21AYW,Reserved,,2016-08-12,2016-08-12,,
21AYX,Reserved,,2016-08-12,2016-08-12,,
21AYZ,Reserved,,2016-08-12,2016-08-12,,
21AZB,Reserved,,2016-08-12,2016-08-12,,
21AZC,Reserved,,2016-08-12,2016-08-12,,
21AZF,Reserved,,2016-08-12,2016-08-12,,
21AZG,Reserved,,2016-08-12,2016-08-12,,
21AZH,Reserved,,2016-08-12,2016-08-12,,
21AZI,Reserved,,2016-08-12,2016-08-12,,
21AZJ,Reserved,,2016-08-12,2016-08-12,,
21AZM,Reserved,,2016-08-12,2016-08-12,,
21AZN,Reserved,,2016-08-12,2016-08-12,,
21AZO,Reserved,,2016-08-12,2016-08-12,,
21AZP,Reserved,,2016-08-12,2016-08-12,,
21AZR,Reserved,,2016-08-12,2016-08-12,,
21AZS,Reserved,,2016-08-12,2016-08-12,,
21AZT,Reserved,,2016-08-12,2016-08-12,,
21AZV,Reserved,,2016-07-23,2016-07-23,,2005-08-23
21AZX,Reserved,,2016-08-12,2016-08-12,,
21AZY,Reserved,,2016-08-12,2016-08-12,,
21AZZ,Reserved,,2016-08-12,2016-08-12,,
21BAA,Reserved,,2016-08-12,2016-08-12,,
21BAB,Reserved,,2016-08-12,2016-08-12,,
21BAC,Reserved,,2016-08-12,2016-08-12,,
21BAF,Reserved,,2016-08-12,2016-08-12,,
21BAG,Reserved,,2016-08-12,2016-08-12,,
21BAH,Reserved,,2016-08-12,2016-08-12,,
21BAI,Reserved,,2016-08-12,2016-08-12,,
21BAJ,Reserved,,2016-08-12,2016-08-12,,
21BAK,Reserved,,2016-08-12,2016-08-12,,
21BAL,Reserved,,2016-08-12,2016-08-12,,
21BAM,Reserved,,2016-08-12,2016-08-12,,
21BAN,Reserved,,2016-08-12,2016-08-12,,
21BAO,Reserved,,2016-08-12,2016-08-12,,
21BAP,Reserved,,2016-08-12,2016-08-12,,
21BAQ,Reserved,,2016-08-12,2016-08-12,,
21BAR,Reserved,,2016-08-12,2016-08-12,,
21BAS,Reserved,,2016-08-12,2016-08-12,,
21BAT,Reserved,,2016-08-12,2016-08-12,,
21BAU,Reserved,,2016-08-12,2016-08-12,,
21BAV,Reserved,,2016-08-12,2016-08-12,,
21BAW,Reserved,,2016-08-12,2016-08-12,,
21BAX,Reserved,,2016-08-12,2016-08-12,,
21BAY,Reserved,,2016-08-12,2016-08-12,,
21BAZ,Reserved,,2016-08-12,2016-08-12,,
21BBA,Reserved,,2016-08-12,2016-08-12,,
21BBB,Reserved,,2016-08-12,2016-08-12,,
21BBC,Reserved,,2016-08-12,2016-08-12,,
21BBD,Reserved,,2016-08-12,2016-08-12,,
21BBE,Reserved,,2016-08-12,2016-08-12,,
21BBF,Reserved,,2016-08-12,2016-08-12,,
21BBG,Reserved,,2016-08-12,2016-08-12,,
21BBH,Reserved,,2016-08-12,2016-08-12,,
21BBI,Reserved,,2016-08-12,2016-08-12,,
21BBJ,Reserved,,2016-08-12,2016-08-12,,
21BBK,Reserved,,2016-08-12,2016-08-12,,
21BBL,Reserved,,2016-08-12,2016-08-12,,
21BBM,Reserved,,2016-08-12,2016-08-12,,
21BBP,Reserved,,2016-08-12,2016-08-12,,
21BBQ,Reserved,,2016-08-12,2016-08-12,,
21BBR,Reserved,,2016-08-12,2016-08-12,,
21BBS,Reserved,,2016-08-12,2016-08-12,,
21BBT,Reserved,,2016-08-12,2016-08-12,,
21BBU,Reserved,,2016-08-12,2016-08-12,,
21BBV,Reserved,,2016-08-12,2016-08-12,,
21BBW,Reserved,,2016-08-12,2016-08-12,,
21BBX,Reserved,,2016-08-12,2016-08-12,,
21BBZ,Reserved,,2016-08-12,2016-08-12,,
21BCA,Reserved,,2016-08-12,2016-08-12,,
21BCB,Reserved,,2016-08-12,2016-08-12,,
21BCD,Reserved,,2016-08-12,2016-08-12,,
21BCE,Reserved,,2016-08-12,2016-08-12,,
21BCG,Reserved,,2016-08-12,2016-08-12,,
21BCH,Reserved,,2016-08-12,2016-08-12,,
21BCI,Reserved,,2016-08-12,2016-08-12,,
21BCJ,Reserved,,2016-08-12,2016-08-12,,
21BCK,Reserved,,2016-08-12,2016-08-12,,
21BCL,Reserved,,2016-08-12,2016-08-12,,
21BCM,Reserved,,2016-08-12,2016-08-12,,
21BCN,Reserved,,2016-08-12,2016-08-12,,
21BCO,Reserved,,2016-08-12,2016-08-12,,
21BCP,Reserved,,2016-08-12,2016-08-12,,
21BCQ,Reserved,,2016-08-12,2016-08-12,,
21BCR,Reserved,,2016-08-12,2016-08-12,,
21BCS,Reserved,,2016-08-12,2016-08-12,,
21BCT,Reserved,,2016-08-12,2016-08-12,,
21BCU,Reserved,,2016-08-12,2016-08-12,,
21BCV,Reserved,,2016-08-12,2016-08-12,,
21BCX,Reserved,,2016-08-12,2016-08-12,,
21BCY,Reserved,,2016-08-12,2016-08-12,,
21BCZ,Reserved,,2016-08-12,2016-08-12,,
21BDA,Reserved,,2016-08-12,2016-08-12,,
21BDD,Reserved,,2016-08-12,2016-08-12,,
21BDE,Reserved,,2016-08-12,2016-08-12,,
21BDG,Reserved,,2016-08-12,2016-08-12,,
21BDH,Reserved,,2016-08-12,2016-08-12,,
21BDI,Reserved,,2016-08-12,2016-08-12,,
21BDJ,Reserved,,2016-08-12,2016-08-12,,
21BDK,Reserved,,2016-08-12,2016-08-12,,
21BDN,Reserved,,2016-08-12,2016-08-12,,
21BDO,Reserved,,2016-08-12,2016-08-12,,
21BDP,Reserved,,2016-08-12,2016-08-12,,
21BDQ,Reserved,,2016-08-12,2016-08-12,,
21BDR,Reserved,,2016-08-12,2016-08-12,,
21BDS,Reserved,,2016-08-12,2016-08-12,,
21BDT,Reserved,,2016-08-12,2016-08-12,,
21BDW,Reserved,,2016-08-12,2016-08-12,,
21BDY,Reserved,,2016-08-12,2016-08-12,,
21BEA,Reserved,,2016-08-12,2016-08-12,,
21BEC,Reserved,,2016-08-12,2016-08-12,,
21BED,Reserved,,2016-08-12,2016-08-12,,
21BEE,Reserved,,2016-08-12,2016-08-12,,
21BEF,Reserved,,2016-08-12,2016-08-12,,
21BEG,Reserved,,2016-08-12,2016-08-12,,
21BEH,Reserved,,2016-08-12,2016-08-12,,
21BEJ,Reserved,,2016-08-12,2016-08-12,,
21BEK,Reserved,,2016-08-12,2016-08-12,,
21BEL,Reserved,,2016-08-12,2016-08-12,,
21BEM,Reserved,,2016-08-12,2016-08-12,,
21BEN,Reserved,,2016-08-12,2016-08-12,,
21BEO,Reserved,,2016-08-12,2016-08-12,,
21BEP,Reserved,,2016-08-12,2016-08-12,,
21BEQ,Reserved,,2016-08-12,2016-08-12,,
21BER,Reserved,,2016-08-12,2016-08-12,,
21BES,Reserved,,2016-08-12,2016-08-12,,
21BET,Reserved,,2016-08-12,2016-08-12,,
21BEU,Reserved,,2016-08-12,2016-08-12,,
21BEW,Reserved,,2016-08-12,2016-08-12,,
21BEX,Reserved,,2016-08-12,2016-08-12,,
21BEY,Reserved,,2016-08-12,2016-08-12,,
21BEZ,Reserved,,2016-08-12,2016-08-12,,
21BFA,Reserved,,2016-08-12,2016-08-12,,
21BFB,Reserved,,2016-08-12,2016-08-12,,
21BFC,Reserved,,2016-08-12,2016-08-12,,
21BFE,Reserved,,2016-08-12,2016-08-12,,
21BFG,Reserved,,2016-08-12,2016-08-12,,
21BFI,Reserved,,2016-08-12,2016-08-12,,
21BFJ,Reserved,,2016-08-12,2016-08-12,,
21BFK,Reserved,,2016-08-12,2016-08-12,,
21BFL,Reserved,,2016-08-12,2016-08-12,,
21BFM,Reserved,,2016-08-12,2016-08-12,,
21BFN,Reserved,,2016-08-12,2016-08-12,,
21BFQ,Reserved,,2016-08-12,2016-08-12,,
21BFR,Reserved,,2016-08-12,2016-08-12,,
21BFS,Reserved,,2016-08-12,2016-08-12,,
21BFT,Reserved,,2016-08-12,2016-08-12,,
21BFU,Reserved,,2016-08-12,2016-08-12,,
21BFV,Reserved,,2016-08-12,2016-08-12,,
21BFY,Reserved,,2016-08-12,2016-08-12,,
21BFZ,Reserved,,2016-08-12,2016-08-12,,
21BGA,Reserved,,2016-08-12,2016-08-12,,
21BGB,Reserved,,2016-08-12,2016-08-12,,
21BGD,Reserved,,2016-08-12,2016-08-12,,
21BGE,Reserved,,2016-08-12,2016-08-12,,
21BGF,Reserved,,2016-08-12,2016-08-12,,
21BGG,Reserved,,2016-08-12,2016-08-12,,
21BGH,Reserved,,2016-08-12,2016-08-12,,
21BGI,Reserved,,2016-08-12,2016-08-12,,
21BGJ,Reserved,,2016-08-12,2016-08-12,,
21BGK,Reserved,,2016-08-12,2016-08-12,,
21BGL,Reserved,,2016-08-12,2016-08-12,,
21BGM,Reserved,,2016-08-12,2016-08-12,,
21BGN,Reserved,,2016-08-12,2016-08-12,,2016-08-09
21BGO,Reserved,,2016-08-12,2016-08-12,,
21BGP,Reserved,,2016-08-12,2016-08-12,,
21BGR,Reserved,,2016-08-12,2016-08-12,,
21BGS,Reserved,,2016-08-12,2016-08-12,,
21BGT,Reserved,,2016-08-12,2016-08-12,,
21BGU,Reserved,,2016-08-12,2016-08-12,,
21BGV,Reserved,,2016-07-23,2016-08-12,,1992-11-24
21BGW,Reserved,,2016-08-12,2016-08-12,,
21BGX,Reserved,,2016-08-12,2016-08-12,,
21BGY,Reserved,,2016-08-12,2016-08-12,,
21BGZ,Reserved,,2016-08-12,2016-08-12,,
21BHA,Reserved,,2016-08-12,2016-08-12,,
21BHD,Reserved,,2016-08-12,2016-08-12,,
21BHE,Reserved,,2016-08-12,2016-08-12,,
21BHG,Reserved,,2016-08-12,2016-08-12,,
21BHH,Reserved,,2016-08-12,2016-08-12,,
21BHI,Reserved,,2016-08-12,2016-08-12,,
21BHJ,Reserved,,2016-08-12,2016-08-12,,
21BHK,Reserved,,2016-08-12,2016-08-12,,
21BHL,Reserved,,2016-08-12,2016-08-12,,
21BHM,Reserved,,2016-08-12,2016-08-12,,
21BHN,Reserved,,2016-08-12,2016-08-12,,
21BHO,Reserved,,2016-08-12,2016-08-12,,
21BHP,Reserved,,2016-08-12,2016-08-12,,
21BHQ,Reserved,,2016-08-12,2016-08-12,,
21BHR,Reserved,,2016-08-12,2016-08-12,,
21BHT,Reserved,,2016-08-12,2016-08-12,,
21BHV,Reserved,,2016-08-12,2016-08-12,,
21BHW,Reserved,,2016-08-12,2016-08-12,,
21BHX,Reserved,,2016-08-12,2016-08-12,,
21BHY,Available,,2016-08-12,2019-11-12,,
21BHZ,Reserved,,2016-08-02,2016-08-12,,
21BIA,Reserved,,2016-08-12,2016-08-12,,
21BIB,Reserved,,2016-08-12,2016-08-12,,
21BIC,Reserved,,2016-08-12,2016-08-12,,
21BID,Reserved,,2016-08-12,2016-08-12,,
21BIE,Reserved,,2016-08-12,2016-08-12,,
21BIF,Reserved,,2016-08-12,2016-08-12,,
21BIH,Reserved,,2016-08-12,2016-08-12,,
21BII,Reserved,,2016-08-12,2016-08-12,,
21BIJ,Reserved,,2016-08-12,2016-08-12,,
21BIK,Reserved,,2016-08-12,2016-08-12,,
21BIL,Reserved,,2016-08-12,2016-08-12,,
21BIN,Reserved,,2016-08-12,2016-08-12,,
21BIO,Reserved,,2016-08-12,2016-08-12,,
21BIP,Reserved,,2016-08-12,2016-08-12,,
21BIQ,Reserved,,2016-08-12,2016-08-12,,
21BIR,Reserved,,2016-08-12,2016-08-12,,
21BIS,Reserved,,2016-08-12,2016-08-12,,
21BIU,Reserved,,2016-08-12,2016-08-12,,
21BIV,Reserved,,2016-08-12,2016-08-12,,
21BIW,Reserved,,2016-08-12,2016-08-12,,
21BIX,Reserved,,2016-08-12,2016-08-12,,
21BIY,Reserved,,2016-08-12,2016-08-12,,
21BIZ,Reserved,,2016-08-12,2016-08-12,,
21BJA,Reserved,,2016-08-12,2016-08-12,,
21BJB,Reserved,,2016-08-12,2016-08-12,,
21BJC,Reserved,,2016-08-12,2016-08-12,,
21BJE,Reserved,,2016-08-12,2016-08-12,,
21BJH,Reserved,,2016-08-12,2016-08-12,,
21BJI,Reserved,,2016-08-12,2016-08-12,,
21BJJ,Reserved,,2016-08-12,2016-08-12,,
21BJK,Reserved,,2016-08-12,2016-08-12,,
21BJL,Reserved,,2016-08-12,2016-08-12,,
21BJM,Reserved,,2016-08-02,2016-08-12,,
21BJN,Reserved,,2016-08-12,2016-08-12,,
21BJO,Reserved,,2016-08-12,2016-08-12,,
21BJP,Reserved,,2016-08-12,2016-08-12,,
21BJQ,Reserved,,2016-08-12,2016-08-12,,
21BJR,Reserved,,2016-08-02,2016-08-12,,
21BJS,Reserved,,2016-08-12,2016-08-12,,
21BJT,Reserved,,2016-08-12,2016-08-12,,
21BJU,Reserved,,2016-08-12,2016-08-12,,
21BJV,Reserved,,2016-08-12,2016-08-12,,
21BJW,Reserved,,2016-08-12,2016-08-12,,
21BJX,Reserved,,2016-08-12,2016-08-12,,
21BJY,Reserved,,2016-08-12,2016-08-12,,
21BJZ,Reserved,,2016-08-12,2016-08-12,,
21BKB,Reserved,,2016-08-12,2016-08-12,,
21BKC,Reserved,,2016-08-12,2016-08-12,,
21BKD,Reserved,,2016-08-12,2016-08-12,,
21BKE,Reserved,,2016-08-12,2016-08-12,,
21BKG,Reserved,,2016-08-12,2016-08-12,,
21BKH,Reserved,,2016-08-12,2016-08-12,,
21BKI,Reserved,,2016-08-12,2016-08-12,,
21BKJ,Reserved,,2016-08-12,2016-08-12,,
21BKL,Reserved,,2016-08-12,2016-08-12,,
21BKM,Reserved,,2016-08-12,2016-08-12,,
21BKN,Reserved,,2016-08-12,2016-08-12,,
21BKO,Reserved,,2016-08-12,2016-08-12,,
21BKQ,Reserved,,2016-08-12,2016-08-12,,
21BKR,Reserved,,2016-08-12,2016-08-12,,
21BKS,Reserved,,2016-08-12,2016-08-12,,
21BKV,Reserved,,2016-08-12,2016-08-12,,
21BKX,Reserved,,2016-08-02,2016-08-12,,
21BKY,Reserved,,2016-08-12,2016-08-12,,
21BKZ,Reserved,,2016-08-12,2016-08-12,,
21BLB,Reserved,,2016-08-12,2016-08-12,,
21BLC,Reserved,,2016-08-12,2016-08-12,,
21BLD,Reserved,,2016-08-12,2016-08-12,,
21BLE,Reserved,,2016-08-12,2016-08-12,,
21BLF,Reserved,,2016-08-12,2016-08-12,,
21BLH,Reserved,,2016-08-12,2016-08-12,,
21BLI,Reserved,,2016-08-12,2016-08-12,,
21BLJ,Reserved,,2016-08-12,2016-08-12,,
21BLK,Reserved,,2016-08-12,2016-08-12,,
21BLL,Reserved,,2016-08-12,2016-08-12,,
21BLM,Reserved,,2016-08-12,2016-08-12,,
21BLN,Reserved,,2016-08-12,2016-08-12,,
21BLO,Reserved,,2016-08-12,2016-08-12,,
21BLQ,Reserved,,2016-08-12,2016-08-12,,
21BLR,Reserved,,2016-08-12,2016-08-12,,
21BLS,Reserved,,2016-08-12,2016-08-12,,
21BLU,Reserved,,2016-08-12,2016-08-12,,
21BLV,Reserved,,2016-08-12,2016-08-12,,
21BLW,Reserved,,2016-08-12,2016-08-12,,
21BLX,Reserved,,2016-08-12,2016-08-12,,
21BLY,Reserved,,2016-08-12,2016-08-12,,
21BLZ,Reserved,,2016-08-12,2016-08-12,,
21BMA,Reserved,,2016-08-12,2016-08-12,,
21BMB,Reserved,,2016-08-12,2016-08-12,,
21BMC,Reserved,,2016-08-12,2016-08-12,,
21BMG,Reserved,,2016-08-12,2016-08-12,,
21BMH,Reserved,,2016-08-12,2016-08-12,,
21BMI,Reserved,,2016-08-12,2016-08-12,,
21BMK,Reserved,,2016-08-12,2016-08-12,,
21BML,Reserved,,2016-08-12,2016-08-12,,
21BMM,Reserved,,2016-08-12,2016-08-12,,
21BMN,Reserved,,2016-08-12,2016-08-12,,
21BMO,Reserved,,2016-08-12,2016-08-12,,
21BMP,Reserved,,2016-08-02,2016-08-12,,
21BMQ,Reserved,,2016-08-12,2016-08-12,,
21BMR,Reserved,,2016-08-12,2016-08-12,,
21BMS,Reserved,,2016-08-12,2016-08-12,,
21BMT,Reserved,,2016-08-12,2016-08-12,,
21BMU,Reserved,,2016-08-12,2016-08-12,,
21BMW,Reserved,,2016-08-12,2016-08-12,,
21BMX,Reserved,,2016-08-12,2016-08-12,,
21BMY,Reserved,,2016-08-12,2016-08-12,,
21BMZ,Reserved,,2016-08-12,2016-08-12,,
21BNC,Reserved,,2016-08-12,2016-08-12,,
21BND,Reserved,,2016-08-12,2016-08-12,,
21BNE,Reserved,,2016-08-12,2016-08-12,,
21BNG,Reserved,,2016-08-12,2016-08-12,,
21BNH,Reserved,,2016-08-12,2016-08-12,,
21BNI,Reserved,,2016-07-23,2016-08-12,,1993-02-16
21BNJ,Reserved,,2016-08-12,2016-08-12,,
21BNK,Reserved,,2016-08-12,2016-08-12,,
21BNL,Reserved,,2016-08-12,2016-08-12,,
21BNM,Reserved,,2016-08-12,2016-08-12,,
21BNN,Reserved,,2016-08-12,2016-08-12,,
21BNO,Reserved,,2016-08-12,2016-08-12,,
21BNQ,Reserved,,2016-08-12,2016-08-12,,
21BNR,Reserved,,2016-08-12,2016-08-12,,
21BNS,Reserved,,2016-08-12,2016-08-12,,
21BNT,Reserved,,2016-08-12,2016-08-12,,
21BNU,Reserved,,2016-08-12,2016-08-12,,
21BNV,Reserved,,2016-08-12,2016-08-12,,
21BNW,Reserved,,2016-08-12,2016-08-12,,
21BNX,Reserved,,2016-08-12,2016-08-12,,
21BNY,Reserved,,2016-08-12,2016-08-12,,
21BNZ,Reserved,,2016-08-12,2016-08-12,,
21BOA,Reserved,,2016-08-12,2016-08-12,,
21BOB,Reserved,,2016-08-12,2016-08-12,,
21BOC,Reserved,,2016-08-12,2016-08-12,,
21BOE,Reserved,,2016-08-12,2016-08-12,,
21BOH,Reserved,,2016-08-12,2016-08-12,,
21BOI,Reserved,,2016-08-12,2016-08-12,,
21BOJ,Reserved,,2016-08-12,2016-08-12,,
21BOK,Reserved,,2016-08-12,2016-08-12,,
21BON,Reserved,,2016-08-12,2016-08-12,,
21BOP,Reserved,,2016-08-12,2016-08-12,,
21BOQ,Reserved,,2016-08-12,2016-08-12,,
21BOR,Reserved,,2016-07-23,2016-08-12,,1993-03-03
21BOT,Reserved,,2016-08-12,2016-08-12,,
21BOU,Reserved,,2016-08-12,2016-08-12,,
21BOV,Reserved,,2016-07-23,2016-08-12,,2005-03-12
21BOW,Reserved,,2016-08-12,2016-08-12,,
21BOX,Reserved,,2016-08-12,2016-08-12,,
21BOY,Reserved,,2016-08-12,2016-08-12,,
21BOZ,Reserved,,2016-08-12,2016-08-12,,
21BPA,Reserved,,2016-08-12,2016-08-12,,
21BPB,Reserved,,2016-08-12,2016-08-12,,
21BPC,Reserved,,2016-08-12,2016-08-12,,
21BPD,Reserved,,2016-08-12,2016-08-12,,
21BPE,Reserved,,2016-08-12,2016-08-12,,
21BPF,Reserved,,2016-08-12,2016-08-12,,
21BPG,Reserved,,2016-08-12,2016-08-12,,
21BPH,Reserved,,2016-08-12,2016-08-12,,
21BPI,Reserved,,2016-08-12,2016-08-12,,
21BPK,Reserved,,2016-08-12,2016-08-12,,
21BPL,Reserved,,2016-08-12,2016-08-12,,
21BPM,Reserved,,2016-08-12,2016-08-12,,
21BPO,Reserved,,2016-08-12,2016-08-12,,
21BPP,Reserved,,2016-08-12,2016-08-12,,
21BPQ,Reserved,,2016-08-12,2016-08-12,,
21BPR,Reserved,,2016-08-12,2016-08-12,,
21BPS,Reserved,,2016-07-23,2016-08-12,,1993-03-26
21BPT,Reserved,,2016-08-12,2016-08-12,,
21BPU,Reserved,,2016-08-12,2016-08-12,,
21BPW,Reserved,,2016-08-12,2016-08-12,,
21BPX,Reserved,,2016-08-12,2016-08-12,,
21BPY,Reserved,,2016-08-12,2016-08-12,,
21BPZ,Reserved,,2016-08-12,2016-08-12,,
21BQA,Reserved,,2016-08-12,2016-08-12,,
21BQB,Reserved,,2016-08-12,2016-08-12,,
21BQC,Reserved,,2016-08-12,2016-08-12,,
21BQD,Reserved,,2016-08-12,2016-08-12,,
21BQE,Reserved,,2016-08-12,2016-08-12,,
21BQF,Reserved,,2016-08-12,2016-08-12,,
21BQG,Reserved,,2016-08-12,2016-08-12,,
21BQH,Reserved,,2016-08-12,2016-08-12,,
21BQI,Reserved,,2016-08-12,2016-08-12,,
21BQJ,Reserved,,2016-08-12,2016-08-12,,
21BQK,Reserved,,2016-08-12,2016-08-12,,
21BQL,Reserved,,2016-08-12,2016-08-12,,
21BQM,Reserved,,2016-08-12,2016-08-12,,
21BQN,Reserved,,2016-08-12,2016-08-12,,
21BQO,Reserved,,2016-08-12,2016-08-12,,
21BQP,Reserved,,2016-08-12,2016-08-12,,
21BQQ,Reserved,,2016-08-12,2016-08-12,,
21BQR,Reserved,,2016-08-12,2016-08-12,,
21BQS,Reserved,,2016-07-23,2016-08-12,,1993-05-01
21BQT,Reserved,,2016-08-12,2016-08-12,,
21BQU,Reserved,,2016-08-12,2016-08-12,,
21BQV,Reserved,,2016-08-12,2016-08-12,,
21BQW,Reserved,,2016-08-12,2016-08-12,,
21BQX,Reserved,,2016-08-12,2016-08-12,,
21BQY,Reserved,,2016-08-12,2016-08-12,,
21BQZ,Reserved,,2016-08-12,2016-08-12,,
21BRB,Reserved,,2016-08-12,2016-08-12,,
21BRF,Reserved,,2016-08-12,2016-08-12,,
21BRH,Reserved,,2016-08-12,2016-08-12,,
21BRI,Reserved,,2016-08-12,2016-08-12,,
21BRJ,Reserved,,2016-08-12,2016-08-12,,
21BRK,Reserved,,2016-08-12,2016-08-12,,
21BRL,Reserved,,2016-08-12,2016-08-12,,
21BRN,Reserved,,2016-08-12,2016-08-12,,
21BRO,Reserved,,2016-08-12,2016-08-12,,
21BRP,Reserved,,2016-08-12,2016-08-12,,
21BRQ,Reserved,,2016-08-12,2016-08-12,,
21BRR,Reserved,,2016-08-12,2016-08-12,,
21BRS,Reserved,,2016-08-12,2016-08-12,,
21BRU,Reserved,,2016-08-12,2016-08-12,,
21BRV,Reserved,,2016-08-12,2016-08-12,,
21BRW,Reserved,,2016-08-12,2016-08-12,,
21BRX,Reserved,,2016-08-12,2016-08-12,,
