Value,Status,Type,Call Sign MMSI: Created Date,Call Sign MMSI: Last Modified Date,Reserved to Date,Licence Cancel Date
G6NB,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1932-01-26
G5IX,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1935-06-05
G2ADN,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1936-05-01
G8HB,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1936-12-16
G2MJ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1937-01-02
G3UP,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1937-01-16
G8SX,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1937-02-01
G3VA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1938-02-02
G3QD,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1938-02-17
G3GA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1938-02-23
G2AOZ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1938-06-09
G2FQP,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1938-11-01
G4LW,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1939-02-12
G2HDU,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1939-06-16
G2HMB,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1939-07-27
G4YZO,Reserved,Call Sign - Amateur,2016-07-23,2017-02-21,,1939-08-07
G3SB,Reserved,Call Sign - Amateur,2016-07-23,2017-01-17,,1946-01-24
G4LU,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-02-25
G2CGL,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-03-12
G2FYV,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-03-22
G2CMW,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-03-25
G3CRP,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1946-04-18
G3BGM,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1946-05-01
G3DRB,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-06-06
G3AWW,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-07-01
G3ABA,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1946-07-02
G2FTK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-07-03
G3AAO,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1946-07-14
G3ADS,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-07-29
G2HKG,Reserved,Call Sign - Amateur,2016-07-23,2018-04-17,,1946-08-15
G3AIK,Reserved,Call Sign - Amateur,2016-07-23,2019-04-26,,1946-08-20
G3AJS,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1946-08-23
G3AKX,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-09-06
G3AMG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-09-06
G3AAZ,Reserved,Call Sign - Amateur,2016-07-23,2019-06-18,,1946-09-14
G3AQM,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1946-09-27
G3BHK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1947-01-22
G3BMX,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1947-03-01
G3BRA,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1947-04-03
G3DNH,Reserved,Call Sign - Amateur,2016-07-23,2017-02-20,,1947-04-07
G3BSU,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1947-04-24
G3DSK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1947-05-11
G4CA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1947-05-31
G3CCF,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1947-06-09
G3CCX,Reserved,Call Sign - Amateur,2016-07-23,2019-04-26,,1947-06-20
G3CFK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1947-07-12
G3CFV,Reserved,Call Sign - Amateur,2016-07-23,2016-11-17,,1947-07-12
G3CLK,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1947-08-29
G3CJD,Reserved,Call Sign - Amateur,2016-07-23,2018-11-05,,1947-09-09
G2DZF,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1947-09-10
G3CSC,Reserved,Call Sign - Amateur,2016-07-23,2017-02-21,,1947-10-18
G3COY,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1947-10-29
G3CVW,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1947-11-15
G3DCS,Reserved,Call Sign - Amateur,2016-07-23,2017-06-01,,1948-01-12
G3DEB,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1948-01-30
G3DFD,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1948-02-03
G2FFN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1948-02-15
G3DIC,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1948-02-25
G2HBA,Reserved,Call Sign - Amateur,2016-07-23,2017-03-21,,1948-02-27
G3DNJ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1948-04-01
G3DCZ,Reserved,Call Sign - Amateur,2016-07-23,2017-06-15,,1948-04-02
G3DPX,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1948-04-23
G3DMQ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1948-04-27
G3DRV,Reserved,Call Sign - Amateur,2016-07-23,2020-01-16,,1948-05-08
G3EDM,Reserved,Call Sign - Amateur,2016-07-23,2016-11-30,,1948-06-03
G3DVL,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1948-06-14
G3DWQ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1948-06-29
G3DZS,Reserved,Call Sign - Amateur,2016-07-23,2019-04-26,,1948-07-29
G3EAO,Reserved,Call Sign - Amateur,2016-07-23,2017-01-19,,1948-08-03
G3EBE,Reserved,Call Sign - Amateur,2016-07-23,2016-10-26,,1948-08-06
G3EDZ,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1948-09-03
G3EDS,Reserved,Call Sign - Amateur,2016-07-23,2016-08-22,,1948-09-15
G3EHZ,Reserved,Call Sign - Amateur,2016-07-23,2017-06-01,,1948-09-24
G3ENJ,Reserved,Call Sign - Amateur,2016-07-23,2017-01-06,,1948-11-05
G3EPG,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1948-11-27
G3EUS,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1949-01-19
G3COI,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1949-02-07
G3FDG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1949-02-17
G3FDN,Reserved,Call Sign - Amateur,2016-07-23,2016-11-25,,1949-02-19
G3GEA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1949-04-23
G3FJN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1949-05-09
G3GIG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1949-05-10
G3FVD,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1949-06-10
G3FPF,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1949-07-12
G3AOK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1949-09-17
G3GDU,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1949-11-26
G3GGO,Reserved,Call Sign - Amateur,2016-07-23,2016-10-13,,1949-12-16
G3GGY,Reserved,Call Sign - Amateur,2016-07-23,2016-08-18,,1949-12-19
G3GII,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1950-01-10
G3EFK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1950-02-20
G3GMN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1950-03-10
G3GNK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1950-04-01
G3GNR,Reserved,Call Sign - Amateur,2016-07-23,2017-02-08,,1950-04-01
G3GQN,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1950-05-12
G3HAT,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1950-05-13
G3GRO,Reserved,Call Sign - Amateur,2016-07-23,2016-08-04,,1950-05-26
G3HBZ,Reserved,Call Sign - Amateur,2016-07-23,2016-10-10,,1950-09-23
G3HBN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1950-10-13
G3GZH,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1950-10-14
G3HAG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1950-10-21
G3HAV,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1950-11-01
G3HKQ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1951-04-04
G3HMF,Reserved,Call Sign - Amateur,2016-07-23,2017-06-01,,1951-05-02
G3JBH,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1951-05-20
G3HOH,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1951-06-21
G3HWR,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1951-08-19
G3HRD,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1951-08-29
G3HRN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1951-09-09
G3HTP,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1951-09-24
G3HUN,Reserved,Call Sign - Amateur,2016-07-23,2016-12-19,,1951-10-02
G3HUJ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1951-10-03
G3HUL,Reserved,Call Sign - Amateur,2016-07-23,2018-01-19,,1951-10-10
G3HVX,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1951-11-01
G3HWQ,Reserved,Call Sign - Amateur,2016-07-23,2016-11-02,,1951-11-10
G3HZR,Reserved,Call Sign - Amateur,2016-07-23,2016-11-15,,1951-12-19
G3IAF,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1952-01-07
G3HWS,Reserved,Call Sign - Amateur,2016-07-23,2016-11-25,,1952-01-10
G3IWT,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-03-27
G3IFB,Reserved,Call Sign - Amateur,2016-07-23,2017-02-20,,1952-04-20
G3JHL,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1952-04-20
G3IGG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-04-22
G2AFV,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1952-06-12
G3CDJ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1952-06-24
G3IJW,Reserved,Call Sign - Amateur,2016-07-23,2017-03-16,,1952-07-05
G3FPI,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1952-07-11
G3HPC,Reserved,Call Sign - Amateur,2016-07-23,2020-02-11,,1952-07-13
G2FCA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-08-01
G3IMC,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-08-23
G3IMG,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1952-08-28
G3ISU,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-09-06
G3IWC,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1952-09-11
G3EKD,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-10-07
G3CQK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-10-11
G3GYC,Reserved,Call Sign - Amateur,2016-07-23,2017-03-13,,1952-10-14
G3EMY,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-11-02
G3IRX,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1952-11-12
G3JJW,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-11-18
G3HXH,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1952-11-20
G3CXT,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-12-03
G3CAQ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-12-11
G3GHI,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1952-12-30
G3JOA,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1953-01-05
G3KDR,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-01-13
G3NGA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-01-23
G3DEE,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1953-01-24
G3IVF,Reserved,Call Sign - Amateur,2016-07-23,2017-03-16,,1953-01-26
G3IVJ,Reserved,Call Sign - Amateur,2016-07-23,2017-06-01,,1953-01-29
G3BJC,Reserved,Call Sign - Amateur,2016-07-23,2017-04-13,,1953-01-30
G3IVQ,Reserved,Call Sign - Amateur,2016-07-23,2017-02-10,,1953-01-31
G3IVM,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1953-02-05
G2FBU,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-02-06
G8CK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-02-07
G3WQ,Reserved,Call Sign - Amateur,2016-07-23,2017-03-16,,1953-02-08
G3BLN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-02-20
G3IXG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-02-23
G8TB,Reserved,Call Sign - Amateur,2016-07-23,2017-02-06,,1953-03-14
G3GPG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-04-22
G3JAH,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-05-07
G3JMG,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1953-05-19
G2FRY,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1953-05-23
G3JCC,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1953-06-03
G3MVU,Reserved,Call Sign - Amateur,2016-07-23,2018-11-26,,1953-07-21
G3JAS,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-07-24
G3JCU,Reserved,Call Sign - Amateur,2016-07-23,2016-10-31,,1953-07-27
G3FRX,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-08-19
G3JGC,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1953-10-06
G3JGS,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-10-16
G3JHM,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-10-24
G3JKN,Reserved,Call Sign - Amateur,2016-07-23,2017-03-16,,1953-10-30
G3JJA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-11-11
G3JJG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-11-12
G3JJZ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-11-19
G3JKK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-11-25
G3JKY,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1953-11-30
G3JUF,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-11-30
G3INL,Reserved,Call Sign - Amateur,2016-07-23,2016-10-31,,1953-12-08
G3JME,Reserved,Call Sign - Amateur,2016-07-23,2017-01-06,,1953-12-14
G3JMY,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1953-12-18
G3JNP,Reserved,Call Sign - Amateur,2016-07-23,2017-05-17,,1953-12-28
G3JNW,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1954-01-05
G3JQN,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1954-02-24
G3AKU,Reserved,Call Sign - Amateur,2016-07-23,2016-08-10,,1954-02-25
G3CCL,Reserved,Call Sign - Amateur,2016-07-23,2019-02-27,,1954-06-07
G3JUD,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1954-06-15
G3JCB,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1954-07-09
G3JVF,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1954-07-27
G3JXN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1954-09-04
G3JYP,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1954-09-22
G2HIO,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1954-09-23
G3KAZ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1954-10-27
G3KBZ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1954-11-26
G3MFE,Reserved,Call Sign - Amateur,2016-07-23,2016-10-10,,1954-12-02
G2BFD,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1954-12-09
G3KDA,Reserved,Call Sign - Amateur,2016-07-23,2016-10-13,,1954-12-17
G3KDO,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1955-01-02
G3DHY,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1955-01-20
G3HJK,Reserved,Call Sign - Amateur,2016-07-23,2019-09-13,,1955-03-09
G3KGA,Reserved,Call Sign - Amateur,2016-07-23,2017-08-31,,1955-03-15
G3IWA,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1955-03-25
G3DNQ,Reserved,Call Sign - Amateur,2016-07-23,2020-09-14,,1955-04-07
G3ODQ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1955-05-06
G3KIG,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1955-06-10
G3KJG,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1955-07-19
G3LEJ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1955-08-04
G3KLA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1955-08-25
G3KLL,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1955-09-01
G3KLO,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1955-09-02
G3KMY,Reserved,Call Sign - Amateur,2016-07-23,2017-03-16,,1955-09-21
G3KNB,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1955-09-21
G3KNI,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1955-09-27
G3KQE,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1955-11-14
G3KQR,Reserved,Call Sign - Amateur,2016-07-23,2017-02-06,,1955-11-23
G3KQN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1955-11-25
G3MEP,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1955-11-27
G3KTC,Reserved,Call Sign - Amateur,2016-07-23,2017-03-06,,1956-01-05
G3KTK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-01-12
G3KTL,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-01-12
G3LOX,Reserved,Call Sign - Amateur,2016-07-23,2018-08-31,,1956-02-15
G3KVE,Reserved,Call Sign - Amateur,2016-07-23,2016-11-18,,1956-02-18
G3KVX,Reserved,Call Sign - Amateur,2016-07-23,2019-05-01,,1956-03-05
G3KWC,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-03-08
G3KWG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-03-09
G3KYP,Reserved,Call Sign - Amateur,2016-07-23,2018-11-27,,1956-04-05
G3LBA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-07-05
G3LCB,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1956-07-23
G3LBC,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-08-07
G3LDY,Reserved,Call Sign - Amateur,2016-07-23,2020-02-26,,1956-08-20
G3LEQ,Reserved,Call Sign - Amateur,2016-07-23,2019-04-08,,1956-08-27
G3LFH,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-09-04
G3LGM,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1956-09-18
G3LGS,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-09-19
G3LHV,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-10-02
G3LIA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-10-03
G3LIZ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1956-10-19
G3LJQ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1956-11-05
G3LLS,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-12-14
G3LLX,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1956-12-17
G3LMM,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1956-12-21
G3LNC,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1957-01-11
G3LNG,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1957-01-15
G3LNI,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1957-01-16
G3LNK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1957-01-25
G3LPO,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1957-03-11
G3LQH,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1957-03-25
G3LQN,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1957-03-29
G3LRP,Reserved,Call Sign - Amateur,2016-07-23,2017-03-16,,1957-04-26
G3LTN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1957-06-13
G3LTV,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1957-06-24
G3NPB,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1957-08-17
G3MAH,Reserved,Call Sign - Amateur,2016-07-23,2018-06-28,,1957-10-04
G3MAK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1957-10-09
G3MAX,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1957-10-15
G3MBJ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1957-10-21
G3MCF,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1957-10-30
G3MCS,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1957-11-05
G3MDH,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1957-11-12
G3MEA,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1957-11-22
G3MFY,Reserved,Call Sign - Amateur,2016-07-23,2017-02-08,,1957-12-19
G3MGB,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1957-12-30
G3MGK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-01-02
G3MHQ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-01-28
G3MJN,Reserved,Call Sign - Amateur,2016-07-23,2019-02-28,,1958-02-27
G3MJX,Reserved,Call Sign - Amateur,2016-07-23,2016-08-23,,1958-03-23
G3MMK,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1958-04-01
G3MOB,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1958-04-21
G3MOE,Reserved,Call Sign - Amateur,2016-07-23,2017-03-16,,1958-04-22
G3MOP,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-04-25
G3AIO,Reserved,Call Sign - Amateur,2016-07-23,2017-06-15,,1958-04-29
G3LAC,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1958-04-29
G3MQX,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-05-12
G3MRB,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-05-12
G3MRA,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-05-20
G3MSY,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-05-20
G3HN,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-05-21
G3MUN,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1958-06-09
G3MWS,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-08-05
G3MYT,Reserved,Call Sign - Amateur,2016-07-23,2016-10-27,,1958-08-27
G3MZB,Reserved,Call Sign - Amateur,2016-07-23,2018-06-14,,1958-09-03
G3MZY,Reserved,Call Sign - Amateur,2016-07-23,2020-01-23,,1958-09-17
G3NBC,Reserved,Call Sign - Amateur,2016-07-23,2016-10-24,,1958-09-24
G3NBI,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-09-30
G3IDC,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-11-07
G3NEX,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1958-11-27
G3NEZ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-12-02
G3NFQ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1958-12-11
G3NIE,Reserved,Call Sign - Amateur,2016-07-23,2018-05-10,,1959-02-17
G3NJK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1959-03-09
G3MLD,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1959-03-11
G3NJF,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1959-03-20
G3NJO,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1959-04-03
G3NJW,Reserved,Call Sign - Amateur,2016-07-23,2017-06-01,,1959-04-12
G3NKZ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1959-04-30
G3BWY,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1959-07-31
G3NNY,Reserved,Call Sign - Amateur,2016-07-23,2017-03-16,,1959-08-06
G3NOD,Reserved,Call Sign - Amateur,2016-07-23,2016-10-31,,1959-08-07
G3NPL,Reserved,Call Sign - Amateur,2016-07-23,2017-11-21,,1959-08-20
G3NPO,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1959-08-20
G3NVC,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1959-10-10
G3NDQ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1959-11-06
G3NDR,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1959-11-06
G3NVU,Reserved,Call Sign - Amateur,2016-07-23,2016-08-02,,1959-11-25
G3NWO,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1959-12-08
G3NWU,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1959-12-10
G3NXD,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1959-12-15
G3NXJ,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1959-12-16
G3NXQ,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1959-12-23
G3NXV,Reserved,Call Sign - Amateur,2016-07-23,2017-07-24,,1959-12-23
G3MUL,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1959-12-29
G3OAK,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1960-02-01
G3NZK,Reserved,Call Sign - Amateur,2016-07-23,2017-04-03,,1960-02-04
G3OAU,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1960-02-22
G3OAV,Reserved,Call Sign - Amateur,2016-07-23,2016-08-04,,1960-02-23
G3OAY,Reserved,Call Sign - Amateur,2016-07-23,2020-08-17,,1960-02-25
G3OCD,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1960-03-30
G3ODU,Reserved,Call Sign - Amateur,2016-07-23,2016-08-12,,1960-05-06
G3OEG,Reserved,Call Sign - Amateur,2016-07-23,2016-07-23,,1960-05-16
