callsign,status,licence_class,suffix
M0HWZ,Available,Full,HWZ
M0HXA,Available,Full,HXA
M0HXC,Available,Full,HXC
M0HXD,Available,Full,HXD
M0HXF,Available,Full,HXF
M0HXG,Available,Full,HXG
M0HXH,Available,Full,HXH
M0HXI,Available,Full,HXI
M0HXJ,Available,Full,HXJ
M0HXK,Available,Full,HXK
M0HXL,Available,Full,HXL
M0HXM,Available,Full,HXM
M0HXN,Available,Full,HXN
M0HXO,Available,Full,HXO
M0HXP,Available,Full,HXP
M0HXQ,Available,Full,HXQ
M0HXR,Available,Full,HXR
M0HXS,Available,Full,HXS
M0HXU,Available,Full,HXU
M0HXV,Available,Full,HXV
M0HXW,Available,Full,HXW
M0HXX,Available,Full,HXX
M0HXY,Available,Full,HXY
M0HXZ,Available,Full,HXZ
M0HYA,Available,Full,HYA
M0HYB,Available,Full,HYB
M0HYF,Available,Full,HYF
M0HYG,Available,Full,HYG
M0HYH,Available,Full,HYH
M0HYI,Available,Full,HYI
M0HYJ,Available,Full,HYJ
M0HYK,Available,Full,HYK
M0HYL,Available,Full,HYL
M0HYM,Available,Full,HYM
M0HYN,Available,Full,HYN
M0HYO,Available,Full,HYO
M0HYQ,Available,Full,HYQ
M0HYS,Available,Full,HYS
M0HYT,Available,Full,HYT
M0HYU,Available,Full,HYU
M0HYV,Available,Full,HYV
M0HYW,Available,Full,HYW
M0HYX,Available,Full,HYX
M0HYY,Available,Full,HYY
M0HYZ,Available,Full,HYZ
M0HZA,Available,Full,HZA
M0HZB,Available,Full,HZB
M0HZC,Available,Full,HZC
M0HZD,Available,Full,HZD
M0HZE,Available,Full,HZE
M0HZF,Available,Full,HZF
M0HZG,Available,Full,HZG
M0HZH,Available,Full,HZH
M0HZI,Available,Full,HZI
M0HZJ,Available,Full,HZJ
M0HZK,Available,Full,HZK
M0HZM,Available,Full,HZM
M0HZN,Available,Full,HZN
M0HZO,Available,Full,HZO
M0HZP,Available,Full,HZP
M0HZQ,Available,Full,HZQ
M0HZR,Available,Full,HZR
M0HZU,Available,Full,HZU
M0HZV,Available,Full,HZV
M0HZW,Available,Full,HZW
M0HZX,Available,Full,HZX
M0HZY,Available,Full,HZY
M0HZZ,Available,Full,HZZ
M0IAD,Available,Full,IAD
M0IAG,Available,Full,IAG
M0IAI,Available,Full,IAI
M0IAO,Available,Full,IAO
M0IAQ,Available,Full,IAQ
M0IAR,Available,Full,IAR
M0IAS,Available,Full,IAS
M0IAU,Available,Full,IAU
M0IAV,Available,Full,IAV
M0IAW,Available,Full,IAW
M0IAX,Available,Full,IAX
M0IAY,Available,Full,IAY
M0IAZ,Available,Full,IAZ
M0IBB,Available,Full,IBB
M0IBD,Available,Full,IBD
M0IBF,Available,Full,IBF
M0IBG,Available,Full,IBG
M0IBH,Available,Full,IBH
M0IBI,Available,Full,IBI
M0IBJ,Available,Full,IBJ
M0IBK,Available,Full,IBK
M0IBN,Available,Full,IBN
M0IBO,Available,Full,IBO
M0IBP,Available,Full,IBP
M0IBQ,Available,Full,IBQ
M0IBR,Available,Full,IBR
M0IBS,Available,Full,IBS
M0IBT,Available,Full,IBT
M0IBU,Available,Full,IBU
M0IBV,Available,Full,IBV
M0IBW,Available,Full,IBW
M0IBX,Available,Full,IBX
M0IBY,Available,Full,IBY
M0ICD,Available,Full,ICD
M0ICF,Available,Full,ICF
M0ICG,Available,Full,ICG
M0ICH,Available,Full,ICH
M0ICI,Available,Full,ICI
M0ICL,Available,Full,ICL
M0ICN,Available,Full,ICN
M0ICR,Available,Full,ICR
M0ICS,Available,Full,ICS
M0ICU,Available,Full,ICU
M0ICV,Available,Full,ICV
M0ICX,Available,Full,ICX
M0ICZ,Available,Full,ICZ
M0IDA,Available,Full,IDA
M0IDC,Available,Full,IDC
M0IDE,Available,Full,IDE
M0IDF,Available,Full,IDF
M0IDG,Available,Full,IDG
M0IDH,Available,Full,IDH
M0IDJ,Available,Full,IDJ
M0IDK,Available,Full,IDK
M0IDL,Available,Full,IDL
M0IDM,Available,Full,IDM
M0IDN,Available,Full,IDN
M0IDO,Available,Full,IDO
M0IDP,Available,Full,IDP
M0IDQ,Available,Full,IDQ
M0IDS,Available,Full,IDS
M0IDV,Available,Full,IDV
M0IDW,Available,Full,IDW
M0IDY,Available,Full,IDY
M0IDZ,Available,Full,IDZ
M0IEA,Available,Full,IEA
M0IEB,Available,Full,IEB
M0IEC,Available,Full,IEC
M0IEF,Available,Full,IEF
M0IEG,Available,Full,IEG
M0IEH,Available,Full,IEH
M0IEI,Available,Full,IEI
M0IEK,Available,Full,IEK
M0IEL,Available,Full,IEL
M0IEM,Available,Full,IEM
M0IEP,Available,Full,IEP
M0IEQ,Available,Full,IEQ
M0IER,Available,Full,IER
M0IES,Available,Full,IES
M0IEU,Available,Full,IEU
M0IEV,Available,Full,IEV
M0IEW,Available,Full,IEW
M0IEX,Available,Full,IEX
M0IEY,Available,Full,IEY
M0IEZ,Available,Full,IEZ
M0IFA,Available,Full,IFA
M0IFB,Available,Full,IFB
M0IFC,Available,Full,IFC
M0IFD,Available,Full,IFD
M0IFE,Available,Full,IFE
M0IFG,Available,Full,IFG
M0IFI,Available,Full,IFI
M0IFJ,Available,Full,IFJ
M0IFK,Available,Full,IFK
M0IFM,Available,Full,IFM
M0IFN,Available,Full,IFN
M0IFO,Available,Full,IFO
M0IFP,Available,Full,IFP
M0IFQ,Available,Full,IFQ
M0IFS,Available,Full,IFS
M0IFT,Available,Full,IFT
M0IFU,Available,Full,IFU
M0IFV,Available,Full,IFV
M0IFW,Available,Full,IFW
M0IFX,Available,Full,IFX
M0IFY,Available,Full,IFY
M0IFZ,Available,Full,IFZ
M0IGA,Available,Full,IGA
M0IGC,Available,Full,IGC
M0IGE,Available,Full,IGE
M0IGF,Available,Full,IGF
M0IGH,Available,Full,IGH
M0IGI,Available,Full,IGI
M0IGJ,Available,Full,IGJ
M0IGK,Available,Full,IGK
M0IGL,Available,Full,IGL
M0IGM,Available,Full,IGM
M0IGN,Available,Full,IGN
M0IGO,Available,Full,IGO
M0IGP,Available,Full,IGP
M0IGQ,Available,Full,IGQ
M0IGS,Available,Full,IGS
M0IGT,Available,Full,IGT
M0IGU,Available,Full,IGU
M0IGV,Available,Full,IGV
M0IGW,Available,Full,IGW
M0IGX,Available,Full,IGX
M0IGZ,Available,Full,IGZ
M0IHA,Available,Full,IHA
M0IHB,Available,Full,IHB
M0IHC,Available,Full,IHC
M0IHE,Available,Full,IHE
M0IHF,Available,Full,IHF
M0IHG,Available,Full,IHG
M0IHH,Available,Full,IHH
M0IHI,Available,Full,IHI
M0IHJ,Available,Full,IHJ
M0IHK,Available,Full,IHK
M0IHN,Available,Full,IHN
M0IHP,Available,Full,IHP
M0IHQ,Available,Full,IHQ
M0IHR,Available,Full,IHR
M0IHS,Available,Full,IHS
M0IHT,Available,Full,IHT
M0IHU,Available,Full,IHU
M0IHV,Available,Full,IHV
M0IHW,Available,Full,IHW
M0IHX,Available,Full,IHX
M0IHY,Available,Full,IHY
M0IHZ,Available,Full,IHZ
M0IIA,Available,Full,IIA
M0IIB,Available,Full,IIB
M0IIC,Available,Full,IIC
M0IID,Available,Full,IID
M0IIF,Available,Full,IIF
M0IIH,Available,Full,IIH
M0IIJ,Available,Full,IIJ
M0IIK,Available,Full,IIK
M0IIL,Available,Full,IIL
M0IIN,Available,Full,IIN
M0IIO,Available,Full,IIO
M0IIP,Available,Full,IIP
M0IIQ,Available,Full,IIQ
M0IIS,Available,Full,IIS
M0IIT,Available,Full,IIT
M0IIU,Available,Full,IIU
M0IIV,Available,Full,IIV
M0IIW,Available,Full,IIW
M0IIX,Available,Full,IIX
M0IIY,Available,Full,IIY
M0IIZ,Available,Full,IIZ
M0IJA,Available,Full,IJA
M0IJB,Available,Full,IJB
M0IJC,Available,Full,IJC
M0IJD,Available,Full,IJD
M0IJE,Available,Full,IJE
M0IJF,Available,Full,IJF
M0IJG,Available,Full,IJG
M0IJH,Available,Full,IJH
M0IJI,Available,Full,IJI
M0IJJ,Available,Full,IJJ
M0IJK,Available,Full,IJK
M0IJL,Available,Full,IJL
M0IJN,Available,Full,IJN
M0IJO,Available,Full,IJO
M0IJP,Available,Full,IJP
M0IJQ,Available,Full,IJQ
M0IJR,Available,Full,IJR
M0IJT,Available,Full,IJT
M0IJU,Available,Full,IJU
M0IJV,Available,Full,IJV
M0IJW,Available,Full,IJW
M0IJX,Available,Full,IJX
M0IJY,Available,Full,IJY
M0IKA,Available,Full,IKA
M0IKC,Available,Full,IKC
M0IKG,Available,Full,IKG
M0IKH,Available,Full,IKH
M0IKI,Available,Full,IKI
M0IKJ,Available,Full,IKJ
M0IKL,Available,Full,IKL
M0IKN,Available,Full,IKN
M0IKO,Available,Full,IKO
M0IKP,Available,Full,IKP
M0IKR,Available,Full,IKR
M0IKS,Available,Full,IKS
M0IKT,Available,Full,IKT
M0IKU,Available,Full,IKU
M0IKV,Available,Full,IKV
M0IKX,Available,Full,IKX
M0IKY,Available,Full,IKY
M0IKZ,Available,Full,IKZ
M0ILA,Available,Full,ILA
M0ILB,Available,Full,ILB
M0ILC,Available,Full,ILC
M0ILD,Available,Full,ILD
M0ILE,Available,Full,ILE
M0ILF,Available,Full,ILF
M0ILG,Available,Full,ILG
M0ILH,Available,Full,ILH
M0ILI,Available,Full,ILI
M0ILJ,Available,Full,ILJ
M0ILK,Available,Full,ILK
M0ILL,Available,Full,ILL
M0ILN,Available,Full,ILN
M0ILO,Available,Full,ILO
M0ILP,Available,Full,ILP
M0ILQ,Available,Full,ILQ
M0ILR,Available,Full,ILR
M0ILU,Available,Full,ILU
M0ILV,Available,Full,ILV
M0ILW,Available,Full,ILW
M0ILX,Available,Full,ILX
M0ILY,Available,Full,ILY
M0ILZ,Available,Full,ILZ
M0IMB,Available,Full,IMB
M0IMF,Available,Full,IMF
M0IMG,Available,Full,IMG
M0IMH,Available,Full,IMH
M0IMK,Available,Full,IMK
M0IMN,Available,Full,IMN
M0IMO,Available,Full,IMO
M0IMQ,Available,Full,IMQ
M0IMS,Available,Full,IMS
M0IMT,Available,Full,IMT
M0IMU,Available,Full,IMU
M0IMV,Available,Full,IMV
M0IMX,Available,Full,IMX
M0IMY,Available,Full,IMY
M0IMZ,Available,Full,IMZ
M0INA,Available,Full,INA
M0INC,Available,Full,INC
M0INE,Available,Full,INE
M0INF,Available,Full,INF
M0ING,Available,Full,ING
M0INH,Available,Full,INH
M0INJ,Available,Full,INJ
M0INL,Available,Full,INL
M0INM,Available,Full,INM
M0INN,Available,Full,INN
M0INO,Available,Full,INO
M0INQ,Available,Full,INQ
M0INR,Available,Full,INR
M0INU,Available,Full,INU
M0INW,Available,Full,INW
M0INX,Available,Full,INX
M0INY,Available,Full,INY
M0INZ,Available,Full,INZ
M0IOA,Available,Full,IOA
M0IOE,Available,Full,IOE
M0IOF,Available,Full,IOF
M0IOG,Available,Full,IOG
M0IOH,Available,Full,IOH
M0IOJ,Available,Full,IOJ
M0ION,Available,Full,ION
M0IOO,Available,Full,IOO
M0IOP,Available,Full,IOP
M0IOQ,Available,Full,IOQ
M0IOS,Available,Full,IOS
M0IOT,Available,Full,IOT
M0IOV,Available,Full,IOV
M0IOX,Available,Full,IOX
M0IOZ,Available,Full,IOZ
M0IPB,Available,Full,IPB
M0IPE,Available,Full,IPE
M0IPF,Available,Full,IPF
M0IPG,Available,Full,IPG
M0IPH,Available,Full,IPH
M0IPI,Available,Full,IPI
M0IPJ,Available,Full,IPJ
M0IPK,Available,Full,IPK
M0IPL,Available,Full,IPL
M0IPM,Available,Full,IPM
M0IPN,Available,Full,IPN
M0IPO,Available,Full,IPO
M0IPP,Available,Full,IPP
M0IPQ,Available,Full,IPQ
M0IPT,Available,Full,IPT
M0IPV,Available,Full,IPV
M0IPW,Available,Full,IPW
M0IPY,Available,Full,IPY
M0IPZ,Available,Full,IPZ
M0IQA,Available,Full,IQA
M0IQC,Available,Full,IQC
M0IQD,Available,Full,IQD
M0IQE,Available,Full,IQE
M0IQF,Available,Full,IQF
M0IQG,Available,Full,IQG
M0IQH,Available,Full,IQH
M0IQI,Available,Full,IQI
M0IQJ,Available,Full,IQJ
M0IQK,Available,Full,IQK
M0IQL,Available,Full,IQL
M0IQM,Available,Full,IQM
M0IQN,Available,Full,IQN
M0IQO,Available,Full,IQO
M0IQP,Available,Full,IQP
M0IQQ,Available,Full,IQQ
M0IQR,Available,Full,IQR
M0IQS,Available,Full,IQS
M0IQT,Available,Full,IQT
M0IQU,Available,Full,IQU
M0IQV,Available,Full,IQV
M0IQW,Available,Full,IQW
M0IQY,Available,Full,IQY
M0IQZ,Available,Full,IQZ
M0IRB,Available,Full,IRB
M0IRF,Available,Full,IRF
M0IRG,Available,Full,IRG
M0IRH,Available,Full,IRH
M0IRI,Available,Full,IRI
M0IRO,Available,Full,IRO
M0IRP,Available,Full,IRP
M0IRR,Available,Full,IRR
M0IRS,Available,Full,IRS
M0IRU,Available,Full,IRU
M0IRV,Available,Full,IRV
M0IRW,Available,Full,IRW
M0IRX,Available,Full,IRX
M0IRY,Available,Full,IRY
M0ISA,Available,Full,ISA
M0ISB,Available,Full,ISB
M0ISC,Available,Full,ISC
M0ISE,Available,Full,ISE
M0ISG,Available,Full,ISG
M0ISH,Available,Full,ISH
M0ISI,Available,Full,ISI
M0ISJ,Available,Full,ISJ
M0ISK,Available,Full,ISK
M0ISR,Available,Full,ISR
M0ISU,Available,Full,ISU
M0ISV,Available,Full,ISV
M0ISX,Available,Full,ISX
M0ISY,Available,Full,ISY
M0ISZ,Available,Full,ISZ
M0ITB,Available,Full,ITB
M0ITD,Available,Full,ITD
M0ITG,Available,Full,ITG
M0ITJ,Available,Full,ITJ
M0ITK,Available,Full,ITK
M0ITL,Available,Full,ITL
M0ITN,Available,Full,ITN
M0ITO,Available,Full,ITO
M0ITP,Available,Full,ITP
M0ITQ,Available,Full,ITQ
M0ITR,Available,Full,ITR
M0ITS,Available,Full,ITS
M0ITT,Available,Full,ITT
M0ITU,Available,Full,ITU
M0ITZ,Available,Full,ITZ
M0IUA,Available,Full,IUA
M0IUB,Available,Full,IUB
M0IUC,Available,Full,IUC
M0IUE,Available,Full,IUE
M0IUF,Available,Full,IUF
M0IUG,Available,Full,IUG
M0IUH,Available,Full,IUH
M0IUI,Available,Full,IUI
M0IUJ,Available,Full,IUJ
M0IUK,Available,Full,IUK
M0IUL,Available,Full,IUL
M0IUN,Available,Full,IUN
M0IUO,Available,Full,IUO
M0IUP,Available,Full,IUP
M0IUQ,Available,Full,IUQ
M0IUR,Available,Full,IUR
M0IUS,Available,Full,IUS
M0IUT,Available,Full,IUT
M0IUU,Available,Full,IUU
M0IUV,Available,Full,IUV
M0IUW,Available,Full,IUW
M0IUX,Available,Full,IUX
M0IUY,Available,Full,IUY
M0IUZ,Available,Full,IUZ
M0IVA,Available,Full,IVA
M0IVB,Available,Full,IVB
M0IVC,Available,Full,IVC
M0IVD,Available,Full,IVD
M0IVG,Available,Full,IVG
M0IVH,Available,Full,IVH
M0IVI,Available,Full,IVI
M0IVJ,Available,Full,IVJ
M0IVK,Available,Full,IVK
M0IVL,Available,Full,IVL
M0IVM,Available,Full,IVM
M0IVN,Available,Full,IVN
M0IVP,Available,Full,IVP
M0IVR,Available,Full,IVR
M0IVS,Available,Full,IVS
M0IVT,Available,Full,IVT
M0IVU,Available,Full,IVU
M0IVV,Available,Full,IVV
M0IVX,Available,Full,IVX
M0IVY,Available,Full,IVY
M0IVZ,Available,Full,IVZ
M0IWB,Available,Full,IWB
M0IWE,Available,Full,IWE
M0IWF,Available,Full,IWF
M0IWG,Available,Full,IWG
M0IWI,Available,Full,IWI
M0IWJ,Available,Full,IWJ
M0IWK,Available,Full,IWK
M0IWL,Available,Full,IWL
M0IWM,Available,Full,IWM
M0IWN,Available,Full,IWN
M0IWO,Available,Full,IWO
M0IWP,Available,Full,IWP
M0IWQ,Available,Full,IWQ
M0IWR,Available,Full,IWR
M0IWS,Available,Full,IWS
M0IWT,Available,Full,IWT
M0IWU,Available,Full,IWU
M0IWV,Available,Full,IWV
M0IWW,Available,Full,IWW
M0IWX,Available,Full,IWX
M0IWY,Available,Full,IWY
M0IWZ,Available,Full,IWZ
M0IXB,Available,Full,IXB
M0IXC,Available,Full,IXC
M0IXD,Available,Full,IXD
M0IXE,Available,Full,IXE
M0IXF,Available,Full,IXF
M0IXG,Available,Full,IXG
M0IXH,Available,Full,IXH
M0IXI,Available,Full,IXI
M0IXJ,Available,Full,IXJ
M0IXK,Available,Full,IXK
M0IXL,Available,Full,IXL
M0IXM,Available,Full,IXM
M0IXN,Available,Full,IXN
M0IXO,Available,Full,IXO
M0IXP,Available,Full,IXP
M0IXQ,Available,Full,IXQ
M0IXR,Available,Full,IXR
M0IXS,Available,Full,IXS
M0IXT,Available,Full,IXT
M0IXU,Available,Full,IXU
M0IXV,Available,Full,IXV
M0IXW,Available,Full,IXW
M0IXX,Available,Full,IXX
M0IXY,Available,Full,IXY
M0IXZ,Available,Full,IXZ
M0IYA,Available,Full,IYA
M0IYB,Available,Full,IYB
M0IYC,Available,Full,IYC
M0IYD,Available,Full,IYD
M0IYE,Available,Full,IYE
M0IYF,Available,Full,IYF
M0IYG,Available,Full,IYG
M0IYH,Available,Full,IYH
M0IYI,Available,Full,IYI
M0IYJ,Available,Full,IYJ
M0IYK,Available,Full,IYK
M0IYL,Available,Full,IYL
M0IYM,Available,Full,IYM
M0IYN,Available,Full,IYN
M0IYO,Available,Full,IYO
M0IYP,Available,Full,IYP
M0IYQ,Available,Full,IYQ
M0IYR,Available,Full,IYR
M0IYS,Available,Full,IYS
M0IYT,Available,Full,IYT
M0IYU,Available,Full,IYU
M0IYV,Available,Full,IYV
M0IYW,Available,Full,IYW
M0IYX,Available,Full,IYX
M0IYY,Available,Full,IYY
M0IYZ,Available,Full,IYZ
M0IZA,Available,Full,IZA
M0IZB,Available,Full,IZB
M0IZC,Available,Full,IZC
M0IZD,Available,Full,IZD
M0IZE,Available,Full,IZE
M0IZF,Available,Full,IZF
M0IZG,Available,Full,IZG
M0IZH,Available,Full,IZH
M0IZI,Available,Full,IZI
M0IZJ,Available,Full,IZJ
M0IZK,Available,Full,IZK
M0IZL,Available,Full,IZL
M0IZM,Available,Full,IZM
M0IZN,Available,Full,IZN
M0IZO,Available,Full,IZO
M0IZP,Available,Full,IZP
M0IZQ,Available,Full,IZQ
M0IZR,Available,Full,IZR
M0IZT,Available,Full,IZT
M0IZU,Available,Full,IZU
M0IZV,Available,Full,IZV
M0IZW,Available,Full,IZW
M0IZX,Available,Full,IZX
M0IZY,Available,Full,IZY
M0IZZ,Available,Full,IZZ
M0JAI,Available,Full,JAI
M0JAU,Available,Full,JAU
M0JBF,Available,Full,JBF
M0JBG,Available,Full,JBG
M0JBH,Available,Full,JBH
M0JBL,Available,Full,JBL
M0JBM,Available,Full,JBM
M0JBN,Available,Full,JBN
M0JBO,Available,Full,JBO
M0JBQ,Available,Full,JBQ
M0JBR,Available,Full,JBR
M0JBU,Available,Full,JBU
M0JBV,Available,Full,JBV
M0JBY,Available,Full,JBY
M0JBZ,Available,Full,JBZ
M0JCE,Available,Full,JCE
M0JCF,Available,Full,JCF
M0JCG,Available,Full,JCG
M0JCJ,Available,Full,JCJ
M0JCK,Available,Full,JCK
M0JCN,Available,Full,JCN
M0JCO,Available,Full,JCO
M0JCP,Available,Full,JCP
M0JCQ,Available,Full,JCQ
M0JCV,Available,Full,JCV
M0JCX,Available,Full,JCX
M0JCY,Available,Full,JCY
M0JDF,Available,Full,JDF
M0JDG,Available,Full,JDG
M0JDI,Available,Full,JDI
M0JDJ,Available,Full,JDJ
M0JDN,Available,Full,JDN
M0JDQ,Available,Full,JDQ
M0JDT,Available,Full,JDT
M0JDU,Available,Full,JDU
M0JDV,Available,Full,JDV
M0JDY,Available,Full,JDY
M0JDZ,Available,Full,JDZ
M0JEA,Available,Full,JEA
M0JEG,Available,Full,JEG
M0JEH,Available,Full,JEH
M0JEI,Available,Full,JEI
M0JEJ,Available,Full,JEJ
M0JEO,Available,Full,JEO
M0JEQ,Available,Full,JEQ
M0JEU,Available,Full,JEU
M0JEV,Available,Full,JEV
M0JEX,Available,Full,JEX
M0JEY,Available,Full,JEY
M0JFA,Available,Full,JFA
M0JFB,Available,Full,JFB
M0JFF,Available,Full,JFF
M0JFG,Available,Full,JFG
M0JFH,Available,Full,JFH
M0JFI,Available,Full,JFI
M0JFJ,Available,Full,JFJ
M0JFL,Available,Full,JFL
M0JFM,Available,Full,JFM
M0JFN,Available,Full,JFN
M0JFO,Available,Full,JFO
M0JFP,Available,Full,JFP
M0JFQ,Available,Full,JFQ
M0JFR,Available,Full,JFR
M0JFT,Available,Full,JFT
M0JFU,Available,Full,JFU
M0JFV,Available,Full,JFV
M0JFX,Available,Full,JFX
M0JFY,Available,Full,JFY
M0JGA,Available,Full,JGA
M0JGC,Available,Full,JGC
M0JGF,Available,Full,JGF
M0JGI,Available,Full,JGI
M0JGJ,Available,Full,JGJ
M0JGK,Available,Full,JGK
M0JGL,Available,Full,JGL
M0JGN,Available,Full,JGN
M0JGO,Available,Full,JGO
