Country,Current Series,Reference,Value,Type,Product,Status,Allocated Flag,Call Sign Application #,MMSI Application #
M,0,OGD,M0OGD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGE,M0OGE,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGF,M0OGF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGI,M0OGI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGJ,M0OGJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGK,M0OGK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGL,M0OGL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGM,M0OGM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGN,M0OGN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGO,M0OGO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGP,M0OGP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGQ,M0OGQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGR,M0OGR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGT,M0OGT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGU,M0OGU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGV,M0OGV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGW,M0OGW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OGZ,M0OGZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHA,M0OHA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHB,M0OHB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHC,M0OHC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHD,M0OHD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHE,M0OHE,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHG,M0OHG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHH,M0OHH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHJ,M0OHJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHK,M0OHK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHL,M0OHL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHN,M0OHN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHO,M0OHO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHP,M0OHP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHQ,M0OHQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHR,M0OHR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHS,M0OHS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHT,M0OHT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHU,M0OHU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHV,M0OHV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHW,M0OHW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHX,M0OHX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHY,M0OHY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OHZ,M0OHZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIA,M0OIA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIB,M0OIB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OID,M0OID,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIE,M0OIE,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIF,M0OIF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIG,M0OIG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIH,M0OIH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OII,M0OII,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIJ,M0OIJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIN,M0OIN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIO,M0OIO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIP,M0OIP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIQ,M0OIQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIR,M0OIR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIS,M0OIS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIT,M0OIT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIU,M0OIU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIV,M0OIV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIW,M0OIW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIX,M0OIX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIY,M0OIY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OIZ,M0OIZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJA,M0OJA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJB,M0OJB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJD,M0OJD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJE,M0OJE,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJF,M0OJF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJH,M0OJH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJI,M0OJI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJJ,M0OJJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJK,M0OJK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJL,M0OJL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJN,M0OJN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJP,M0OJP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJQ,M0OJQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJR,M0OJR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJS,M0OJS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJT,M0OJT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJU,M0OJU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJV,M0OJV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJW,M0OJW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJY,M0OJY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OJZ,M0OJZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKA,M0OKA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKC,M0OKC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKD,M0OKD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKF,M0OKF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKH,M0OKH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKI,M0OKI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKJ,M0OKJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKL,M0OKL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKM,M0OKM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKN,M0OKN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKO,M0OKO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKP,M0OKP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKQ,M0OKQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKR,M0OKR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKU,M0OKU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKV,M0OKV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKW,M0OKW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKX,M0OKX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKY,M0OKY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OKZ,M0OKZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLB,M0OLB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLC,M0OLC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLH,M0OLH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLJ,M0OLJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLK,M0OLK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLL,M0OLL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLM,M0OLM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLN,M0OLN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLP,M0OLP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLQ,M0OLQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLR,M0OLR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLS,M0OLS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLT,M0OLT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLU,M0OLU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLV,M0OLV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLW,M0OLW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLX,M0OLX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OLZ,M0OLZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OME,M0OME,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMF,M0OMF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMH,M0OMH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMJ,M0OMJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMK,M0OMK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMM,M0OMM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMN,M0OMN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMO,M0OMO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMP,M0OMP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMQ,M0OMQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMR,M0OMR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMU,M0OMU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMW,M0OMW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMX,M0OMX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMY,M0OMY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OMZ,M0OMZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONB,M0ONB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONC,M0ONC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONF,M0ONF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONG,M0ONG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONH,M0ONH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONJ,M0ONJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONK,M0ONK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONL,M0ONL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONM,M0ONM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONN,M0ONN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONO,M0ONO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONP,M0ONP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONR,M0ONR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONT,M0ONT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONU,M0ONU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONV,M0ONV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONW,M0ONW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ONX,M0ONX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOA,M0OOA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOC,M0OOC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOE,M0OOE,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOF,M0OOF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOH,M0OOH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOI,M0OOI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOJ,M0OOJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOK,M0OOK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOL,M0OOL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOP,M0OOP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOQ,M0OOQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOR,M0OOR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOS,M0OOS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOU,M0OOU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOV,M0OOV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOW,M0OOW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOX,M0OOX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOY,M0OOY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OOZ,M0OOZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPA,M0OPA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPB,M0OPB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPC,M0OPC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPD,M0OPD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPE,M0OPE,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPF,M0OPF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPH,M0OPH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPI,M0OPI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPJ,M0OPJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPL,M0OPL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPN,M0OPN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPO,M0OPO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPP,M0OPP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPQ,M0OPQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPT,M0OPT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPU,M0OPU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OPZ,M0OPZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQA,M0OQA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQB,M0OQB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQC,M0OQC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQD,M0OQD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQE,M0OQE,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQF,M0OQF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQG,M0OQG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQH,M0OQH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQI,M0OQI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQJ,M0OQJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQK,M0OQK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQL,M0OQL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQM,M0OQM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQN,M0OQN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQO,M0OQO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQP,M0OQP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQQ,M0OQQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQR,M0OQR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQS,M0OQS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQT,M0OQT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQU,M0OQU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQV,M0OQV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQW,M0OQW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQX,M0OQX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQY,M0OQY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OQZ,M0OQZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORA,M0ORA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORB,M0ORB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORD,M0ORD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORG,M0ORG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORH,M0ORH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORJ,M0ORJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORL,M0ORL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORM,M0ORM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORP,M0ORP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORQ,M0ORQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORT,M0ORT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORU,M0ORU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORV,M0ORV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORW,M0ORW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORX,M0ORX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORY,M0ORY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,ORZ,M0ORZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSD,M0OSD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSF,M0OSF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSG,M0OSG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSI,M0OSI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSJ,M0OSJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSL,M0OSL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSN,M0OSN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSO,M0OSO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSP,M0OSP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSQ,M0OSQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSR,M0OSR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSS,M0OSS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSU,M0OSU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSV,M0OSV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSW,M0OSW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OSY,M0OSY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTB,M0OTB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTC,M0OTC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTD,M0OTD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTI,M0OTI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTJ,M0OTJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTK,M0OTK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTN,M0OTN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTO,M0OTO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTP,M0OTP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTQ,M0OTQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTR,M0OTR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTU,M0OTU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTV,M0OTV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTW,M0OTW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTX,M0OTX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTY,M0OTY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OTZ,M0OTZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUA,M0OUA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUB,M0OUB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUD,M0OUD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUE,M0OUE,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUF,M0OUF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUG,M0OUG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUH,M0OUH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUI,M0OUI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUJ,M0OUJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUK,M0OUK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUL,M0OUL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUM,M0OUM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUN,M0OUN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUO,M0OUO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUP,M0OUP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUQ,M0OUQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUR,M0OUR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUS,M0OUS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUT,M0OUT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUU,M0OUU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUV,M0OUV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUW,M0OUW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUX,M0OUX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OUY,M0OUY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVA,M0OVA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVC,M0OVC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVD,M0OVD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVF,M0OVF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVG,M0OVG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVH,M0OVH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVJ,M0OVJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVM,M0OVM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVN,M0OVN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVO,M0OVO,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVP,M0OVP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVQ,M0OVQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVR,M0OVR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVS,M0OVS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVT,M0OVT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVU,M0OVU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVW,M0OVW,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVX,M0OVX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVY,M0OVY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OVZ,M0OVZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWA,M0OWA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWB,M0OWB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWC,M0OWC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWD,M0OWD,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWF,M0OWF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWG,M0OWG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWH,M0OWH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWI,M0OWI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWJ,M0OWJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWK,M0OWK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWM,M0OWM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWN,M0OWN,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWP,M0OWP,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWQ,M0OWQ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWR,M0OWR,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWS,M0OWS,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWT,M0OWT,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWU,M0OWU,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWV,M0OWV,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWX,M0OWX,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWY,M0OWY,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OWZ,M0OWZ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXA,M0OXA,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXB,M0OXB,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXC,M0OXC,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXF,M0OXF,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXG,M0OXG,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXH,M0OXH,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXI,M0OXI,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXJ,M0OXJ,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXK,M0OXK,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXL,M0OXL,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXM,M0OXM,Call Sign,Amateur Full Radio Licence,Available,N,,
M,0,OXN,M0OXN,Call Sign,Amateur Full Radio Licence,Available,N,,
