callsign,status,licence_class,suffix
20VGU,Available,Amateur Intermediate Radio Licence,VGU
20VGX,Available,Amateur Intermediate Radio Licence,VGX
20VGY,Available,Amateur Intermediate Radio Licence,VGY
20VGZ,Available,Amateur Intermediate Radio Licence,VGZ
20VHB,Available,Amateur Intermediate Radio Licence,VHB
20VHD,Available,Amateur Intermediate Radio Licence,VHD
20VHE,Available,Amateur Intermediate Radio Licence,VHE
20VHG,Available,Amateur Intermediate Radio Licence,VHG
20VHH,Available,Amateur Intermediate Radio Licence,VHH
20VHI,Available,Amateur Intermediate Radio Licence,VHI
20VHJ,Available,Amateur Intermediate Radio Licence,VHJ
20VHK,Available,Amateur Intermediate Radio Licence,VHK
20VHL,Available,Amateur Intermediate Radio Licence,VHL
20VHM,Available,Amateur Intermediate Radio Licence,VHM
20VHN,Available,Amateur Intermediate Radio Licence,VHN
20VHO,Available,Amateur Intermediate Radio Licence,VHO
20VHP,Available,Amateur Intermediate Radio Licence,VHP
20VHQ,Available,Amateur Intermediate Radio Licence,VHQ
20VHT,Available,Amateur Intermediate Radio Licence,VHT
20VHU,Available,Amateur Intermediate Radio Licence,VHU
20VHW,Available,Amateur Intermediate Radio Licence,VHW
20VHX,Available,Amateur Intermediate Radio Licence,VHX
20VHY,Available,Amateur Intermediate Radio Licence,VHY
20VIB,Available,Amateur Intermediate Radio Licence,VIB
20VID,Available,Amateur Intermediate Radio Licence,VID
20VIE,Available,Amateur Intermediate Radio Licence,VIE
20VIF,Available,Amateur Intermediate Radio Licence,VIF
20VIG,Available,Amateur Intermediate Radio Licence,VIG
20VIJ,Available,Amateur Intermediate Radio Licence,VIJ
20VIK,Available,Amateur Intermediate Radio Licence,VIK
20VIO,Available,Amateur Intermediate Radio Licence,VIO
20VIQ,Available,Amateur Intermediate Radio Licence,VIQ
20VIT,Available,Amateur Intermediate Radio Licence,VIT
20VIU,Available,Amateur Intermediate Radio Licence,VIU
20VIW,Available,Amateur Intermediate Radio Licence,VIW
20VIX,Available,Amateur Intermediate Radio Licence,VIX
20VIY,Available,Amateur Intermediate Radio Licence,VIY
20VJA,Available,Amateur Intermediate Radio Licence,VJA
20VJC,Available,Amateur Intermediate Radio Licence,VJC
20VJD,Available,Amateur Intermediate Radio Licence,VJD
20VJE,Available,Amateur Intermediate Radio Licence,VJE
20VJG,Available,Amateur Intermediate Radio Licence,VJG
20VJI,Available,Amateur Intermediate Radio Licence,VJI
20VJJ,Available,Amateur Intermediate Radio Licence,VJJ
20VJM,Available,Amateur Intermediate Radio Licence,VJM
20VJN,Available,Amateur Intermediate Radio Licence,VJN
20VJP,Available,Amateur Intermediate Radio Licence,VJP
20VJQ,Available,Amateur Intermediate Radio Licence,VJQ
20VJR,Available,Amateur Intermediate Radio Licence,VJR
20VJS,Available,Amateur Intermediate Radio Licence,VJS
20VJT,Available,Amateur Intermediate Radio Licence,VJT
20VJU,Available,Amateur Intermediate Radio Licence,VJU
20VJV,Available,Amateur Intermediate Radio Licence,VJV
20VJW,Available,Amateur Intermediate Radio Licence,VJW
20VJY,Available,Amateur Intermediate Radio Licence,VJY
20VJZ,Available,Amateur Intermediate Radio Licence,VJZ
20VKC,Available,Amateur Intermediate Radio Licence,VKC
20VKD,Available,Amateur Intermediate Radio Licence,VKD
20VKE,Available,Amateur Intermediate Radio Licence,VKE
20VKF,Available,Amateur Intermediate Radio Licence,VKF
20VKI,Available,Amateur Intermediate Radio Licence,VKI
20VKJ,Available,Amateur Intermediate Radio Licence,VKJ
20VKL,Available,Amateur Intermediate Radio Licence,VKL
20VKM,Available,Amateur Intermediate Radio Licence,VKM
20VKP,Available,Amateur Intermediate Radio Licence,VKP
20VKR,Available,Amateur Intermediate Radio Licence,VKR
20VKT,Available,Amateur Intermediate Radio Licence,VKT
20VKU,Available,Amateur Intermediate Radio Licence,VKU
20VKX,Available,Amateur Intermediate Radio Licence,VKX
20VKZ,Available,Amateur Intermediate Radio Licence,VKZ
20VLC,Available,Amateur Intermediate Radio Licence,VLC
20VLD,Available,Amateur Intermediate Radio Licence,VLD
20VLE,Available,Amateur Intermediate Radio Licence,VLE
20VLG,Available,Amateur Intermediate Radio Licence,VLG
20VLH,Available,Amateur Intermediate Radio Licence,VLH
20VLI,Available,Amateur Intermediate Radio Licence,VLI
20VLJ,Available,Amateur Intermediate Radio Licence,VLJ
20VLK,Available,Amateur Intermediate Radio Licence,VLK
20VLM,Available,Amateur Intermediate Radio Licence,VLM
20VLN,Available,Amateur Intermediate Radio Licence,VLN
20VLO,Available,Amateur Intermediate Radio Licence,VLO
20VLP,Available,Amateur Intermediate Radio Licence,VLP
20VLQ,Available,Amateur Intermediate Radio Licence,VLQ
20VLR,Available,Amateur Intermediate Radio Licence,VLR
20VLW,Available,Amateur Intermediate Radio Licence,VLW
20VLX,Available,Amateur Intermediate Radio Licence,VLX
20VLY,Available,Amateur Intermediate Radio Licence,VLY
20VLZ,Available,Amateur Intermediate Radio Licence,VLZ
20VMB,Available,Amateur Intermediate Radio Licence,VMB
20VMD,Available,Amateur Intermediate Radio Licence,VMD
20VME,Available,Amateur Intermediate Radio Licence,VME
20VMG,Available,Amateur Intermediate Radio Licence,VMG
20VMH,Available,Amateur Intermediate Radio Licence,VMH
20VMI,Available,Amateur Intermediate Radio Licence,VMI
20VMJ,Available,Amateur Intermediate Radio Licence,VMJ
20VMK,Available,Amateur Intermediate Radio Licence,VMK
20VML,Available,Amateur Intermediate Radio Licence,VML
20VMO,Available,Amateur Intermediate Radio Licence,VMO
20VMP,Available,Amateur Intermediate Radio Licence,VMP
20VMQ,Available,Amateur Intermediate Radio Licence,VMQ
20VMU,Available,Amateur Intermediate Radio Licence,VMU
20VMW,Available,Amateur Intermediate Radio Licence,VMW
20VMX,Available,Amateur Intermediate Radio Licence,VMX
20VMY,Available,Amateur Intermediate Radio Licence,VMY
20VNA,Available,Amateur Intermediate Radio Licence,VNA
20VNC,Available,Amateur Intermediate Radio Licence,VNC
20VND,Available,Amateur Intermediate Radio Licence,VND
20VNE,Available,Amateur Intermediate Radio Licence,VNE
20VNF,Available,Amateur Intermediate Radio Licence,VNF
20VNG,Available,Amateur Intermediate Radio Licence,VNG
20VNH,Available,Amateur Intermediate Radio Licence,VNH
20VNI,Available,Amateur Intermediate Radio Licence,VNI
20VNJ,Available,Amateur Intermediate Radio Licence,VNJ
20VNM,Available,Amateur Intermediate Radio Licence,VNM
20VNP,Available,Amateur Intermediate Radio Licence,VNP
20VNQ,Available,Amateur Intermediate Radio Licence,VNQ
20VNR,Available,Amateur Intermediate Radio Licence,VNR
20VNS,Available,Amateur Intermediate Radio Licence,VNS
20VNT,Available,Amateur Intermediate Radio Licence,VNT
20VNU,Available,Amateur Intermediate Radio Licence,VNU
20VNV,Available,Amateur Intermediate Radio Licence,VNV
20VNX,Available,Amateur Intermediate Radio Licence,VNX
20VNY,Available,Amateur Intermediate Radio Licence,VNY
20VNZ,Available,Amateur Intermediate Radio Licence,VNZ
20VOA,Available,Amateur Intermediate Radio Licence,VOA
20VOB,Available,Amateur Intermediate Radio Licence,VOB
20VOE,Available,Amateur Intermediate Radio Licence,VOE
20VOF,Available,Amateur Intermediate Radio Licence,VOF
20VOG,Available,Amateur Intermediate Radio Licence,VOG
20VOH,Available,Amateur Intermediate Radio Licence,VOH
20VOI,Available,Amateur Intermediate Radio Licence,VOI
20VOJ,Available,Amateur Intermediate Radio Licence,VOJ
20VON,Available,Amateur Intermediate Radio Licence,VON
20VOO,Available,Amateur Intermediate Radio Licence,VOO
20VOP,Available,Amateur Intermediate Radio Licence,VOP
20VOT,Available,Amateur Intermediate Radio Licence,VOT
20VOU,Available,Amateur Intermediate Radio Licence,VOU
20VOY,Available,Amateur Intermediate Radio Licence,VOY
20VOZ,Available,Amateur Intermediate Radio Licence,VOZ
20VPA,Available,Amateur Intermediate Radio Licence,VPA
20VPB,Available,Amateur Intermediate Radio Licence,VPB
20VPD,Available,Amateur Intermediate Radio Licence,VPD
20VPF,Available,Amateur Intermediate Radio Licence,VPF
20VPG,Available,Amateur Intermediate Radio Licence,VPG
20VPH,Available,Amateur Intermediate Radio Licence,VPH
20VPI,Available,Amateur Intermediate Radio Licence,VPI
20VPJ,Available,Amateur Intermediate Radio Licence,VPJ
20VPL,Available,Amateur Intermediate Radio Licence,VPL
20VPM,Available,Amateur Intermediate Radio Licence,VPM
20VPN,Available,Amateur Intermediate Radio Licence,VPN
20VPP,Available,Amateur Intermediate Radio Licence,VPP
20VPQ,Available,Amateur Intermediate Radio Licence,VPQ
20VPS,Available,Amateur Intermediate Radio Licence,VPS
20VPV,Available,Amateur Intermediate Radio Licence,VPV
20VPW,Available,Amateur Intermediate Radio Licence,VPW
20VPY,Available,Amateur Intermediate Radio Licence,VPY
20VQA,Available,Amateur Intermediate Radio Licence,VQA
20VQB,Available,Amateur Intermediate Radio Licence,VQB
20VQC,Available,Amateur Intermediate Radio Licence,VQC
20VQD,Available,Amateur Intermediate Radio Licence,VQD
20VQE,Available,Amateur Intermediate Radio Licence,VQE
20VQF,Available,Amateur Intermediate Radio Licence,VQF
20VQG,Available,Amateur Intermediate Radio Licence,VQG
20VQH,Available,Amateur Intermediate Radio Licence,VQH
20VQI,Available,Amateur Intermediate Radio Licence,VQI
20VQJ,Available,Amateur Intermediate Radio Licence,VQJ
20VQK,Available,Amateur Intermediate Radio Licence,VQK
20VQL,Available,Amateur Intermediate Radio Licence,VQL
20VQN,Available,Amateur Intermediate Radio Licence,VQN
20VQO,Available,Amateur Intermediate Radio Licence,VQO
20VQP,Available,Amateur Intermediate Radio Licence,VQP
20VQQ,Available,Amateur Intermediate Radio Licence,VQQ
20VQR,Available,Amateur Intermediate Radio Licence,VQR
20VQS,Available,Amateur Intermediate Radio Licence,VQS
20VQT,Available,Amateur Intermediate Radio Licence,VQT
20VQU,Available,Amateur Intermediate Radio Licence,VQU
20VQV,Available,Amateur Intermediate Radio Licence,VQV
20VQW,Available,Amateur Intermediate Radio Licence,VQW
20VQX,Available,Amateur Intermediate Radio Licence,VQX
20VQY,Available,Amateur Intermediate Radio Licence,VQY
20VQZ,Available,Amateur Intermediate Radio Licence,VQZ
20VRA,Available,Amateur Intermediate Radio Licence,VRA
20VRB,Available,Amateur Intermediate Radio Licence,VRB
20VRC,Available,Amateur Intermediate Radio Licence,VRC
20VRF,Available,Amateur Intermediate Radio Licence,VRF
20VRI,Available,Amateur Intermediate Radio Licence,VRI
20VRJ,Available,Amateur Intermediate Radio Licence,VRJ
20VRK,Available,Amateur Intermediate Radio Licence,VRK
20VRL,Available,Amateur Intermediate Radio Licence,VRL
20VRO,Available,Amateur Intermediate Radio Licence,VRO
20VRP,Available,Amateur Intermediate Radio Licence,VRP
20VRQ,Available,Amateur Intermediate Radio Licence,VRQ
20VRU,Available,Amateur Intermediate Radio Licence,VRU
20VRV,Available,Amateur Intermediate Radio Licence,VRV
20VRW,Available,Amateur Intermediate Radio Licence,VRW
20VRY,Available,Amateur Intermediate Radio Licence,VRY
20VRZ,Available,Amateur Intermediate Radio Licence,VRZ
20VSA,Available,Amateur Intermediate Radio Licence,VSA
20VSB,Available,Amateur Intermediate Radio Licence,VSB
20VSC,Available,Amateur Intermediate Radio Licence,VSC
20VSD,Available,Amateur Intermediate Radio Licence,VSD
20VSE,Available,Amateur Intermediate Radio Licence,VSE
20VSF,Available,Amateur Intermediate Radio Licence,VSF
20VSG,Available,Amateur Intermediate Radio Licence,VSG
20VSH,Available,Amateur Intermediate Radio Licence,VSH
20VSI,Available,Amateur Intermediate Radio Licence,VSI
20VSJ,Available,Amateur Intermediate Radio Licence,VSJ
20VSK,Available,Amateur Intermediate Radio Licence,VSK
20VSL,Available,Amateur Intermediate Radio Licence,VSL
20VSM,Available,Amateur Intermediate Radio Licence,VSM
20VSN,Available,Amateur Intermediate Radio Licence,VSN
20VSO,Available,Amateur Intermediate Radio Licence,VSO
20VSP,Available,Amateur Intermediate Radio Licence,VSP
20VSQ,Available,Amateur Intermediate Radio Licence,VSQ
20VSR,Available,Amateur Intermediate Radio Licence,VSR
20VSS,Available,Amateur Intermediate Radio Licence,VSS
20VST,Available,Amateur Intermediate Radio Licence,VST
20VSY,Available,Amateur Intermediate Radio Licence,VSY
20VSZ,Available,Amateur Intermediate Radio Licence,VSZ
20VTC,Available,Amateur Intermediate Radio Licence,VTC
20VTD,Available,Amateur Intermediate Radio Licence,VTD
20VTE,Available,Amateur Intermediate Radio Licence,VTE
20VTF,Available,Amateur Intermediate Radio Licence,VTF
20VTH,Available,Amateur Intermediate Radio Licence,VTH
20VTI,Available,Amateur Intermediate Radio Licence,VTI
20VTJ,Available,Amateur Intermediate Radio Licence,VTJ
20VTN,Available,Amateur Intermediate Radio Licence,VTN
20VTO,Available,Amateur Intermediate Radio Licence,VTO
20VTP,Available,Amateur Intermediate Radio Licence,VTP
20VTQ,Available,Amateur Intermediate Radio Licence,VTQ
20VTT,Available,Amateur Intermediate Radio Licence,VTT
20VTU,Available,Amateur Intermediate Radio Licence,VTU
20VTW,Available,Amateur Intermediate Radio Licence,VTW
20VTY,Available,Amateur Intermediate Radio Licence,VTY
20VTZ,Available,Amateur Intermediate Radio Licence,VTZ
20VUA,Available,Amateur Intermediate Radio Licence,VUA
20VUB,Available,Amateur Intermediate Radio Licence,VUB
20VUC,Available,Amateur Intermediate Radio Licence,VUC
20VUD,Available,Amateur Intermediate Radio Licence,VUD
20VUE,Available,Amateur Intermediate Radio Licence,VUE
20VUF,Available,Amateur Intermediate Radio Licence,VUF
20VUG,Available,Amateur Intermediate Radio Licence,VUG
20VUH,Available,Amateur Intermediate Radio Licence,VUH
20VUI,Available,Amateur Intermediate Radio Licence,VUI
20VUJ,Available,Amateur Intermediate Radio Licence,VUJ
20VUL,Available,Amateur Intermediate Radio Licence,VUL
20VUM,Available,Amateur Intermediate Radio Licence,VUM
20VUN,Available,Amateur Intermediate Radio Licence,VUN
20VUO,Available,Amateur Intermediate Radio Licence,VUO
20VUP,Available,Amateur Intermediate Radio Licence,VUP
20VUQ,Available,Amateur Intermediate Radio Licence,VUQ
20VUR,Available,Amateur Intermediate Radio Licence,VUR
20VUS,Available,Amateur Intermediate Radio Licence,VUS
20VUT,Available,Amateur Intermediate Radio Licence,VUT
20VUU,Available,Amateur Intermediate Radio Licence,VUU
20VUX,Available,Amateur Intermediate Radio Licence,VUX
20VUY,Available,Amateur Intermediate Radio Licence,VUY
20VUZ,Available,Amateur Intermediate Radio Licence,VUZ
20VVA,Available,Amateur Intermediate Radio Licence,VVA
20VVB,Available,Amateur Intermediate Radio Licence,VVB
20VVD,Available,Amateur Intermediate Radio Licence,VVD
20VVF,Available,Amateur Intermediate Radio Licence,VVF
20VVG,Available,Amateur Intermediate Radio Licence,VVG
20VVH,Available,Amateur Intermediate Radio Licence,VVH
20VVI,Available,Amateur Intermediate Radio Licence,VVI
20VVK,Available,Amateur Intermediate Radio Licence,VVK
20VVM,Available,Amateur Intermediate Radio Licence,VVM
20VVN,Available,Amateur Intermediate Radio Licence,VVN
20VVP,Available,Amateur Intermediate Radio Licence,VVP
20VVR,Available,Amateur Intermediate Radio Licence,VVR
20VVU,Available,Amateur Intermediate Radio Licence,VVU
20VVW,Available,Amateur Intermediate Radio Licence,VVW
20VVX,Available,Amateur Intermediate Radio Licence,VVX
20VVY,Available,Amateur Intermediate Radio Licence,VVY
20VVZ,Available,Amateur Intermediate Radio Licence,VVZ
20VWA,Available,Amateur Intermediate Radio Licence,VWA
20VWC,Available,Amateur Intermediate Radio Licence,VWC
20VWD,Available,Amateur Intermediate Radio Licence,VWD
20VWE,Available,Amateur Intermediate Radio Licence,VWE
20VWF,Available,Amateur Intermediate Radio Licence,VWF
20VWH,Available,Amateur Intermediate Radio Licence,VWH
20VWJ,Available,Amateur Intermediate Radio Licence,VWJ
20VWL,Available,Amateur Intermediate Radio Licence,VWL
20VWM,Available,Amateur Intermediate Radio Licence,VWM
20VWN,Available,Amateur Intermediate Radio Licence,VWN
20VWO,Available,Amateur Intermediate Radio Licence,VWO
20VWP,Available,Amateur Intermediate Radio Licence,VWP
20VWQ,Available,Amateur Intermediate Radio Licence,VWQ
20VWR,Available,Amateur Intermediate Radio Licence,VWR
20VWS,Available,Amateur Intermediate Radio Licence,VWS
20VWT,Available,Amateur Intermediate Radio Licence,VWT
20VWU,Available,Amateur Intermediate Radio Licence,VWU
20VWV,Available,Amateur Intermediate Radio Licence,VWV
20VWY,Available,Amateur Intermediate Radio Licence,VWY
20VWZ,Available,Amateur Intermediate Radio Licence,VWZ
20VXA,Available,Amateur Intermediate Radio Licence,VXA
20VXC,Available,Amateur Intermediate Radio Licence,VXC
20VXD,Available,Amateur Intermediate Radio Licence,VXD
20VXE,Available,Amateur Intermediate Radio Licence,VXE
20VXF,Available,Amateur Intermediate Radio Licence,VXF
20VXG,Available,Amateur Intermediate Radio Licence,VXG
20VXH,Available,Amateur Intermediate Radio Licence,VXH
20VXJ,Available,Amateur Intermediate Radio Licence,VXJ
20VXK,Available,Amateur Intermediate Radio Licence,VXK
20VXM,Available,Amateur Intermediate Radio Licence,VXM
20VXO,Available,Amateur Intermediate Radio Licence,VXO
20VXP,Available,Amateur Intermediate Radio Licence,VXP
20VXQ,Available,Amateur Intermediate Radio Licence,VXQ
20VXS,Available,Amateur Intermediate Radio Licence,VXS
20VXU,Available,Amateur Intermediate Radio Licence,VXU
20VXV,Available,Amateur Intermediate Radio Licence,VXV
20VXW,Available,Amateur Intermediate Radio Licence,VXW
20VXY,Available,Amateur Intermediate Radio Licence,VXY
20VXZ,Available,Amateur Intermediate Radio Licence,VXZ
20VYA,Available,Amateur Intermediate Radio Licence,VYA
20VYB,Available,Amateur Intermediate Radio Licence,VYB
20VYC,Available,Amateur Intermediate Radio Licence,VYC
20VYD,Available,Amateur Intermediate Radio Licence,VYD
20VYE,Available,Amateur Intermediate Radio Licence,VYE
20VYF,Available,Amateur Intermediate Radio Licence,VYF
20VYG,Available,Amateur Intermediate Radio Licence,VYG
20VYH,Available,Amateur Intermediate Radio Licence,VYH
20VYI,Available,Amateur Intermediate Radio Licence,VYI
20VYJ,Available,Amateur Intermediate Radio Licence,VYJ
20VYK,Available,Amateur Intermediate Radio Licence,VYK
20VYL,Available,Amateur Intermediate Radio Licence,VYL
20VYM,Available,Amateur Intermediate Radio Licence,VYM
20VYO,Available,Amateur Intermediate Radio Licence,VYO
20VYP,Available,Amateur Intermediate Radio Licence,VYP
20VYQ,Available,Amateur Intermediate Radio Licence,VYQ
20VYR,Available,Amateur Intermediate Radio Licence,VYR
20VYS,Available,Amateur Intermediate Radio Licence,VYS
20VYT,Available,Amateur Intermediate Radio Licence,VYT
20VYU,Available,Amateur Intermediate Radio Licence,VYU
20VYX,Available,Amateur Intermediate Radio Licence,VYX
20VYY,Available,Amateur Intermediate Radio Licence,VYY
20VYZ,Available,Amateur Intermediate Radio Licence,VYZ
20VZA,Available,Amateur Intermediate Radio Licence,VZA
20VZB,Available,Amateur Intermediate Radio Licence,VZB
20VZC,Available,Amateur Intermediate Radio Licence,VZC
20VZD,Available,Amateur Intermediate Radio Licence,VZD
20VZE,Available,Amateur Intermediate Radio Licence,VZE
20VZF,Available,Amateur Intermediate Radio Licence,VZF
20VZG,Available,Amateur Intermediate Radio Licence,VZG
20VZH,Available,Amateur Intermediate Radio Licence,VZH
20VZI,Available,Amateur Intermediate Radio Licence,VZI
20VZM,Available,Amateur Intermediate Radio Licence,VZM
20VZN,Available,Amateur Intermediate Radio Licence,VZN
20VZO,Available,Amateur Intermediate Radio Licence,VZO
20VZP,Available,Amateur Intermediate Radio Licence,VZP
20VZQ,Available,Amateur Intermediate Radio Licence,VZQ
20VZR,Available,Amateur Intermediate Radio Licence,VZR
20VZS,Available,Amateur Intermediate Radio Licence,VZS
20VZT,Available,Amateur Intermediate Radio Licence,VZT
20VZU,Available,Amateur Intermediate Radio Licence,VZU
20VZV,Available,Amateur Intermediate Radio Licence,VZV
20VZW,Available,Amateur Intermediate Radio Licence,VZW
20VZX,Available,Amateur Intermediate Radio Licence,VZX
20VZY,Available,Amateur Intermediate Radio Licence,VZY
20VZZ,Available,Amateur Intermediate Radio Licence,VZZ
20WBS,Available,Amateur Intermediate Radio Licence,WBS
20WBV,Available,Amateur Intermediate Radio Licence,WBV
20WBX,Available,Amateur Intermediate Radio Licence,WBX
20WCC,Available,Amateur Intermediate Radio Licence,WCC
20WCF,Available,Amateur Intermediate Radio Licence,WCF
20WCG,Available,Amateur Intermediate Radio Licence,WCG
20WCI,Available,Amateur Intermediate Radio Licence,WCI
20WCJ,Available,Amateur Intermediate Radio Licence,WCJ
20WCN,Available,Amateur Intermediate Radio Licence,WCN
20WCP,Available,Amateur Intermediate Radio Licence,WCP
20WCR,Available,Amateur Intermediate Radio Licence,WCR
20WCS,Available,Amateur Intermediate Radio Licence,WCS
20WCU,Available,Amateur Intermediate Radio Licence,WCU
20WCV,Available,Amateur Intermediate Radio Licence,WCV
20WCY,Available,Amateur Intermediate Radio Licence,WCY
20WCZ,Available,Amateur Intermediate Radio Licence,WCZ
20WDA,Available,Amateur Intermediate Radio Licence,WDA
20WDC,Available,Amateur Intermediate Radio Licence,WDC
20WDG,Available,Amateur Intermediate Radio Licence,WDG
20WDK,Available,Amateur Intermediate Radio Licence,WDK
20WDL,Available,Amateur Intermediate Radio Licence,WDL
20WDN,Available,Amateur Intermediate Radio Licence,WDN
20WDO,Available,Amateur Intermediate Radio Licence,WDO
20WDP,Available,Amateur Intermediate Radio Licence,WDP
20WDQ,Available,Amateur Intermediate Radio Licence,WDQ
20WDR,Available,Amateur Intermediate Radio Licence,WDR
20WDT,Available,Amateur Intermediate Radio Licence,WDT
20WDU,Available,Amateur Intermediate Radio Licence,WDU
20WDV,Available,Amateur Intermediate Radio Licence,WDV
20WDW,Available,Amateur Intermediate Radio Licence,WDW
20WEA,Available,Amateur Intermediate Radio Licence,WEA
20WED,Available,Amateur Intermediate Radio Licence,WED
20WEH,Available,Amateur Intermediate Radio Licence,WEH
20WEI,Available,Amateur Intermediate Radio Licence,WEI
20WEK,Available,Amateur Intermediate Radio Licence,WEK
20WEM,Available,Amateur Intermediate Radio Licence,WEM
20WEO,Available,Amateur Intermediate Radio Licence,WEO
20WEQ,Available,Amateur Intermediate Radio Licence,WEQ
20WER,Available,Amateur Intermediate Radio Licence,WER
20WEU,Available,Amateur Intermediate Radio Licence,WEU
20WEW,Available,Amateur Intermediate Radio Licence,WEW
20WEY,Available,Amateur Intermediate Radio Licence,WEY
20WFA,Available,Amateur Intermediate Radio Licence,WFA
20WFE,Available,Amateur Intermediate Radio Licence,WFE
20WFF,Available,Amateur Intermediate Radio Licence,WFF
20WFH,Available,Amateur Intermediate Radio Licence,WFH
20WFI,Available,Amateur Intermediate Radio Licence,WFI
20WFJ,Available,Amateur Intermediate Radio Licence,WFJ
20WFK,Available,Amateur Intermediate Radio Licence,WFK
20WFL,Available,Amateur Intermediate Radio Licence,WFL
20WFP,Available,Amateur Intermediate Radio Licence,WFP
20WFQ,Available,Amateur Intermediate Radio Licence,WFQ
20WFR,Available,Amateur Intermediate Radio Licence,WFR
20WFS,Available,Amateur Intermediate Radio Licence,WFS
20WFT,Available,Amateur Intermediate Radio Licence,WFT
20WFU,Available,Amateur Intermediate Radio Licence,WFU
20WFV,Available,Amateur Intermediate Radio Licence,WFV
20WFW,Available,Amateur Intermediate Radio Licence,WFW
20WFY,Available,Amateur Intermediate Radio Licence,WFY
20WFZ,Available,Amateur Intermediate Radio Licence,WFZ
20WGD,Available,Amateur Intermediate Radio Licence,WGD
20WGF,Available,Amateur Intermediate Radio Licence,WGF
20WGG,Available,Amateur Intermediate Radio Licence,WGG
20WGJ,Available,Amateur Intermediate Radio Licence,WGJ
20WGK,Available,Amateur Intermediate Radio Licence,WGK
20WGN,Available,Amateur Intermediate Radio Licence,WGN
20WGQ,Available,Amateur Intermediate Radio Licence,WGQ
20WGR,Available,Amateur Intermediate Radio Licence,WGR
20WGT,Available,Amateur Intermediate Radio Licence,WGT
20WGU,Available,Amateur Intermediate Radio Licence,WGU
20WGV,Available,Amateur Intermediate Radio Licence,WGV
20WGW,Available,Amateur Intermediate Radio Licence,WGW
20WGX,Available,Amateur Intermediate Radio Licence,WGX
20WGY,Available,Amateur Intermediate Radio Licence,WGY
20WHC,Available,Amateur Intermediate Radio Licence,WHC
20WHE,Available,Amateur Intermediate Radio Licence,WHE
20WHF,Available,Amateur Intermediate Radio Licence,WHF
20WHI,Available,Amateur Intermediate Radio Licence,WHI
20WHJ,Available,Amateur Intermediate Radio Licence,WHJ
20WHK,Available,Amateur Intermediate Radio Licence,WHK
20WHL,Available,Amateur Intermediate Radio Licence,WHL
20WHM,Available,Amateur Intermediate Radio Licence,WHM
20WHP,Available,Amateur Intermediate Radio Licence,WHP
20WHQ,Available,Amateur Intermediate Radio Licence,WHQ
20WHS,Available,Amateur Intermediate Radio Licence,WHS
20WHT,Available,Amateur Intermediate Radio Licence,WHT
20WHV,Available,Amateur Intermediate Radio Licence,WHV
20WHX,Available,Amateur Intermediate Radio Licence,WHX
20WHZ,Available,Amateur Intermediate Radio Licence,WHZ
20WID,Available,Amateur Intermediate Radio Licence,WID
20WIF,Available,Amateur Intermediate Radio Licence,WIF
20WIH,Available,Amateur Intermediate Radio Licence,WIH
20WII,Available,Amateur Intermediate Radio Licence,WII
20WIJ,Available,Amateur Intermediate Radio Licence,WIJ
20WIK,Available,Amateur Intermediate Radio Licence,WIK
20WIO,Available,Amateur Intermediate Radio Licence,WIO
20WIQ,Available,Amateur Intermediate Radio Licence,WIQ
20WIR,Available,Amateur Intermediate Radio Licence,WIR
20WIT,Available,Amateur Intermediate Radio Licence,WIT
20WIU,Available,Amateur Intermediate Radio Licence,WIU
20WIV,Available,Amateur Intermediate Radio Licence,WIV
20WIX,Available,Amateur Intermediate Radio Licence,WIX
20WIY,Available,Amateur Intermediate Radio Licence,WIY
20WJD,Available,Amateur Intermediate Radio Licence,WJD
20WJF,Available,Amateur Intermediate Radio Licence,WJF
20WJG,Available,Amateur Intermediate Radio Licence,WJG
20WJH,Available,Amateur Intermediate Radio Licence,WJH
20WJJ,Available,Amateur Intermediate Radio Licence,WJJ
20WJK,Available,Amateur Intermediate Radio Licence,WJK
20WJM,Available,Amateur Intermediate Radio Licence,WJM
20WJN,Available,Amateur Intermediate Radio Licence,WJN
20WJO,Available,Amateur Intermediate Radio Licence,WJO
20WJP,Available,Amateur Intermediate Radio Licence,WJP
20WJQ,Available,Amateur Intermediate Radio Licence,WJQ
20WJU,Available,Amateur Intermediate Radio Licence,WJU
20WJW,Available,Amateur Intermediate Radio Licence,WJW
20WJX,Available,Amateur Intermediate Radio Licence,WJX
20WJY,Available,Amateur Intermediate Radio Licence,WJY
20WJZ,Available,Amateur Intermediate Radio Licence,WJZ
20WKB,Available,Amateur Intermediate Radio Licence,WKB
20WKC,Available,Amateur Intermediate Radio Licence,WKC
20WKF,Available,Amateur Intermediate Radio Licence,WKF
20WKJ,Available,Amateur Intermediate Radio Licence,WKJ
20WKK,Available,Amateur Intermediate Radio Licence,WKK
20WKL,Available,Amateur Intermediate Radio Licence,WKL
20WKM,Available,Amateur Intermediate Radio Licence,WKM
20WKN,Available,Amateur Intermediate Radio Licence,WKN
20WKO,Available,Amateur Intermediate Radio Licence,WKO
20WKP,Available,Amateur Intermediate Radio Licence,WKP
20WKQ,Available,Amateur Intermediate Radio Licence,WKQ
20WKS,Available,Amateur Intermediate Radio Licence,WKS
20WKU,Available,Amateur Intermediate Radio Licence,WKU
20WKW,Available,Amateur Intermediate Radio Licence,WKW
20WKX,Available,Amateur Intermediate Radio Licence,WKX
20WKY,Available,Amateur Intermediate Radio Licence,WKY
