callsign,status,licence_class
20EFN,Allocated,
20EFO,Allocated,
20EFP,Allocated,
20EFQ,Allocated,
20EFR,Allocated,
20EFS,Allocated,
20EFT,Allocated,
20EFU,Allocated,
20EFV,Reserved,
20EFW,Allocated,
20EFX,Reserved,
20EFY,Allocated,
20EFZ,Allocated,
20EGA,Reserved,
20EGB,Reserved,
20EGC,Reserved,
20EGD,Allocated,
20EGE,Allocated,
20EGF,Allocated,
20EGG,Allocated,
20EGH,Allocated,
20EGI,Allocated,
20EGJ,Allocated,
20EGK,Allocated,
20EGL,Allocated,
20EGM,Allocated,
20EGN,Allocated,
20EGO,Allocated,
20EGP,Allocated,
20EGQ,Allocated,
20EGR,Allocated,
20EGS,Allocated,
20EGT,Reserved,
20EGU,Allocated,
20EGV,Allocated,
20EGW,Allocated,
20EGX,Allocated,
20EGY,Allocated,
20EGZ,Allocated,
20EHA,Allocated,
20EHB,Allocated,
20EHC,Allocated,
20EHD,Allocated,
20EHE,Allocated,
20EHF,Allocated,
20EHG,Allocated,
20EHH,Allocated,
20EHI,Allocated,
20EHJ,Allocated,
20EHK,Allocated,
20EHL,Reserved,
20EHM,Allocated,
20EHN,Allocated,
20EHO,Allocated,
20EHP,Allocated,
20EHQ,Allocated,
20EHR,Allocated,
20EHS,Allocated,
20EHT,Allocated,
20EHU,Allocated,
20EHV,Allocated,
20EHW,Allocated,
20EHX,Allocated,
20EHY,Allocated,
20EHZ,Reserved,
20EIA,Allocated,
20EIB,Allocated,
20EIC,Allocated,
20EID,Allocated,
20EIE,Allocated,
20EIF,Allocated,
20EIG,Allocated,
20EIH,Allocated,
20EII,Allocated,
20EIJ,Allocated,
20EIK,Allocated,
20EIL,Allocated,
20EIM,Allocated,
20EIN,Allocated,
20EIO,Allocated,
20EIP,Allocated,
20EIQ,Allocated,
20EIR,Allocated,
20EIS,Allocated,
20EIT,Allocated,
20EIU,Allocated,
20EIV,Allocated,
20EIW,Reserved,
20EIX,Allocated,
20EIY,Allocated,
20EIZ,Allocated,
20EJA,Allocated,
20EJB,Allocated,
20EJC,Allocated,
20EJD,Reserved,
20EJE,Allocated,
20EJF,Allocated,
20EJG,Allocated,
20EJH,Allocated,
20EJI,Allocated,
20EJJ,Allocated,
20EJK,Allocated,
20EJL,Allocated,
20EJM,Allocated,
20EJN,Allocated,
20EJO,Allocated,
20EJP,Allocated,
20EJQ,Allocated,
20EJR,Allocated,
20EJS,Allocated,
20EJT,Allocated,
20EJU,Reserved,
20EJV,Allocated,
20EJW,Allocated,
20EJX,Allocated,
20EJY,Allocated,
20EJZ,Allocated,
20EKA,Allocated,
20EKB,Allocated,
20EKC,Allocated,
20EKD,Allocated,
20EKE,Reserved,
20EKF,Allocated,
20EKG,Allocated,
20EKH,Reserved,
20EKI,Allocated,
20EKJ,Allocated,
20EKK,Allocated,
20EKL,Allocated,
20EKM,Allocated,
20EKN,Allocated,
20EKO,Reserved,
20EKP,Allocated,
20EKQ,Allocated,
20EKR,Allocated,
20EKS,Allocated,
20EKT,Allocated,
20EKU,Allocated,
20EKV,Allocated,
20EKW,Allocated,
20EKX,Allocated,
20EKY,Allocated,
20EKZ,Allocated,
20ELA,Allocated,
20ELB,Reserved,
20ELC,Reserved,
20ELD,Allocated,
20ELE,Allocated,
20ELF,Allocated,
20ELG,Allocated,
20ELH,Allocated,
20ELI,Allocated,
20ELJ,Allocated,
20ELK,Allocated,
20ELL,Allocated,
20ELM,Allocated,
20ELN,Allocated,
20ELO,Allocated,
20ELP,Allocated,
20ELQ,Allocated,
20ELR,Allocated,
20ELS,Allocated,
20ELT,Allocated,
20ELU,Allocated,
20ELV,Reserved,
20ELW,Allocated,
20ELX,Allocated,
20ELY,Reserved,
20ELZ,Allocated,
20EMA,Allocated,
20EMB,Allocated,
20EMC,Allocated,
20EMD,Reserved,
20EME,Allocated,
20EMF,Allocated,
20EMG,Allocated,
20EMH,Allocated,
20EMI,Reserved,
20EMJ,Allocated,
20EMK,Allocated,
20EML,Allocated,
20EMM,Allocated,
20EMN,Allocated,
20EMO,Allocated,
20EMP,Allocated,
20EMQ,Allocated,
20EMR,Allocated,
20EMS,Reserved,
20EMT,Allocated,
20EMU,Allocated,
20EMV,Reserved,
20EMW,Allocated,
20EMX,Allocated,
20EMY,Reserved,
20EMZ,Allocated,
20ENA,Allocated,
20ENB,Allocated,
20ENC,Allocated,
20END,Allocated,
20ENE,Allocated,
20ENF,Allocated,
20ENG,Allocated,
20ENH,Allocated,
20ENI,Allocated,
20ENJ,Allocated,
20ENK,Allocated,
20ENL,Allocated,
20ENM,Allocated,
20ENN,Allocated,
20ENO,Reserved,
20ENP,Allocated,
20ENQ,Allocated,
20ENR,Allocated,
20ENS,Allocated,
20ENT,Allocated,
20ENU,Allocated,
20ENV,Allocated,
20ENW,Allocated,
20ENX,Allocated,
20ENY,Allocated,
20ENZ,Allocated,
20EOA,Allocated,
20EOB,Allocated,
20EOC,Allocated,
20EOD,Allocated,
20EOE,Allocated,
20EOF,Allocated,
20EOG,Allocated,
20EOH,Allocated,
20EOI,Allocated,
20EOJ,Allocated,
20EOK,Reserved,
20EOL,Allocated,
20EOM,Allocated,
20EON,Allocated,
20EOO,Allocated,
20EOP,Allocated,
20EOQ,Allocated,
20EOR,Allocated,
20EOS,Allocated,
20EOT,Reserved,
20EOU,Allocated,
20EOV,Allocated,
20EOW,Allocated,
20EOX,Allocated,
20EOY,Allocated,
20EOZ,Allocated,
20EPA,Allocated,
20EPB,Allocated,
20EPC,Allocated,
20EPD,Allocated,
20EPE,Allocated,
20EPF,Allocated,
20EPG,Allocated,
20EPH,Allocated,
20EPI,Allocated,
20EPJ,Allocated,
20EPK,Allocated,
20EPL,Allocated,
20EPM,Allocated,
20EPN,Allocated,
20EPO,Allocated,
20EPP,Allocated,
20EPQ,Allocated,
20EPR,Allocated,
20EPS,Allocated,
20EPT,Allocated,
20EPU,Allocated,
20EPV,Allocated,
20EPW,Reserved,
20EPX,Allocated,
20EPY,Allocated,
20EPZ,Allocated,
20EQA,Allocated,
20EQB,Allocated,
20EQC,Allocated,
20EQD,Allocated,
20EQE,Allocated,
20EQF,Allocated,
20EQG,Allocated,
20EQH,Allocated,
20EQI,Allocated,
20EQJ,Allocated,
20EQK,Allocated,
20EQL,Allocated,
20EQM,Allocated,
20EQN,Allocated,
20EQO,Allocated,
20EQP,Allocated,
20EQQ,Allocated,
20EQR,Allocated,
20EQS,Allocated,
20EQT,Allocated,
20EQU,Allocated,
20EQV,Allocated,
20EQW,Allocated,
20EQX,Allocated,
20EQY,Allocated,
20EQZ,Allocated,
20ERA,Reserved,
20ERB,Allocated,
20ERC,Allocated,
20ERD,Allocated,
20ERE,Allocated,
20ERF,Allocated,
20ERG,Allocated,
20ERH,Allocated,
20ERI,Allocated,
20ERJ,Allocated,
20ERK,Allocated,
20ERL,Allocated,
20ERM,Allocated,
20ERN,Reserved,
20ERO,Allocated,
20ERP,Allocated,
20ERQ,Allocated,
20ERR,Reserved,
20ERS,Allocated,
20ERT,Allocated,
20ERU,Allocated,
20ERV,Allocated,
20ERW,Allocated,
20ERX,Allocated,
20ERY,Allocated,
20ERZ,Allocated,
20ESA,Allocated,
20ESB,Allocated,
20ESC,Allocated,
20ESD,Allocated,
20ESE,Allocated,
20ESF,Allocated,
20ESG,Allocated,
20ESH,Allocated,
20ESI,Allocated,
20ESJ,Allocated,
20ESK,Allocated,
20ESL,Allocated,
20ESM,Allocated,
20ESN,Allocated,
20ESO,Allocated,
20ESP,Reserved,
20ESQ,Allocated,
20ESR,Allocated,
20ESS,Allocated,
20EST,Allocated,
20ESU,Allocated,
20ESV,Allocated,
20ESW,Reserved,
20ESX,Allocated,
20ESY,Allocated,
20ESZ,Allocated,
20ETA,Allocated,
20ETB,Allocated,
20ETC,Allocated,
20ETD,Allocated,
20ETE,Allocated,
20ETF,Allocated,
20ETG,Allocated,
20ETH,Allocated,
20ETI,Allocated,
20ETJ,Allocated,
20ETK,Allocated,
20ETL,Allocated,
20ETM,Allocated,
20ETN,Allocated,
20ETO,Allocated,
20ETP,Allocated,
20ETQ,Allocated,
20ETR,Allocated,
20ETS,Allocated,
20ETT,Allocated,
20ETU,Allocated,
20ETV,Allocated,
20ETW,Allocated,
20ETX,Reserved,
20ETY,Allocated,
20ETZ,Allocated,
20EUA,Allocated,
20EUB,Allocated,
20EUC,Allocated,
20EUD,Allocated,
20EUE,Reserved,
20EUF,Allocated,
20EUG,Allocated,
20EUH,Allocated,
20EUI,Allocated,
20EUJ,Allocated,
20EUK,Reserved,
20EUL,Allocated,
20EUM,Allocated,
20EUN,Allocated,
20EUO,Allocated,
20EUP,Allocated,
20EUQ,Reserved,
20EUR,Allocated,
20EUS,Reserved,
20EUT,Allocated,
20EUU,Allocated,
20EUV,Allocated,
20EUW,Allocated,
20EUX,Allocated,
20EUY,Allocated,
20EUZ,Allocated,
20EVA,Allocated,
20EVB,Reserved,
20EVC,Allocated,
20EVD,Allocated,
20EVE,Allocated,
20EVF,Allocated,
20EVG,Allocated,
20EVH,Allocated,
20EVI,Allocated,
20EVJ,Allocated,
20EVK,Reserved,
20EVL,Allocated,
20EVM,Allocated,
20EVN,Allocated,
20EVO,Allocated,
20EVP,Allocated,
20EVQ,Allocated,
20EVR,Allocated,
20EVS,Reserved,
20EVT,Allocated,
20EVU,Allocated,
20EVV,Allocated,
20EVW,Allocated,
20EVX,Allocated,
20EVY,Allocated,
20EVZ,Allocated,
20EWA,Reserved,
20EWB,Allocated,
20EWC,Allocated,
20EWD,Allocated,
20EWE,Reserved,
20EWF,Allocated,
20EWG,Allocated,
20EWH,Allocated,
20EWI,Allocated,
20EWJ,Allocated,
20EWK,Allocated,
20EWL,Allocated,
20EWM,Allocated,
20EWN,Allocated,
20EWO,Allocated,
20EWP,Reserved,
20EWQ,Allocated,
20EWR,Allocated,
20EWS,Allocated,
20EWT,Allocated,
20EWU,Allocated,
20EWV,Allocated,
20EWW,Allocated,
20EWX,Allocated,
20EWY,Allocated,
20EWZ,Allocated,
20EXA,Allocated,
20EXB,Allocated,
20EXC,Allocated,
20EXD,Reserved,
20EXE,Reserved,
20EXF,Allocated,
20EXG,Allocated,
20EXH,Allocated,
20EXI,Allocated,
20EXJ,Allocated,
20EXK,Allocated,
20EXL,Allocated,
20EXM,Allocated,
20EXN,Allocated,
20EXO,Allocated,
20EXP,Allocated,
20EXQ,Allocated,
20EXR,Reserved,
20EXS,Reserved,
20EXT,Allocated,
20EXU,Allocated,
20EXV,Allocated,
20EXW,Allocated,
20EXX,Allocated,
20EXY,Allocated,
20EXZ,Allocated,
20EYA,Allocated,
20EYB,Allocated,
20EYC,Allocated,
20EYD,Allocated,
20EYE,Allocated,
20EYF,Allocated,
20EYG,Allocated,
20EYH,Allocated,
20EYI,Allocated,
20EYJ,Available,
20EYK,Allocated,
20EYL,Allocated,
20EYM,Allocated,
20EYN,Allocated,
20EYO,Allocated,
20EYP,Allocated,
20EYQ,Reserved,
20EYR,Allocated,
20EYS,Allocated,
20EYT,Allocated,
20EYU,Allocated,
20EYV,Allocated,
20EYW,Allocated,
20EYX,Reserved,
20EYY,Allocated,
20EYZ,Allocated,
20EZA,Allocated,
20EZB,Allocated,
20EZC,Allocated,
20EZD,Allocated,
20EZE,Allocated,
20EZF,Allocated,
20EZG,Allocated,
20EZH,Allocated,
20EZI,Reserved,
20EZJ,Allocated,
20EZK,Allocated,
20EZL,Allocated,
20EZM,Allocated,
20EZN,Allocated,
20EZO,Allocated,
20EZP,Allocated,
20EZQ,Allocated,
20EZR,Allocated,
20EZS,Allocated,
20EZT,Allocated,
20EZU,Allocated,
20EZV,Allocated,
20EZW,Allocated,
20EZX,Allocated,
20EZY,Allocated,
20EZZ,Allocated,
20FAA,Allocated,
20FAB,Allocated,
20FAC,Allocated,
20FAD,Allocated,
20FAE,Allocated,
20FAF,Allocated,
20FAH,Allocated,
20FAI,Allocated,
20FAJ,Allocated,
20FAK,Reserved,
20FAL,Allocated,
20FAM,Allocated,
20FAN,Allocated,
20FAO,Allocated,
20FAP,Allocated,
20FAQ,Allocated,
20FAR,Allocated,
20FAS,Allocated,
20FAT,Reserved,
20FAU,Allocated,
20FAV,Allocated,
20FAW,Allocated,
20FAX,Allocated,
20FAY,Allocated,
20FAZ,Allocated,
20FBA,Allocated,
20FBB,Allocated,
20FBC,Allocated,
20FBD,Allocated,
20FBE,Allocated,
20FBF,Allocated,
20FBG,Allocated,
20FBH,Allocated,
20FBI,Reserved,
20FBJ,Allocated,
20FBK,Allocated,
20FBL,Allocated,
20FBM,Reserved,
20FBN,Allocated,
20FBO,Allocated,
20FBP,Allocated,
20FBQ,Allocated,
20FBR,Allocated,
20FBS,Reserved,
20FBT,Allocated,
20FBU,Allocated,
20FBV,Allocated,
20FBW,Allocated,
20FBX,Allocated,
20FBY,Allocated,
20FBZ,Allocated,
20FCA,Allocated,
20FCB,Allocated,
20FCC,Allocated,
20FCD,Allocated,
20FCE,Allocated,
20FCF,Allocated,
20FCG,Allocated,
20FCH,Allocated,
20FCI,Allocated,
20FCJ,Allocated,
20FCK,Allocated,
20FCL,Allocated,
20FCM,Allocated,
20FCN,Allocated,
20FCO,Allocated,
20FCP,Allocated,
20FCQ,Allocated,
20FCR,Allocated,
20FCS,Allocated,
20FCT,Allocated,
20FCU,Allocated,
20FCV,Allocated,
20FCW,Reserved,
20FCX,Allocated,
20FCY,Allocated,
20FCZ,Allocated,
20FDA,Allocated,
20FDB,Allocated,
20FDC,Allocated,
20FDD,Allocated,
20FDE,Allocated,
20FDF,Allocated,
20FDG,Allocated,
20FDH,Allocated,
20FDI,Allocated,
20FDJ,Reserved,
20FDK,Allocated,
20FDL,Allocated,
20FDM,Allocated,
20FDN,Allocated,
20FDO,Allocated,
20FDP,Allocated,
20FDQ,Reserved,
20FDR,Allocated,
20FDS,Allocated,
20FDT,Allocated,
20FDU,Allocated,
20FDV,Allocated,
20FDW,Allocated,
20FDX,Allocated,
20FDY,Allocated,
20FDZ,Allocated,
20FEA,Allocated,
20FEB,Allocated,
20FEC,Allocated,
20FED,Allocated,
20FEE,Allocated,
20FEF,Allocated,
20FEG,Allocated,
20FEH,Allocated,
20FEI,Allocated,
20FEJ,Allocated,
20FEK,Allocated,
20FEL,Allocated,
20FEM,Allocated,
20FEN,Allocated,
20FEO,Allocated,
20FEP,Allocated,
20FEQ,Allocated,
20FER,Reserved,
20FES,Allocated,
20FET,Allocated,
20FEU,Reserved,
20FEV,Allocated,
20FEW,Allocated,
20FEX,Allocated,
20FEY,Allocated,
20FEZ,Allocated,
20FFA,Allocated,
20FFB,Allocated,
20FFC,Allocated,
20FFD,Allocated,
20FFE,Allocated,
20FFF,Reserved,
20FFG,Allocated,
20FFH,Reserved,
20FFI,Allocated,
20FFJ,Allocated,
20FFK,Allocated,
20FFL,Allocated,
20FFM,Allocated,
20FFN,Allocated,
20FFO,Allocated,
20FFP,Allocated,
20FFQ,Allocated,
20FFR,Reserved,
20FFS,Allocated,
20FFT,Allocated,
20FFU,Allocated,
20FFV,Allocated,
20FFW,Allocated,
20FFX,Allocated,
20FFY,Allocated,
20FFZ,Allocated,
20FGA,Allocated,
20FGB,Allocated,
20FGC,Allocated,
20FGD,Allocated,
20FGE,Allocated,
20FGF,Reserved,
20FGG,Allocated,
20FGH,Allocated,
20FGI,Allocated,
20FGJ,Allocated,
20FGK,Allocated,
20FGL,Allocated,
20FGM,Allocated,
20FGN,Allocated,
20FGO,Allocated,
20FGP,Allocated,
20FGQ,Allocated,
20FGR,Allocated,
20FGS,Reserved,
20FGT,Allocated,
20FGU,Allocated,
20FGV,Allocated,
20FGW,Allocated,
20FGX,Allocated,
20FGY,Allocated,
20FGZ,Allocated,
20FHA,Allocated,
20FHB,Allocated,
20FHC,Allocated,
20FHD,Allocated,
20FHE,Allocated,
20FHF,Allocated,
20FHG,Reserved,
20FHH,Allocated,
20FHI,Allocated,
20FHJ,Allocated,
20FHK,Allocated,
20FHL,Allocated,
20FHM,Allocated,
20FHN,Allocated,
20FHO,Allocated,
20FHP,Allocated,
20FHQ,Allocated,
20FHR,Allocated,
20FHS,Allocated,
20FHT,Allocated,
20FHU,Allocated,
20FHV,Allocated,
20FHW,Allocated,
20FHX,Allocated,
20FHY,Allocated,
20FHZ,Allocated,
20FIA,Allocated,
20FIB,Allocated,
20FID,Allocated,
20FIE,Allocated,
20FIF,Allocated,
20FIG,Allocated,
20FIH,Allocated,
20FII,Allocated,
20FIJ,Allocated,
20FIK,Allocated,
20FIL,Reserved,
20FIM,Reserved,
20FIN,Allocated,
20FIO,Allocated,
20FIP,Allocated,
20FIQ,Allocated,
20FIR,Allocated,
20FIS,Allocated,
20FIT,Allocated,
20FIU,Allocated,
20FIV,Allocated,
20FIW,Allocated,
20FIX,Reserved,
20FIY,Allocated,
20FIZ,Allocated,
20FJA,Allocated,
20FJB,Allocated,
20FJC,Allocated,
20FJD,Allocated,
20FJE,Allocated,
20FJF,Allocated,
20FJG,Allocated,
20FJH,Allocated,
20FJI,Allocated,
20FJJ,Allocated,
20FJK,Allocated,
20FJL,Allocated,
20FJM,Reserved,
20FJN,Allocated,
20FJO,Allocated,
20FJP,Allocated,
20FJQ,Allocated,
20FJR,Allocated,
20FJS,Reserved,
20FJT,Allocated,
20FJU,Allocated,
20FJV,Allocated,
20FJW,Allocated,
20FJX,Allocated,
20FJY,Allocated,
20FJZ,Reserved,
20FKA,Allocated,
20FKB,Allocated,
20FKC,Allocated,
20FKD,Allocated,
20FKE,Allocated,
20FKF,Allocated,
20FKG,Reserved,
20FKH,Allocated,
20FKI,Allocated,
20FKJ,Allocated,
20FKK,Allocated,
20FKL,Allocated,
20FKM,Allocated,
20FKN,Reserved,
20FKO,Allocated,
20FKP,Allocated,
20FKQ,Allocated,
20FKR,Allocated,
20FKS,Allocated,
20FKT,Allocated,
20FKU,Allocated,
20FKV,Reserved,
20FKW,Allocated,
20FKX,Allocated,
20FKY,Allocated,
20FKZ,Allocated,
20FLA,Allocated,
20FLB,Allocated,
20FLC,Allocated,
20FLD,Allocated,
20FLE,Allocated,
20FLF,Allocated,
20FLG,Allocated,
20FLH,Allocated,
20FLI,Allocated,
20FLJ,Allocated,
20FLK,Allocated,
20FLL,Allocated,
20FLM,Allocated,
20FLN,Allocated,
20FLO,Allocated,
20FLP,Allocated,
20FLQ,Allocated,
20FLR,Allocated,
20FLS,Allocated,
20FLT,Allocated,
20FLU,Allocated,
20FLV,Allocated,
20FLW,Allocated,
20FLX,Allocated,
20FLY,Allocated,
20FLZ,Allocated,
20FMA,Allocated,
20FMB,Allocated,
20FMC,Allocated,
20FMD,Allocated,
20FME,Allocated,
20FMF,Reserved,
20FMG,Allocated,
20FMH,Allocated,
20FMI,Allocated,
20FMJ,Allocated,
20FMK,Allocated,
20FML,Allocated,
20FMM,Allocated,
20FMN,Allocated,
20FMO,Allocated,
20FMP,Allocated,
20FMQ,Allocated,
20FMR,Allocated,
20FMS,Allocated,
20FMT,Allocated,
20FMU,Allocated,
20FMV,Allocated,
20FMW,Allocated,
20FMX,Allocated,
20FMY,Allocated,
20FMZ,Allocated,
20FNA,Allocated,
20FNB,Allocated,
20FNC,Allocated,
20FND,Allocated,
20FNE,Allocated,
20FNF,Allocated,
20FNG,Allocated,
20FNH,Allocated,
20FNI,Allocated,
20FNJ,Allocated,
20FNK,Allocated,
20FNL,Allocated,
20FNM,Allocated,
20FNN,Allocated,
20FNO,Allocated,
20FNP,Allocated,
20FNQ,Allocated,
20FNR,Reserved,
20FNS,Reserved,
20FNT,Allocated,
20FNU,Allocated,
20FNV,Allocated,
20FNW,Allocated,
20FNX,Allocated,
20FNY,Allocated,
20FNZ,Allocated,
20FOA,Allocated,
20FOB,Allocated,
20FOD,Allocated,
20FOE,Allocated,
20FOG,Allocated,
20FOH,Allocated,
20FOI,Allocated,
20FOJ,Allocated,
20FOK,Allocated,
20FOL,Allocated,
20FOM,Allocated,
20FON,Allocated,
20FOP,Allocated,
20FOQ,Allocated,
20FOR,Allocated,
20FOS,Allocated,
20FOT,Allocated,
20FOU,Allocated,
20FOV,Allocated,
20FOW,Allocated,
20FOX,Allocated,
20FOY,Allocated,
20FOZ,Reserved,
20FPA,Allocated,
20FPB,Allocated,
20FPC,Reserved,
20FPD,Reserved,
20FPE,Allocated,
20FPF,Allocated,
20FPG,Allocated,
20FPH,Allocated,
20FPI,Allocated,
20FPJ,Allocated,
20FPK,Reserved,
20FPL,Allocated,
20FPM,Reserved,
20FPN,Allocated,
20FPO,Allocated,
20FPP,Allocated,
20FPQ,Allocated,
20FPR,Allocated,
20FPS,Allocated,
20FPT,Allocated,
20FPU,Allocated,
20FPV,Allocated,
20FPW,Allocated,
20FPX,Allocated,
20FPY,Allocated,
20FPZ,Allocated,
20FQA,Allocated,
20FQB,Allocated,
20FQC,Allocated,
20FQD,Allocated,
20FQE,Allocated,
20FQF,Allocated,
20FQG,Allocated,
20FQH,Allocated,
20FQI,Allocated,
20FQJ,Allocated,
20FQK,Allocated,
20FQL,Allocated,
20FQM,Allocated,
20FQN,Allocated,
20FQO,Allocated,
20FQP,Allocated,
20FQQ,Allocated,
20FQR,Allocated,
20FQS,Allocated,
20FQT,Allocated,
20FQU,Allocated,
20FQV,Allocated,
20FQW,Allocated,
20FQX,Allocated,
20FQY,Allocated,
20FQZ,Allocated,
20FRA,Allocated,
20FRB,Allocated,
20FRC,Allocated,
20FRD,Allocated,
20FRE,Allocated,
20FRF,Allocated,
20FRG,Allocated,
20FRH,Allocated,
20FRI,Allocated,
20FRJ,Allocated,
20FRK,Allocated,
20FRL,Allocated,
20FRM,Allocated,
20FRN,Allocated,
20FRO,Allocated,
20FRP,Allocated,
20FRQ,Allocated,
20FRR,Allocated,
20FRS,Allocated,
20FRT,Allocated,
20FRU,Allocated,
20FRV,Reserved,
20FRW,Allocated,
20FRX,Reserved,
20FRY,Allocated,
20FRZ,Reserved,
20FSA,Allocated,
20FSB,Allocated,
20FSC,Allocated,
20FSD,Allocated,
20FSE,Allocated,
20FSF,Reserved,
20FSG,Allocated,
20FSH,Allocated,
20FSI,Allocated,
20FSJ,Allocated,
20FSK,Allocated,
20FSL,Allocated,
20FSM,Allocated,
20FSN,Allocated,
20FSO,Allocated,
20FSP,Allocated,
20FSQ,Allocated,
20FSR,Reserved,
20FSS,Allocated,
20FST,Allocated,
20FSU,Allocated,
20FSV,Allocated,
20FSW,Allocated,
20FSX,Allocated,
20FSY,Allocated,
20FSZ,Allocated,
20FTA,Allocated,
20FTB,Allocated,
20FTC,Allocated,
20FTD,Allocated,
20FTE,Allocated,
20FTF,Reserved,
20FTG,Allocated,
20FTH,Allocated,
20FTI,Allocated,
20FTJ,Allocated,
20FTK,Allocated,
20FTL,Allocated,
20FTM,Allocated,
20FTN,Allocated,
20FTO,Allocated,
20FTP,Allocated,
20FTQ,Allocated,
20FTR,Allocated,
20FTS,Allocated,
20FTT,Allocated,
20FTU,Allocated,
20FTV,Allocated,
20FTW,Allocated,
20FTX,Allocated,
20FTY,Allocated,
20FTZ,Allocated,
20FUA,Allocated,
20FUB,Allocated,
20FUD,Allocated,
20FUE,Allocated,
20FUF,Allocated,
20FUG,Allocated,
20FUH,Allocated,
20FUI,Allocated,
20FUJ,Allocated,
20FUL,Reserved,
20FUM,Reserved,
20FUN,Allocated,
20FUO,Allocated,
20FUP,Allocated,
20FUQ,Allocated,
20FUR,Allocated,
20FUS,Allocated,
20FUT,Allocated,
20FUU,Allocated,
20FUV,Allocated,
20FUW,Reserved,
20FUY,Allocated,
20FUZ,Allocated,
20FVA,Allocated,
20FVB,Allocated,
20FVC,Allocated,
20FVD,Reserved,
20FVE,Reserved,
20FVF,Allocated,
20FVG,Allocated,
20FVH,Allocated,
20FVI,Allocated,
20FVJ,Allocated,
20FVK,Allocated,
20FVL,Allocated,
20FVM,Reserved,
20FVN,Allocated,
20FVO,Allocated,
20FVP,Allocated,
20FVQ,Allocated,
20FVR,Allocated,
20FVS,Allocated,
20FVT,Allocated,
20FVU,Allocated,
20FVV,Allocated,
20FVW,Allocated,
20FVX,Allocated,
20FVY,Allocated,
20FVZ,Allocated,
20FWA,Allocated,
20FWB,Allocated,
20FWC,Allocated,
20FWD,Allocated,
20FWE,Allocated,
20FWF,Allocated,
20FWG,Allocated,
20FWH,Allocated,
20FWI,Allocated,
20FWJ,Allocated,
20FWK,Allocated,
20FWL,Allocated,
20FWM,Allocated,
20FWN,Allocated,
20FWO,Reserved,
20FWP,Allocated,
20FWQ,Allocated,
20FWR,Allocated,
20FWS,Allocated,
20FWT,Allocated,
20FWU,Allocated,
20FWV,Allocated,
20FWW,Allocated,
20FWX,Allocated,
20FWY,Allocated,
20FWZ,Allocated,
20FXA,Allocated,
20FXB,Reserved,
20FXC,Reserved,
20FXD,Reserved,
20FXE,Allocated,
20FXF,Allocated,
20FXG,Allocated,
20FXH,Allocated,
20FXI,Allocated,
20FXJ,Allocated,
20FXK,Allocated,
20FXL,Allocated,
20FXM,Allocated,
20FXN,Allocated,
20FXO,Allocated,
20FXP,Allocated,
20FXQ,Allocated,
20FXR,Allocated,
20FXS,Allocated,
20FXT,Allocated,
20FXU,Allocated,
20FXV,Allocated,
20FXW,Allocated,
20FXX,Allocated,
20FXY,Allocated,
20FXZ,Allocated,
20FYA,Allocated,
20FYB,Allocated,
20FYC,Allocated,
20FYD,Allocated,
20FYE,Allocated,
20FYF,Allocated,
20FYG,Allocated,
20FYH,Allocated,
20FYI,Allocated,
20FYJ,Allocated,
20FYK,Allocated,
20FYL,Allocated,
20FYM,Allocated,
20FYN,Reserved,
20FYO,Allocated,
20FYP,Allocated,
20FYQ,Reserved,
20FYR,Allocated,
20FYS,Allocated,
20FYT,Allocated,
20FYU,Allocated,
20FYV,Allocated,
20FYW,Allocated,
20FYX,Allocated,
20FYY,Allocated,
20FYZ,Allocated,
20FZA,Allocated,
20FZB,Allocated,
20FZC,Allocated,
20FZD,Allocated,
20FZE,Allocated,
20FZF,Allocated,
20FZG,Allocated,
20FZH,Allocated,
20FZI,Allocated,
20FZJ,Allocated,
20FZK,Allocated,
20FZL,Allocated,
20FZM,Allocated,
20FZN,Reserved,
20FZO,Allocated,
20FZP,Allocated,
20FZQ,Allocated,
20FZR,Allocated,
20FZS,Allocated,
20FZT,Allocated,
20FZU,Allocated,
20FZV,Allocated,
20FZW,Allocated,
20FZX,Allocated,
20FZY,Allocated,
20FZZ,Allocated,
20GAA,Reserved,
20GAB,Allocated,
20GAC,Allocated,
20GAD,Allocated,
20GAE,Allocated,
20GAF,Allocated,
20GAG,Allocated,
20GAH,Allocated,
20GAI,Allocated,
20GAJ,Reserved,
20GAK,Reserved,
20GAL,Allocated,
20GAM,Allocated,
20GAN,Allocated,
20GAO,Allocated,
20GAP,Allocated,
20GAQ,Allocated,
20GAR,Allocated,
20GAS,Reserved,
20GAT,Allocated,
20GAU,Allocated,
20GAV,Allocated,
20GAW,Allocated,
20GAX,Reserved,
20GAY,Allocated,
20GAZ,Allocated,
20GBA,Allocated,
20GBB,Allocated,
20GBC,Allocated,
20GBD,Reserved,
20GBE,Allocated,
20GBF,Allocated,
20GBG,Allocated,
20GBH,Allocated,
20GBI,Allocated,
20GBJ,Allocated,
20GBK,Allocated,
20GBL,Allocated,
20GBM,Allocated,
20GBN,Allocated,
20GBO,Allocated,
20GBP,Allocated,
20GBQ,Allocated,
20GBR,Allocated,
20GBS,Reserved,
20GBT,Allocated,
20GBU,Allocated,
20GBV,Allocated,
20GBW,Reserved,
20GBX,Allocated,
20GBY,Allocated,
20GBZ,Allocated,
20GCA,Allocated,
20GCB,Allocated,
20GCC,Allocated,
20GCD,Allocated,
20GCE,Allocated,
20GCF,Allocated,
20GCG,Allocated,
