callsign,status,licence_class
G4EAL,Reserved,
G4EAM,Reserved,
G4EAN,Allocated,
G4EAP,Reserved,
G4EAQ,Allocated,
G4EAR,Allocated,
G4EAS,Allocated,
G4EAT,Reserved,
G4EAU,Allocated,
G4EAW,Allocated,
G4EAX,Allocated,
G4EAZ,Allocated,
G4EBA,Allocated,
G4EBB,Reserved,
G4EBC,Reserved,
G4EBE,Allocated,
G4EBF,Allocated,
G4EBG,Allocated,
G4EBH,Reserved,
G4EBI,Allocated,
G4EBJ,Reserved,
G4EBK,Allocated,
G4EBL,Allocated,
G4EBN,Allocated,
G4EBO,Allocated,
G4EBQ,Allocated,
G4EBR,Reserved,
G4EBS,Allocated,
G4EBT,Allocated,
G4EBV,Reserved,
G4EBW,Reserved,
G4EBX,Allocated,
G4EBY,Allocated,
G4ECA,Allocated,
G4ECC,Reserved,
G4ECE,Allocated,
G4ECF,Allocated,
G4ECG,Reserved,
G4ECI,Reserved,
G4ECL,Reserved,
G4ECM,Allocated,
G4ECO,Allocated,
G4ECP,Reserved,
G4ECS,Allocated,
G4ECT,Available,
G4ECU,Reserved,
G4ECV,Reserved,
G4ECY,Allocated,
G4ECZ,Reserved,
G4EDC,Allocated,
G4EDD,Allocated,
G4EDE,Allocated,
G4EDG,Allocated,
G4EDH,Allocated,
G4EDJ,Reserved,
G4EDK,Allocated,
G4EDL,Reserved,
G4EDM,Allocated,
G4EDN,Allocated,
G4EDO,Reserved,
G4EDP,Reserved,
G4EDQ,Allocated,
G4EDR,Allocated,
G4EDS,Allocated,
G4EDV,Reserved,
G4EDW,Allocated,
G4EDX,Allocated,
G4EDY,Allocated,
G4EDZ,Allocated,
G4EEA,Reserved,
G4EEB,Reserved,
G4EED,Reserved,
G4EEE,Allocated,
G4EEF,Allocated,
G4EEH,Allocated,
G4EEI,Allocated,
G4EEJ,Allocated,
G4EEL,Allocated,
G4EEM,Allocated,
G4EEO,Reserved,
G4EEP,Reserved,
G4EEQ,Allocated,
G4EER,Allocated,
G4EES,Allocated,
G4EET,Allocated,
G4EEU,Reserved,
G4EEV,Allocated,
G4EEZ,Allocated,
G4EFA,Reserved,
G4EFB,Allocated,
G4EFD,Allocated,
G4EFE,Allocated,
G4EFF,Reserved,
G4EFG,Allocated,
G4EFH,Allocated,
G4EFK,Reserved,
G4EFL,Reserved,
G4EFN,Reserved,
G4EFO,Allocated,
G4EFP,Reserved,
G4EFQ,Reserved,
G4EFR,Allocated,
G4EFS,Allocated,
G4EFT,Allocated,
G4EFU,Reserved,
G4EFV,Reserved,
G4EFW,Allocated,
G4EFX,Allocated,
G4EFY,Allocated,
G4EFZ,Reserved,
G4EGB,Allocated,
G4EGD,Allocated,
G4EGF,Reserved,
G4EGG,Allocated,
G4EGH,Allocated,
G4EGI,Reserved,
G4EGJ,Reserved,
G4EGK,Reserved,
G4EGM,Allocated,
G4EGN,Allocated,
G4EGO,Reserved,
G4EGQ,Allocated,
G4EGR,Allocated,
G4EGS,Allocated,
G4EGU,Allocated,
G4EGX,Allocated,
G4EGY,Allocated,
G4EGZ,Reserved,
G4EHA,Allocated,
G4EHB,Reserved,
G4EHD,Allocated,
G4EHG,Allocated,
G4EHH,Allocated,
G4EHI,Reserved,
G4EHJ,Allocated,
G4EHK,Allocated,
G4EHM,Reserved,
G4EHN,Allocated,
G4EHO,Reserved,
G4EHP,Allocated,
G4EHQ,Allocated,
G4EHR,Allocated,
G4EHS,Reserved,
G4EHT,Allocated,
G4EHU,Reserved,
G4EHW,Allocated,
G4EHX,Allocated,
G4EHY,Allocated,
G4EHZ,Allocated,
G4EIA,Allocated,
G4EIB,Allocated,
G4EIC,Allocated,
G4EID,Allocated,
G4EIE,Allocated,
G4EIF,Reserved,
G4EIG,Allocated,
G4EII,Allocated,
G4EIJ,Allocated,
G4EIK,Allocated,
G4EIL,Allocated,
G4EIM,Allocated,
G4EIN,Allocated,
G4EIO,Reserved,
G4EIP,Allocated,
G4EIQ,Reserved,
G4EIR,Reserved,
G4EIS,Allocated,
G4EIT,Allocated,
G4EIV,Allocated,
G4EIW,Allocated,
G4EIX,Allocated,
G4EIY,Allocated,
G4EIZ,Allocated,
G4EJA,Reserved,
G4EJB,Allocated,
G4EJC,Reserved,
G4EJD,Allocated,
G4EJE,Allocated,
G4EJG,Allocated,
G4EJH,Allocated,
G4EJI,Allocated,
G4EJJ,Reserved,
G4EJK,Allocated,
G4EJL,Reserved,
G4EJM,Allocated,
G4EJN,Allocated,
G4EJO,Reserved,
G4EJP,Allocated,
G4EJQ,Reserved,
G4EJR,Reserved,
G4EJS,Reserved,
G4EJT,Reserved,
G4EJU,Allocated,
G4EJW,Allocated,
G4EJX,Allocated,
G4EKB,Allocated,
G4EKC,Allocated,
G4EKD,Allocated,
G4EKE,Reserved,
G4EKF,Allocated,
G4EKG,Allocated,
G4EKI,Allocated,
G4EKJ,Allocated,
G4EKK,Allocated,
G4EKL,Reserved,
G4EKM,Allocated,
G4EKO,Reserved,
G4EKQ,Reserved,
G4EKR,Reserved,
G4EKS,Allocated,
G4EKT,Allocated,
G4EKV,Allocated,
G4EKW,Allocated,
G4EKY,Reserved,
G4EKZ,Allocated,
G4ELA,Allocated,
G4ELB,Reserved,
G4ELC,Allocated,
G4ELD,Allocated,
G4ELE,Reserved,
G4ELG,Allocated,
G4ELI,Allocated,
G4ELJ,Allocated,
G4ELK,Allocated,
G4ELL,Allocated,
G4ELM,Allocated,
G4ELN,Allocated,
G4ELP,Allocated,
G4ELQ,Allocated,
G4ELR,Allocated,
G4ELS,Reserved,
G4ELU,Reserved,
G4ELV,Allocated,
G4ELW,Allocated,
G4ELY,Allocated,
G4ELZ,Allocated,
G4EMA,Allocated,
G4EMB,Allocated,
G4EMC,Reserved,
G4EMD,Allocated,
G4EME,Reserved,
G4EMH,Allocated,
G4EMJ,Reserved,
G4EMK,Allocated,
G4EML,Allocated,
G4EMM,Allocated,
G4EMO,Allocated,
G4EMQ,Allocated,
G4EMR,Allocated,
G4EMT,Reserved,
G4EMU,Reserved,
G4EMV,Allocated,
G4EMW,Allocated,
G4EMX,Allocated,
G4EMZ,Reserved,
G4ENA,Allocated,
G4ENB,Allocated,
G4ENC,Allocated,
G4END,Reserved,
G4ENF,Allocated,
G4ENG,Reserved,
G4ENJ,Allocated,
G4ENK,Allocated,
G4ENL,Allocated,
G4ENM,Reserved,
G4ENN,Allocated,
G4ENP,Allocated,
G4ENQ,Reserved,
G4ENR,Allocated,
G4ENS,Allocated,
G4ENV,Reserved,
G4ENW,Reserved,
G4ENY,Reserved,
G4ENZ,Allocated,
G4EOA,Allocated,
G4EOB,Allocated,
G4EOC,Allocated,
G4EOD,Reserved,
G4EOE,Allocated,
G4EOF,Allocated,
G4EOG,Allocated,
G4EOJ,Allocated,
G4EOL,Reserved,
G4EON,Allocated,
G4EOO,Reserved,
G4EOR,Allocated,
G4EOS,Reserved,
G4EOT,Allocated,
G4EOU,Allocated,
G4EOV,Reserved,
G4EOW,Allocated,
G4EOX,Allocated,
G4EOZ,Allocated,
G4EPA,Allocated,
G4EPC,Allocated,
G4EPD,Allocated,
G4EPF,Allocated,
G4EPG,Reserved,
G4EPH,Allocated,
G4EPJ,Allocated,
G4EPK,Allocated,
G4EPL,Allocated,
G4EPM,Allocated,
G4EPN,Allocated,
G4EPQ,Reserved,
G4EPS,Reserved,
G4EPU,Allocated,
G4EPV,Reserved,
G4EPW,Allocated,
G4EPX,Allocated,
G4EQA,Allocated,
G4EQB,Allocated,
G4EQC,Allocated,
G4EQD,Allocated,
G4EQE,Allocated,
G4EQG,Reserved,
G4EQH,Allocated,
G4EQJ,Allocated,
G4EQK,Allocated,
G4EQL,Allocated,
G4EQM,Allocated,
G4EQN,Allocated,
G4EQP,Allocated,
G4EQQ,Allocated,
G4EQR,Reserved,
G4EQS,Allocated,
G4EQT,Reserved,
G4EQU,Reserved,
G4EQV,Reserved,
G4EQW,Reserved,
G4EQX,Allocated,
G4EQY,Allocated,
G4EQZ,Allocated,
G4ERA,Reserved,
G4ERB,Allocated,
G4ERC,Reserved,
G4ERD,Allocated,
G4ERE,Reserved,
G4ERF,Allocated,
G4ERG,Reserved,
G4ERH,Allocated,
G4ERI,Reserved,
G4ERL,Allocated,
G4ERM,Allocated,
G4ERN,Allocated,
G4ERO,Allocated,
G4ERP,Allocated,
G4ERQ,Allocated,
G4ERR,Allocated,
G4ERS,Allocated,
G4ERT,Allocated,
G4ERU,Reserved,
G4ERV,Allocated,
G4ERW,Allocated,
G4ERX,Allocated,
G4ERY,Allocated,
G4ERZ,Allocated,
G4ESC,Reserved,
G4ESD,Reserved,
G4ESE,Reserved,
G4ESG,Allocated,
G4ESI,Allocated,
G4ESJ,Reserved,
G4ESK,Reserved,
G4ESL,Allocated,
G4ESM,Reserved,
G4ESQ,Allocated,
G4ESR,Reserved,
G4ESS,Reserved,
G4EST,Allocated,
G4ESU,Allocated,
G4ESY,Allocated,
G4ETA,Reserved,
G4ETB,Reserved,
G4ETC,Allocated,
G4ETD,Allocated,
G4ETE,Reserved,
G4ETG,Allocated,
G4ETH,Allocated,
G4ETI,Allocated,
G4ETJ,Reserved,
G4ETK,Allocated,
G4ETL,Reserved,
G4ETM,Allocated,
G4ETN,Allocated,
G4ETO,Allocated,
G4ETP,Allocated,
G4ETQ,Allocated,
G4ETS,Allocated,
G4ETU,Reserved,
G4ETV,Allocated,
G4ETW,Allocated,
G4ETX,Allocated,
G4ETZ,Allocated,
G4EUA,Allocated,
G4EUB,Reserved,
G4EUC,Allocated,
G4EUD,Reserved,
G4EUE,Allocated,
G4EUF,Allocated,
G4EUG,Allocated,
G4EUI,Reserved,
G4EUJ,Allocated,
G4EUK,Allocated,
G4EUL,Allocated,
G4EUM,Allocated,
G4EUN,Reserved,
G4EUQ,Allocated,
G4EUR,Allocated,
G4EUU,Reserved,
G4EUV,Reserved,
G4EUW,Allocated,
G4EUX,Reserved,
G4EUY,Reserved,
G4EUZ,Allocated,
G4EVA,Allocated,
G4EVC,Allocated,
G4EVD,Allocated,
G4EVE,Allocated,
G4EVI,Allocated,
G4EVJ,Reserved,
G4EVK,Allocated,
G4EVL,Allocated,
G4EVN,Allocated,
G4EVP,Allocated,
G4EVQ,Reserved,
G4EVR,Allocated,
G4EVS,Allocated,
G4EVT,Reserved,
G4EVW,Reserved,
G4EVX,Allocated,
G4EVY,Reserved,
G4EVZ,Allocated,
G4EWB,Allocated,
G4EWC,Allocated,
G4EWD,Reserved,
G4EWE,Allocated,
G4EWI,Allocated,
G4EWJ,Allocated,
G4EWK,Allocated,
G4EWL,Allocated,
G4EWM,Allocated,
G4EWN,Allocated,
G4EWS,Allocated,
G4EWT,Allocated,
G4EWV,Allocated,
G4EWW,Allocated,
G4EWX,Allocated,
G4EWY,Reserved,
G4EWZ,Allocated,
G4EXA,Allocated,
G4EXD,Allocated,
G4EXE,Allocated,
G4EXF,Allocated,
G4EXG,Reserved,
G4EXI,Allocated,
G4EXJ,Reserved,
G4EXK,Allocated,
G4EXM,Reserved,
G4EXN,Allocated,
G4EXP,Reserved,
G4EXQ,Allocated,
G4EXT,Allocated,
G4EXU,Allocated,
G4EXW,Allocated,
G4EXX,Reserved,
G4EXZ,Allocated,
G4EYA,Allocated,
G4EYB,Allocated,
G4EYD,Reserved,
G4EYE,Allocated,
G4EYF,Reserved,
G4EYI,Reserved,
G4EYJ,Allocated,
G4EYL,Allocated,
G4EYM,Allocated,
G4EYN,Allocated,
G4EYO,Allocated,
G4EYP,Reserved,
G4EYQ,Reserved,
G4EYR,Allocated,
G4EYS,Reserved,
G4EYT,Allocated,
G4EYU,Reserved,
G4EYV,Allocated,
G4EYX,Allocated,
G4EYY,Reserved,
G4EYZ,Reserved,
G4EZA,Reserved,
G4EZC,Allocated,
G4EZD,Reserved,
G4EZE,Allocated,
G4EZF,Reserved,
G4EZG,Allocated,
G4EZH,Reserved,
G4EZI,Reserved,
G4EZJ,Allocated,
G4EZK,Reserved,
G4EZL,Reserved,
G4EZM,Allocated,
G4EZN,Allocated,
G4EZO,Reserved,
G4EZP,Allocated,
G4EZQ,Allocated,
G4EZR,Allocated,
G4EZS,Reserved,
G4EZT,Allocated,
G4EZU,Allocated,
G4EZV,Allocated,
G4EZW,Allocated,
G4EZX,Allocated,
G4EZY,Reserved,
G4EZZ,Allocated,
G4FAA,Allocated,
G4FAB,Allocated,
G4FAD,Allocated,
G4FAE,Allocated,
G4FAH,Allocated,
G4FAI,Allocated,
G4FAJ,Allocated,
G4FAK,Reserved,
G4FAL,Allocated,
G4FAM,Reserved,
G4FAN,Reserved,
G4FAP,Allocated,
G4FAQ,Allocated,
G4FAS,Allocated,
G4FAT,Allocated,
G4FAU,Allocated,
G4FAV,Allocated,
G4FAW,Allocated,
G4FAX,Allocated,
G4FAZ,Allocated,
G4FB,Reserved,
G4FBA,Allocated,
G4FBB,Allocated,
G4FBC,Allocated,
G4FBE,Reserved,
G4FBF,Reserved,
G4FBG,Allocated,
G4FBH,Reserved,
G4FBI,Allocated,
G4FBJ,Allocated,
G4FBK,Allocated,
G4FBL,Reserved,
G4FBM,Reserved,
G4FBN,Allocated,
G4FBO,Reserved,
G4FBP,Allocated,
G4FBQ,Allocated,
G4FBR,Reserved,
G4FBS,Allocated,
G4FBT,Reserved,
G4FBU,Allocated,
G4FBV,Allocated,
G4FBW,Allocated,
G4FBX,Allocated,
G4FBY,Allocated,
G4FBZ,Allocated,
G4FCA,Allocated,
G4FCB,Allocated,
G4FCC,Allocated,
G4FCD,Allocated,
G4FCE,Reserved,
G4FCF,Allocated,
G4FCH,Reserved,
G4FCI,Allocated,
G4FCJ,Reserved,
G4FCL,Allocated,
G4FCN,Allocated,
G4FCO,Reserved,
G4FCP,Reserved,
G4FCQ,Reserved,
G4FCR,Allocated,
G4FCS,Reserved,
G4FCT,Allocated,
G4FCU,Allocated,
G4FCV,Allocated,
G4FCW,Reserved,
G4FCX,Allocated,
G4FCY,Allocated,
G4FCZ,Allocated,
G4FDA,Allocated,
G4FDB,Allocated,
G4FDC,Reserved,
G4FDD,Allocated,
G4FDE,Reserved,
G4FDF,Allocated,
G4FDG,Allocated,
G4FDI,Allocated,
G4FDJ,Reserved,
G4FDK,Allocated,
G4FDL,Allocated,
G4FDM,Allocated,
G4FDN,Allocated,
G4FDO,Allocated,
G4FDP,Allocated,
G4FDR,Allocated,
G4FDS,Allocated,
G4FDT,Allocated,
G4FDU,Allocated,
G4FDX,Allocated,
G4FEA,Allocated,
G4FEB,Allocated,
G4FEF,Reserved,
G4FEG,Reserved,
G4FEH,Reserved,
G4FEI,Allocated,
G4FEJ,Allocated,
G4FEM,Allocated,
G4FEO,Allocated,
G4FEQ,Allocated,
G4FET,Reserved,
G4FEU,Allocated,
G4FEV,Allocated,
G4FEX,Reserved,
G4FF,Allocated,
G4FFA,Allocated,
G4FFC,Allocated,
G4FFD,Reserved,
G4FFE,Allocated,
G4FFF,Allocated,
G4FFH,Reserved,
G4FFJ,Allocated,
G4FFL,Allocated,
G4FFM,Allocated,
G4FFN,Allocated,
G4FFP,Allocated,
G4FFS,Allocated,
G4FFU,Reserved,
G4FFV,Reserved,
G4FFW,Allocated,
G4FFX,Allocated,
G4FFY,Allocated,
G4FGB,Reserved,
G4FGC,Reserved,
G4FGD,Reserved,
G4FGF,Allocated,
G4FGH,Allocated,
G4FGI,Reserved,
G4FGJ,Allocated,
G4FGL,Allocated,
G4FGM,Allocated,
G4FGO,Allocated,
G4FGP,Reserved,
G4FGQ,Reserved,
G4FGR,Allocated,
G4FGS,Allocated,
G4FGT,Reserved,
G4FGU,Reserved,
G4FGW,Allocated,
G4FGX,Reserved,
G4FGY,Allocated,
G4FH,Allocated,
G4FHA,Allocated,
G4FHB,Allocated,
G4FHD,Reserved,
G4FHE,Reserved,
G4FHF,Allocated,
G4FHI,Allocated,
G4FHK,Allocated,
G4FHN,Allocated,
G4FHO,Reserved,
G4FHQ,Allocated,
G4FHR,Reserved,
G4FHT,Reserved,
G4FHU,Reserved,
G4FHV,Reserved,
G4FHW,Reserved,
G4FHX,Reserved,
G4FI,Allocated,
G4FIA,Allocated,
G4FIB,Reserved,
G4FIC,Allocated,
G4FID,Allocated,
G4FIE,Allocated,
G4FIF,Allocated,
G4FIG,Allocated,
G4FIH,Allocated,
G4FIJ,Reserved,
G4FIK,Allocated,
G4FIL,Reserved,
G4FIM,Reserved,
G4FIN,Allocated,
G4FIP,Reserved,
G4FIQ,Allocated,
G4FIS,Allocated,
G4FIT,Allocated,
G4FIV,Allocated,
G4FIW,Reserved,
G4FIX,Allocated,
G4FIZ,Allocated,
G4FJA,Reserved,
G4FJB,Allocated,
G4FJC,Allocated,
G4FJD,Reserved,
G4FJF,Allocated,
G4FJH,Allocated,
G4FJI,Allocated,
G4FJJ,Allocated,
G4FJK,Allocated,
G4FJM,Reserved,
G4FJO,Reserved,
G4FJP,Allocated,
G4FJQ,Allocated,
G4FJR,Allocated,
G4FJT,Allocated,
G4FJU,Reserved,
G4FJV,Allocated,
G4FJW,Allocated,
G4FJX,Allocated,
G4FJY,Reserved,
G4FKA,Allocated,
G4FKB,Reserved,
G4FKC,Reserved,
G4FKD,Reserved,
G4FKE,Allocated,
G4FKG,Allocated,
G4FKH,Allocated,
G4FKI,Allocated,
G4FKJ,Reserved,
G4FKK,Allocated,
G4FKM,Reserved,
G4FKO,Reserved,
G4FKP,Allocated,
G4FKQ,Allocated,
G4FKR,Allocated,
G4FKS,Reserved,
G4FKU,Allocated,
G4FKW,Reserved,
G4FKX,Allocated,
G4FKY,Allocated,
G4FLA,Reserved,
G4FLF,Reserved,
G4FLG,Allocated,
G4FLJ,Reserved,
G4FLL,Reserved,
G4FLM,Allocated,
G4FLN,Allocated,
G4FLP,Allocated,
G4FLQ,Allocated,
G4FLR,Allocated,
G4FLS,Allocated,
G4FLU,Allocated,
G4FLW,Reserved,
G4FLX,Allocated,
G4FLY,Allocated,
G4FLZ,Reserved,
G4FM,Reserved,
G4FMA,Reserved,
G4FMB,Allocated,
G4FMC,Allocated,
G4FMD,Reserved,
G4FME,Reserved,
G4FMG,Allocated,
G4FMH,Reserved,
G4FMI,Allocated,
G4FMJ,Allocated,
G4FMK,Reserved,
G4FML,Reserved,
G4FMM,Allocated,
G4FMO,Reserved,
G4FMQ,Reserved,
G4FMS,Reserved,
G4FMU,Reserved,
G4FMW,Reserved,
G4FMY,Allocated,
G4FMZ,Allocated,
G4FNC,Allocated,
G4FND,Allocated,
G4FNE,Reserved,
G4FNG,Allocated,
G4FNI,Allocated,
G4FNJ,Allocated,
G4FNK,Allocated,
G4FNL,Allocated,
G4FNM,Reserved,
G4FNO,Allocated,
G4FNP,Allocated,
G4FNQ,Allocated,
G4FNR,Allocated,
G4FNU,Allocated,
G4FNV,Reserved,
G4FNW,Reserved,
G4FNY,Reserved,
G4FNZ,Allocated,
G4FOB,Allocated,
G4FOC,Allocated,
G4FOD,Reserved,
G4FOE,Reserved,
G4FOH,Allocated,
G4FOI,Allocated,
G4FOJ,Reserved,
G4FOK,Allocated,
G4FOL,Allocated,
G4FOM,Allocated,
G4FON,Allocated,
G4FOQ,Reserved,
G4FOR,Allocated,
G4FOS,Allocated,
G4FOT,Allocated,
G4FOU,Reserved,
G4FOW,Allocated,
G4FOX,Allocated,
G4FOY,Allocated,
G4FOZ,Allocated,
G4FP,Allocated,
G4FPA,Allocated,
G4FPB,Allocated,
G4FPC,Reserved,
G4FPD,Reserved,
G4FPE,Allocated,
G4FPG,Allocated,
G4FPH,Allocated,
G4FPI,Allocated,
G4FPJ,Reserved,
G4FPK,Allocated,
G4FPM,Allocated,
G4FPN,Reserved,
G4FPO,Allocated,
G4FPP,Reserved,
G4FPQ,Reserved,
G4FPS,Allocated,
G4FPU,Reserved,
G4FPV,Allocated,
G4FPX,Reserved,
G4FPY,Allocated,
G4FPZ,Allocated,
G4FQA,Reserved,
G4FQE,Allocated,
G4FQF,Allocated,
G4FQG,Allocated,
G4FQH,Allocated,
G4FQI,Allocated,
G4FQL,Reserved,
G4FQM,Allocated,
G4FQN,Allocated,
G4FQO,Reserved,
G4FQP,Allocated,
G4FQQ,Reserved,
G4FQR,Reserved,
G4FQS,Reserved,
G4FQT,Allocated,
G4FQU,Allocated,
G4FQV,Allocated,
G4FQW,Allocated,
G4FQX,Reserved,
G4FQZ,Allocated,
G4FRA,Allocated,
G4FRB,Allocated,
G4FRC,Reserved,
G4FRD,Allocated,
G4FRE,Allocated,
G4FRF,Allocated,
G4FRG,Reserved,
G4FRH,Allocated,
G4FRI,Allocated,
G4FRJ,Reserved,
G4FRK,Allocated,
G4FRL,Allocated,
G4FRM,Allocated,
G4FRN,Reserved,
G4FRO,Allocated,
G4FRP,Reserved,
G4FRQ,Reserved,
G4FRR,Allocated,
G4FRS,Allocated,
G4FRU,Allocated,
G4FRV,Allocated,
G4FRW,Allocated,
G4FRX,Allocated,
G4FRZ,Allocated,
G4FSA,Reserved,
G4FSB,Allocated,
G4FSC,Allocated,
G4FSD,Allocated,
G4FSE,Allocated,
G4FSF,Allocated,
G4FSG,Allocated,
G4FSH,Allocated,
G4FSI,Reserved,
G4FSJ,Allocated,
G4FSK,Allocated,
G4FSL,Reserved,
G4FSM,Reserved,
G4FSN,Allocated,
G4FSQ,Allocated,
G4FSR,Reserved,
G4FSS,Allocated,
G4FSU,Allocated,
G4FSX,Allocated,
G4FSY,Reserved,
G4FTA,Allocated,
G4FTC,Allocated,
G4FTF,Allocated,
G4FTG,Allocated,
G4FTH,Reserved,
G4FTI,Allocated,
G4FTJ,Allocated,
G4FTK,Allocated,
G4FTL,Allocated,
G4FTN,Allocated,
G4FTO,Reserved,
G4FTP,Allocated,
G4FTQ,Allocated,
G4FTW,Allocated,
G4FTX,Allocated,
G4FTY,Allocated,
G4FTZ,Allocated,
G4FUA,Allocated,
G4FUB,Allocated,
G4FUD,Reserved,
G4FUE,Allocated,
G4FUF,Allocated,
G4FUG,Allocated,
G4FUH,Allocated,
G4FUI,Allocated,
G4FUJ,Allocated,
G4FUL,Reserved,
G4FUM,Allocated,
G4FUN,Allocated,
G4FUO,Allocated,
G4FUP,Allocated,
G4FUQ,Reserved,
G4FUR,Allocated,
G4FUS,Reserved,
G4FUT,Allocated,
G4FUU,Allocated,
G4FUY,Allocated,
G4FUZ,Allocated,
G4FVA,Allocated,
G4FVB,Allocated,
G4FVC,Reserved,
G4FVD,Reserved,
G4FVF,Reserved,
G4FVG,Allocated,
G4FVI,Reserved,
G4FVJ,Reserved,
G4FVK,Allocated,
G4FVL,Allocated,
G4FVM,Allocated,
G4FVN,Allocated,
G4FVO,Allocated,
G4FVP,Allocated,
G4FVQ,Allocated,
G4FVR,Reserved,
G4FVS,Allocated,
G4FVU,Allocated,
G4FVV,Allocated,
G4FVW,Allocated,
G4FVX,Allocated,
G4FVZ,Allocated,
G4FWA,Allocated,
G4FWC,Allocated,
G4FWD,Reserved,
G4FWE,Reserved,
G4FWF,Reserved,
G4FWG,Allocated,
G4FWH,Reserved,
G4FWI,Reserved,
G4FWK,Allocated,
G4FWL,Reserved,
G4FWM,Allocated,
G4FWN,Allocated,
G4FWP,Reserved,
G4FWQ,Allocated,
G4FWR,Allocated,
G4FWT,Allocated,
G4FWV,Reserved,
G4FWX,Allocated,
G4FWZ,Reserved,
G4FXA,Allocated,
G4FXB,Allocated,
G4FXE,Allocated,
G4FXF,Allocated,
G4FXG,Reserved,
G4FXI,Allocated,
G4FXJ,Reserved,
G4FXL,Allocated,
G4FXM,Allocated,
G4FXO,Allocated,
G4FXP,Reserved,
G4FXQ,Allocated,
G4FXR,Allocated,
G4FXT,Allocated,
G4FXU,Allocated,
G4FXW,Reserved,
G4FXX,Reserved,
G4FXY,Allocated,
G4FXZ,Reserved,
G4FYA,Allocated,
G4FYB,Allocated,
G4FYD,Reserved,
G4FYE,Allocated,
G4FYF,Allocated,
G4FYG,Allocated,
G4FYH,Allocated,
G4FYI,Allocated,
G4FYJ,Allocated,
G4FYL,Reserved,
G4FYM,Allocated,
G4FYN,Reserved,
G4FYO,Allocated,
G4FYP,Reserved,
G4FYQ,Allocated,
G4FYR,Reserved,
G4FYS,Reserved,
G4FYT,Allocated,
G4FYW,Reserved,
G4FYX,Allocated,
G4FYY,Allocated,
G4FZA,Allocated,
G4FZB,Reserved,
G4FZC,Allocated,
G4FZD,Allocated,
G4FZE,Allocated,
G4FZF,Allocated,
G4FZG,Allocated,
G4FZH,Allocated,
G4FZJ,Reserved,
G4FZK,Reserved,
G4FZL,Allocated,
G4FZM,Allocated,
G4FZN,Allocated,
G4FZO,Reserved,
G4FZP,Allocated,
G4FZQ,Reserved,
G4FZR,Allocated,
G4FZS,Allocated,
G4FZT,Reserved,
G4FZV,Allocated,
G4FZY,Reserved,
G4FZZ,Allocated,
G4GA,Allocated,
G4GAA,Reserved,
G4GAB,Allocated,
G4GAC,Reserved,
G4GAD,Allocated,
G4GAE,Reserved,
G4GAF,Allocated,
G4GAH,Reserved,
G4GAI,Allocated,
G4GAJ,Reserved,
G4GAK,Allocated,
G4GAL,Reserved,
G4GAM,Reserved,
G4GAN,Reserved,
G4GAP,Allocated,
G4GAQ,Reserved,
G4GAR,Reserved,
G4GAS,Allocated,
G4GAT,Allocated,
G4GAU,Allocated,
G4GAV,Allocated,
G4GAX,Reserved,
G4GBA,Allocated,
G4GBB,Reserved,
G4GBC,Allocated,
G4GBE,Allocated,
G4GBF,Reserved,
G4GBG,Allocated,
G4GBH,Reserved,
G4GBI,Allocated,
G4GBK,Allocated,
G4GBL,Reserved,
G4GBM,Reserved,
G4GBN,Reserved,
G4GBP,Allocated,
G4GBQ,Reserved,
G4GBR,Reserved,
G4GBS,Reserved,
G4GBT,Reserved,
G4GBV,Reserved,
G4GBW,Allocated,
G4GBX,Allocated,
G4GBY,Allocated,
G4GBZ,Reserved,
G4GCA,Reserved,
G4GCB,Allocated,
G4GCD,Allocated,
G4GCE,Reserved,
G4GCF,Reserved,
G4GCG,Allocated,
G4GCI,Allocated,
G4GCJ,Allocated,
G4GCK,Reserved,
G4GCL,Allocated,
G4GCM,Allocated,
G4GCN,Allocated,
G4GCO,Reserved,
G4GCP,Allocated,
G4GCQ,Reserved,
G4GCR,Reserved,
G4GCT,Allocated,
G4GCU,Allocated,
G4GCV,Reserved,
G4GCW,Allocated,
G4GCX,Allocated,
G4GCZ,Allocated,
G4GDB,Allocated,
G4GDC,Allocated,
G4GDD,Reserved,
G4GDE,Reserved,
G4GDF,Allocated,
G4GDG,Allocated,
G4GDK,Reserved,
G4GDL,Allocated,
G4GDM,Allocated,
G4GDO,Allocated,
G4GDP,Allocated,
G4GDQ,Reserved,
G4GDR,Allocated,
G4GDS,Allocated,
G4GDT,Allocated,
G4GDU,Allocated,
G4GDW,Reserved,
G4GDX,Allocated,
G4GDY,Allocated,
G4GDZ,Reserved,
G4GEA,Reserved,
G4GEB,Reserved,
G4GED,Allocated,
G4GEE,Allocated,
G4GEF,Allocated,
G4GEI,Reserved,
G4GEK,Reserved,
G4GEL,Allocated,
G4GEM,Reserved,
G4GEN,Allocated,
G4GEO,Allocated,
G4GEP,Allocated,
G4GER,Allocated,
G4GES,Allocated,
G4GET,Allocated,
G4GEU,Reserved,
G4GEV,Reserved,
G4GEW,Reserved,
G4GEY,Allocated,
G4GEZ,Allocated,
G4GFA,Reserved,
G4GFB,Reserved,
G4GFC,Allocated,
G4GFD,Reserved,
G4GFE,Allocated,
G4GFF,Reserved,
G4GFH,Reserved,
G4GFI,Allocated,
G4GFJ,Allocated,
G4GFK,Allocated,
G4GFL,Allocated,
G4GFM,Allocated,
G4GFN,Allocated,
G4GFQ,Reserved,
G4GFR,Reserved,
G4GFS,Reserved,
G4GFT,Reserved,
