callsign,product,status,type,created_date,last_modified_date,licence_version_last_modified_date,licence_version_original_start_date
20ACD,,Reserved,Call Sign - Amateur,,,,
20ACE,,Allocated,Call Sign - Amateur,,,,
20ACF,,Reserved,Call Sign - Amateur,,,,
20ACG,,Reserved,Call Sign - Amateur,,,,
20ACH,,Reserved,Call Sign - Amateur,,,,
20ACI,,Reserved,Call Sign - Amateur,,,,
20ACJ,,Reserved,Call Sign - Amateur,,,,
20ACK,,Reserved,Call Sign - Amateur,,,,
20ACL,,Reserved,Call Sign - Amateur,,,,
20ACM,,Reserved,Call Sign - Amateur,,,,
20ACN,,Reserved,Call Sign - Amateur,,,,
20ACO,,Allocated,Call Sign - Amateur,,,,
20ACP,,Reserved,Call Sign - Amateur,,,,
20ACQ,,Allocated,Call Sign - Amateur,,,,
20ACR,,Allocated,Call Sign - Amateur,,,,
20ACS,,Allocated,Call Sign - Amateur,,,,
20ACT,,Reserved,Call Sign - Amateur,,,,
20ACU,,Reserved,Call Sign - Amateur,,,,
20ACV,,Allocated,Call Sign - Amateur,,,,
20ACW,,Reserved,Call Sign - Amateur,,,,
20ACX,,Reserved,Call Sign - Amateur,,,,
20ACY,,Reserved,Call Sign - Amateur,,,,
20ACZ,,Reserved,Call Sign - Amateur,,,,
20ADA,,Allocated,Call Sign - Amateur,,,,
20ADB,,Reserved,Call Sign - Amateur,,,,
20ADC,,Reserved,Call Sign - Amateur,,,,
20ADD,,Allocated,Call Sign - Amateur,,,,
20ADE,,Allocated,Call Sign - Amateur,,,,
20ADF,,Reserved,Call Sign - Amateur,,,,
20ADG,,Reserved,Call Sign - Amateur,,,,
20ADH,,Reserved,Call Sign - Amateur,,,,
20ADI,,Reserved,Call Sign - Amateur,,,,
20ADJ,,Reserved,Call Sign - Amateur,,,,
20ADK,,Allocated,Call Sign - Amateur,,,,
20ADL,,Allocated,Call Sign - Amateur,,,,
20ADM,,Allocated,Call Sign - Amateur,,,,
20ADN,,Allocated,Call Sign - Amateur,,,,
20ADO,,Allocated,Call Sign - Amateur,,,,
20ADP,,Reserved,Call Sign - Amateur,,,,
20ADQ,,Reserved,Call Sign - Amateur,,,,
20ADR,,Reserved,Call Sign - Amateur,,,,
20ADT,,Reserved,Call Sign - Amateur,,,,
20ADU,,Reserved,Call Sign - Amateur,,,,
20ADV,,Reserved,Call Sign - Amateur,,,,
20ADW,,Reserved,Call Sign - Amateur,,,,
20ADX,,Reserved,Call Sign - Amateur,,,,
20ADY,,Allocated,Call Sign - Amateur,,,,
20ADZ,,Reserved,Call Sign - Amateur,,,,
20AEA,,Reserved,Call Sign - Amateur,,,,
20AEB,,Reserved,Call Sign - Amateur,,,,
20AEC,,Reserved,Call Sign - Amateur,,,,
20AED,,Allocated,Call Sign - Amateur,,,,
20AEE,,Reserved,Call Sign - Amateur,,,,
20AEF,,Reserved,Call Sign - Amateur,,,,
20AEG,,Reserved,Call Sign - Amateur,,,,
20AEH,,Reserved,Call Sign - Amateur,,,,
20AEI,,Reserved,Call Sign - Amateur,,,,
20AEJ,,Reserved,Call Sign - Amateur,,,,
20AEK,,Reserved,Call Sign - Amateur,,,,
20AEL,,Reserved,Call Sign - Amateur,,,,
20AEM,,Reserved,Call Sign - Amateur,,,,
20AEN,,Reserved,Call Sign - Amateur,,,,
20AEO,,Reserved,Call Sign - Amateur,,,,
20AEP,,Reserved,Call Sign - Amateur,,,,
20AEQ,,Reserved,Call Sign - Amateur,,,,
20AER,,Allocated,Call Sign - Amateur,,,,
20AES,,Allocated,Call Sign - Amateur,,,,
20AET,,Reserved,Call Sign - Amateur,,,,
20AEU,,Reserved,Call Sign - Amateur,,,,
20AEV,,Reserved,Call Sign - Amateur,,,,
20AEW,,Reserved,Call Sign - Amateur,,,,
20AEX,,Reserved,Call Sign - Amateur,,,,
20AEY,,Reserved,Call Sign - Amateur,,,,
20AEZ,,Reserved,Call Sign - Amateur,,,,
20AFA,,Allocated,Call Sign - Amateur,,,,
20AFB,,Reserved,Call Sign - Amateur,,,,
20AFC,,Reserved,Call Sign - Amateur,,,,
20AFD,,Reserved,Call Sign - Amateur,,,,
20AFE,,Reserved,Call Sign - Amateur,,,,
20AFF,,Reserved,Call Sign - Amateur,,,,
20AFG,,Reserved,Call Sign - Amateur,,,,
20AFH,,Reserved,Call Sign - Amateur,,,,
20AFI,,Reserved,Call Sign - Amateur,,,,
20AFJ,,Reserved,Call Sign - Amateur,,,,
20AFK,,Reserved,Call Sign - Amateur,,,,
20AFL,,Allocated,Call Sign - Amateur,,,,
20AFM,,Reserved,Call Sign - Amateur,,,,
20AFN,,Reserved,Call Sign - Amateur,,,,
20AFO,,Allocated,Call Sign - Amateur,,,,
20AFP,,Allocated,Call Sign - Amateur,,,,
20AFQ,,Reserved,Call Sign - Amateur,,,,
20AFR,,Reserved,Call Sign - Amateur,,,,
20AFS,,Reserved,Call Sign - Amateur,,,,
20AFT,,Allocated,Call Sign - Amateur,,,,
20AFU,,Reserved,Call Sign - Amateur,,,,
20AFV,,Reserved,Call Sign - Amateur,,,,
20AFW,,Reserved,Call Sign - Amateur,,,,
20AFX,,Reserved,Call Sign - Amateur,,,,
20AFY,,Reserved,Call Sign - Amateur,,,,
20AFZ,,Reserved,Call Sign - Amateur,,,,
20AGA,,Reserved,Call Sign - Amateur,,,,
20AGB,,Allocated,Call Sign - Amateur,,,,
20AGC,,Reserved,Call Sign - Amateur,,,,
20AGD,,Reserved,Call Sign - Amateur,,,,
20AGE,,Reserved,Call Sign - Amateur,,,,
20AGF,,Reserved,Call Sign - Amateur,,,,
20AGG,,Reserved,Call Sign - Amateur,,,,
20AGH,,Reserved,Call Sign - Amateur,,,,
20AGI,,Allocated,Call Sign - Amateur,,,,
20AGJ,,Reserved,Call Sign - Amateur,,,,
20AGK,,Reserved,Call Sign - Amateur,,,,
20AGL,,Reserved,Call Sign - Amateur,,,,
20AGM,,Reserved,Call Sign - Amateur,,,,
20AGN,,Reserved,Call Sign - Amateur,,,,
20AGO,,Reserved,Call Sign - Amateur,,,,
20AGP,,Reserved,Call Sign - Amateur,,,,
20AGQ,,Allocated,Call Sign - Amateur,,,,
20AGR,,Reserved,Call Sign - Amateur,,,,
20AGS,,Allocated,Call Sign - Amateur,,,,
20AGT,,Allocated,Call Sign - Amateur,,,,
20AGU,,Reserved,Call Sign - Amateur,,,,
20AGV,,Reserved,Call Sign - Amateur,,,,
20AGW,,Reserved,Call Sign - Amateur,,,,
20AGX,,Reserved,Call Sign - Amateur,,,,
20AGY,,Reserved,Call Sign - Amateur,,,,
20AGZ,,Reserved,Call Sign - Amateur,,,,
20AHA,,Reserved,Call Sign - Amateur,,,,
20AHB,,Allocated,Call Sign - Amateur,,,,
20AHC,,Reserved,Call Sign - Amateur,,,,
20AHD,,Reserved,Call Sign - Amateur,,,,
20AHE,,Reserved,Call Sign - Amateur,,,,
20AHF,,Reserved,Call Sign - Amateur,,,,
20AHG,,Reserved,Call Sign - Amateur,,,,
20AHH,,Reserved,Call Sign - Amateur,,,,
20AHI,,Reserved,Call Sign - Amateur,,,,
20AHJ,,Reserved,Call Sign - Amateur,,,,
20AHK,,Reserved,Call Sign - Amateur,,,,
20AHL,,Reserved,Call Sign - Amateur,,,,
20AHM,,Reserved,Call Sign - Amateur,,,,
20AHN,,Reserved,Call Sign - Amateur,,,,
20AHO,,Allocated,Call Sign - Amateur,,,,
20AHP,,Reserved,Call Sign - Amateur,,,,
20AHQ,,Reserved,Call Sign - Amateur,,,,
20AHR,,Reserved,Call Sign - Amateur,,,,
20AHS,,Reserved,Call Sign - Amateur,,,,
20AHT,,Reserved,Call Sign - Amateur,,,,
20AHU,,Reserved,Call Sign - Amateur,,,,
20AHV,,Reserved,Call Sign - Amateur,,,,
20AHW,,Reserved,Call Sign - Amateur,,,,
20AHX,,Allocated,Call Sign - Amateur,,,,
20AHY,,Reserved,Call Sign - Amateur,,,,
20AHZ,,Reserved,Call Sign - Amateur,,,,
20AIA,,Reserved,Call Sign - Amateur,,,,
20AIB,,Allocated,Call Sign - Amateur,,,,
20AIC,,Reserved,Call Sign - Amateur,,,,
20AIE,,Allocated,Call Sign - Amateur,,,,
20AIF,,Reserved,Call Sign - Amateur,,,,
20AIG,,Reserved,Call Sign - Amateur,,,,
20AIH,,Allocated,Call Sign - Amateur,,,,
20AII,,Reserved,Call Sign - Amateur,,,,
20AIJ,,Reserved,Call Sign - Amateur,,,,
20AIK,,Allocated,Call Sign - Amateur,,,,
20AIL,,Allocated,Call Sign - Amateur,,,,
20AIM,,Allocated,Call Sign - Amateur,,,,
20AIN,,Reserved,Call Sign - Amateur,,,,
20AIO,,Reserved,Call Sign - Amateur,,,,
20AIP,,Reserved,Call Sign - Amateur,,,,
20AIQ,,Reserved,Call Sign - Amateur,,,,
20AIR,,Reserved,Call Sign - Amateur,,,,
20AIS,,Reserved,Call Sign - Amateur,,,,
20AIT,,Allocated,Call Sign - Amateur,,,,
20AIU,,Reserved,Call Sign - Amateur,,,,
20AIV,,Allocated,Call Sign - Amateur,,,,
20AIW,,Reserved,Call Sign - Amateur,,,,
20AIX,,Reserved,Call Sign - Amateur,,,,
20AIY,,Reserved,Call Sign - Amateur,,,,
20AIZ,,Reserved,Call Sign - Amateur,,,,
20AJA,,Reserved,Call Sign - Amateur,,,,
20AJB,,Reserved,Call Sign - Amateur,,,,
20AJC,,Reserved,Call Sign - Amateur,,,,
20AJD,,Reserved,Call Sign - Amateur,,,,
20AJE,,Reserved,Call Sign - Amateur,,,,
20AJF,,Reserved,Call Sign - Amateur,,,,
20AJG,,Allocated,Call Sign - Amateur,,,,
20AJH,,Reserved,Call Sign - Amateur,,,,
20AJI,,Reserved,Call Sign - Amateur,,,,
20AJJ,,Reserved,Call Sign - Amateur,,,,
20AJK,,Allocated,Call Sign - Amateur,,,,
20AJL,,Reserved,Call Sign - Amateur,,,,
20AJM,,Reserved,Call Sign - Amateur,,,,
20AJN,,Reserved,Call Sign - Amateur,,,,
20AJO,,Reserved,Call Sign - Amateur,,,,
20AJP,,Allocated,Call Sign - Amateur,,,,
20AJQ,,Allocated,Call Sign - Amateur,,,,
20AJR,,Reserved,Call Sign - Amateur,,,,
20AJS,,Allocated,Call Sign - Amateur,,,,
20AJT,,Allocated,Call Sign - Amateur,,,,
20AJU,,Reserved,Call Sign - Amateur,,,,
20AJV,,Reserved,Call Sign - Amateur,,,,
20AJW,,Reserved,Call Sign - Amateur,,,,
20AJX,,Allocated,Call Sign - Amateur,,,,
20AJY,,Reserved,Call Sign - Amateur,,,,
20AJZ,,Reserved,Call Sign - Amateur,,,,
20AKA,,Allocated,Call Sign - Amateur,,,,
20AKB,,Reserved,Call Sign - Amateur,,,,
20AKC,,Reserved,Call Sign - Amateur,,,,
20AKD,,Reserved,Call Sign - Amateur,,,,
20AKE,,Reserved,Call Sign - Amateur,,,,
20AKF,,Reserved,Call Sign - Amateur,,,,
20AKG,,Allocated,Call Sign - Amateur,,,,
20AKH,,Reserved,Call Sign - Amateur,,,,
20AKI,,Allocated,Call Sign - Amateur,,,,
20AKJ,,Allocated,Call Sign - Amateur,,,,
20AKK,,Allocated,Call Sign - Amateur,,,,
20AKL,,Allocated,Call Sign - Amateur,,,,
20AKM,,Reserved,Call Sign - Amateur,,,,
20AKN,,Allocated,Call Sign - Amateur,,,,
20AKO,,Allocated,Call Sign - Amateur,,,,
20AKP,,Reserved,Call Sign - Amateur,,,,
20AKQ,,Allocated,Call Sign - Amateur,,,,
20AKR,,Reserved,Call Sign - Amateur,,,,
20AKS,,Allocated,Call Sign - Amateur,,,,
20AKT,,Allocated,Call Sign - Amateur,,,,
20AKU,,Allocated,Call Sign - Amateur,,,,
20AKV,,Reserved,Call Sign - Amateur,,,,
20AKW,,Reserved,Call Sign - Amateur,,,,
20AKX,,Reserved,Call Sign - Amateur,,,,
20AKY,,Allocated,Call Sign - Amateur,,,,
20AKZ,,Reserved,Call Sign - Amateur,,,,
20ALA,,Allocated,Call Sign - Amateur,,,,
20ALB,,Allocated,Call Sign - Amateur,,,,
20ALC,,Allocated,Call Sign - Amateur,,,,
20ALD,,Allocated,Call Sign - Amateur,,,,
20ALE,,Allocated,Call Sign - Amateur,,,,
20ALF,,Allocated,Call Sign - Amateur,,,,
20ALG,,Reserved,Call Sign - Amateur,,,,
20ALH,,Allocated,Call Sign - Amateur,,,,
20ALI,,Allocated,Call Sign - Amateur,,,,
20ALJ,,Allocated,Call Sign - Amateur,,,,
20ALK,,Allocated,Call Sign - Amateur,,,,
20ALL,,Allocated,Call Sign - Amateur,,,,
20ALM,,Reserved,Call Sign - Amateur,,,,
20ALN,,Reserved,Call Sign - Amateur,,,,
20ALO,,Reserved,Call Sign - Amateur,,,,
20ALP,,Reserved,Call Sign - Amateur,,,,
20ALQ,,Reserved,Call Sign - Amateur,,,,
20ALR,,Reserved,Call Sign - Amateur,,,,
20ALS,,Allocated,Call Sign - Amateur,,,,
20ALT,,Reserved,Call Sign - Amateur,,,,
20ALU,,Reserved,Call Sign - Amateur,,,,
20ALV,,Reserved,Call Sign - Amateur,,,,
20ALW,,Allocated,Call Sign - Amateur,,,,
20ALX,,Reserved,Call Sign - Amateur,,,,
20ALY,,Reserved,Call Sign - Amateur,,,,
20ALZ,,Allocated,Call Sign - Amateur,,,,
20AMA,,Reserved,Call Sign - Amateur,,,,
20AMB,,Allocated,Call Sign - Amateur,,,,
20AMC,,Reserved,Call Sign - Amateur,,,,
20AMD,,Allocated,Call Sign - Amateur,,,,
20AME,,Reserved,Call Sign - Amateur,,,,
20AMF,,Reserved,Call Sign - Amateur,,,,
20AMG,,Reserved,Call Sign - Amateur,,,,
20AMH,,Reserved,Call Sign - Amateur,,,,
20AMI,,Reserved,Call Sign - Amateur,,,,
20AMJ,,Reserved,Call Sign - Amateur,,,,
20AMK,,Reserved,Call Sign - Amateur,,,,
20AML,,Reserved,Call Sign - Amateur,,,,
20AMM,,Reserved,Call Sign - Amateur,,,,
20AMN,,Allocated,Call Sign - Amateur,,,,
20AMO,,Reserved,Call Sign - Amateur,,,,
20AMP,,Reserved,Call Sign - Amateur,,,,
20AMQ,,Reserved,Call Sign - Amateur,,,,
20AMR,,Reserved,Call Sign - Amateur,,,,
20AMS,,Allocated,Call Sign - Amateur,,,,
20AMT,,Reserved,Call Sign - Amateur,,,,
20AMU,,Reserved,Call Sign - Amateur,,,,
20AMV,,Reserved,Call Sign - Amateur,,,,
20AMW,,Allocated,Call Sign - Amateur,,,,
20AMX,,Reserved,Call Sign - Amateur,,,,
20AMY,,Reserved,Call Sign - Amateur,,,,
20AMZ,,Reserved,Call Sign - Amateur,,,,
20ANA,,Reserved,Call Sign - Amateur,,,,
20ANB,,Reserved,Call Sign - Amateur,,,,
20ANC,,Reserved,Call Sign - Amateur,,,,
20AND,,Allocated,Call Sign - Amateur,,,,
20ANE,,Allocated,Call Sign - Amateur,,,,
20ANF,,Reserved,Call Sign - Amateur,,,,
20ANG,,Reserved,Call Sign - Amateur,,,,
20ANH,,Reserved,Call Sign - Amateur,,,,
20ANI,,Reserved,Call Sign - Amateur,,,,
20ANJ,,Reserved,Call Sign - Amateur,,,,
20ANK,,Reserved,Call Sign - Amateur,,,,
20ANL,,Reserved,Call Sign - Amateur,,,,
20ANM,,Reserved,Call Sign - Amateur,,,,
20ANN,,Reserved,Call Sign - Amateur,,,,
20ANO,,Reserved,Call Sign - Amateur,,,,
20ANP,,Reserved,Call Sign - Amateur,,,,
20ANQ,,Reserved,Call Sign - Amateur,,,,
20ANR,,Reserved,Call Sign - Amateur,,,,
20ANS,,Reserved,Call Sign - Amateur,,,,
20ANT,,Reserved,Call Sign - Amateur,,,,
20ANU,,Reserved,Call Sign - Amateur,,,,
20ANV,,Reserved,Call Sign - Amateur,,,,
20ANW,,Reserved,Call Sign - Amateur,,,,
20ANX,,Reserved,Call Sign - Amateur,,,,
20ANY,,Reserved,Call Sign - Amateur,,,,
20ANZ,,Reserved,Call Sign - Amateur,,,,
20AOA,,Reserved,Call Sign - Amateur,,,,
20AOB,,Reserved,Call Sign - Amateur,,,,
20AOC,,Reserved,Call Sign - Amateur,,,,
20AOD,,Reserved,Call Sign - Amateur,,,,
20AOE,,Reserved,Call Sign - Amateur,,,,
20AOF,,Reserved,Call Sign - Amateur,,,,
20AOG,,Reserved,Call Sign - Amateur,,,,
20AOH,,Reserved,Call Sign - Amateur,,,,
20AOI,,Reserved,Call Sign - Amateur,,,,
20AOJ,,Reserved,Call Sign - Amateur,,,,
20AOK,,Allocated,Call Sign - Amateur,,,,
20AOL,,Allocated,Call Sign - Amateur,,,,
20AOM,,Reserved,Call Sign - Amateur,,,,
20AON,,Reserved,Call Sign - Amateur,,,,
20AOO,,Allocated,Call Sign - Amateur,,,,
20AOP,,Reserved,Call Sign - Amateur,,,,
20AOQ,,Reserved,Call Sign - Amateur,,,,
20AOR,,Reserved,Call Sign - Amateur,,,,
20AOS,,Allocated,Call Sign - Amateur,,,,
20AOT,,Reserved,Call Sign - Amateur,,,,
20AOU,,Allocated,Call Sign - Amateur,,,,
20AOV,,Reserved,Call Sign - Amateur,,,,
20AOW,,Reserved,Call Sign - Amateur,,,,
20AOX,,Reserved,Call Sign - Amateur,,,,
20AOY,,Reserved,Call Sign - Amateur,,,,
20AOZ,,Allocated,Call Sign - Amateur,,,,
20APA,,Reserved,Call Sign - Amateur,,,,
20APB,,Allocated,Call Sign - Amateur,,,,
20APC,,Reserved,Call Sign - Amateur,,,,
20APD,,Reserved,Call Sign - Amateur,,,,
20APE,,Reserved,Call Sign - Amateur,,,,
20APF,,Reserved,Call Sign - Amateur,,,,
20APG,,Allocated,Call Sign - Amateur,,,,
20APH,,Reserved,Call Sign - Amateur,,,,
20API,,Reserved,Call Sign - Amateur,,,,
20APJ,,Allocated,Call Sign - Amateur,,,,
20APK,,Reserved,Call Sign - Amateur,,,,
20APL,,Reserved,Call Sign - Amateur,,,,
20APM,,Reserved,Call Sign - Amateur,,,,
20APN,,Allocated,Call Sign - Amateur,,,,
20APO,,Reserved,Call Sign - Amateur,,,,
20APP,,Reserved,Call Sign - Amateur,,,,
20APQ,,Reserved,Call Sign - Amateur,,,,
20APS,,Reserved,Call Sign - Amateur,,,,
20APT,,Reserved,Call Sign - Amateur,,,,
20APU,,Reserved,Call Sign - Amateur,,,,
20APV,,Reserved,Call Sign - Amateur,,,,
20APW,,Reserved,Call Sign - Amateur,,,,
20APX,,Allocated,Call Sign - Amateur,,,,
20APY,,Allocated,Call Sign - Amateur,,,,
20APZ,,Allocated,Call Sign - Amateur,,,,
20AQA,,Reserved,Call Sign - Amateur,,,,
20AQB,,Reserved,Call Sign - Amateur,,,,
20AQC,,Reserved,Call Sign - Amateur,,,,
20AQD,,Reserved,Call Sign - Amateur,,,,
20AQE,,Allocated,Call Sign - Amateur,,,,
20AQF,,Reserved,Call Sign - Amateur,,,,
20AQG,,Reserved,Call Sign - Amateur,,,,
20AQH,,Reserved,Call Sign - Amateur,,,,
20AQI,,Allocated,Call Sign - Amateur,,,,
20AQJ,,Reserved,Call Sign - Amateur,,,,
20AQK,,Reserved,Call Sign - Amateur,,,,
20AQL,,Reserved,Call Sign - Amateur,,,,
20AQM,,Reserved,Call Sign - Amateur,,,,
20AQN,,Reserved,Call Sign - Amateur,,,,
20AQO,,Reserved,Call Sign - Amateur,,,,
20AQP,,Reserved,Call Sign - Amateur,,,,
20AQQ,,Allocated,Call Sign - Amateur,,,,
20AQR,,Allocated,Call Sign - Amateur,,,,
20AQS,,Reserved,Call Sign - Amateur,,,,
20AQT,,Reserved,Call Sign - Amateur,,,,
20AQU,,Allocated,Call Sign - Amateur,,,,
20AQV,,Reserved,Call Sign - Amateur,,,,
20AQW,,Reserved,Call Sign - Amateur,,,,
20AQX,,Allocated,Call Sign - Amateur,,,,
20AQY,,Reserved,Call Sign - Amateur,,,,
20AQZ,,Reserved,Call Sign - Amateur,,,,
20ARA,,Allocated,Call Sign - Amateur,,,,
20ARB,,Reserved,Call Sign - Amateur,,,,
20ARC,,Allocated,Call Sign - Amateur,,,,
20ARD,,Reserved,Call Sign - Amateur,,,,
20ARE,,Allocated,Call Sign - Amateur,,,,
20ARF,,Reserved,Call Sign - Amateur,,,,
20ARG,,Reserved,Call Sign - Amateur,,,,
20ARH,,Reserved,Call Sign - Amateur,,,,
20ARI,,Allocated,Call Sign - Amateur,,,,
20ARJ,,Allocated,Call Sign - Amateur,,,,
20ARK,,Reserved,Call Sign - Amateur,,,,
20ARL,,Reserved,Call Sign - Amateur,,,,
20ARM,,Reserved,Call Sign - Amateur,,,,
20ARN,,Reserved,Call Sign - Amateur,,,,
20ARO,,Allocated,Call Sign - Amateur,,,,
20ARP,,Reserved,Call Sign - Amateur,,,,
20ARQ,,Reserved,Call Sign - Amateur,,,,
20ARR,,Reserved,Call Sign - Amateur,,,,
20ARS,,Reserved,Call Sign - Amateur,,,,
20ART,,Reserved,Call Sign - Amateur,,,,
20ARU,,Reserved,Call Sign - Amateur,,,,
20ARV,,Allocated,Call Sign - Amateur,,,,
20ARW,,Allocated,Call Sign - Amateur,,,,
20ARX,,Reserved,Call Sign - Amateur,,,,
20ARY,,Reserved,Call Sign - Amateur,,,,
20ARZ,,Reserved,Call Sign - Amateur,,,,
20ASA,,Reserved,Call Sign - Amateur,,,,
20ASB,,Reserved,Call Sign - Amateur,,,,
20ASC,,Reserved,Call Sign - Amateur,,,,
20ASD,,Reserved,Call Sign - Amateur,,,,
20ASE,,Reserved,Call Sign - Amateur,,,,
20ASF,,Reserved,Call Sign - Amateur,,,,
20ASG,,Reserved,Call Sign - Amateur,,,,
20ASH,,Reserved,Call Sign - Amateur,,,,
20ASI,,Reserved,Call Sign - Amateur,,,,
20ASJ,,Allocated,Call Sign - Amateur,,,,
20ASK,,Reserved,Call Sign - Amateur,,,,
20ASL,,Reserved,Call Sign - Amateur,,,,
20ASM,,Reserved,Call Sign - Amateur,,,,
20ASN,,Reserved,Call Sign - Amateur,,,,
20ASO,,Reserved,Call Sign - Amateur,,,,
20ASP,,Reserved,Call Sign - Amateur,,,,
20ASQ,,Reserved,Call Sign - Amateur,,,,
20ASR,,Reserved,Call Sign - Amateur,,,,
20AST,,Allocated,Call Sign - Amateur,,,,
20ASU,,Allocated,Call Sign - Amateur,,,,
20ASV,,Reserved,Call Sign - Amateur,,,,
20ASW,,Allocated,Call Sign - Amateur,,,,
20ASX,,Allocated,Call Sign - Amateur,,,,
20ASY,,Reserved,Call Sign - Amateur,,,,
20ASZ,,Reserved,Call Sign - Amateur,,,,
20ATA,,Reserved,Call Sign - Amateur,,,,
20ATB,,Allocated,Call Sign - Amateur,,,,
20ATC,,Reserved,Call Sign - Amateur,,,,
20ATD,,Reserved,Call Sign - Amateur,,,,
20ATE,,Reserved,Call Sign - Amateur,,,,
20ATF,,Allocated,Call Sign - Amateur,,,,
20ATG,,Reserved,Call Sign - Amateur,,,,
20ATH,,Reserved,Call Sign - Amateur,,,,
20ATI,,Reserved,Call Sign - Amateur,,,,
20ATJ,,Reserved,Call Sign - Amateur,,,,
20ATK,,Reserved,Call Sign - Amateur,,,,
20ATL,,Reserved,Call Sign - Amateur,,,,
20ATM,,Reserved,Call Sign - Amateur,,,,
20ATN,,Reserved,Call Sign - Amateur,,,,
20ATO,,Reserved,Call Sign - Amateur,,,,
20ATP,,Reserved,Call Sign - Amateur,,,,
20ATQ,,Reserved,Call Sign - Amateur,,,,
20ATR,,Reserved,Call Sign - Amateur,,,,
20ATS,,Reserved,Call Sign - Amateur,,,,
20ATT,,Allocated,Call Sign - Amateur,,,,
20ATU,,Reserved,Call Sign - Amateur,,,,
20ATV,,Reserved,Call Sign - Amateur,,,,
20ATW,,Reserved,Call Sign - Amateur,,,,
20ATX,,Reserved,Call Sign - Amateur,,,,
20ATY,,Allocated,Call Sign - Amateur,,,,
20ATZ,,Allocated,Call Sign - Amateur,,,,
20AUA,,Reserved,Call Sign - Amateur,,,,
20AUB,,Reserved,Call Sign - Amateur,,,,
20AUC,,Allocated,Call Sign - Amateur,,,,
20AUD,,Reserved,Call Sign - Amateur,,,,
20AUE,,Reserved,Call Sign - Amateur,,,,
