callsign,product,status,type,created_date,last_modified_date,licence_version_last_modified_date,licence_version_original_start_date
20GOS,,Allocated,Call Sign - Amateur,,,,
20GOT,,Allocated,Call Sign - Amateur,,,,
20GOU,,Allocated,Call Sign - Amateur,,,,
20GOV,,Allocated,Call Sign - Amateur,,,,
20GOW,,Allocated,Call Sign - Amateur,,,,
20GOX,,Allocated,Call Sign - Amateur,,,,
20GOY,,Allocated,Call Sign - Amateur,,,,
20GOZ,,Allocated,Call Sign - Amateur,,,,
20GPA,,Allocated,Call Sign - Amateur,,,,
20GPB,,Allocated,Call Sign - Amateur,,,,
20GPC,,Allocated,Call Sign - Amateur,,,,
20GPD,,Allocated,Call Sign - Amateur,,,,
20GPE,,Allocated,Call Sign - Amateur,,,,
20GPF,,Allocated,Call Sign - Amateur,,,,
20GPG,,Allocated,Call Sign - Amateur,,,,
20GPH,,Allocated,Call Sign - Amateur,,,,
20GPI,,Allocated,Call Sign - Amateur,,,,
20GPJ,,Allocated,Call Sign - Amateur,,,,
20GPK,,Allocated,Call Sign - Amateur,,,,
20GPL,,Allocated,Call Sign - Amateur,,,,
20GPM,,Allocated,Call Sign - Amateur,,,,
20GPN,,Allocated,Call Sign - Amateur,,,,
20GPO,,Allocated,Call Sign - Amateur,,,,
20GPP,,Allocated,Call Sign - Amateur,,,,
20GPQ,,Allocated,Call Sign - Amateur,,,,
20GPR,,Reserved,Call Sign - Amateur,,,,
20GPS,,Allocated,Call Sign - Amateur,,,,
20GPT,,Allocated,Call Sign - Amateur,,,,
20GPU,,Allocated,Call Sign - Amateur,,,,
20GPV,,Allocated,Call Sign - Amateur,,,,
20GPW,,Allocated,Call Sign - Amateur,,,,
20GPX,,Allocated,Call Sign - Amateur,,,,
20GPY,,Allocated,Call Sign - Amateur,,,,
20GPZ,,Reserved,Call Sign - Amateur,,,,
20GQA,,Allocated,Call Sign - Amateur,,,,
20GQB,,Allocated,Call Sign - Amateur,,,,
20GQC,,Allocated,Call Sign - Amateur,,,,
20GQD,,Allocated,Call Sign - Amateur,,,,
20GQE,,Allocated,Call Sign - Amateur,,,,
20GQF,,Reserved,Call Sign - Amateur,,,,
20GQG,,Allocated,Call Sign - Amateur,,,,
20GQH,,Allocated,Call Sign - Amateur,,,,
20GQI,,Allocated,Call Sign - Amateur,,,,
20GQJ,,Allocated,Call Sign - Amateur,,,,
20GQK,,Allocated,Call Sign - Amateur,,,,
20GQL,,Allocated,Call Sign - Amateur,,,,
20GQM,,Allocated,Call Sign - Amateur,,,,
20GQN,,Allocated,Call Sign - Amateur,,,,
20GQO,,Allocated,Call Sign - Amateur,,,,
20GQP,,Allocated,Call Sign - Amateur,,,,
20GQQ,,Allocated,Call Sign - Amateur,,,,
20GQR,,Allocated,Call Sign - Amateur,,,,
20GQS,,Allocated,Call Sign - Amateur,,,,
20GQT,,Allocated,Call Sign - Amateur,,,,
20GQU,,Allocated,Call Sign - Amateur,,,,
20GQV,,Allocated,Call Sign - Amateur,,,,
20GQW,,Allocated,Call Sign - Amateur,,,,
20GQX,,Allocated,Call Sign - Amateur,,,,
20GQY,,Allocated,Call Sign - Amateur,,,,
20GQZ,,Allocated,Call Sign - Amateur,,,,
20GRA,,Allocated,Call Sign - Amateur,,,,
20GRB,,Allocated,Call Sign - Amateur,,,,
20GRC,,Allocated,Call Sign - Amateur,,,,
20GRD,,Allocated,Call Sign - Amateur,,,,
20GRE,,Allocated,Call Sign - Amateur,,,,
20GRF,,Allocated,Call Sign - Amateur,,,,
20GRG,,Allocated,Call Sign - Amateur,,,,
20GRH,,Allocated,Call Sign - Amateur,,,,
20GRI,,Allocated,Call Sign - Amateur,,,,
20GRJ,,Allocated,Call Sign - Amateur,,,,
20GRK,,Allocated,Call Sign - Amateur,,,,
20GRL,,Allocated,Call Sign - Amateur,,,,
20GRM,,Allocated,Call Sign - Amateur,,,,
20GRN,,Allocated,Call Sign - Amateur,,,,
20GRO,,Allocated,Call Sign - Amateur,,,,
20GRP,,Allocated,Call Sign - Amateur,,,,
20GRQ,,Allocated,Call Sign - Amateur,,,,
20GRR,,Allocated,Call Sign - Amateur,,,,
20GRS,,Allocated,Call Sign - Amateur,,,,
20GRT,,Allocated,Call Sign - Amateur,,,,
20GRU,,Allocated,Call Sign - Amateur,,,,
20GRV,,Allocated,Call Sign - Amateur,,,,
20GRW,,Allocated,Call Sign - Amateur,,,,
20GRX,,Allocated,Call Sign - Amateur,,,,
20GRY,,Allocated,Call Sign - Amateur,,,,
20GRZ,,Allocated,Call Sign - Amateur,,,,
20GSA,,Allocated,Call Sign - Amateur,,,,
20GSB,,Allocated,Call Sign - Amateur,,,,
20GSC,,Allocated,Call Sign - Amateur,,,,
20GSD,,Allocated,Call Sign - Amateur,,,,
20GSE,,Allocated,Call Sign - Amateur,,,,
20GSF,,Allocated,Call Sign - Amateur,,,,
20GSG,,Allocated,Call Sign - Amateur,,,,
20GSH,,Allocated,Call Sign - Amateur,,,,
20GSI,,Reserved,Call Sign - Amateur,,,,
20GSJ,,Allocated,Call Sign - Amateur,,,,
20GSK,,Allocated,Call Sign - Amateur,,,,
20GSL,,Allocated,Call Sign - Amateur,,,,
20GSM,,Allocated,Call Sign - Amateur,,,,
20GSN,,Allocated,Call Sign - Amateur,,,,
20GSO,,Allocated,Call Sign - Amateur,,,,
20GSP,,Allocated,Call Sign - Amateur,,,,
20GSQ,,Allocated,Call Sign - Amateur,,,,
20GSR,,Allocated,Call Sign - Amateur,,,,
20GSS,,Reserved,Call Sign - Amateur,,,,
20GST,,Allocated,Call Sign - Amateur,,,,
20GSU,,Allocated,Call Sign - Amateur,,,,
20GSV,,Allocated,Call Sign - Amateur,,,,
20GSW,,Allocated,Call Sign - Amateur,,,,
20GSX,,Allocated,Call Sign - Amateur,,,,
20GSY,,Reserved,Call Sign - Amateur,,,,
20GSZ,,Allocated,Call Sign - Amateur,,,,
20GTA,,Allocated,Call Sign - Amateur,,,,
20GTB,,Allocated,Call Sign - Amateur,,,,
20GTC,,Reserved,Call Sign - Amateur,,,,
20GTD,,Allocated,Call Sign - Amateur,,,,
20GTE,,Allocated,Call Sign - Amateur,,,,
20GTF,,Allocated,Call Sign - Amateur,,,,
20GTG,,Allocated,Call Sign - Amateur,,,,
20GTH,,Allocated,Call Sign - Amateur,,,,
20GTI,,Allocated,Call Sign - Amateur,,,,
20GTJ,,Allocated,Call Sign - Amateur,,,,
20GTK,,Allocated,Call Sign - Amateur,,,,
20GTL,,Allocated,Call Sign - Amateur,,,,
20GTM,,Allocated,Call Sign - Amateur,,,,
20GTN,,Allocated,Call Sign - Amateur,,,,
20GTO,,Allocated,Call Sign - Amateur,,,,
20GTP,,Allocated,Call Sign - Amateur,,,,
20GTQ,,Allocated,Call Sign - Amateur,,,,
20GTR,,Allocated,Call Sign - Amateur,,,,
20GTS,,Allocated,Call Sign - Amateur,,,,
20GTT,,Allocated,Call Sign - Amateur,,,,
20GTU,,Allocated,Call Sign - Amateur,,,,
20GTV,,Allocated,Call Sign - Amateur,,,,
20GTW,,Allocated,Call Sign - Amateur,,,,
20GTX,,Reserved,Call Sign - Amateur,,,,
20GTY,,Allocated,Call Sign - Amateur,,,,
20GTZ,,Allocated,Call Sign - Amateur,,,,
20GUA,,Allocated,Call Sign - Amateur,,,,
20GUB,,Allocated,Call Sign - Amateur,,,,
20GUC,,Allocated,Call Sign - Amateur,,,,
20GUD,,Allocated,Call Sign - Amateur,,,,
20GUE,,Allocated,Call Sign - Amateur,,,,
20GUF,,Allocated,Call Sign - Amateur,,,,
20GUG,,Allocated,Call Sign - Amateur,,,,
20GUH,,Allocated,Call Sign - Amateur,,,,
20GUI,,Allocated,Call Sign - Amateur,,,,
20GUJ,,Allocated,Call Sign - Amateur,,,,
20GUK,,Allocated,Call Sign - Amateur,,,,
20GUL,,Allocated,Call Sign - Amateur,,,,
20GUM,,Reserved,Call Sign - Amateur,,,,
20GUN,,Allocated,Call Sign - Amateur,,,,
20GUO,,Allocated,Call Sign - Amateur,,,,
20GUP,,Allocated,Call Sign - Amateur,,,,
20GUQ,,Allocated,Call Sign - Amateur,,,,
20GUR,,Allocated,Call Sign - Amateur,,,,
20GUS,,Reserved,Call Sign - Amateur,,,,
20GUT,,Allocated,Call Sign - Amateur,,,,
20GUU,,Allocated,Call Sign - Amateur,,,,
20GUV,,Allocated,Call Sign - Amateur,,,,
20GUW,,Allocated,Call Sign - Amateur,,,,
20GUX,,Allocated,Call Sign - Amateur,,,,
20GUY,,Allocated,Call Sign - Amateur,,,,
20GUZ,,Reserved,Call Sign - Amateur,,,,
20GVA,,Allocated,Call Sign - Amateur,,,,
20GVB,,Allocated,Call Sign - Amateur,,,,
20GVC,,Allocated,Call Sign - Amateur,,,,
20GVD,,Allocated,Call Sign - Amateur,,,,
20GVE,,Allocated,Call Sign - Amateur,,,,
20GVF,,Allocated,Call Sign - Amateur,,,,
20GVG,,Reserved,Call Sign - Amateur,,,,
20GVH,,Allocated,Call Sign - Amateur,,,,
20GVI,,Allocated,Call Sign - Amateur,,,,
20GVJ,,Allocated,Call Sign - Amateur,,,,
20GVK,,Allocated,Call Sign - Amateur,,,,
20GVL,,Reserved,Call Sign - Amateur,,,,
20GVM,,Allocated,Call Sign - Amateur,,,,
20GVN,,Allocated,Call Sign - Amateur,,,,
20GVO,,Allocated,Call Sign - Amateur,,,,
20GVP,,Allocated,Call Sign - Amateur,,,,
20GVQ,,Allocated,Call Sign - Amateur,,,,
20GVR,,Allocated,Call Sign - Amateur,,,,
20GVS,,Allocated,Call Sign - Amateur,,,,
20GVT,,Allocated,Call Sign - Amateur,,,,
20GVU,,Allocated,Call Sign - Amateur,,,,
20GVV,,Allocated,Call Sign - Amateur,,,,
20GVW,,Allocated,Call Sign - Amateur,,,,
20GVX,,Allocated,Call Sign - Amateur,,,,
20GVY,,Allocated,Call Sign - Amateur,,,,
20GVZ,,Allocated,Call Sign - Amateur,,,,
20GWA,,Allocated,Call Sign - Amateur,,,,
20GWB,,Allocated,Call Sign - Amateur,,,,
20GWC,,Allocated,Call Sign - Amateur,,,,
20GWD,,Allocated,Call Sign - Amateur,,,,
20GWE,,Allocated,Call Sign - Amateur,,,,
20GWF,,Allocated,Call Sign - Amateur,,,,
20GWG,,Allocated,Call Sign - Amateur,,,,
20GWH,,Reserved,Call Sign - Amateur,,,,
20GWI,,Allocated,Call Sign - Amateur,,,,
20GWJ,,Allocated,Call Sign - Amateur,,,,
20GWK,,Allocated,Call Sign - Amateur,,,,
20GWL,,Allocated,Call Sign - Amateur,,,,
20GWM,,Allocated,Call Sign - Amateur,,,,
20GWN,,Allocated,Call Sign - Amateur,,,,
20GWO,,Allocated,Call Sign - Amateur,,,,
20GWP,,Allocated,Call Sign - Amateur,,,,
20GWQ,,Allocated,Call Sign - Amateur,,,,
20GWR,,Allocated,Call Sign - Amateur,,,,
20GWS,,Allocated,Call Sign - Amateur,,,,
20GWT,,Reserved,Call Sign - Amateur,,,,
20GWU,,Allocated,Call Sign - Amateur,,,,
20GWV,,Allocated,Call Sign - Amateur,,,,
20GWW,,Reserved,Call Sign - Amateur,,,,
20GWX,,Allocated,Call Sign - Amateur,,,,
20GWY,,Allocated,Call Sign - Amateur,,,,
20GWZ,,Allocated,Call Sign - Amateur,,,,
20GXA,,Allocated,Call Sign - Amateur,,,,
20GXB,,Allocated,Call Sign - Amateur,,,,
20GXC,,Allocated,Call Sign - Amateur,,,,
20GXD,,Allocated,Call Sign - Amateur,,,,
20GXE,,Allocated,Call Sign - Amateur,,,,
20GXF,,Allocated,Call Sign - Amateur,,,,
20GXG,,Allocated,Call Sign - Amateur,,,,
20GXH,,Reserved,Call Sign - Amateur,,,,
20GXI,,Allocated,Call Sign - Amateur,,,,
20GXJ,,Allocated,Call Sign - Amateur,,,,
20GXK,,Allocated,Call Sign - Amateur,,,,
20GXL,,Allocated,Call Sign - Amateur,,,,
20GXM,,Allocated,Call Sign - Amateur,,,,
20GXN,,Reserved,Call Sign - Amateur,,,,
20GXO,,Reserved,Call Sign - Amateur,,,,
20GXP,,Allocated,Call Sign - Amateur,,,,
20GXQ,,Allocated,Call Sign - Amateur,,,,
20GXR,,Reserved,Call Sign - Amateur,,,,
20GXS,,Allocated,Call Sign - Amateur,,,,
20GXT,,Allocated,Call Sign - Amateur,,,,
20GXU,,Reserved,Call Sign - Amateur,,,,
20GXV,,Allocated,Call Sign - Amateur,,,,
20GXW,,Allocated,Call Sign - Amateur,,,,
20GXX,,Allocated,Call Sign - Amateur,,,,
20GXY,,Allocated,Call Sign - Amateur,,,,
20GXZ,,Allocated,Call Sign - Amateur,,,,
20GYA,,Allocated,Call Sign - Amateur,,,,
20GYB,,Allocated,Call Sign - Amateur,,,,
20GYC,,Allocated,Call Sign - Amateur,,,,
20GYD,,Reserved,Call Sign - Amateur,,,,
20GYE,,Allocated,Call Sign - Amateur,,,,
20GYF,,Allocated,Call Sign - Amateur,,,,
20GYG,,Allocated,Call Sign - Amateur,,,,
20GYH,,Allocated,Call Sign - Amateur,,,,
20GYI,,Allocated,Call Sign - Amateur,,,,
20GYJ,,Allocated,Call Sign - Amateur,,,,
20GYK,,Allocated,Call Sign - Amateur,,,,
20GYL,,Allocated,Call Sign - Amateur,,,,
20GYM,,Allocated,Call Sign - Amateur,,,,
20GYN,,Allocated,Call Sign - Amateur,,,,
20GYO,,Allocated,Call Sign - Amateur,,,,
20GYP,,Allocated,Call Sign - Amateur,,,,
20GYQ,,Allocated,Call Sign - Amateur,,,,
20GYR,,Allocated,Call Sign - Amateur,,,,
20GYS,,Reserved,Call Sign - Amateur,,,,
20GYT,,Reserved,Call Sign - Amateur,,,,
20GYU,,Allocated,Call Sign - Amateur,,,,
20GYV,,Allocated,Call Sign - Amateur,,,,
20GYW,,Allocated,Call Sign - Amateur,,,,
20GYX,,Allocated,Call Sign - Amateur,,,,
20GYY,,Allocated,Call Sign - Amateur,,,,
20GYZ,,Allocated,Call Sign - Amateur,,,,
20GZA,,Allocated,Call Sign - Amateur,,,,
20GZB,,Allocated,Call Sign - Amateur,,,,
20GZC,,Allocated,Call Sign - Amateur,,,,
20GZD,,Allocated,Call Sign - Amateur,,,,
20GZE,,Allocated,Call Sign - Amateur,,,,
20GZF,,Allocated,Call Sign - Amateur,,,,
20GZG,,Allocated,Call Sign - Amateur,,,,
20GZH,,Allocated,Call Sign - Amateur,,,,
20GZI,,Allocated,Call Sign - Amateur,,,,
20GZJ,,Allocated,Call Sign - Amateur,,,,
20GZK,,Allocated,Call Sign - Amateur,,,,
20GZL,,Allocated,Call Sign - Amateur,,,,
20GZM,,Allocated,Call Sign - Amateur,,,,
20GZN,,Allocated,Call Sign - Amateur,,,,
20GZO,,Reserved,Call Sign - Amateur,,,,
20GZP,,Allocated,Call Sign - Amateur,,,,
20GZQ,,Allocated,Call Sign - Amateur,,,,
20GZR,,Allocated,Call Sign - Amateur,,,,
20GZS,,Reserved,Call Sign - Amateur,,,,
20GZT,,Allocated,Call Sign - Amateur,,,,
20GZU,,Allocated,Call Sign - Amateur,,,,
20GZV,,Reserved,Call Sign - Amateur,,,,
20GZW,,Allocated,Call Sign - Amateur,,,,
20GZX,,Allocated,Call Sign - Amateur,,,,
20GZY,,Allocated,Call Sign - Amateur,,,,
20GZZ,,Allocated,Call Sign - Amateur,,,,
20HAA,,Reserved,Call Sign - Amateur,,,,
20HAB,,Allocated,Call Sign - Amateur,,,,
20HAC,,Allocated,Call Sign - Amateur,,,,
20HAD,,Allocated,Call Sign - Amateur,,,,
20HAE,,Allocated,Call Sign - Amateur,,,,
20HAF,,Allocated,Call Sign - Amateur,,,,
20HAG,,Allocated,Call Sign - Amateur,,,,
20HAH,,Allocated,Call Sign - Amateur,,,,
20HAI,,Allocated,Call Sign - Amateur,,,,
20HAJ,,Allocated,Call Sign - Amateur,,,,
20HAK,,Allocated,Call Sign - Amateur,,,,
20HAL,,Allocated,Call Sign - Amateur,,,,
20HAM,,Reserved,Call Sign - Amateur,,,,
20HAN,,Allocated,Call Sign - Amateur,,,,
20HAO,,Allocated,Call Sign - Amateur,,,,
20HAP,,Allocated,Call Sign - Amateur,,,,
20HAQ,,Allocated,Call Sign - Amateur,,,,
20HAR,,Allocated,Call Sign - Amateur,,,,
20HAS,,Allocated,Call Sign - Amateur,,,,
20HAT,,Allocated,Call Sign - Amateur,,,,
20HAU,,Allocated,Call Sign - Amateur,,,,
20HAV,,Allocated,Call Sign - Amateur,,,,
20HAW,,Allocated,Call Sign - Amateur,,,,
20HAX,,Allocated,Call Sign - Amateur,,,,
20HAY,,Allocated,Call Sign - Amateur,,,,
20HAZ,,Allocated,Call Sign - Amateur,,,,
20HBA,,Allocated,Call Sign - Amateur,,,,
20HBB,,Allocated,Call Sign - Amateur,,,,
20HBC,,Allocated,Call Sign - Amateur,,,,
20HBD,,Allocated,Call Sign - Amateur,,,,
20HBE,,Allocated,Call Sign - Amateur,,,,
20HBF,,Allocated,Call Sign - Amateur,,,,
20HBG,,Allocated,Call Sign - Amateur,,,,
20HBH,,Allocated,Call Sign - Amateur,,,,
20HBI,,Allocated,Call Sign - Amateur,,,,
20HBJ,,Allocated,Call Sign - Amateur,,,,
20HBK,,Allocated,Call Sign - Amateur,,,,
20HBL,,Allocated,Call Sign - Amateur,,,,
20HBM,,Available,Call Sign - Amateur,,,,
20HBN,,Reserved,Call Sign - Amateur,,,,
20HBO,,Allocated,Call Sign - Amateur,,,,
20HBP,,Allocated,Call Sign - Amateur,,,,
20HBQ,,Allocated,Call Sign - Amateur,,,,
20HBR,,Allocated,Call Sign - Amateur,,,,
20HBS,,Reserved,Call Sign - Amateur,,,,
20HBT,,Allocated,Call Sign - Amateur,,,,
20HBU,,Allocated,Call Sign - Amateur,,,,
20HBV,,Allocated,Call Sign - Amateur,,,,
20HBW,,Allocated,Call Sign - Amateur,,,,
20HBX,,Allocated,Call Sign - Amateur,,,,
20HBY,,Allocated,Call Sign - Amateur,,,,
20HBZ,,Allocated,Call Sign - Amateur,,,,
20HCA,,Allocated,Call Sign - Amateur,,,,
20HCB,,Allocated,Call Sign - Amateur,,,,
20HCC,,Allocated,Call Sign - Amateur,,,,
20HCD,,Allocated,Call Sign - Amateur,,,,
20HCE,,Allocated,Call Sign - Amateur,,,,
20HCF,,Allocated,Call Sign - Amateur,,,,
20HCG,,Allocated,Call Sign - Amateur,,,,
20HCH,,Allocated,Call Sign - Amateur,,,,
20HCI,,Allocated,Call Sign - Amateur,,,,
20HCJ,,Allocated,Call Sign - Amateur,,,,
20HCK,,Reserved,Call Sign - Amateur,,,,
20HCL,,Allocated,Call Sign - Amateur,,,,
20HCM,,Allocated,Call Sign - Amateur,,,,
20HCN,,Allocated,Call Sign - Amateur,,,,
20HCO,,Allocated,Call Sign - Amateur,,,,
20HCP,,Allocated,Call Sign - Amateur,,,,
20HCR,,Allocated,Call Sign - Amateur,,,,
20HCS,,Allocated,Call Sign - Amateur,,,,
20HCT,,Allocated,Call Sign - Amateur,,,,
20HCU,,Allocated,Call Sign - Amateur,,,,
20HCV,,Allocated,Call Sign - Amateur,,,,
20HCW,,Allocated,Call Sign - Amateur,,,,
20HCX,,Reserved,Call Sign - Amateur,,,,
20HCY,,Allocated,Call Sign - Amateur,,,,
20HCZ,,Allocated,Call Sign - Amateur,,,,
20HDA,,Reserved,Call Sign - Amateur,,,,
20HDB,,Allocated,Call Sign - Amateur,,,,
20HDC,,Allocated,Call Sign - Amateur,,,,
20HDD,,Allocated,Call Sign - Amateur,,,,
20HDE,,Allocated,Call Sign - Amateur,,,,
20HDF,,Allocated,Call Sign - Amateur,,,,
20HDG,,Reserved,Call Sign - Amateur,,,,
20HDH,,Reserved,Call Sign - Amateur,,,,
20HDI,,Allocated,Call Sign - Amateur,,,,
20HDJ,,Allocated,Call Sign - Amateur,,,,
20HDK,,Allocated,Call Sign - Amateur,,,,
20HDL,,Allocated,Call Sign - Amateur,,,,
20HDM,,Allocated,Call Sign - Amateur,,,,
20HDN,,Reserved,Call Sign - Amateur,,,,
20HDO,,Allocated,Call Sign - Amateur,,,,
20HDP,,Allocated,Call Sign - Amateur,,,,
20HDQ,,Allocated,Call Sign - Amateur,,,,
20HDR,,Allocated,Call Sign - Amateur,,,,
20HDS,,Reserved,Call Sign - Amateur,,,,
20HDT,,Allocated,Call Sign - Amateur,,,,
20HDU,,Allocated,Call Sign - Amateur,,,,
20HDV,,Allocated,Call Sign - Amateur,,,,
20HDW,,Allocated,Call Sign - Amateur,,,,
20HDX,,Allocated,Call Sign - Amateur,,,,
20HDY,,Allocated,Call Sign - Amateur,,,,
20HDZ,,Allocated,Call Sign - Amateur,,,,
20HEA,,Allocated,Call Sign - Amateur,,,,
20HEB,,Reserved,Call Sign - Amateur,,,,
20HEC,,Allocated,Call Sign - Amateur,,,,
20HED,,Allocated,Call Sign - Amateur,,,,
20HEE,,Allocated,Call Sign - Amateur,,,,
20HEF,,Allocated,Call Sign - Amateur,,,,
20HEG,,Allocated,Call Sign - Amateur,,,,
20HEH,,Allocated,Call Sign - Amateur,,,,
20HEI,,Allocated,Call Sign - Amateur,,,,
20HEJ,,Allocated,Call Sign - Amateur,,,,
20HEK,,Allocated,Call Sign - Amateur,,,,
20HEL,,Allocated,Call Sign - Amateur,,,,
20HEM,,Allocated,Call Sign - Amateur,,,,
20HEN,,Allocated,Call Sign - Amateur,,,,
20HEO,,Allocated,Call Sign - Amateur,,,,
20HEP,,Allocated,Call Sign - Amateur,,,,
20HEQ,,Allocated,Call Sign - Amateur,,,,
20HER,,Allocated,Call Sign - Amateur,,,,
20HES,,Allocated,Call Sign - Amateur,,,,
20HET,,Allocated,Call Sign - Amateur,,,,
20HEU,,Allocated,Call Sign - Amateur,,,,
20HEV,,Allocated,Call Sign - Amateur,,,,
20HEW,,Allocated,Call Sign - Amateur,,,,
20HEX,,Allocated,Call Sign - Amateur,,,,
20HEY,,Reserved,Call Sign - Amateur,,,,
20HEZ,,Allocated,Call Sign - Amateur,,,,
20HFA,,Allocated,Call Sign - Amateur,,,,
20HFB,,Allocated,Call Sign - Amateur,,,,
20HFC,,Allocated,Call Sign - Amateur,,,,
20HFD,,Reserved,Call Sign - Amateur,,,,
20HFE,,Allocated,Call Sign - Amateur,,,,
20HFF,,Allocated,Call Sign - Amateur,,,,
20HFG,,Allocated,Call Sign - Amateur,,,,
20HFH,,Allocated,Call Sign - Amateur,,,,
20HFI,,Reserved,Call Sign - Amateur,,,,
20HFJ,,Allocated,Call Sign - Amateur,,,,
20HFK,,Allocated,Call Sign - Amateur,,,,
20HFL,,Allocated,Call Sign - Amateur,,,,
20HFM,,Allocated,Call Sign - Amateur,,,,
20HFN,,Allocated,Call Sign - Amateur,,,,
20HFO,,Allocated,Call Sign - Amateur,,,,
20HFP,,Allocated,Call Sign - Amateur,,,,
20HFQ,,Allocated,Call Sign - Amateur,,,,
20HFR,,Allocated,Call Sign - Amateur,,,,
20HFS,,Allocated,Call Sign - Amateur,,,,
20HFT,,Allocated,Call Sign - Amateur,,,,
20HFU,,Allocated,Call Sign - Amateur,,,,
20HFV,,Allocated,Call Sign - Amateur,,,,
20HFW,,Allocated,Call Sign - Amateur,,,,
20HFX,,Allocated,Call Sign - Amateur,,,,
20HFY,,Allocated,Call Sign - Amateur,,,,
20HFZ,,Allocated,Call Sign - Amateur,,,,
20HGA,,Allocated,Call Sign - Amateur,,,,
20HGB,,Allocated,Call Sign - Amateur,,,,
20HGC,,Allocated,Call Sign - Amateur,,,,
20HGD,,Allocated,Call Sign - Amateur,,,,
20HGE,,Allocated,Call Sign - Amateur,,,,
20HGF,,Allocated,Call Sign - Amateur,,,,
20HGG,,Allocated,Call Sign - Amateur,,,,
20HGH,,Allocated,Call Sign - Amateur,,,,
20HGI,,Allocated,Call Sign - Amateur,,,,
20HGJ,,Allocated,Call Sign - Amateur,,,,
20HGK,,Allocated,Call Sign - Amateur,,,,
20HGL,,Allocated,Call Sign - Amateur,,,,
20HGM,,Allocated,Call Sign - Amateur,,,,
20HGN,,Reserved,Call Sign - Amateur,,,,
20HGO,,Allocated,Call Sign - Amateur,,,,
20HGP,,Allocated,Call Sign - Amateur,,,,
20HGQ,,Allocated,Call Sign - Amateur,,,,
20HGR,,Allocated,Call Sign - Amateur,,,,
20HGS,,Allocated,Call Sign - Amateur,,,,
20HGT,,Allocated,Call Sign - Amateur,,,,
20HGU,,Allocated,Call Sign - Amateur,,,,
20HGV,,Allocated,Call Sign - Amateur,,,,
20HGW,,Allocated,Call Sign - Amateur,,,,
20HGX,,Allocated,Call Sign - Amateur,,,,
20HGY,,Allocated,Call Sign - Amateur,,,,
20HGZ,,Allocated,Call Sign - Amateur,,,,
20HHA,,Allocated,Call Sign - Amateur,,,,
20HHB,,Allocated,Call Sign - Amateur,,,,
20HHC,,Allocated,Call Sign - Amateur,,,,
20HHD,,Allocated,Call Sign - Amateur,,,,
20HHE,,Allocated,Call Sign - Amateur,,,,
20HHF,,Allocated,Call Sign - Amateur,,,,
20HHG,,Allocated,Call Sign - Amateur,,,,
20HHH,,Allocated,Call Sign - Amateur,,,,
20HHI,,Allocated,Call Sign - Amateur,,,,
20HHJ,,Allocated,Call Sign - Amateur,,,,
20HHK,,Allocated,Call Sign - Amateur,,,,
20HHL,,Allocated,Call Sign - Amateur,,,,
20HHM,,Allocated,Call Sign - Amateur,,,,
20HHN,,Allocated,Call Sign - Amateur,,,,
20HHO,,Allocated,Call Sign - Amateur,,,,
20HHP,,Allocated,Call Sign - Amateur,,,,
20HHQ,,Allocated,Call Sign - Amateur,,,,
20HHR,,Allocated,Call Sign - Amateur,,,,
20HHS,,Allocated,Call Sign - Amateur,,,,
20HHT,,Allocated,Call Sign - Amateur,,,,
20HHU,,Allocated,Call Sign - Amateur,,,,
20HHV,,Allocated,Call Sign - Amateur,,,,
20HHW,,Allocated,Call Sign - Amateur,,,,
20HHX,,Allocated,Call Sign - Amateur,,,,
20HHY,,Allocated,Call Sign - Amateur,,,,
20HHZ,,Allocated,Call Sign - Amateur,,,,
20HIA,,Allocated,Call Sign - Amateur,,,,
20HIB,,Allocated,Call Sign - Amateur,,,,
20HIC,,Allocated,Call Sign - Amateur,,,,
20HID,,Allocated,Call Sign - Amateur,,,,
20HIE,,Allocated,Call Sign - Amateur,,,,
20HIF,,Allocated,Call Sign - Amateur,,,,
20HIG,,Allocated,Call Sign - Amateur,,,,
20HIH,,Allocated,Call Sign - Amateur,,,,
20HII,,Allocated,Call Sign - Amateur,,,,
20HIJ,,Allocated,Call Sign - Amateur,,,,
20HIK,,Allocated,Call Sign - Amateur,,,,
20HIL,,Allocated,Call Sign - Amateur,,,,
20HIM,,Allocated,Call Sign - Amateur,,,,
20HIN,,Allocated,Call Sign - Amateur,,,,
20HIO,,Allocated,Call Sign - Amateur,,,,
20HIP,,Allocated,Call Sign - Amateur,,,,
20HIQ,,Allocated,Call Sign - Amateur,,,,
20HIR,,Allocated,Call Sign - Amateur,,,,
20HIS,,Allocated,Call Sign - Amateur,,,,
20HIT,,Allocated,Call Sign - Amateur,,,,
20HIU,,Allocated,Call Sign - Amateur,,,,
20HIW,,Allocated,Call Sign - Amateur,,,,
20HIX,,Allocated,Call Sign - Amateur,,,,
20HIY,,Allocated,Call Sign - Amateur,,,,
20HIZ,,Allocated,Call Sign - Amateur,,,,
20HJA,,Allocated,Call Sign - Amateur,,,,
20HJB,,Allocated,Call Sign - Amateur,,,,
20HJC,,Allocated,Call Sign - Amateur,,,,
20HJD,,Allocated,Call Sign - Amateur,,,,
20HJE,,Allocated,Call Sign - Amateur,,,,
20HJF,,Allocated,Call Sign - Amateur,,,,
20HJG,,Allocated,Call Sign - Amateur,,,,
20HJH,,Allocated,Call Sign - Amateur,,,,
