callsign,status,licence_class,last_modified_date
G7GLQ,Allocated,Amateur Full Radio Licence,2016-08-12
G7GLR,Allocated,Amateur Club Radio Licence,2016-07-23
G7GLS,Allocated,Amateur Full Radio Licence,2016-07-23
G7GLT,Allocated,Amateur Full Radio Licence,2022-10-21
G7GLV,Reserved,,2016-08-12
G7GLW,Allocated,Amateur Full Radio Licence,2016-08-12
G7GLY,Reserved,,2016-08-12
G7GLZ,Allocated,Amateur Full Radio Licence,2016-08-12
G7GMA,Reserved,,2016-08-02
G7GMB,Allocated,Amateur Full Radio Licence,2016-08-02
G7GMC,Reserved,Amateur Full Radio Licence,2017-06-02
G7GMD,Allocated,Amateur Full Radio Licence,2016-08-12
G7GME,Reserved,,2016-08-12
G7GMF,Allocated,Amateur Full Radio Licence,2016-08-12
G7GMG,Allocated,Amateur Full Radio Licence,2022-08-06
G7GMH,Reserved,,2016-08-12
G7GMI,Reserved,,2016-08-12
G7GMJ,Allocated,Amateur Full Radio Licence,2016-08-12
G7GMK,Reserved,,2016-08-12
G7GMM,Reserved,,2016-08-12
G7GMN,Allocated,Amateur Full Radio Licence,2020-06-18
G7GMP,Reserved,,2016-08-12
G7GMQ,Allocated,Amateur Full Radio Licence,2018-10-26
G7GMR,Allocated,Amateur Full Radio Licence,2016-08-12
G7GMS,Reserved,,2016-08-12
G7GMU,Allocated,Amateur Full Radio Licence,2016-08-12
G7GMV,Reserved,,2016-08-12
G7GMX,Reserved,,2016-08-12
G7GMY,Reserved,,2016-08-12
G7GMZ,Allocated,Amateur Full Radio Licence,2016-08-12
G7GNA,Allocated,Amateur Full Radio Licence,2016-07-23
G7GNB,Allocated,Amateur Full Radio Licence,2016-08-12
G7GNC,Reserved,,2016-08-12
G7GND,Reserved,,2016-08-12
G7GNE,Reserved,,2016-08-12
G7GNF,Allocated,Amateur Full Radio Licence,2021-03-10
G7GNG,Allocated,Amateur Full Radio Licence,2016-07-23
G7GNH,Reserved,Amateur Full Radio Licence,2021-06-16
G7GNI,Reserved,,2016-08-12
G7GNK,Allocated,Amateur Full Radio Licence,2016-07-23
G7GNL,Allocated,Amateur Club Radio Licence,2016-12-16
G7GNM,Allocated,Amateur Full Radio Licence,2016-08-12
G7GNN,Reserved,,2016-08-12
G7GNO,Allocated,Amateur Full Radio Licence,2016-08-12
G7GNQ,Reserved,,2016-08-12
G7GNR,Reserved,,2016-08-12
G7GNS,Allocated,Amateur Full Radio Licence,2018-07-28
G7GNT,Reserved,,2016-08-12
G7GNU,Allocated,Amateur Full Radio Licence,2016-08-12
G7GNY,Reserved,,2016-08-12
G7GOA,Allocated,Amateur Full Radio Licence,2016-08-12
G7GOB,Reserved,,2016-08-12
G7GOC,Allocated,Amateur Full Radio Licence,2016-08-12
G7GOE,Allocated,Amateur Full Radio Licence,2016-08-12
G7GOF,Reserved,,2016-08-12
G7GOH,Reserved,,2016-08-12
G7GOI,Reserved,,2016-08-12
G7GOK,Allocated,Amateur Full Radio Licence,2022-10-31
G7GOL,Reserved,,2016-08-12
G7GOO,Reserved,,2016-08-12
G7GOP,Allocated,Amateur Full Radio Licence,2017-09-17
G7GOQ,Reserved,,2016-08-12
G7GOR,Reserved,,2016-08-12
G7GOS,Reserved,,2016-08-12
G7GOT,Reserved,,2016-08-12
G7GOV,Allocated,Amateur Full Radio Licence,2020-11-17
G7GOW,Reserved,,2016-08-12
G7GOX,Reserved,,2016-08-12
G7GOY,Reserved,,2016-08-12
G7GOZ,Reserved,,2016-08-12
G7GPA,Reserved,,2016-08-12
G7GPB,Reserved,,2016-08-12
G7GPC,Reserved,,2016-08-12
G7GPD,Reserved,,2016-08-12
G7GPE,Reserved,,2016-08-12
G7GPF,Reserved,,2016-08-12
G7GPG,Allocated,Amateur Full Radio Licence,2016-08-12
G7GPH,Reserved,,2016-08-12
G7GPI,Allocated,Amateur Full Radio Licence,2016-08-12
G7GPJ,Allocated,Amateur Full Radio Licence,2016-08-12
G7GPK,Reserved,,2016-08-12
G7GPL,Allocated,Amateur Full Radio Licence,2016-08-12
G7GPM,Reserved,,2016-08-12
G7GPO,Reserved,,2016-08-12
G7GPQ,Reserved,,2016-08-12
G7GPR,Allocated,Amateur Full Radio Licence,2020-06-24
G7GPT,Reserved,,2016-08-12
G7GPU,Allocated,Amateur Full Radio Licence,2016-08-12
G7GPW,Reserved,,2016-08-12
G7GPX,Reserved,,2016-08-12
G7GPY,Reserved,,2016-08-12
G7GPZ,Reserved,,2016-08-12
G7GQA,Allocated,Amateur Full Radio Licence,2016-08-12
G7GQB,Allocated,Amateur Full Radio Licence,2016-07-23
G7GQC,Allocated,Amateur Full Radio Licence,2023-08-12
G7GQD,Allocated,Amateur Full Radio Licence,2016-08-12
G7GQE,Reserved,,2016-08-12
G7GQF,Allocated,Amateur Full Radio Licence,2016-08-12
G7GQH,Allocated,Amateur Full Radio Licence,2016-07-23
G7GQJ,Reserved,,2016-08-12
G7GQK,Reserved,,2016-08-12
G7GQL,Allocated,Amateur Full Radio Licence,2016-08-12
G7GQM,Allocated,Amateur Full Radio Licence,2016-07-23
G7GQN,Reserved,Amateur Full Radio Licence,2016-07-23
G7GQO,Allocated,Amateur Full Radio Licence,2016-07-23
G7GQP,Allocated,Amateur Full Radio Licence,2016-08-12
G7GQQ,Reserved,,2016-08-12
G7GQS,Reserved,,2016-08-12
G7GQT,Reserved,,2016-08-12
G7GQU,Reserved,,2016-08-12
G7GQW,Allocated,Amateur Full Radio Licence,2019-03-05
G7GQX,Allocated,Amateur Full Radio Licence,2016-07-23
G7GRA,Reserved,,2016-08-12
G7GRB,Allocated,Amateur Full Radio Licence,2017-07-14
G7GRC,Allocated,Amateur Club Radio Licence,2022-02-22
G7GRD,Reserved,,2016-08-12
G7GRE,Reserved,,2016-08-12
G7GRF,Reserved,,2016-08-12
G7GRG,Reserved,,2016-08-12
G7GRH,Allocated,Amateur Full Radio Licence,2017-03-21
G7GRJ,Reserved,Amateur Full Radio Licence,2021-06-15
G7GRK,Allocated,Amateur Full Radio Licence,2020-10-25
G7GRL,Reserved,,2016-08-12
G7GRM,Allocated,Amateur Full Radio Licence,2020-12-08
G7GRN,Reserved,,2016-08-12
G7GRO,Allocated,Amateur Full Radio Licence,2017-06-28
G7GRP,Reserved,,2016-08-12
G7GRQ,Reserved,Amateur Full Radio Licence,2021-06-14
G7GRR,Allocated,Amateur Full Radio Licence,2022-09-02
G7GRU,Allocated,Amateur Full Radio Licence,2016-08-12
G7GRV,Reserved,,2016-08-12
G7GRW,Reserved,,2016-08-12
G7GRX,Available,,2022-08-15
G7GRY,Allocated,Amateur Full Radio Licence,2016-08-12
G7GRZ,Reserved,,2016-08-12
G7GSA,Reserved,,2016-08-12
G7GSB,Allocated,Amateur Full Radio Licence,2016-08-12
G7GSC,Allocated,Amateur Full Radio Licence,2016-07-23
G7GSD,Allocated,Amateur Full Radio Licence,2016-07-23
G7GSF,Allocated,Amateur Full Radio Licence,2016-08-12
G7GSG,Reserved,,2016-08-12
G7GSH,Allocated,Amateur Full Radio Licence,2016-08-12
G7GSI,Allocated,Amateur Full Radio Licence,2021-01-22
G7GSJ,Reserved,,2016-08-12
G7GSL,Allocated,Amateur Full Radio Licence,2020-03-31
G7GSM,Reserved,,2016-08-12
G7GSN,Allocated,Amateur Full Radio Licence,2016-08-12
G7GSO,Reserved,,2016-08-12
G7GSP,Allocated,Amateur Full Radio Licence,2020-09-15
G7GSQ,Allocated,Amateur Full Radio Licence,2018-07-16
G7GSR,Allocated,Amateur Full Radio Licence,2016-08-12
G7GSS,Reserved,,2016-08-12
G7GST,Reserved,,2016-08-12
G7GSU,Reserved,Amateur Full Radio Licence,2019-11-13
G7GSV,Reserved,,2016-08-12
G7GSW,Allocated,Amateur Full Radio Licence,2019-10-08
G7GSX,Allocated,Amateur Full Radio Licence,2018-01-31
G7GTA,Reserved,,2016-08-12
G7GTB,Allocated,Amateur Full Radio Licence,2016-08-12
G7GTD,Reserved,Amateur Full Radio Licence,2016-10-14
G7GTE,Reserved,,2016-08-12
G7GTG,Allocated,Amateur Full Radio Licence,2016-07-23
G7GTH,Allocated,Amateur Full Radio Licence,2016-08-12
G7GTI,Allocated,Amateur Full Radio Licence,2023-02-16
G7GTJ,Reserved,,2016-08-12
G7GTK,Reserved,,2016-08-12
G7GTL,Reserved,,2016-08-12
G7GTN,Reserved,,2016-08-12
G7GTO,Allocated,Amateur Full Radio Licence,2016-08-12
G7GTP,Reserved,,2016-08-12
G7GTQ,Reserved,,2016-08-12
G7GTR,Reserved,,2016-08-12
G7GTS,Allocated,Amateur Full Radio Licence,2016-08-12
G7GTT,Reserved,,2016-08-12
G7GTU,Allocated,Amateur Full Radio Licence,2022-02-24
G7GTV,Allocated,Amateur Full Radio Licence,2016-07-23
G7GTW,Reserved,Amateur Full Radio Licence,2021-03-15
G7GTX,Allocated,Amateur Full Radio Licence,2016-08-12
G7GTY,Reserved,,2016-08-12
G7GTZ,Reserved,,2016-08-12
G7GUA,Allocated,Amateur Full Radio Licence,2022-11-21
G7GUB,Allocated,Amateur Full Radio Licence,2016-08-12
G7GUC,Reserved,,2016-08-12
G7GUD,Allocated,Amateur Full Radio Licence,2017-10-03
G7GUE,Allocated,Amateur Full Radio Licence,2019-05-20
G7GUF,Allocated,Amateur Full Radio Licence,2017-12-27
G7GUG,Allocated,Amateur Full Radio Licence,2021-11-04
G7GUI,Reserved,,2016-08-12
G7GUJ,Allocated,Amateur Full Radio Licence,2018-07-08
G7GUK,Reserved,Amateur Full Radio Licence,2021-06-24
G7GUL,Allocated,Amateur Full Radio Licence,2016-08-12
G7GUM,Reserved,,2016-08-12
G7GUN,Allocated,Amateur Full Radio Licence,2022-07-15
G7GUO,Allocated,Amateur Full Radio Licence,2016-08-12
G7GUP,Reserved,,2016-08-12
G7GUQ,Reserved,,2016-08-12
G7GUR,Reserved,,2016-08-12
G7GUS,Reserved,Amateur Full Radio Licence,2016-08-12
G7GUT,Allocated,Amateur Full Radio Licence,2016-07-23
G7GUV,Reserved,,2016-08-12
G7GUW,Reserved,,2016-08-12
G7GUX,Reserved,,2016-08-12
G7GVB,Reserved,,2016-08-12
G7GVC,Reserved,,2016-08-12
G7GVD,Allocated,Amateur Full Radio Licence,2016-08-02
G7GVF,Reserved,,2016-08-12
G7GVG,Reserved,,2016-08-12
G7GVH,Reserved,,2016-08-12
G7GVI,Allocated,Amateur Full Radio Licence,2016-08-12
G7GVJ,Allocated,Amateur Full Radio Licence,2016-07-23
G7GVK,Allocated,Amateur Full Radio Licence,2016-08-12
G7GVL,Reserved,,2016-08-12
G7GVM,Reserved,,2016-08-12
G7GVN,Reserved,,2016-08-12
G7GVO,Reserved,,2016-08-12
G7GVP,Allocated,Amateur Full Radio Licence,2016-08-12
G7GVQ,Reserved,,2016-08-12
G7GVV,Allocated,Amateur Full Radio Licence,2017-04-25
G7GVZ,Allocated,Amateur Full Radio Licence,2016-07-23
G7GWA,Allocated,Amateur Full Radio Licence,2023-03-11
G7GWB,Allocated,Amateur Full Radio Licence,2016-07-23
G7GWF,Reserved,,2016-08-12
G7GWG,Reserved,,2016-08-12
G7GWH,Reserved,,2016-08-12
G7GWI,Reserved,,2016-08-12
G7GWJ,Reserved,,2016-08-12
G7GWK,Reserved,,2016-08-12
G7GWL,Reserved,,2016-08-12
G7GWM,Allocated,Amateur Club Radio Licence,2016-08-12
G7GWN,Reserved,,2016-08-12
G7GWO,Allocated,Amateur Full Radio Licence,2017-11-18
G7GWP,Reserved,,2016-08-12
G7GWQ,Reserved,,2016-08-12
G7GWR,Allocated,Amateur Full Radio Licence,2016-08-12
G7GWS,Reserved,,2016-08-12
G7GWT,Allocated,Amateur Full Radio Licence,2018-01-16
G7GWV,Allocated,Amateur Full Radio Licence,2016-07-23
G7GWW,Allocated,Amateur Full Radio Licence,2016-07-23
G7GWZ,Reserved,,2016-08-12
G7GXA,Reserved,,2016-08-12
G7GXB,Reserved,,2016-08-12
G7GXC,Reserved,,2016-08-12
G7GXE,Allocated,Amateur Full Radio Licence,2016-07-23
G7GXF,Allocated,Amateur Full Radio Licence,2016-07-23
G7GXG,Allocated,Amateur Full Radio Licence,2016-08-12
G7GXH,Reserved,,2016-08-12
G7GXI,Allocated,Amateur Full Radio Licence,2016-08-12
G7GXJ,Reserved,,2016-08-12
G7GXK,Allocated,Amateur Full Radio Licence,2016-08-12
G7GXM,Reserved,,2016-08-12
G7GXN,Reserved,,2016-08-12
G7GXO,Reserved,,2016-08-12
G7GXP,Reserved,,2016-08-12
G7GXQ,Reserved,,2016-08-12
G7GXR,Allocated,Amateur Full Radio Licence,2016-08-12
G7GXS,Reserved,,2016-08-12
G7GXV,Reserved,,2016-08-12
G7GXW,Reserved,,2016-08-12
G7GXX,Reserved,,2016-08-12
G7GXY,Allocated,Amateur Full Radio Licence,2019-12-19
G7GXZ,Allocated,Amateur Full Radio Licence,2016-08-12
G7GYA,Reserved,,2016-08-12
G7GYB,Allocated,Amateur Full Radio Licence,2016-08-12
G7GYF,Reserved,,2016-08-12
G7GYG,Reserved,,2016-08-12
G7GYH,Reserved,,2016-08-12
G7GYN,Allocated,Amateur Full Radio Licence,2016-08-12
G7GYO,Reserved,,2016-08-12
G7GYP,Allocated,Amateur Full Radio Licence,2021-10-06
G7GYR,Allocated,Amateur Full Radio Licence,2016-08-12
G7GYS,Reserved,,2016-08-12
G7GYU,Reserved,,2016-08-12
G7GYV,Reserved,,2016-08-12
G7GYW,Reserved,,2016-08-12
G7GYY,Reserved,,2016-08-12
G7GYZ,Reserved,,2016-08-12
G7GZA,Reserved,,2016-08-12
G7GZB,Allocated,Amateur Full Radio Licence,2016-08-12
G7GZC,Allocated,Amateur Full Radio Licence,2017-11-16
G7GZE,Allocated,Amateur Full Radio Licence,2016-08-12
G7GZF,Reserved,,2016-08-12
G7GZG,Allocated,Amateur Full Radio Licence,2016-08-12
G7GZH,Allocated,Amateur Full Radio Licence,2018-10-14
G7GZJ,Allocated,Amateur Full Radio Licence,2016-07-23
G7GZK,Allocated,Amateur Full Radio Licence,2016-08-12
G7GZL,Reserved,,2016-08-12
G7GZM,Reserved,,2016-08-12
G7GZN,Reserved,,2016-08-12
G7GZO,Reserved,,2016-08-12
G7GZP,Reserved,,2016-08-12
G7GZQ,Reserved,,2016-08-12
G7GZS,Reserved,,2016-08-12
G7GZT,Reserved,,2016-08-12
G7GZU,Allocated,Amateur Full Radio Licence,2020-09-01
G7GZV,Allocated,Amateur Full Radio Licence,2016-08-12
G7GZW,Reserved,,2016-08-12
G7GZY,Reserved,,2016-08-12
G7GZZ,Allocated,Amateur Full Radio Licence,2016-08-12
G7HAA,Allocated,Amateur Full Radio Licence,2016-08-12
G7HAB,Reserved,,2016-08-12
G7HAE,Allocated,Amateur Full Radio Licence,2016-07-23
G7HAF,Allocated,Amateur Full Radio Licence,2016-07-23
G7HAH,Allocated,Amateur Club Radio Licence,2020-09-07
G7HAJ,Reserved,,2016-08-02
G7HAL,Reserved,,2016-08-12
G7HAM,Reserved,,2016-08-12
G7HAN,Reserved,,2016-08-12
G7HAO,Reserved,,2016-08-12
G7HAP,Reserved,,2016-08-12
G7HAR,Allocated,Amateur Full Radio Licence,2016-07-23
G7HAS,Allocated,Amateur Full Radio Licence,2016-07-23
G7HAT,Allocated,Amateur Full Radio Licence,2016-08-12
G7HAU,Reserved,,2016-08-12
G7HAV,Allocated,Amateur Full Radio Licence,2016-08-12
G7HAW,Allocated,Amateur Full Radio Licence,2017-06-06
G7HAX,Reserved,,2016-08-12
G7HAY,Reserved,,2016-08-12
G7HAZ,Reserved,Amateur Full Radio Licence,2016-08-12
G7HBA,Reserved,,2016-08-12
G7HBB,Reserved,,2016-08-12
G7HBC,Reserved,,2016-08-12
G7HBE,Reserved,,2016-08-12
G7HBF,Reserved,,2016-08-12
G7HBG,Reserved,,2016-08-12
G7HBH,Reserved,,2016-08-12
G7HBI,Reserved,Amateur Full Radio Licence,2016-08-12
G7HBJ,Reserved,,2016-08-12
G7HBK,Reserved,,2016-08-12
G7HBL,Reserved,,2016-08-12
G7HBM,Reserved,,2016-08-12
G7HBN,Allocated,Amateur Full Radio Licence,2016-08-12
G7HBO,Allocated,Amateur Full Radio Licence,2023-05-25
G7HBP,Reserved,,2016-08-12
G7HBQ,Reserved,,2016-08-12
G7HBR,Reserved,,2016-08-12
G7HBS,Reserved,,2016-08-12
G7HBT,Reserved,,2016-08-12
G7HBU,Allocated,Amateur Full Radio Licence,2016-08-12
G7HBV,Allocated,Amateur Full Radio Licence,2017-08-30
G7HBW,Reserved,,2016-08-12
G7HBX,Reserved,,2016-08-12
G7HCA,Reserved,,2016-08-12
G7HCB,Allocated,Amateur Full Radio Licence,2020-01-02
G7HCC,Allocated,Amateur Full Radio Licence,2016-07-23
G7HCD,Allocated,Amateur Full Radio Licence,2023-07-21
G7HCE,Allocated,Amateur Full Radio Licence,2016-08-12
G7HCF,Reserved,,2016-08-12
G7HCG,Reserved,,2016-08-12
G7HCI,Reserved,,2016-08-12
G7HCJ,Allocated,Amateur Full Radio Licence,2016-08-12
G7HCK,Reserved,,2016-08-12
G7HCL,Allocated,Amateur Full Radio Licence,2016-08-12
G7HCN,Allocated,Amateur Full Radio Licence,2016-07-23
G7HCO,Allocated,Amateur Full Radio Licence,2016-07-23
G7HCQ,Allocated,Amateur Full Radio Licence,2016-07-23
G7HCR,Allocated,Amateur Full Radio Licence,2016-07-23
G7HCT,Allocated,Amateur Full Radio Licence,2016-08-12
G7HCU,Reserved,,2016-08-12
G7HCV,Reserved,,2016-08-12
G7HCX,Reserved,,2016-08-12
G7HCY,Reserved,,2016-08-12
G7HCZ,Reserved,,2016-08-12
G7HDA,Allocated,Amateur Full Radio Licence,2016-08-12
G7HDB,Allocated,Amateur Full Radio Licence,2016-07-23
G7HDC,Allocated,Amateur Full Radio Licence,2016-07-23
G7HDE,Allocated,Amateur Full Radio Licence,2019-11-20
G7HDI,Allocated,Amateur Full Radio Licence,2016-07-23
G7HDJ,Allocated,Amateur Full Radio Licence,2016-08-12
G7HDK,Reserved,,2016-08-12
G7HDL,Reserved,,2016-08-12
G7HDN,Reserved,,2016-08-12
G7HDO,Allocated,Amateur Full Radio Licence,2016-08-12
G7HDP,Reserved,,2016-08-12
G7HDQ,Reserved,,2016-08-12
G7HDR,Allocated,Amateur Full Radio Licence,2016-08-12
G7HDS,Allocated,Amateur Full Radio Licence,2016-08-12
G7HDT,Reserved,,2016-08-12
G7HDU,Allocated,Amateur Full Radio Licence,2016-08-12
G7HDW,Allocated,Amateur Full Radio Licence,2016-07-23
G7HDX,Allocated,Amateur Full Radio Licence,2016-07-23
G7HDZ,Reserved,Amateur Full Radio Licence,2018-03-13
