Value,Product,Status,Type,Call Sign MMSI: Last Modified Date
G0FAQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-05-02
G0FAS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FAU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FAW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FBA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FBC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FBG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FBI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FBL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FBM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FBO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FBQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FBR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FBS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FBT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FBW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FBX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FBY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-24
G0FCA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FCB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FCD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FCG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FCH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FCI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FCJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FCM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FCO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FCP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FCQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FCT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-16
G0FCU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-15
G0FCV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-06-23
G0FCX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FCZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-08-30
G0FDA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FDD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-05-16
G0FDE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FDH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FDJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-11-30
G0FDM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FDN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FDP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-02-16
G0FDR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FDS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-13
G0FDT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-03
G0FDU,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-10-24
G0FDV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FDW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G0FDZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-09
G0FEA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-02
G0FEF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FEI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FEJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FEK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FEM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FEN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-06-11
G0FEO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FEP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FEQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FET,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G0FEU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FEV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FEX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FEZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-02-02
G0FFA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-07-08
G0FFB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-13
G0FFF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FFH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FFK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FFL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-09-03
G0FFN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FFQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FFR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-03-31
G0FGA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FGC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FGE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FGG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-14
G0FGI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-11
G0FGJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FGK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FGO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-03-14
G0FGP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FGR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-12-10
G0FGS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-26
G0FGW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FGX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-07-24
G0FGZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FHA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G0FHC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FHD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FHF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-11-03
G0FHJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FHK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-09-11
G0FHL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FHM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-10-04
G0FHO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FHR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FHS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-11-18
G0FHT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-12-31
G0FHV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FHX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FHY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FIC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-13
G0FIF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FIG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FII,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FIJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FIK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-10-08
G0FIL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-06
G0FIM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FIN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-23
G0FIP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-09-23
G0FIQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FIR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FIT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FIU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-11-01
G0FIW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FIY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G0FIZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FJA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FJB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FJD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FJE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FJH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FJI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-12-09
G0FJJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-03-26
G0FJL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FJM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G0FJN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FJP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FJQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FJR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-05
G0FJS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FJT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-11-25
G0FJV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-11
G0FJY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-04-07
G0FJZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FKF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FKG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FKH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FKI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FKJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FKK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FKL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-06-30
G0FKM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-01
G0FKP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FKS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FKV,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FKW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-11-25
G0FKX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FKY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-02-20
G0FLA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FLB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-12-21
G0FLC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FLD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FLG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-04-22
G0FLI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FLN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-27
G0FLO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-03-19
G0FLP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FLQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FLT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-07-12
G0FLU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FLV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FLW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FLX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-08-14
G0FLY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FMA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FMB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FMC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-02
G0FMG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FMI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FMJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FMM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FMN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-07-29
G0FMO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2017-03-28
G0FMP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FMQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FMT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FMU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-05-02
G0FMW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FMX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-04-14
G0FMY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-05-25
G0FMZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FNA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-19
G0FNB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-05-28
G0FND,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FNE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FNF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FNH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FNI,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G0FNJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FNK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FNL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FNM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FNP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FNS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FNY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-01
G0FOA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FOB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-31
G0FOC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FOD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FOE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FOG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-03-12
G0FOH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FOI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-23
G0FOJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FOK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-09-08
G0FOP,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FOQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FOT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FOU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-02-22
G0FOY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-11-05
G0FOZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FPD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FPI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FPM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FPN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FPO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FPP,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FPT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FPU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FPV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-02-02
G0FPX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FPY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FPZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-02
G0FQA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FQB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FQC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-19
G0FQD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FQE,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G0FQF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FQI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-03-04
G0FQJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G0FQL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-02
G0FQO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FQP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FQQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FQS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FQT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FQU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-10-04
G0FQV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-12-12
G0FQZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FRB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FRD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FRH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G0FRJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FRK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FRL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FRM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FRN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FRO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FRQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FRU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FRV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FRX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-08-05
G0FRY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FRZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-05
G0FSA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-11-14
G0FSB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-05
G0FSD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-10-18
G0FSF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FSG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FSH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FSJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-20
G0FSL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FSM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FSO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FSP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FSR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2019-09-20
G0FSV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FSW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FSY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G0FSZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G0FTD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-06-25
G0FTG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-02-14
G0FTH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FTI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G0FTJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
