callsign,status,licence_class,licence_issued_date
G3LRP,Reserved,Full,1957-04-26
G3MPX,Reserved,Full,1957-05-06
G3MSV,Reserved,Full,1957-05-10
G3LST,Allocated,Full,1957-05-13
G3LSQ,Allocated,Full,1957-05-20
G5BH,Allocated,Full,1957-05-20
G3LTB,Reserved,Full,1957-05-28
G4GEO,Allocated,Full,1957-06-12
G3LTF,Allocated,Full,1957-06-13
G3LTN,Reserved,Full,1957-06-13
G3LTV,Reserved,Full,1957-06-24
G3LRS,Allocated,Full,1957-07-02
G3LUO,Allocated,Full,1957-07-10
G3LUY,Reserved,Full,1957-07-19
G3NPB,Reserved,Full,1957-08-17
G3LWI,Reserved,Full,1957-08-21
G3LWK,Allocated,Full,1957-08-22
G3LWU,Allocated,Full,1957-08-28
G3LXB,Allocated,Full,1957-08-29
G3LXJ,Allocated,Full,1957-09-04
G3LXQ,Allocated,Full,1957-09-04
G3XUL,Reserved,Full,1957-09-18
G3LYZ,Allocated,Full,1957-09-24
G3LZC,Allocated,Full,1957-09-25
G3LZG,Allocated,Full,1957-09-25
G3MAH,Reserved,Full,1957-10-04
G3MAL,Allocated,Full,1957-10-09
G3MAK,Reserved,Full,1957-10-09
G3MAO,Allocated,Full,1957-10-09
G3MAR,Allocated,Full,1957-10-11
G3MAU,Allocated,Full,1957-10-11
G3MAX,Reserved,Full,1957-10-15
G3MBB,Allocated,Full,1957-10-17
G3MBJ,Reserved,Full,1957-10-21
G3MBU,Allocated,Full,1957-10-24
G3MCA,Allocated,Full,1957-10-28
G3MCF,Reserved,Full,1957-10-30
G3MCK,Allocated,Full,1957-11-01
G3MCL,Allocated,Full,1957-11-01
G3MCP,Allocated,Full,1957-11-04
G3MDI,Allocated,Full,1957-11-05
G3MCS,Reserved,Full,1957-11-05
G3MCV,Allocated,Full,1957-11-07
G3MDH,Reserved,Full,1957-11-12
G3MDK,Allocated,Full,1957-11-13
G3MDT,Reserved,Full,1957-11-18
G3MEA,Reserved,Full,1957-11-22
G3MEH,Allocated,Full,1957-11-26
G3MEJ,Allocated,Full,1957-11-28
G3GGI,Allocated,Full,1957-12-02
G3MES,Reserved,Full,1957-12-03
G3MFG,Allocated,Full,1957-12-06
G3MFJ,Allocated,Full,1957-12-11
G3LIO,Allocated,Full,1957-12-12
G3MFY,Reserved,Full,1957-12-19
G3MGB,Reserved,Full,1957-12-30
G3MGH,Allocated,Full,1958-01-02
G3MGK,Reserved,Full,1958-01-02
G3MGU,Allocated,Full,1958-01-10
G3MGW,Allocated,Full,1958-01-10
G3MHQ,Reserved,Full,1958-01-28
G3MHR,Allocated,Full,1958-01-28
G3MHT,Allocated,Full,1958-01-28
G3MFO,Allocated,Full,1958-01-28
G3MHV,Allocated,Full,1958-01-29
G3HXX,Reserved,Full,1958-01-31
G3MHY,Allocated,Full,1958-02-03
G3MIQ,Allocated,Full,1958-02-13
G3MJN,Reserved,Full,1958-02-27
G2AQJ,Allocated,Full,1958-03-05
G3NIW,Allocated,Full,1958-03-06
G3MKT,Allocated,Full,1958-03-12
G3MKU,Allocated,Full,1958-03-12
G3MJX,Reserved,Full,1958-03-23
G3MMN,Allocated,Full,1958-03-31
G3MMF,Allocated,Full,1958-03-31
G3BFC,Reserved,Full,1958-03-31
G3MMK,Reserved,Full,1958-04-01
G3MMS,Allocated,Full,1958-04-08
G3MNR,Reserved,Full,1958-04-17
G3MOB,Reserved,Full,1958-04-21
G3MNV,Allocated,Full,1958-04-21
G3MOE,Reserved,Full,1958-04-22
G3MOL,Allocated,Full,1958-04-23
G3MOP,Reserved,Full,1958-04-25
G3MOR,Allocated,Full,1958-04-25
G3MON,Allocated,Full,1958-04-25
G3LAC,Reserved,Full,1958-04-29
G3AIO,Reserved,Full,1958-04-29
G3MPF,Allocated,Full,1958-04-30
G3MQD,Allocated,Full,1958-05-07
G3MQR,Allocated,Full,1958-05-12
G3MQX,Reserved,Full,1958-05-12
G3MRB,Reserved,Full,1958-05-12
G3MRU,Reserved,Full,1958-05-14
G3MRA,Reserved,Full,1958-05-20
G3MSY,Reserved,Full,1958-05-20
G3HN,Reserved,Full,1958-05-21
G3MTR,Allocated,Full,1958-05-22
G3MUA,Allocated,Full,1958-05-30
G3MUI,Allocated,Full,1958-06-03
G3MUN,Reserved,Full,1958-06-09
G3MVM,Allocated,Full,1958-07-04
G3CXX,Allocated,Full,1958-07-14
G3MVZ,Allocated,Full,1958-07-22
G3MWG,Reserved,Full,1958-07-24
G3MWM,Allocated,Full,1958-07-25
G3NNB,Allocated,Full,1958-07-31
G3MWS,Reserved,Full,1958-08-05
G3MXG,Allocated,Full,1958-08-05
G3ALI,Reserved,Full,1958-08-07
G3MXR,Reserved,Full,1958-08-08
G3BOB,Reserved,Full,1958-08-12
G3MXV,Allocated,Full,1958-08-18
G3MYA,Allocated,Full,1958-08-22
G3NMH,Allocated,Full,1958-08-25
G3MYT,Reserved,Full,1958-08-27
G3MZI,Allocated,Full,1958-09-02
G3MZB,Reserved,Full,1958-09-03
G3MZC,Allocated,Full,1958-09-03
G3MZK,Allocated,Full,1958-09-05
G3NAT,Allocated,Full,1958-09-09
G3MZY,Allocated,Full,1958-09-17
G3MZZ,Allocated,Full,1958-09-19
G3NAI,Allocated,Full,1958-09-23
G3NAK,Allocated,Full,1958-09-23
G3NAV,Allocated,Full,1958-09-24
G3NBC,Reserved,Full,1958-09-24
G3NAQ,Allocated,Full,1958-09-24
G3NAY,Allocated,Full,1958-09-25
G3NBI,Reserved,Full,1958-09-30
G3NBL,Allocated,Full,1958-09-30
G3NBQ,Allocated,Full,1958-10-03
G3NBS,Allocated,Full,1958-10-03
G3NCM,Allocated,Full,1958-10-13
G3NCO,Allocated,Full,1958-10-15
G3NDC,Allocated,Full,1958-11-05
G3IDC,Reserved,Full,1958-11-07
G3NDX,Reserved,Full,1958-11-07
G3NDY,Reserved,Full,1958-11-10
G3NEH,Allocated,Full,1958-11-18
G3NEO,Allocated,Full,1958-11-19
G3NEX,Reserved,Full,1958-11-27
G3NEZ,Reserved,Full,1958-12-02
G3NFJ,Allocated,Full,1958-12-03
G3NFP,Allocated,Full,1958-12-11
G3NFQ,Reserved,Full,1958-12-11
G3CTG,Reserved,Full,1958-12-12
G3NFT,Reserved,Full,1958-12-12
G3NFY,Allocated,Full,1958-12-16
G3NFW,Allocated,Full,1958-12-24
G3NGK,Allocated,Full,1959-01-07
G3NGW,Allocated,Full,1959-01-14
G3NGX,Allocated,Full,1959-01-20
G3NHF,Allocated,Full,1959-01-23
G3LNW,Allocated,Full,1959-01-30
G3NHP,Allocated,Full,1959-01-30
G3NHQ,Allocated,Full,1959-02-05
G3NID,Allocated,Full,1959-02-11
G3NIE,Reserved,Full,1959-02-17
G3NIG,Allocated,Full,1959-02-18
G3NIL,Allocated,Full,1959-02-27
G3NIQ,Allocated,Full,1959-03-04
G3NJK,Reserved,Full,1959-03-09
G3MLD,Reserved,Full,1959-03-11
G3NJF,Reserved,Full,1959-03-20
G2HFR,Allocated,Full,1959-03-26
G3NJO,Reserved,Full,1959-04-03
G3NJW,Reserved,Full,1959-04-12
G3NKG,Allocated,Full,1959-04-16
G3NKL,Allocated,Full,1959-04-23
G3NJQ,Reserved,Full,1959-04-26
G3NKM,Allocated,Full,1959-04-29
G3NKZ,Reserved,Full,1959-04-30
G3NLB,Allocated,Full,1959-05-07
G3MDG,Allocated,Full,1959-05-19
G3NLR,Reserved,Full,1959-06-02
G3NLY,Allocated,Full,1959-06-11
G3NMN,Allocated,Full,1959-07-07
G3NNN,Allocated,Full,1959-07-29
G3NNA,Allocated,Full,1959-07-31
G3NNG,Allocated,Full,1959-07-31
G3NNH,Allocated,Full,1959-07-31
G3BWY,Reserved,Full,1959-07-31
G3NNT,Allocated,Full,1959-08-05
G3NNO,Allocated,Full,1959-08-05
G3NNV,Allocated,Full,1959-08-06
G3NNY,Reserved,Full,1959-08-06
G3NOC,Allocated,Full,1959-08-07
G3NOD,Reserved,Full,1959-08-07
G3NPM,Allocated,Full,1959-08-17
G3OIC,Allocated,Full,1959-08-18
G3NPL,Reserved,Full,1959-08-20
G3NPO,Reserved,Full,1959-08-20
G3NQX,Allocated,Full,1959-09-02
G3NQV,Allocated,Full,1959-09-09
G3MWL,Reserved,Full,1959-09-09
G3NRC,Reserved,Full,1959-09-10
G3NRM,Allocated,Full,1959-09-15
G3NQZ,Allocated,Full,1959-09-16
G3NRQ,Allocated,Full,1959-09-17
G3NRW,Allocated,Full,1959-09-17
G3NRP,Reserved,Full,1959-09-17
G3NRZ,Allocated,Full,1959-09-21
G3PJY,Allocated,Full,1959-09-26
G3OND,Allocated,Full,1959-10-07
G3NVC,Reserved,Full,1959-10-10
G3NUO,Allocated,Full,1959-11-05
G3NDQ,Reserved,Full,1959-11-06
G3NDR,Reserved,Full,1959-11-06
G3NUQ,Allocated,Full,1959-11-06
G3NVW,Allocated,Full,1959-11-18
G3NUU,Allocated,Full,1959-11-23
G3NVO,Reserved,Full,1959-11-23
G3NVU,Reserved,Full,1959-11-25
G3OQR,Allocated,Full,1959-11-30
G3NWO,Reserved,Full,1959-12-08
G3NWS,Allocated,Full,1959-12-09
G3NWU,Reserved,Full,1959-12-10
G3NXD,Reserved,Full,1959-12-15
G3NXN,Allocated,Full,1959-12-15
G3NXJ,Reserved,Full,1959-12-16
G3NXL,Allocated,Full,1959-12-18
G3NXS,Allocated,Full,1959-12-22
G3NXQ,Reserved,Full,1959-12-23
G3NXV,Reserved,Full,1959-12-23
G3NXX,Allocated,Full,1959-12-23
G3NXZ,Allocated,Full,1959-12-25
G3MUL,Reserved,Full,1959-12-29
G3NYG,Allocated,Full,1960-01-14
G3NYS,Allocated,Full,1960-01-14
G3OAK,Reserved,Full,1960-02-01
G3NXK,Allocated,Full,1960-02-04
G3NZK,Reserved,Full,1960-02-04
G3NZP,Allocated,Full,1960-02-04
G3NZO,Allocated,Full,1960-02-05
G3OAD,Allocated,Full,1960-02-05
G3NZR,Allocated,Full,1960-02-08
G3FXI,Allocated,Full,1960-02-11
G3OAH,Allocated,Full,1960-02-11
G3NZL,Allocated,Full,1960-02-18
G3OAR,Allocated,Full,1960-02-19
G3OAU,Reserved,Full,1960-02-22
G3OAV,Reserved,Full,1960-02-23
G3OAX,Allocated,Full,1960-02-25
G3OAY,Allocated,Full,1960-02-25
G3OBC,Allocated,Full,1960-03-01
G3OBG,Allocated,Full,1960-03-02
G3OBL,Allocated,Full,1960-03-07
G3OCD,Reserved,Full,1960-03-30
G3OCH,Allocated,Full,1960-03-30
G3ODB,Allocated,Full,1960-04-14
G3ODU,Reserved,Full,1960-05-06
G3ODR,Allocated,Full,1960-05-12
G3OEC,Allocated,Full,1960-05-12
G3OZD,Allocated,Full,1960-05-12
G3OEG,Reserved,Full,1960-05-16
G3OEI,Reserved,Full,1960-05-16
G3OFA,Allocated,Full,1960-06-07
G3OFJ,Reserved,Full,1960-06-17
G3OGK,Allocated,Full,1960-07-27
G3OGE,Allocated,Full,1960-07-28
G3OGH,Allocated,Full,1960-07-29
G3OGO,Reserved,Full,1960-07-29
G3OGL,Reserved,Full,1960-08-02
G3OHC,Allocated,Full,1960-08-05
G3OGY,Allocated,Full,1960-08-05
G3OHM,Allocated,Full,1960-08-09
G3OHL,Allocated,Full,1960-08-10
G3OHH,Allocated,Full,1960-08-11
G3OHP,Allocated,Full,1960-08-11
G3OHT,Reserved,Full,1960-08-11
G3OHS,Allocated,Full,1960-08-15
G3OIB,Allocated,Full,1960-08-17
G3OIN,Allocated,Full,1960-08-19
G3OIM,Reserved,Full,1960-08-22
G3OIT,Reserved,Full,1960-08-24
G3OJI,Allocated,Full,1960-08-29
G3OJW,Reserved,Full,1960-08-30
G3OJO,Reserved,Full,1960-08-30
G3OJQ,Reserved,Full,1960-09-01
G3OJS,Allocated,Full,1960-09-01
G3OJL,Allocated,Full,1960-09-03
G3OKA,Allocated,Full,1960-09-06
G3OKD,Allocated,Full,1960-09-06
G3OKY,Allocated,Full,1960-09-09
G3NRB,Allocated,Full,1960-09-10
G3OKU,Allocated,Full,1960-09-13
G3OLB,Allocated,Full,1960-09-14
G3OLM,Reserved,Full,1960-09-19
G3OLP,Allocated,Full,1960-09-19
G3OMA,Allocated,Full,1960-09-21
G3OMC,Reserved,Full,1960-09-22
G3OMK,Allocated,Full,1960-09-26
G3ONQ,Reserved,Full,1960-09-29
G3OMT,Allocated,Full,1960-10-04
G3OMX,Reserved,Full,1960-10-05
G3ONI,Allocated,Full,1960-10-07
G3ONU,Allocated,Full,1960-10-11
G3JOX,Allocated,Full,1960-10-11
G3ONJ,Allocated,Full,1960-10-11
G3ONL,Allocated,Full,1960-10-12
G3ONP,Reserved,Full,1960-10-12
G3OOK,Allocated,Full,1960-10-26
G3LSF,Allocated,Full,1960-11-03
G3OPL,Reserved,Full,1960-11-16
G3OQI,Allocated,Full,1960-11-24
G3OQO,Allocated,Full,1960-11-29
G3ORC,Reserved,Full,1960-12-06
G3GRQ,Allocated,Full,1960-12-06
G3ORH,Allocated,Full,1960-12-08
G3ORI,Allocated,Full,1960-12-08
G3ORK,Allocated,Full,1960-12-08
G3ORP,Allocated,Full,1960-12-08
G3ORN,Allocated,Full,1960-12-08
G3ORW,Reserved,Full,1960-12-16
G3ORX,Reserved,Full,1960-12-16
G3OSB,Allocated,Full,1960-12-20
G3OSP,Allocated,Full,1960-12-22
G3OSI,Allocated,Full,1960-12-23
G3NXR,Allocated,Full,1960-12-23
G3OSW,Allocated,Full,1961-01-03
G3OSJ,Reserved,Full,1961-01-03
G3OTH,Allocated,Full,1961-01-11
G3PSM,Allocated,Full,1961-01-11
G3OTN,Allocated,Full,1961-01-12
G3OTV,Allocated,Full,1961-01-19
G3OTY,Allocated,Full,1961-01-23
G3OUQ,Reserved,Full,1961-01-30
G3OUV,Allocated,Full,1961-02-01
G3OUI,Allocated,Full,1961-02-03
G3OVD,Reserved,Full,1961-02-09
G3OVL,Allocated,Full,1961-02-09
G3OVH,Allocated,Full,1961-02-10
G3OVK,Allocated,Full,1961-02-10
G6AZP,Allocated,Full,1961-02-25
G3OWA,Reserved,Full,1961-02-27
G3OPJ,Allocated,Full,1961-03-04
G3OWS,Allocated,Full,1961-03-10
G3OWQ,Allocated,Full,1961-03-10
G3OWF,Allocated,Full,1961-03-11
G3OXA,Allocated,Full,1961-03-13
G3OXK,Allocated,Full,1961-03-20
G3OXL,Allocated,Full,1961-03-24
G3OXN,Allocated,Full,1961-03-28
G3OXR,Allocated,Full,1961-03-30
G3OXV,Reserved,Full,1961-04-06
G3OXX,Allocated,Full,1961-04-11
G3OYG,Allocated,Full,1961-04-28
G3OXQ,Allocated,Full,1961-04-30
G3OYT,Allocated,Full,1961-05-03
G3OYL,Allocated,Full,1961-05-04
G3OYV,Reserved,Full,1961-05-08
G3OYX,Allocated,Full,1961-05-09
G3OZC,Allocated,Full,1961-05-12
G3OZE,Allocated,Full,1961-05-15
G3OZI,Reserved,Full,1961-05-16
G3OZK,Allocated,Full,1961-05-18
G3OZL,Allocated,Full,1961-05-18
G3OZJ,Allocated,Full,1961-05-18
G3OZN,Allocated,Full,1961-05-19
G3OZQ,Allocated,Full,1961-05-23
G3OZS,Allocated,Full,1961-05-26
G3OZT,Allocated,Full,1961-05-26
G3OZY,Reserved,Full,1961-05-31
G3OZZ,Reserved,Full,1961-06-01
G3PAI,Allocated,Full,1961-06-06
G3PAF,Reserved,Full,1961-06-08
G3PAQ,Allocated,Full,1961-06-22
G3NQF,Allocated,Full,1961-06-27
G3OFT,Allocated,Full,1961-07-01
G3PBF,Allocated,Full,1961-07-03
G3PBI,Allocated,Full,1961-07-12
G3PBK,Reserved,Full,1961-07-13
G3PBQ,Reserved,Full,1961-07-19
G3PBU,Allocated,Full,1961-07-20
G3PCS,Reserved,Full,1961-07-31
G3PDE,Allocated,Full,1961-08-03
G3PDG,Allocated,Full,1961-08-03
G3PDW,Reserved,Full,1961-08-08
G3PEM,Allocated,Full,1961-08-14
G3PDN,Allocated,Full,1961-08-14
G3PEK,Allocated,Full,1961-08-14
G3PEW,Allocated,Full,1961-08-16
G3PFF,Reserved,Full,1961-08-17
G3PFP,Reserved,Full,1961-08-21
G3PFJ,Allocated,Full,1961-08-22
G3PFO,Allocated,Full,1961-08-22
G3PFX,Allocated,Full,1961-08-24
G3PGC,Allocated,Full,1961-08-28
G3PGG,Reserved,Full,1961-08-29
G3PGN,Allocated,Full,1961-08-30
G3PGQ,Allocated,Full,1961-09-01
G3PGV,Allocated,Full,1961-09-04
G3PIJ,Allocated,Full,1961-09-05
G3PHA,Allocated,Full,1961-09-05
G3PHL,Allocated,Full,1961-09-06
G3RIC,Reserved,Full,1961-09-06
G6ESQ,Allocated,Full,1961-09-09
G3PHS,Reserved,Full,1961-09-11
G3PHR,Allocated,Full,1961-09-11
G3PHU,Allocated,Full,1961-09-13
G3PHW,Reserved,Full,1961-09-13
G3JPL,Allocated,Full,1961-09-14
G3PIP,Reserved,Full,1961-09-15
G3PIO,Allocated,Full,1961-09-19
G3PIY,Allocated,Full,1961-09-20
G3PJB,Allocated,Full,1961-09-20
G3PJL,Reserved,Full,1961-09-21
G3PJN,Reserved,Full,1961-09-21
G3PJT,Allocated,Full,1961-09-22
G3PKA,Reserved,Full,1961-09-26
G3PKR,Allocated,Full,1961-10-02
G3PKW,Allocated,Full,1961-10-02
G3PKQ,Allocated,Full,1961-10-03
G3PLJ,Allocated,Full,1961-10-06
G3PLB,Allocated,Full,1961-10-06
G3PLH,Allocated,Full,1961-10-10
G3PLN,Allocated,Full,1961-10-13
G3PLP,Allocated,Full,1961-10-16
G6GW,Allocated,Full,1961-10-17
G3PLT,Allocated,Full,1961-10-17
G3PLX,Allocated,Full,1961-10-18
G3PMD,Reserved,Full,1961-10-19
G3PMJ,Allocated,Full,1961-10-19
G3PMF,Reserved,Full,1961-10-20
G3PMR,Allocated,Full,1961-10-25
G3PND,Allocated,Full,1961-11-03
G3PNF,Reserved,Full,1961-11-06
G3PNB,Reserved,Full,1961-11-08
G3PNO,Allocated,Full,1961-11-10
G3PNP,Allocated,Full,1961-11-10
G3POT,Allocated,Full,1961-11-13
G3PNQ,Allocated,Full,1961-11-14
G3PNU,Allocated,Full,1961-11-16
G3PNV,Reserved,Full,1961-11-16
G3POI,Allocated,Full,1961-11-22
G3POQ,Allocated,Full,1961-11-22
G3POS,Allocated,Full,1961-11-23
G3PPB,Allocated,Full,1961-11-27
G3VWX,Allocated,Full,1961-12-01
G3PPR,Allocated,Full,1961-12-04
G3PPO,Allocated,Full,1961-12-04
G3PQA,Allocated,Full,1961-12-06
G3PQE,Reserved,Full,1961-12-07
G3PQD,Allocated,Full,1961-12-08
G3PQM,Allocated,Full,1961-12-11
G3PQU,Allocated,Full,1961-12-12
G3PQP,Allocated,Full,1961-12-12
G3PQY,Allocated,Full,1961-12-14
G3DKJ,Allocated,Full,1961-12-14
G3PRH,Allocated,Full,1961-12-20
G3PRN,Allocated,Full,1961-12-27
G3PRK,Allocated,Full,1961-12-27
G3PRQ,Allocated,Full,1961-12-27
G3PRR,Allocated,Full,1962-01-01
G3PSJ,Reserved,Full,1962-01-10
G3PSP,Allocated,Full,1962-01-16
G3PSY,Reserved,Full,1962-01-29
G3PTD,Allocated,Full,1962-02-05
G3PTG,Allocated,Full,1962-02-06
G3PTM,Reserved,Full,1962-02-06
G3PTO,Reserved,Full,1962-02-07
G3PTS,Allocated,Full,1962-02-08
G3PTU,Allocated,Full,1962-02-08
G3PTQ,Allocated,Full,1962-02-08
G3PTV,Reserved,Full,1962-02-09
G3PTZ,Allocated,Full,1962-02-09
G3MRZ,Allocated,Full,1962-02-12
G3PUK,Allocated,Full,1962-02-14
G3PUP,Reserved,Full,1962-02-19
G3PUT,Reserved,Full,1962-02-21
G3RVD,Reserved,Full,1962-02-22
G3PUX,Allocated,Full,1962-02-23
G3PVG,Allocated,Full,1962-03-02
G3PVJ,Allocated,Full,1962-03-05
G3PVS,Allocated,Full,1962-03-13
G3PVT,Reserved,Full,1962-03-13
G3NTA,Allocated,Full,1962-03-14
G3PWB,Allocated,Full,1962-03-21
G3RYE,Allocated,Full,1962-04-04
G3MOV,Allocated,Full,1962-04-05
G3PXI,Allocated,Full,1962-04-19
G3PXM,Reserved,Full,1962-04-25
G3PXQ,Allocated,Full,1962-05-02
G3RAR,Reserved,Full,1962-05-06
G3PYF,Allocated,Full,1962-05-08
G3PXU,Allocated,Full,1962-05-08
G3PYH,Allocated,Full,1962-05-10
G3PYO,Allocated,Full,1962-05-14
G3PYV,Reserved,Full,1962-05-15
G3PZE,Allocated,Full,1962-05-18
G3PZL,Allocated,Full,1962-05-21
G3PZN,Allocated,Full,1962-05-22
G3RBD,Allocated,Full,1962-06-20
G3RBG,Allocated,Full,1962-06-25
G3RBJ,Allocated,Full,1962-06-29
G3RBM,Reserved,Full,1962-06-30
G3RCA,Reserved,Full,1962-07-06
G3RCB,Allocated,Full,1962-07-06
G3RCD,Allocated,Full,1962-07-09
G3RCX,Allocated,Full,1962-07-17
G3RCQ,Allocated,Full,1962-07-18
G3RCZ,Allocated,Full,1962-07-20
G3RDF,Allocated,Full,1962-07-20
G3RDD,Reserved,Full,1962-07-23
G3RDN,Allocated,Full,1962-07-26
G3RDP,Allocated,Full,1962-07-27
G3RDZ,Allocated,Full,1962-07-30
G3RED,Allocated,Full,1962-07-31
G3REL,Allocated,Full,1962-08-01
G3REP,Allocated,Full,1962-08-02
G3REU,Allocated,Full,1962-08-02
G3REW,Allocated,Full,1962-08-04
G3REB,Allocated,Full,1962-08-07
G3RFJ,Reserved,Full,1962-08-10
G3RFP,Reserved,Full,1962-08-12
G3RFN,Allocated,Full,1962-08-13
G3RFX,Reserved,Full,1962-08-14
G3RGB,Allocated,Full,1962-08-16
G3RGD,Allocated,Full,1962-08-17
G3RGJ,Allocated,Full,1962-08-21
G3RGP,Allocated,Full,1962-08-21
G3RGO,Reserved,Full,1962-08-21
G3RGR,Reserved,Full,1962-08-24
G3RGS,Allocated,Full,1962-08-24
G3RHC,Reserved,Full,1962-08-27
G3RHH,Reserved,Full,1962-08-27
G3RII,Reserved,Full,1962-09-05
G3RIR,Allocated,Full,1962-09-11
G3RIY,Allocated,Full,1962-09-12
G3RJF,Allocated,Full,1962-09-14
G3RJH,Allocated,Full,1962-09-14
G3RJI,Allocated,Full,1962-09-14
G3RIX,Allocated,Full,1962-09-18
G3RJT,Allocated,Full,1962-09-19
G3RJV,Allocated,Full,1962-09-19
G3RJX,Reserved,Full,1962-09-20
G3RKD,Reserved,Full,1962-09-25
G3RKH,Allocated,Full,1962-09-25
G3RKM,Allocated,Full,1962-09-26
G3RKQ,Allocated,Full,1962-09-27
G3RKX,Reserved,Full,1962-09-28
G3RME,Allocated,Full,1962-10-01
G3RKZ,Allocated,Full,1962-10-02
G3RLT,Allocated,Full,1962-10-03
G3RLJ,Allocated,Full,1962-10-03
G3RLS,Reserved,Full,1962-10-03
G3RLV,Allocated,Full,1962-10-03
G3RLW,Reserved,Full,1962-10-04
G3RMA,Reserved,Full,1962-10-04
G3RMJ,Allocated,Full,1962-10-09
G3RMK,Allocated,Full,1962-10-12
G3RKN,Reserved,Full,1962-10-14
G3RML,Reserved,Full,1962-10-15
G3RMQ,Allocated,Full,1962-10-17
G3RMX,Allocated,Full,1962-10-22
G3RMZ,Allocated,Full,1962-10-23
G3RNP,Allocated,Full,1962-11-01
G3ROC,Allocated,Full,1962-11-06
G3ROD,Allocated,Full,1962-11-06
G3ROM,Allocated,Full,1962-11-13
G3ROW,Allocated,Full,1962-11-19
G3ROV,Reserved,Full,1962-11-20
G3RPB,Allocated,Full,1962-11-21
G3RPA,Allocated,Full,1962-11-26
G3RPI,Reserved,Full,1962-11-30
G3RPQ,Reserved,Full,1962-12-06
G3PQC,Allocated,Full,1962-12-07
G3RPZ,Allocated,Full,1962-12-14
G3PRE,Allocated,Full,1962-12-18
G3RQF,Allocated,Full,1962-12-18
G3RQZ,Allocated,Full,1963-01-02
G3BGA,Reserved,Full,1963-01-02
G3RQX,Allocated,Full,1963-01-03
G3RQY,Reserved,Full,1963-01-03
G3RRL,Reserved,Full,1963-01-14
G3RRM,Allocated,Full,1963-01-14
G3RRN,Allocated,Full,1963-01-14
G3RSD,Allocated,Full,1963-01-16
G3RSK,Reserved,Full,1963-01-17
G3RSY,Allocated,Full,1963-01-24
G3RTA,Allocated,Full,1963-01-28
G3RTD,Allocated,Full,1963-01-30
G3RTY,Allocated,Full,1963-02-07
G3RTR,Allocated,Full,1963-02-07
G3RTU,Allocated,Full,1963-02-07
G3RUG,Allocated,Full,1963-02-08
G3RUH,Allocated,Full,1963-02-11
G3RUJ,Allocated,Full,1963-02-12
G3RVG,Allocated,Full,1963-02-22
G3DFH,Reserved,Full,1963-02-22
G3RVM,Allocated,Full,1963-02-26
G3KOJ,Allocated,Full,1963-03-01
G3SYM,Allocated,Full,1963-03-03
G3RWL,Allocated,Full,1963-03-07
G3UAA,Allocated,Full,1963-03-10
G3RWF,Allocated,Full,1963-03-13
G3RWX,Allocated,Full,1963-03-21
G3RXI,Allocated,Full,1963-03-27
G3RXL,Allocated,Full,1963-03-28
G3RXP,Allocated,Full,1963-03-29
G3RXV,Allocated,Full,1963-04-01
G3RXZ,Allocated,Full,1963-04-02
G3RYN,Reserved,Full,1963-04-10
G3RZA,Allocated,Full,1963-04-19
G3RYY,Reserved,Full,1963-04-19
G3RYZ,Allocated,Full,1963-04-19
G3UDU,Allocated,Full,1963-04-21
G3RZJ,Allocated,Full,1963-04-25
G3RZP,Allocated,Full,1963-04-29
G3RZX,Reserved,Full,1963-05-01
G3RZY,Allocated,Full,1963-05-02
G3SAH,Allocated,Full,1963-05-06
G3SAF,Reserved,Full,1963-05-06
G3SAN,Allocated,Full,1963-05-07
G3SAR,Allocated,Full,1963-05-07
G3PXV,Allocated,Full,1963-05-08
G3UI,Allocated,Full,1963-05-13
G3SBC,Allocated,Full,1963-05-21
G3SBI,Allocated,Full,1963-05-24
G3SBP,Allocated,Full,1963-06-05
G3SCV,Allocated,Full,1963-06-16
G3SCH,Reserved,Full,1963-06-18
G3SCL,Allocated,Full,1963-06-20
G3PWH,Allocated,Full,1963-06-20
G3CYL,Allocated,Full,1963-06-24
G3SCU,Allocated,Full,1963-06-27
G3RBP,Allocated,Full,1963-06-29
G3RBL,Reserved,Full,1963-06-29
G3SCY,Allocated,Full,1963-07-03
G3SCX,Allocated,Full,1963-07-04
G3XPT,Allocated,Full,1963-07-08
G3THF,Allocated,Full,1963-07-08
G3SDH,Allocated,Full,1963-07-09
G3SDL,Allocated,Full,1963-07-09
G3THK,Reserved,Full,1963-07-10
G3SDY,Allocated,Full,1963-07-16
G3SEJ,Allocated,Full,1963-07-18
G3SEK,Allocated,Full,1963-07-18
G3SEN,Allocated,Full,1963-07-18
G3SER,Allocated,Full,1963-07-18
G3SET,Allocated,Full,1963-07-19
G3SDW,Allocated,Full,1963-07-23
G3SEW,Allocated,Full,1963-07-23
G3SLI,Allocated,Full,1963-07-23
G2UH,Allocated,Full,1963-07-24
G3RDQ,Allocated,Full,1963-07-26
G3SFB,Allocated,Full,1963-07-27
G3SFO,Reserved,Full,1963-07-29
G3SFQ,Allocated,Full,1963-07-30
G3PCX,Allocated,Full,1963-07-31
G3SFU,Allocated,Full,1963-08-01
G3SGF,Allocated,Full,1963-08-01
G3SGL,Allocated,Full,1963-08-07
G3SGQ,Reserved,Full,1963-08-08
G3SGS,Allocated,Full,1963-08-08
G3SGY,Allocated,Full,1963-08-09
G3TKB,Allocated,Full,1963-08-13
G3SHL,Allocated,Full,1963-08-14
G3SHR,Allocated,Full,1963-08-19
G3SHY,Allocated,Full,1963-08-20
G3SHZ,Allocated,Full,1963-08-20
