Call Sign,Status,Licence Class,Licence Issued Dat
G3LRP,Reserved,Full,26/04/1957
G3MPX,Reserved,Full,06/05/1957
G3MSV,Reserved,Full,10/05/1957
G3LST,Allocated,Full,13/05/1957
G3LSQ,Allocated,Full,20/05/1957
G5BH,Allocated,Full,20/05/1957
G3LTB,Reserved,Full,28/05/1957
G4GEO,Allocated,Full,12/06/1957
G3LTF,Allocated,Full,13/06/1957
G3LTN,Reserved,Full,13/06/1957
G3LTV,Reserved,Full,24/06/1957
G3LRS,Allocated,Full,02/07/1957
G3LUO,Allocated,Full,10/07/1957
G3LUY,Reserved,Full,19/07/1957
G3NPB,Reserved,Full,17/08/1957
G3LWI,Reserved,Full,21/08/1957
G3LWK,Allocated,Full,22/08/1957
G3LWU,Allocated,Full,28/08/1957
G3LXB,Allocated,Full,29/08/1957
G3LXJ,Allocated,Full,04/09/1957
G3LXQ,Allocated,Full,04/09/1957
G3XUL,Reserved,Full,18/09/1957
G3LYZ,Allocated,Full,24/09/1957
G3LZC,Allocated,Full,25/09/1957
G3LZG,Allocated,Full,25/09/1957
G3MAH,Reserved,Full,04/10/1957
G3MAL,Allocated,Full,09/10/1957
G3MAK,Reserved,Full,09/10/1957
G3MAO,Allocated,Full,09/10/1957
G3MAR,Allocated,Full,11/10/1957
G3MAU,Allocated,Full,11/10/1957
G3MAX,Reserved,Full,15/10/1957
G3MBB,Allocated,Full,17/10/1957
G3MBJ,Reserved,Full,21/10/1957
G3MBU,Allocated,Full,24/10/1957
G3MCA,Allocated,Full,28/10/1957
G3MCF,Reserved,Full,30/10/1957
G3MCK,Allocated,Full,01/11/1957
G3MCL,Allocated,Full,01/11/1957
G3MCP,Allocated,Full,04/11/1957
G3MDI,Allocated,Full,05/11/1957
G3MCS,Reserved,Full,05/11/1957
G3MCV,Allocated,Full,07/11/1957
G3MDH,Reserved,Full,12/11/1957
G3MDK,Allocated,Full,13/11/1957
G3MDT,Reserved,Full,18/11/1957
G3MEA,Reserved,Full,22/11/1957
G3MEH,Allocated,Full,26/11/1957
G3MEJ,Allocated,Full,28/11/1957
G3GGI,Allocated,Full,02/12/1957
G3MES,Reserved,Full,03/12/1957
G3MFG,Allocated,Full,06/12/1957
G3MFJ,Allocated,Full,11/12/1957
G3LIO,Allocated,Full,12/12/1957
G3MFY,Reserved,Full,19/12/1957
G3MGB,Reserved,Full,30/12/1957
G3MGH,Allocated,Full,02/01/1958
G3MGK,Reserved,Full,02/01/1958
G3MGU,Allocated,Full,10/01/1958
G3MGW,Allocated,Full,10/01/1958
G3MHQ,Reserved,Full,28/01/1958
G3MHR,Allocated,Full,28/01/1958
G3MHT,Allocated,Full,28/01/1958
G3MFO,Allocated,Full,28/01/1958
G3MHV,Allocated,Full,29/01/1958
G3HXX,Reserved,Full,31/01/1958
G3MHY,Allocated,Full,03/02/1958
G3MIQ,Allocated,Full,13/02/1958
G3MJN,Reserved,Full,27/02/1958
G2AQJ,Allocated,Full,05/03/1958
G3NIW,Allocated,Full,06/03/1958
G3MKT,Allocated,Full,12/03/1958
G3MKU,Allocated,Full,12/03/1958
G3MJX,Reserved,Full,23/03/1958
G3MMN,Allocated,Full,31/03/1958
G3MMF,Allocated,Full,31/03/1958
G3BFC,Reserved,Full,31/03/1958
G3MMK,Reserved,Full,01/04/1958
G3MMS,Allocated,Full,08/04/1958
G3MNR,Reserved,Full,17/04/1958
G3MOB,Reserved,Full,21/04/1958
G3MNV,Allocated,Full,21/04/1958
G3MOE,Reserved,Full,22/04/1958
G3MOL,Allocated,Full,23/04/1958
G3MOP,Reserved,Full,25/04/1958
G3MOR,Allocated,Full,25/04/1958
G3MON,Allocated,Full,25/04/1958
G3LAC,Reserved,Full,29/04/1958
G3AIO,Reserved,Full,29/04/1958
G3MPF,Allocated,Full,30/04/1958
G3MQD,Allocated,Full,07/05/1958
G3MQR,Allocated,Full,12/05/1958
G3MQX,Reserved,Full,12/05/1958
G3MRB,Reserved,Full,12/05/1958
G3MRU,Reserved,Full,14/05/1958
G3MRA,Reserved,Full,20/05/1958
G3MSY,Reserved,Full,20/05/1958
G3HN,Reserved,Full,21/05/1958
G3MTR,Allocated,Full,22/05/1958
G3MUA,Allocated,Full,30/05/1958
G3MUI,Allocated,Full,03/06/1958
G3MUN,Reserved,Full,09/06/1958
G3MVM,Allocated,Full,04/07/1958
G3CXX,Allocated,Full,14/07/1958
G3MVZ,Allocated,Full,22/07/1958
G3MWG,Reserved,Full,24/07/1958
G3MWM,Allocated,Full,25/07/1958
G3NNB,Allocated,Full,31/07/1958
G3MWS,Reserved,Full,05/08/1958
G3MXG,Allocated,Full,05/08/1958
G3ALI,Reserved,Full,07/08/1958
G3MXR,Reserved,Full,08/08/1958
G3BOB,Reserved,Full,12/08/1958
G3MXV,Allocated,Full,18/08/1958
G3MYA,Allocated,Full,22/08/1958
G3NMH,Allocated,Full,25/08/1958
G3MYT,Reserved,Full,27/08/1958
G3MZI,Allocated,Full,02/09/1958
G3MZB,Reserved,Full,03/09/1958
G3MZC,Allocated,Full,03/09/1958
G3MZK,Allocated,Full,05/09/1958
G3NAT,Allocated,Full,09/09/1958
G3MZY,Allocated,Full,17/09/1958
G3MZZ,Allocated,Full,19/09/1958
G3NAI,Allocated,Full,23/09/1958
G3NAK,Allocated,Full,23/09/1958
G3NAV,Allocated,Full,24/09/1958
G3NBC,Reserved,Full,24/09/1958
G3NAQ,Allocated,Full,24/09/1958
G3NAY,Allocated,Full,25/09/1958
G3NBI,Reserved,Full,30/09/1958
G3NBL,Allocated,Full,30/09/1958
G3NBQ,Allocated,Full,03/10/1958
G3NBS,Allocated,Full,03/10/1958
G3NCM,Allocated,Full,13/10/1958
G3NCO,Allocated,Full,15/10/1958
G3NDC,Allocated,Full,05/11/1958
G3IDC,Reserved,Full,07/11/1958
G3NDX,Reserved,Full,07/11/1958
G3NDY,Reserved,Full,10/11/1958
G3NEH,Allocated,Full,18/11/1958
G3NEO,Allocated,Full,19/11/1958
G3NEX,Reserved,Full,27/11/1958
G3NEZ,Reserved,Full,02/12/1958
G3NFJ,Allocated,Full,03/12/1958
G3NFP,Allocated,Full,11/12/1958
G3NFQ,Reserved,Full,11/12/1958
G3CTG,Reserved,Full,12/12/1958
G3NFT,Reserved,Full,12/12/1958
G3NFY,Allocated,Full,16/12/1958
G3NFW,Allocated,Full,24/12/1958
G3NGK,Allocated,Full,07/01/1959
G3NGW,Allocated,Full,14/01/1959
G3NGX,Allocated,Full,20/01/1959
G3NHF,Allocated,Full,23/01/1959
G3LNW,Allocated,Full,30/01/1959
G3NHP,Allocated,Full,30/01/1959
G3NHQ,Allocated,Full,05/02/1959
G3NID,Allocated,Full,11/02/1959
G3NIE,Reserved,Full,17/02/1959
G3NIG,Allocated,Full,18/02/1959
G3NIL,Allocated,Full,27/02/1959
G3NIQ,Allocated,Full,04/03/1959
G3NJK,Reserved,Full,09/03/1959
G3MLD,Reserved,Full,11/03/1959
G3NJF,Reserved,Full,20/03/1959
G2HFR,Allocated,Full,26/03/1959
G3NJO,Reserved,Full,03/04/1959
G3NJW,Reserved,Full,12/04/1959
G3NKG,Allocated,Full,16/04/1959
G3NKL,Allocated,Full,23/04/1959
G3NJQ,Reserved,Full,26/04/1959
G3NKM,Allocated,Full,29/04/1959
G3NKZ,Reserved,Full,30/04/1959
G3NLB,Allocated,Full,07/05/1959
G3MDG,Allocated,Full,19/05/1959
G3NLR,Reserved,Full,02/06/1959
G3NLY,Allocated,Full,11/06/1959
G3NMN,Allocated,Full,07/07/1959
G3NNN,Allocated,Full,29/07/1959
G3NNA,Allocated,Full,31/07/1959
G3NNG,Allocated,Full,31/07/1959
G3NNH,Allocated,Full,31/07/1959
G3BWY,Reserved,Full,31/07/1959
G3NNT,Allocated,Full,05/08/1959
G3NNO,Allocated,Full,05/08/1959
G3NNV,Allocated,Full,06/08/1959
G3NNY,Reserved,Full,06/08/1959
G3NOC,Allocated,Full,07/08/1959
G3NOD,Reserved,Full,07/08/1959
G3NPM,Allocated,Full,17/08/1959
G3OIC,Allocated,Full,18/08/1959
G3NPL,Reserved,Full,20/08/1959
G3NPO,Reserved,Full,20/08/1959
G3NQX,Allocated,Full,02/09/1959
G3NQV,Allocated,Full,09/09/1959
G3MWL,Reserved,Full,09/09/1959
G3NRC,Reserved,Full,10/09/1959
G3NRM,Allocated,Full,15/09/1959
G3NQZ,Allocated,Full,16/09/1959
G3NRQ,Allocated,Full,17/09/1959
G3NRW,Allocated,Full,17/09/1959
G3NRP,Reserved,Full,17/09/1959
G3NRZ,Allocated,Full,21/09/1959
G3PJY,Allocated,Full,26/09/1959
G3OND,Allocated,Full,07/10/1959
G3NVC,Reserved,Full,10/10/1959
G3NUO,Allocated,Full,05/11/1959
G3NDQ,Reserved,Full,06/11/1959
G3NDR,Reserved,Full,06/11/1959
G3NUQ,Allocated,Full,06/11/1959
G3NVW,Allocated,Full,18/11/1959
G3NUU,Allocated,Full,23/11/1959
G3NVO,Reserved,Full,23/11/1959
G3NVU,Reserved,Full,25/11/1959
G3OQR,Allocated,Full,30/11/1959
G3NWO,Reserved,Full,08/12/1959
G3NWS,Allocated,Full,09/12/1959
G3NWU,Reserved,Full,10/12/1959
G3NXD,Reserved,Full,15/12/1959
G3NXN,Allocated,Full,15/12/1959
G3NXJ,Reserved,Full,16/12/1959
G3NXL,Allocated,Full,18/12/1959
G3NXS,Allocated,Full,22/12/1959
G3NXQ,Reserved,Full,23/12/1959
G3NXV,Reserved,Full,23/12/1959
G3NXX,Allocated,Full,23/12/1959
G3NXZ,Allocated,Full,25/12/1959
G3MUL,Reserved,Full,29/12/1959
G3NYG,Allocated,Full,14/01/1960
G3NYS,Allocated,Full,14/01/1960
G3OAK,Reserved,Full,01/02/1960
G3NXK,Allocated,Full,04/02/1960
G3NZK,Reserved,Full,04/02/1960
G3NZP,Allocated,Full,04/02/1960
G3NZO,Allocated,Full,05/02/1960
G3OAD,Allocated,Full,05/02/1960
G3NZR,Allocated,Full,08/02/1960
G3FXI,Allocated,Full,11/02/1960
G3OAH,Allocated,Full,11/02/1960
G3NZL,Allocated,Full,18/02/1960
G3OAR,Allocated,Full,19/02/1960
G3OAU,Reserved,Full,22/02/1960
G3OAV,Reserved,Full,23/02/1960
G3OAX,Allocated,Full,25/02/1960
G3OAY,Allocated,Full,25/02/1960
G3OBC,Allocated,Full,01/03/1960
G3OBG,Allocated,Full,02/03/1960
G3OBL,Allocated,Full,07/03/1960
G3OCD,Reserved,Full,30/03/1960
G3OCH,Allocated,Full,30/03/1960
G3ODB,Allocated,Full,14/04/1960
G3ODU,Reserved,Full,06/05/1960
G3ODR,Allocated,Full,12/05/1960
G3OEC,Allocated,Full,12/05/1960
G3OZD,Allocated,Full,12/05/1960
G3OEG,Reserved,Full,16/05/1960
G3OEI,Reserved,Full,16/05/1960
G3OFA,Allocated,Full,07/06/1960
G3OFJ,Reserved,Full,17/06/1960
G3OGK,Allocated,Full,27/07/1960
G3OGE,Allocated,Full,28/07/1960
G3OGH,Allocated,Full,29/07/1960
G3OGO,Reserved,Full,29/07/1960
G3OGL,Reserved,Full,02/08/1960
G3OHC,Allocated,Full,05/08/1960
G3OGY,Allocated,Full,05/08/1960
G3OHM,Allocated,Full,09/08/1960
G3OHL,Allocated,Full,10/08/1960
G3OHH,Allocated,Full,11/08/1960
G3OHP,Allocated,Full,11/08/1960
G3OHT,Reserved,Full,11/08/1960
G3OHS,Allocated,Full,15/08/1960
G3OIB,Allocated,Full,17/08/1960
G3OIN,Allocated,Full,19/08/1960
G3OIM,Reserved,Full,22/08/1960
G3OIT,Reserved,Full,24/08/1960
G3OJI,Allocated,Full,29/08/1960
G3OJW,Reserved,Full,30/08/1960
G3OJO,Reserved,Full,30/08/1960
G3OJQ,Reserved,Full,01/09/1960
G3OJS,Allocated,Full,01/09/1960
G3OJL,Allocated,Full,03/09/1960
G3OKA,Allocated,Full,06/09/1960
G3OKD,Allocated,Full,06/09/1960
G3OKY,Allocated,Full,09/09/1960
G3NRB,Allocated,Full,10/09/1960
G3OKU,Allocated,Full,13/09/1960
G3OLB,Allocated,Full,14/09/1960
G3OLM,Reserved,Full,19/09/1960
G3OLP,Allocated,Full,19/09/1960
G3OMA,Allocated,Full,21/09/1960
G3OMC,Reserved,Full,22/09/1960
G3OMK,Allocated,Full,26/09/1960
G3ONQ,Reserved,Full,29/09/1960
G3OMT,Allocated,Full,04/10/1960
G3OMX,Reserved,Full,05/10/1960
G3ONI,Allocated,Full,07/10/1960
G3ONU,Allocated,Full,11/10/1960
G3JOX,Allocated,Full,11/10/1960
G3ONJ,Allocated,Full,11/10/1960
G3ONL,Allocated,Full,12/10/1960
G3ONP,Reserved,Full,12/10/1960
G3OOK,Allocated,Full,26/10/1960
G3LSF,Allocated,Full,03/11/1960
G3OPL,Reserved,Full,16/11/1960
G3OQI,Allocated,Full,24/11/1960
G3OQO,Allocated,Full,29/11/1960
G3ORC,Reserved,Full,06/12/1960
G3GRQ,Allocated,Full,06/12/1960
G3ORH,Allocated,Full,08/12/1960
G3ORI,Allocated,Full,08/12/1960
G3ORK,Allocated,Full,08/12/1960
G3ORP,Allocated,Full,08/12/1960
G3ORN,Allocated,Full,08/12/1960
G3ORW,Reserved,Full,16/12/1960
G3ORX,Reserved,Full,16/12/1960
G3OSB,Allocated,Full,20/12/1960
G3OSP,Allocated,Full,22/12/1960
G3OSI,Allocated,Full,23/12/1960
G3NXR,Allocated,Full,23/12/1960
G3OSW,Allocated,Full,03/01/1961
G3OSJ,Reserved,Full,03/01/1961
G3OTH,Allocated,Full,11/01/1961
G3PSM,Allocated,Full,11/01/1961
G3OTN,Allocated,Full,12/01/1961
G3OTV,Allocated,Full,19/01/1961
G3OTY,Allocated,Full,23/01/1961
G3OUQ,Reserved,Full,30/01/1961
G3OUV,Allocated,Full,01/02/1961
G3OUI,Allocated,Full,03/02/1961
G3OVD,Reserved,Full,09/02/1961
G3OVL,Allocated,Full,09/02/1961
G3OVH,Allocated,Full,10/02/1961
G3OVK,Allocated,Full,10/02/1961
G6AZP,Allocated,Full,25/02/1961
G3OWA,Reserved,Full,27/02/1961
G3OPJ,Allocated,Full,04/03/1961
G3OWS,Allocated,Full,10/03/1961
G3OWQ,Allocated,Full,10/03/1961
G3OWF,Allocated,Full,11/03/1961
G3OXA,Allocated,Full,13/03/1961
G3OXK,Allocated,Full,20/03/1961
G3OXL,Allocated,Full,24/03/1961
G3OXN,Allocated,Full,28/03/1961
G3OXR,Allocated,Full,30/03/1961
G3OXV,Reserved,Full,06/04/1961
G3OXX,Allocated,Full,11/04/1961
G3OYG,Allocated,Full,28/04/1961
G3OXQ,Allocated,Full,30/04/1961
G3OYT,Allocated,Full,03/05/1961
G3OYL,Allocated,Full,04/05/1961
G3OYV,Reserved,Full,08/05/1961
G3OYX,Allocated,Full,09/05/1961
G3OZC,Allocated,Full,12/05/1961
G3OZE,Allocated,Full,15/05/1961
G3OZI,Reserved,Full,16/05/1961
G3OZK,Allocated,Full,18/05/1961
G3OZL,Allocated,Full,18/05/1961
G3OZJ,Allocated,Full,18/05/1961
G3OZN,Allocated,Full,19/05/1961
G3OZQ,Allocated,Full,23/05/1961
G3OZS,Allocated,Full,26/05/1961
G3OZT,Allocated,Full,26/05/1961
G3OZY,Reserved,Full,31/05/1961
G3OZZ,Reserved,Full,01/06/1961
G3PAI,Allocated,Full,06/06/1961
G3PAF,Reserved,Full,08/06/1961
G3PAQ,Allocated,Full,22/06/1961
G3NQF,Allocated,Full,27/06/1961
G3OFT,Allocated,Full,01/07/1961
G3PBF,Allocated,Full,03/07/1961
G3PBI,Allocated,Full,12/07/1961
G3PBK,Reserved,Full,13/07/1961
G3PBQ,Reserved,Full,19/07/1961
G3PBU,Allocated,Full,20/07/1961
G3PCS,Reserved,Full,31/07/1961
G3PDE,Allocated,Full,03/08/1961
G3PDG,Allocated,Full,03/08/1961
G3PDW,Reserved,Full,08/08/1961
G3PEM,Allocated,Full,14/08/1961
G3PDN,Allocated,Full,14/08/1961
G3PEK,Allocated,Full,14/08/1961
G3PEW,Allocated,Full,16/08/1961
G3PFF,Reserved,Full,17/08/1961
G3PFP,Reserved,Full,21/08/1961
G3PFJ,Allocated,Full,22/08/1961
G3PFO,Allocated,Full,22/08/1961
G3PFX,Allocated,Full,24/08/1961
G3PGC,Allocated,Full,28/08/1961
G3PGG,Reserved,Full,29/08/1961
G3PGN,Allocated,Full,30/08/1961
G3PGQ,Allocated,Full,01/09/1961
G3PGV,Allocated,Full,04/09/1961
G3PIJ,Allocated,Full,05/09/1961
G3PHA,Allocated,Full,05/09/1961
G3PHL,Allocated,Full,06/09/1961
G3RIC,Reserved,Full,06/09/1961
G6ESQ,Allocated,Full,09/09/1961
G3PHS,Reserved,Full,11/09/1961
G3PHR,Allocated,Full,11/09/1961
G3PHU,Allocated,Full,13/09/1961
G3PHW,Reserved,Full,13/09/1961
G3JPL,Allocated,Full,14/09/1961
G3PIP,Reserved,Full,15/09/1961
G3PIO,Allocated,Full,19/09/1961
G3PIY,Allocated,Full,20/09/1961
G3PJB,Allocated,Full,20/09/1961
G3PJL,Reserved,Full,21/09/1961
G3PJN,Reserved,Full,21/09/1961
G3PJT,Allocated,Full,22/09/1961
G3PKA,Reserved,Full,26/09/1961
G3PKR,Allocated,Full,02/10/1961
G3PKW,Allocated,Full,02/10/1961
G3PKQ,Allocated,Full,03/10/1961
G3PLJ,Allocated,Full,06/10/1961
G3PLB,Allocated,Full,06/10/1961
G3PLH,Allocated,Full,10/10/1961
G3PLN,Allocated,Full,13/10/1961
G3PLP,Allocated,Full,16/10/1961
G6GW,Allocated,Full,17/10/1961
G3PLT,Allocated,Full,17/10/1961
G3PLX,Allocated,Full,18/10/1961
G3PMD,Reserved,Full,19/10/1961
G3PMJ,Allocated,Full,19/10/1961
G3PMF,Reserved,Full,20/10/1961
G3PMR,Allocated,Full,25/10/1961
G3PND,Allocated,Full,03/11/1961
G3PNF,Reserved,Full,06/11/1961
G3PNB,Reserved,Full,08/11/1961
G3PNO,Allocated,Full,10/11/1961
G3PNP,Allocated,Full,10/11/1961
G3POT,Allocated,Full,13/11/1961
G3PNQ,Allocated,Full,14/11/1961
G3PNU,Allocated,Full,16/11/1961
G3PNV,Reserved,Full,16/11/1961
G3POI,Allocated,Full,22/11/1961
G3POQ,Allocated,Full,22/11/1961
G3POS,Allocated,Full,23/11/1961
G3PPB,Allocated,Full,27/11/1961
G3VWX,Allocated,Full,01/12/1961
G3PPR,Allocated,Full,04/12/1961
G3PPO,Allocated,Full,04/12/1961
G3PQA,Allocated,Full,06/12/1961
G3PQE,Reserved,Full,07/12/1961
G3PQD,Allocated,Full,08/12/1961
G3PQM,Allocated,Full,11/12/1961
G3PQU,Allocated,Full,12/12/1961
G3PQP,Allocated,Full,12/12/1961
G3PQY,Allocated,Full,14/12/1961
G3DKJ,Allocated,Full,14/12/1961
G3PRH,Allocated,Full,20/12/1961
G3PRN,Allocated,Full,27/12/1961
G3PRK,Allocated,Full,27/12/1961
G3PRQ,Allocated,Full,27/12/1961
G3PRR,Allocated,Full,01/01/1962
G3PSJ,Reserved,Full,10/01/1962
G3PSP,Allocated,Full,16/01/1962
G3PSY,Reserved,Full,29/01/1962
G3PTD,Allocated,Full,05/02/1962
G3PTG,Allocated,Full,06/02/1962
G3PTM,Reserved,Full,06/02/1962
G3PTO,Reserved,Full,07/02/1962
G3PTS,Allocated,Full,08/02/1962
G3PTU,Allocated,Full,08/02/1962
G3PTQ,Allocated,Full,08/02/1962
G3PTV,Reserved,Full,09/02/1962
G3PTZ,Allocated,Full,09/02/1962
G3MRZ,Allocated,Full,12/02/1962
G3PUK,Allocated,Full,14/02/1962
G3PUP,Reserved,Full,19/02/1962
G3PUT,Reserved,Full,21/02/1962
G3RVD,Reserved,Full,22/02/1962
G3PUX,Allocated,Full,23/02/1962
G3PVG,Allocated,Full,02/03/1962
G3PVJ,Allocated,Full,05/03/1962
G3PVS,Allocated,Full,13/03/1962
G3PVT,Reserved,Full,13/03/1962
G3NTA,Allocated,Full,14/03/1962
G3PWB,Allocated,Full,21/03/1962
G3RYE,Allocated,Full,04/04/1962
G3MOV,Allocated,Full,05/04/1962
G3PXI,Allocated,Full,19/04/1962
G3PXM,Reserved,Full,25/04/1962
G3PXQ,Allocated,Full,02/05/1962
G3RAR,Reserved,Full,06/05/1962
G3PYF,Allocated,Full,08/05/1962
G3PXU,Allocated,Full,08/05/1962
G3PYH,Allocated,Full,10/05/1962
G3PYO,Allocated,Full,14/05/1962
G3PYV,Reserved,Full,15/05/1962
G3PZE,Allocated,Full,18/05/1962
G3PZL,Allocated,Full,21/05/1962
G3PZN,Allocated,Full,22/05/1962
G3RBD,Allocated,Full,20/06/1962
G3RBG,Allocated,Full,25/06/1962
G3RBJ,Allocated,Full,29/06/1962
G3RBM,Reserved,Full,30/06/1962
G3RCA,Reserved,Full,06/07/1962
G3RCB,Allocated,Full,06/07/1962
G3RCD,Allocated,Full,09/07/1962
G3RCX,Allocated,Full,17/07/1962
G3RCQ,Allocated,Full,18/07/1962
G3RCZ,Allocated,Full,20/07/1962
G3RDF,Allocated,Full,20/07/1962
G3RDD,Reserved,Full,23/07/1962
G3RDN,Allocated,Full,26/07/1962
G3RDP,Allocated,Full,27/07/1962
G3RDZ,Allocated,Full,30/07/1962
G3RED,Allocated,Full,31/07/1962
G3REL,Allocated,Full,01/08/1962
G3REP,Allocated,Full,02/08/1962
G3REU,Allocated,Full,02/08/1962
G3REW,Allocated,Full,04/08/1962
G3REB,Allocated,Full,07/08/1962
G3RFJ,Reserved,Full,10/08/1962
G3RFP,Reserved,Full,12/08/1962
G3RFN,Allocated,Full,13/08/1962
G3RFX,Reserved,Full,14/08/1962
G3RGB,Allocated,Full,16/08/1962
G3RGD,Allocated,Full,17/08/1962
G3RGJ,Allocated,Full,21/08/1962
G3RGP,Allocated,Full,21/08/1962
G3RGO,Reserved,Full,21/08/1962
G3RGR,Reserved,Full,24/08/1962
G3RGS,Allocated,Full,24/08/1962
G3RHC,Reserved,Full,27/08/1962
G3RHH,Reserved,Full,27/08/1962
G3RII,Reserved,Full,05/09/1962
G3RIR,Allocated,Full,11/09/1962
G3RIY,Allocated,Full,12/09/1962
G3RJF,Allocated,Full,14/09/1962
G3RJH,Allocated,Full,14/09/1962
G3RJI,Allocated,Full,14/09/1962
G3RIX,Allocated,Full,18/09/1962
G3RJT,Allocated,Full,19/09/1962
G3RJV,Allocated,Full,19/09/1962
G3RJX,Reserved,Full,20/09/1962
G3RKD,Reserved,Full,25/09/1962
G3RKH,Allocated,Full,25/09/1962
G3RKM,Allocated,Full,26/09/1962
G3RKQ,Allocated,Full,27/09/1962
G3RKX,Reserved,Full,28/09/1962
G3RME,Allocated,Full,01/10/1962
G3RKZ,Allocated,Full,02/10/1962
G3RLT,Allocated,Full,03/10/1962
G3RLJ,Allocated,Full,03/10/1962
G3RLS,Reserved,Full,03/10/1962
G3RLV,Allocated,Full,03/10/1962
G3RLW,Reserved,Full,04/10/1962
G3RMA,Reserved,Full,04/10/1962
G3RMJ,Allocated,Full,09/10/1962
G3RMK,Allocated,Full,12/10/1962
G3RKN,Reserved,Full,14/10/1962
G3RML,Reserved,Full,15/10/1962
G3RMQ,Allocated,Full,17/10/1962
G3RMX,Allocated,Full,22/10/1962
G3RMZ,Allocated,Full,23/10/1962
G3RNP,Allocated,Full,01/11/1962
G3ROC,Allocated,Full,06/11/1962
G3ROD,Allocated,Full,06/11/1962
G3ROM,Allocated,Full,13/11/1962
G3ROW,Allocated,Full,19/11/1962
G3ROV,Reserved,Full,20/11/1962
G3RPB,Allocated,Full,21/11/1962
G3RPA,Allocated,Full,26/11/1962
G3RPI,Reserved,Full,30/11/1962
G3RPQ,Reserved,Full,06/12/1962
G3PQC,Allocated,Full,07/12/1962
G3RPZ,Allocated,Full,14/12/1962
G3PRE,Allocated,Full,18/12/1962
G3RQF,Allocated,Full,18/12/1962
G3RQZ,Allocated,Full,02/01/1963
G3BGA,Reserved,Full,02/01/1963
G3RQX,Allocated,Full,03/01/1963
G3RQY,Reserved,Full,03/01/1963
G3RRL,Reserved,Full,14/01/1963
G3RRM,Allocated,Full,14/01/1963
G3RRN,Allocated,Full,14/01/1963
G3RSD,Allocated,Full,16/01/1963
G3RSK,Reserved,Full,17/01/1963
G3RSY,Allocated,Full,24/01/1963
G3RTA,Allocated,Full,28/01/1963
G3RTD,Allocated,Full,30/01/1963
G3RTY,Allocated,Full,07/02/1963
G3RTR,Allocated,Full,07/02/1963
G3RTU,Allocated,Full,07/02/1963
G3RUG,Allocated,Full,08/02/1963
G3RUH,Allocated,Full,11/02/1963
G3RUJ,Allocated,Full,12/02/1963
G3RVG,Allocated,Full,22/02/1963
G3DFH,Reserved,Full,22/02/1963
G3RVM,Allocated,Full,26/02/1963
G3KOJ,Allocated,Full,01/03/1963
G3SYM,Allocated,Full,03/03/1963
G3RWL,Allocated,Full,07/03/1963
G3UAA,Allocated,Full,10/03/1963
G3RWF,Allocated,Full,13/03/1963
G3RWX,Allocated,Full,21/03/1963
G3RXI,Allocated,Full,27/03/1963
G3RXL,Allocated,Full,28/03/1963
G3RXP,Allocated,Full,29/03/1963
G3RXV,Allocated,Full,01/04/1963
G3RXZ,Allocated,Full,02/04/1963
G3RYN,Reserved,Full,10/04/1963
G3RZA,Allocated,Full,19/04/1963
G3RYY,Reserved,Full,19/04/1963
G3RYZ,Allocated,Full,19/04/1963
G3UDU,Allocated,Full,21/04/1963
G3RZJ,Allocated,Full,25/04/1963
G3RZP,Allocated,Full,29/04/1963
G3RZX,Reserved,Full,01/05/1963
G3RZY,Allocated,Full,02/05/1963
G3SAH,Allocated,Full,06/05/1963
G3SAF,Reserved,Full,06/05/1963
G3SAN,Allocated,Full,07/05/1963
G3SAR,Allocated,Full,07/05/1963
G3PXV,Allocated,Full,08/05/1963
G3UI,Allocated,Full,13/05/1963
G3SBC,Allocated,Full,21/05/1963
G3SBI,Allocated,Full,24/05/1963
G3SBP,Allocated,Full,05/06/1963
G3SCV,Allocated,Full,16/06/1963
G3SCH,Reserved,Full,18/06/1963
G3SCL,Allocated,Full,20/06/1963
G3PWH,Allocated,Full,20/06/1963
G3CYL,Allocated,Full,24/06/1963
G3SCU,Allocated,Full,27/06/1963
G3RBP,Allocated,Full,29/06/1963
G3RBL,Reserved,Full,29/06/1963
G3SCY,Allocated,Full,03/07/1963
G3SCX,Allocated,Full,04/07/1963
G3XPT,Allocated,Full,08/07/1963
G3THF,Allocated,Full,08/07/1963
G3SDH,Allocated,Full,09/07/1963
G3SDL,Allocated,Full,09/07/1963
G3THK,Reserved,Full,10/07/1963
G3SDY,Allocated,Full,16/07/1963
G3SEJ,Allocated,Full,18/07/1963
G3SEK,Allocated,Full,18/07/1963
G3SEN,Allocated,Full,18/07/1963
G3SER,Allocated,Full,18/07/1963
G3SET,Allocated,Full,19/07/1963
G3SDW,Allocated,Full,23/07/1963
G3SEW,Allocated,Full,23/07/1963
G3SLI,Allocated,Full,23/07/1963
G2UH,Allocated,Full,24/07/1963
G3RDQ,Allocated,Full,26/07/1963
G3SFB,Allocated,Full,27/07/1963
G3SFO,Reserved,Full,29/07/1963
G3SFQ,Allocated,Full,30/07/1963
G3PCX,Allocated,Full,31/07/1963
G3SFU,Allocated,Full,01/08/1963
G3SGF,Allocated,Full,01/08/1963
G3SGL,Allocated,Full,07/08/1963
G3SGQ,Reserved,Full,08/08/1963
G3SGS,Allocated,Full,08/08/1963
G3SGY,Allocated,Full,09/08/1963
G3TKB,Allocated,Full,13/08/1963
G3SHL,Allocated,Full,14/08/1963
G3SHR,Allocated,Full,19/08/1963
G3SHY,Allocated,Full,20/08/1963
