callsign,parse_status,prefix_series,rsl,suffix,placeholder_form,home_callsign,implied_class,flags
G6FSH,parsed,G6,,FSH,G#6FSH,,Full,
G6FSK,parsed,G6,,FSK,G#6FSK,,Full,
G6FSP,parsed,G6,,FSP,G#6FSP,,Full,
G6FSS,parsed,G6,,FSS,G#6FSS,,Full,
G6FST,parsed,G6,,FST,G#6FST,,Full,
G6FSU,parsed,G6,,FSU,G#6FSU,,Full,
G6FSW,parsed,G6,,FSW,G#6FSW,,Full,
G6FSY,parsed,G6,,FSY,G#6FSY,,Full,
G6FTA,parsed,G6,,FTA,G#6FTA,,Full,
G6FTB,parsed,G6,,FTB,G#6FTB,,Full,
G6FTC,parsed,G6,,FTC,G#6FTC,,Full,
G6FTE,parsed,G6,,FTE,G#6FTE,,Full,
G6FTH,parsed,G6,,FTH,G#6FTH,,Full,
G6FTI,parsed,G6,,FTI,G#6FTI,,Full,
G6FTJ,parsed,G6,,FTJ,G#6FTJ,,Full,
G6FTK,parsed,G6,,FTK,G#6FTK,,Full,
G6FTL,parsed,G6,,FTL,G#6FTL,,Full,
G6FTM,parsed,G6,,FTM,G#6FTM,,Full,
G6FTN,parsed,G6,,FTN,G#6FTN,,Full,
G6FTP,parsed,G6,,FTP,G#6FTP,,Full,
G6FTR,parsed,G6,,FTR,G#6FTR,,Full,
G6FTU,parsed,G6,,FTU,G#6FTU,,Full,
G6FTV,parsed,G6,,FTV,G#6FTV,,Full,
G6FTW,parsed,G6,,FTW,G#6FTW,,Full,
G6FTY,parsed,G6,,FTY,G#6FTY,,Full,
G6FUB,parsed,G6,,FUB,G#6FUB,,Full,
G6FUD,parsed,G6,,FUD,G#6FUD,,Full,
G6FUL,parsed,G6,,FUL,G#6FUL,,Full,
G6FUM,parsed,G6,,FUM,G#6FUM,,Full,
G6FUP,parsed,G6,,FUP,G#6FUP,,Full,
G6FUQ,parsed,G6,,FUQ,G#6FUQ,,Full,
G6FUT,parsed,G6,,FUT,G#6FUT,,Full,
G6FUU,parsed,G6,,FUU,G#6FUU,,Full,
G6FUW,parsed,G6,,FUW,G#6FUW,,Full,
G6FUY,parsed,G6,,FUY,G#6FUY,,Full,
G6FVB,parsed,G6,,FVB,G#6FVB,,Full,
G6FVD,parsed,G6,,FVD,G#6FVD,,Full,
G6FVF,parsed,G6,,FVF,G#6FVF,,Full,
G6FVH,parsed,G6,,FVH,G#6FVH,,Full,
G6FVJ,parsed,G6,,FVJ,G#6FVJ,,Full,
G6FVK,parsed,G6,,FVK,G#6FVK,,Full,
G6FVL,parsed,G6,,FVL,G#6FVL,,Full,
G6FVM,parsed,G6,,FVM,G#6FVM,,Full,
G6FVP,parsed,G6,,FVP,G#6FVP,,Full,
G6FVS,parsed,G6,,FVS,G#6FVS,,Full,
G6FVT,parsed,G6,,FVT,G#6FVT,,Full,
G6FVZ,parsed,G6,,FVZ,G#6FVZ,,Full,
G6FWA,parsed,G6,,FWA,G#6FWA,,Full,
G6FWC,parsed,G6,,FWC,G#6FWC,,Full,
G6FWK,parsed,G6,,FWK,G#6FWK,,Full,
G6FWO,parsed,G6,,FWO,G#6FWO,,Full,
G6FWQ,parsed,G6,,FWQ,G#6FWQ,,Full,
G6FWS,parsed,G6,,FWS,G#6FWS,,Full,
G6FWT,parsed,G6,,FWT,G#6FWT,,Full,
G6FWU,parsed,G6,,FWU,G#6FWU,,Full,
G6FWY,parsed,G6,,FWY,G#6FWY,,Full,
G6FXB,parsed,G6,,FXB,G#6FXB,,Full,
G6FXE,parsed,G6,,FXE,G#6FXE,,Full,
G6FXG,parsed,G6,,FXG,G#6FXG,,Full,
G6FXH,parsed,G6,,FXH,G#6FXH,,Full,
G6FXL,parsed,G6,,FXL,G#6FXL,,Full,
G6FXM,parsed,G6,,FXM,G#6FXM,,Full,
G6FXN,parsed,G6,,FXN,G#6FXN,,Full,
G6FXO,parsed,G6,,FXO,G#6FXO,,Full,
G6FXR,parsed,G6,,FXR,G#6FXR,,Full,
G6FXY,parsed,G6,,FXY,G#6FXY,,Full,
G6FXZ,parsed,G6,,FXZ,G#6FXZ,,Full,
G6FYA,parsed,G6,,FYA,G#6FYA,,Full,
G6FYC,parsed,G6,,FYC,G#6FYC,,Full,
G6FYD,parsed,G6,,FYD,G#6FYD,,Full,
G6FYE,parsed,G6,,FYE,G#6FYE,,Full,
G6FYL,parsed,G6,,FYL,G#6FYL,,Full,
G6FYR,parsed,G6,,FYR,G#6FYR,,Full,
G6FYT,parsed,G6,,FYT,G#6FYT,,Full,
G6FYU,parsed,G6,,FYU,G#6FYU,,Full,
G6FYW,parsed,G6,,FYW,G#6FYW,,Full,
G6FYX,parsed,G6,,FYX,G#6FYX,,Full,
G6FYY,parsed,G6,,FYY,G#6FYY,,Full,
G6FYZ,parsed,G6,,FYZ,G#6FYZ,,Full,
G6FZC,parsed,G6,,FZC,G#6FZC,,Full,
G6FZF,parsed,G6,,FZF,G#6FZF,,Full,
G6FZI,parsed,G6,,FZI,G#6FZI,,Full,
G6FZJ,parsed,G6,,FZJ,G#6FZJ,,Full,
G6FZR,parsed,G6,,FZR,G#6FZR,,Full,
G6FZU,parsed,G6,,FZU,G#6FZU,,Full,
G6FZV,parsed,G6,,FZV,G#6FZV,,Full,
G6FZW,parsed,G6,,FZW,G#6FZW,,Full,
G6FZX,parsed,G6,,FZX,G#6FZX,,Full,
G6FZY,parsed,G6,,FZY,G#6FZY,,Full,
G6GA,parsed,G6,,GA,G#6GA,,Full,
G6GAB,parsed,G6,,GAB,G#6GAB,,Full,
G6GAC,parsed,G6,,GAC,G#6GAC,,Full,
G6GAD,parsed,G6,,GAD,G#6GAD,,Full,
G6GAF,parsed,G6,,GAF,G#6GAF,,Full,
G6GAG,parsed,G6,,GAG,G#6GAG,,Full,
G6GAH,parsed,G6,,GAH,G#6GAH,,Full,
G6GAK,parsed,G6,,GAK,G#6GAK,,Full,
G6GAN,parsed,G6,,GAN,G#6GAN,,Full,
G6GAP,parsed,G6,,GAP,G#6GAP,,Full,
G6GAQ,parsed,G6,,GAQ,G#6GAQ,,Full,
G6GAR,parsed,G6,,GAR,G#6GAR,,Full,
G6GAU,parsed,G6,,GAU,G#6GAU,,Full,
G6GAV,parsed,G6,,GAV,G#6GAV,,Full,
G6GAW,parsed,G6,,GAW,G#6GAW,,Full,
G6GAX,parsed,G6,,GAX,G#6GAX,,Full,
G6GBC,parsed,G6,,GBC,G#6GBC,,Full,
G6GBG,parsed,G6,,GBG,G#6GBG,,Full,
G6GBH,parsed,G6,,GBH,G#6GBH,,Full,
G6GBI,parsed,G6,,GBI,G#6GBI,,Full,
G6GBK,parsed,G6,,GBK,G#6GBK,,Full,
G6GBL,parsed,G6,,GBL,G#6GBL,,Full,
G6GBO,parsed,G6,,GBO,G#6GBO,,Full,
G6GBQ,parsed,G6,,GBQ,G#6GBQ,,Full,
G6GBT,parsed,G6,,GBT,G#6GBT,,Full,
G6GBU,parsed,G6,,GBU,G#6GBU,,Full,
G6GBV,parsed,G6,,GBV,G#6GBV,,Full,
G6GBW,parsed,G6,,GBW,G#6GBW,,Full,
G6GBY,parsed,G6,,GBY,G#6GBY,,Full,
G6GCC,parsed,G6,,GCC,G#6GCC,,Full,
G6GCE,parsed,G6,,GCE,G#6GCE,,Full,
G6GCI,parsed,G6,,GCI,G#6GCI,,Full,
G6GCJ,parsed,G6,,GCJ,G#6GCJ,,Full,
G6GCK,parsed,G6,,GCK,G#6GCK,,Full,
G6GCM,parsed,G6,,GCM,G#6GCM,,Full,
G6GCN,parsed,G6,,GCN,G#6GCN,,Full,
G6GCO,parsed,G6,,GCO,G#6GCO,,Full,
G6GCQ,parsed,G6,,GCQ,G#6GCQ,,Full,
G6GCU,parsed,G6,,GCU,G#6GCU,,Full,
G6GCW,parsed,G6,,GCW,G#6GCW,,Full,
G6GCX,parsed,G6,,GCX,G#6GCX,,Full,
G6GCY,parsed,G6,,GCY,G#6GCY,,Full,
G6GDD,parsed,G6,,GDD,G#6GDD,,Full,
G6GDF,parsed,G6,,GDF,G#6GDF,,Full,
G6GDG,parsed,G6,,GDG,G#6GDG,,Full,
G6GDH,parsed,G6,,GDH,G#6GDH,,Full,
G6GDI,parsed,G6,,GDI,G#6GDI,,Full,
G6GDM,parsed,G6,,GDM,G#6GDM,,Full,
G6GDO,parsed,G6,,GDO,G#6GDO,,Full,
G6GDQ,parsed,G6,,GDQ,G#6GDQ,,Full,
G6GDR,parsed,G6,,GDR,G#6GDR,,Full,
G6GDS,parsed,G6,,GDS,G#6GDS,,Full,
G6GDT,parsed,G6,,GDT,G#6GDT,,Full,
G6GEA,parsed,G6,,GEA,G#6GEA,,Full,
G6GEC,parsed,G6,,GEC,G#6GEC,,Full,
G6GEF,parsed,G6,,GEF,G#6GEF,,Full,
G6GEG,parsed,G6,,GEG,G#6GEG,,Full,
G6GEI,parsed,G6,,GEI,G#6GEI,,Full,
G6GEJ,parsed,G6,,GEJ,G#6GEJ,,Full,
G6GEK,parsed,G6,,GEK,G#6GEK,,Full,
G6GEL,parsed,G6,,GEL,G#6GEL,,Full,
G6GEN,parsed,G6,,GEN,G#6GEN,,Full,
G6GEP,parsed,G6,,GEP,G#6GEP,,Full,
G6GER,parsed,G6,,GER,G#6GER,,Full,
G6GES,parsed,G6,,GES,G#6GES,,Full,
G6GEV,parsed,G6,,GEV,G#6GEV,,Full,
G6GEX,parsed,G6,,GEX,G#6GEX,,Full,
G6GEY,parsed,G6,,GEY,G#6GEY,,Full,
G6GFA,parsed,G6,,GFA,G#6GFA,,Full,
G6GFC,parsed,G6,,GFC,G#6GFC,,Full,
G6GFE,parsed,G6,,GFE,G#6GFE,,Full,
G6GFG,parsed,G6,,GFG,G#6GFG,,Full,
G6GFH,parsed,G6,,GFH,G#6GFH,,Full,
G6GFI,parsed,G6,,GFI,G#6GFI,,Full,
G6GFJ,parsed,G6,,GFJ,G#6GFJ,,Full,
G6GFK,parsed,G6,,GFK,G#6GFK,,Full,
G6GFL,parsed,G6,,GFL,G#6GFL,,Full,
G6GFN,parsed,G6,,GFN,G#6GFN,,Full,
G6GFO,parsed,G6,,GFO,G#6GFO,,Full,
G6GFQ,parsed,G6,,GFQ,G#6GFQ,,Full,
G6GFR,parsed,G6,,GFR,G#6GFR,,Full,
G6GGC,parsed,G6,,GGC,G#6GGC,,Full,
G6GGD,parsed,G6,,GGD,G#6GGD,,Full,
G6GGE,parsed,G6,,GGE,G#6GGE,,Full,
G6GGH,parsed,G6,,GGH,G#6GGH,,Full,
G6GGN,parsed,G6,,GGN,G#6GGN,,Full,
G6GGP,parsed,G6,,GGP,G#6GGP,,Full,
G6GGS,parsed,G6,,GGS,G#6GGS,,Full,
G6GGT,parsed,G6,,GGT,G#6GGT,,Full,
G6GGU,parsed,G6,,GGU,G#6GGU,,Full,
G6GGV,parsed,G6,,GGV,G#6GGV,,Full,
G6GGW,parsed,G6,,GGW,G#6GGW,,Full,
G6GGY,parsed,G6,,GGY,G#6GGY,,Full,
G6GGZ,parsed,G6,,GGZ,G#6GGZ,,Full,
G6GHD,parsed,G6,,GHD,G#6GHD,,Full,
G6GHE,parsed,G6,,GHE,G#6GHE,,Full,
G6GHF,parsed,G6,,GHF,G#6GHF,,Full,
G6GHP,parsed,G6,,GHP,G#6GHP,,Full,
G6GHQ,parsed,G6,,GHQ,G#6GHQ,,Full,
G6GHS,parsed,G6,,GHS,G#6GHS,,Full,
G6GHU,parsed,G6,,GHU,G#6GHU,,Full,
G6GID,parsed,G6,,GID,G#6GID,,Full,
G6GIE,parsed,G6,,GIE,G#6GIE,,Full,
G6GIF,parsed,G6,,GIF,G#6GIF,,Full,
G6GIG,parsed,G6,,GIG,G#6GIG,,Full,
G6GIH,parsed,G6,,GIH,G#6GIH,,Full,
G6GIJ,parsed,G6,,GIJ,G#6GIJ,,Full,
G6GIR,parsed,G6,,GIR,G#6GIR,,Full,
G6GIU,parsed,G6,,GIU,G#6GIU,,Full,
G6GIV,parsed,G6,,GIV,G#6GIV,,Full,
G6GIY,parsed,G6,,GIY,G#6GIY,,Full,
G6GJA,parsed,G6,,GJA,G#6GJA,,Full,
G6GJC,parsed,G6,,GJC,G#6GJC,,Full,
G6GJD,parsed,G6,,GJD,G#6GJD,,Full,
G6GJE,parsed,G6,,GJE,G#6GJE,,Full,
G6GJH,parsed,G6,,GJH,G#6GJH,,Full,
G6GJN,parsed,G6,,GJN,G#6GJN,,Full,
G6GJQ,parsed,G6,,GJQ,G#6GJQ,,Full,
G6GJT,parsed,G6,,GJT,G#6GJT,,Full,
G6GJU,parsed,G6,,GJU,G#6GJU,,Full,
G6GJV,parsed,G6,,GJV,G#6GJV,,Full,
G6GJW,parsed,G6,,GJW,G#6GJW,,Full,
G6GJX,parsed,G6,,GJX,G#6GJX,,Full,
G6GJY,parsed,G6,,GJY,G#6GJY,,Full,
G6GKG,parsed,G6,,GKG,G#6GKG,,Full,
G6GKI,parsed,G6,,GKI,G#6GKI,,Full,
G6GKK,parsed,G6,,GKK,G#6GKK,,Full,
G6GKL,parsed,G6,,GKL,G#6GKL,,Full,
G6GKO,parsed,G6,,GKO,G#6GKO,,Full,
G6GKP,parsed,G6,,GKP,G#6GKP,,Full,
G6GKT,parsed,G6,,GKT,G#6GKT,,Full,
G6GLB,parsed,G6,,GLB,G#6GLB,,Full,
G6GLD,parsed,G6,,GLD,G#6GLD,,Full,
G6GLG,parsed,G6,,GLG,G#6GLG,,Full,
G6GLH,parsed,G6,,GLH,G#6GLH,,Full,
G6GLN,parsed,G6,,GLN,G#6GLN,,Full,
G6GLO,parsed,G6,,GLO,G#6GLO,,Full,
G6GLP,parsed,G6,,GLP,G#6GLP,,Full,
G6GLR,parsed,G6,,GLR,G#6GLR,,Full,
G6GLT,parsed,G6,,GLT,G#6GLT,,Full,
G6GLV,parsed,G6,,GLV,G#6GLV,,Full,
G6GLW,parsed,G6,,GLW,G#6GLW,,Full,
G6GLX,parsed,G6,,GLX,G#6GLX,,Full,
G6GLZ,parsed,G6,,GLZ,G#6GLZ,,Full,
G6GMC,parsed,G6,,GMC,G#6GMC,,Full,
G6GMF,parsed,G6,,GMF,G#6GMF,,Full,
G6GMG,parsed,G6,,GMG,G#6GMG,,Full,
G6GMH,parsed,G6,,GMH,G#6GMH,,Full,
G6GML,parsed,G6,,GML,G#6GML,,Full,
G6GMM,parsed,G6,,GMM,G#6GMM,,Full,
G6GMQ,parsed,G6,,GMQ,G#6GMQ,,Full,
G6GMR,parsed,G6,,GMR,G#6GMR,,Full,
G6GMU,parsed,G6,,GMU,G#6GMU,,Full,
G6GMV,parsed,G6,,GMV,G#6GMV,,Full,
G6GMW,parsed,G6,,GMW,G#6GMW,,Full,
G6GMX,parsed,G6,,GMX,G#6GMX,,Full,
G6GMY,parsed,G6,,GMY,G#6GMY,,Full,
G6GMZ,parsed,G6,,GMZ,G#6GMZ,,Full,
G6GN,parsed,G6,,GN,G#6GN,,Full,
G6GNA,parsed,G6,,GNA,G#6GNA,,Full,
G6GNB,parsed,G6,,GNB,G#6GNB,,Full,
G6GNC,parsed,G6,,GNC,G#6GNC,,Full,
G6GND,parsed,G6,,GND,G#6GND,,Full,
G6GNE,parsed,G6,,GNE,G#6GNE,,Full,
G6GNG,parsed,G6,,GNG,G#6GNG,,Full,
G6GNH,parsed,G6,,GNH,G#6GNH,,Full,
G6GNM,parsed,G6,,GNM,G#6GNM,,Full,
G6GNN,parsed,G6,,GNN,G#6GNN,,Full,
G6GNO,parsed,G6,,GNO,G#6GNO,,Full,
G6GNS,parsed,G6,,GNS,G#6GNS,,Full,
G6GNU,parsed,G6,,GNU,G#6GNU,,Full,
G6GNW,parsed,G6,,GNW,G#6GNW,,Full,
G6GNY,parsed,G6,,GNY,G#6GNY,,Full,
G6GOA,parsed,G6,,GOA,G#6GOA,,Full,
G6GOE,parsed,G6,,GOE,G#6GOE,,Full,
G6GOG,parsed,G6,,GOG,G#6GOG,,Full,
G6GOL,parsed,G6,,GOL,G#6GOL,,Full,
G6GOO,parsed,G6,,GOO,G#6GOO,,Full,
G6GOR,parsed,G6,,GOR,G#6GOR,,Full,
G6GOS,parsed,G6,,GOS,G#6GOS,,Full,
G6GOU,parsed,G6,,GOU,G#6GOU,,Full,
G6GOV,parsed,G6,,GOV,G#6GOV,,Full,
G6GOW,parsed,G6,,GOW,G#6GOW,,Full,
G6GOX,parsed,G6,,GOX,G#6GOX,,Full,
G6GOY,parsed,G6,,GOY,G#6GOY,,Full,
G6GPC,parsed,G6,,GPC,G#6GPC,,Full,
G6GPF,parsed,G6,,GPF,G#6GPF,,Full,
G6GPH,parsed,G6,,GPH,G#6GPH,,Full,
G6GPI,parsed,G6,,GPI,G#6GPI,,Full,
G6GPK,parsed,G6,,GPK,G#6GPK,,Full,
G6GPL,parsed,G6,,GPL,G#6GPL,,Full,
G6GPM,parsed,G6,,GPM,G#6GPM,,Full,
G6GPR,parsed,G6,,GPR,G#6GPR,,Full,
G6GPS,parsed,G6,,GPS,G#6GPS,,Full,
G6GPV,parsed,G6,,GPV,G#6GPV,,Full,
G6GQB,parsed,G6,,GQB,G#6GQB,,Full,
G6GQF,parsed,G6,,GQF,G#6GQF,,Full,
G6GQG,parsed,G6,,GQG,G#6GQG,,Full,
G6GQI,parsed,G6,,GQI,G#6GQI,,Full,
G6GQJ,parsed,G6,,GQJ,G#6GQJ,,Full,
G6GQL,parsed,G6,,GQL,G#6GQL,,Full,
G6GQP,parsed,G6,,GQP,G#6GQP,,Full,
G6GQS,parsed,G6,,GQS,G#6GQS,,Full,
G6GQT,parsed,G6,,GQT,G#6GQT,,Full,
G6GQY,parsed,G6,,GQY,G#6GQY,,Full,
G6GRE,parsed,G6,,GRE,G#6GRE,,Full,
G6GRG,parsed,G6,,GRG,G#6GRG,,Full,
G6GRJ,parsed,G6,,GRJ,G#6GRJ,,Full,
G6GRK,parsed,G6,,GRK,G#6GRK,,Full,
G6GRL,parsed,G6,,GRL,G#6GRL,,Full,
G6GRP,parsed,G6,,GRP,G#6GRP,,Full,
G6GRU,parsed,G6,,GRU,G#6GRU,,Full,
G6GRV,parsed,G6,,GRV,G#6GRV,,Full,
G6GRX,parsed,G6,,GRX,G#6GRX,,Full,
G6GS,parsed,G6,,GS,G#6GS,,Full,
G6GSC,parsed,G6,,GSC,G#6GSC,,Full,
G6GSE,parsed,G6,,GSE,G#6GSE,,Full,
G6GSF,parsed,G6,,GSF,G#6GSF,,Full,
G6GSG,parsed,G6,,GSG,G#6GSG,,Full,
G6GSI,parsed,G6,,GSI,G#6GSI,,Full,
G6GSP,parsed,G6,,GSP,G#6GSP,,Full,
G6GSR,parsed,G6,,GSR,G#6GSR,,Full,
G6GSV,parsed,G6,,GSV,G#6GSV,,Full,
G6GSW,parsed,G6,,GSW,G#6GSW,,Full,
G6GTA,parsed,G6,,GTA,G#6GTA,,Full,
G6GTB,parsed,G6,,GTB,G#6GTB,,Full,
G6GTC,parsed,G6,,GTC,G#6GTC,,Full,
G6GTD,parsed,G6,,GTD,G#6GTD,,Full,
G6GTH,parsed,G6,,GTH,G#6GTH,,Full,
G6GTJ,parsed,G6,,GTJ,G#6GTJ,,Full,
G6GTM,parsed,G6,,GTM,G#6GTM,,Full,
G6GTN,parsed,G6,,GTN,G#6GTN,,Full,
G6GTR,parsed,G6,,GTR,G#6GTR,,Full,
G6GTS,parsed,G6,,GTS,G#6GTS,,Full,
G6GTU,parsed,G6,,GTU,G#6GTU,,Full,
G6GTZ,parsed,G6,,GTZ,G#6GTZ,,Full,
G6GUB,parsed,G6,,GUB,G#6GUB,,Full,
G6GUC,parsed,G6,,GUC,G#6GUC,,Full,
G6GUD,parsed,G6,,GUD,G#6GUD,,Full,
G6GUE,parsed,G6,,GUE,G#6GUE,,Full,
G6GUH,parsed,G6,,GUH,G#6GUH,,Full,
G6GUN,parsed,G6,,GUN,G#6GUN,,Full,
G6GUP,parsed,G6,,GUP,G#6GUP,,Full,
G6GUR,parsed,G6,,GUR,G#6GUR,,Full,
G6GUT,parsed,G6,,GUT,G#6GUT,,Full,
G6GUU,parsed,G6,,GUU,G#6GUU,,Full,
G6GUV,parsed,G6,,GUV,G#6GUV,,Full,
G6GUW,parsed,G6,,GUW,G#6GUW,,Full,
G6GUX,parsed,G6,,GUX,G#6GUX,,Full,
G6GUZ,parsed,G6,,GUZ,G#6GUZ,,Full,
G6GVA,parsed,G6,,GVA,G#6GVA,,Full,
G6GVE,parsed,G6,,GVE,G#6GVE,,Full,
G6GVF,parsed,G6,,GVF,G#6GVF,,Full,
G6GVG,parsed,G6,,GVG,G#6GVG,,Full,
G6GVH,parsed,G6,,GVH,G#6GVH,,Full,
G6GVI,parsed,G6,,GVI,G#6GVI,,Full,
G6GVJ,parsed,G6,,GVJ,G#6GVJ,,Full,
G6GVK,parsed,G6,,GVK,G#6GVK,,Full,
G6GVL,parsed,G6,,GVL,G#6GVL,,Full,
G6GVM,parsed,G6,,GVM,G#6GVM,,Full,
G6GVN,parsed,G6,,GVN,G#6GVN,,Full,
G6GVO,parsed,G6,,GVO,G#6GVO,,Full,
G6GVP,parsed,G6,,GVP,G#6GVP,,Full,
G6GVR,parsed,G6,,GVR,G#6GVR,,Full,
G6GVS,parsed,G6,,GVS,G#6GVS,,Full,
G6GVU,parsed,G6,,GVU,G#6GVU,,Full,
G6GVV,parsed,G6,,GVV,G#6GVV,,Full,
G6GVZ,parsed,G6,,GVZ,G#6GVZ,,Full,
G6GW,parsed,G6,,GW,G#6GW,,Full,
G6GWB,parsed,G6,,GWB,G#6GWB,,Full,
G6GWE,parsed,G6,,GWE,G#6GWE,,Full,
G6GWI,parsed,G6,,GWI,G#6GWI,,Full,
G6GWK,parsed,G6,,GWK,G#6GWK,,Full,
G6GWP,parsed,G6,,GWP,G#6GWP,,Full,
G6GWQ,parsed,G6,,GWQ,G#6GWQ,,Full,
G6GWR,parsed,G6,,GWR,G#6GWR,,Full,
G6GWT,parsed,G6,,GWT,G#6GWT,,Full,
G6GWU,parsed,G6,,GWU,G#6GWU,,Full,
G6GWV,parsed,G6,,GWV,G#6GWV,,Full,
G6GWX,parsed,G6,,GWX,G#6GWX,,Full,
G6GWY,parsed,G6,,GWY,G#6GWY,,Full,
G6GWZ,parsed,G6,,GWZ,G#6GWZ,,Full,
G6GXE,parsed,G6,,GXE,G#6GXE,,Full,
G6GXG,parsed,G6,,GXG,G#6GXG,,Full,
G6GXH,parsed,G6,,GXH,G#6GXH,,Full,
G6GXJ,parsed,G6,,GXJ,G#6GXJ,,Full,
G6GXK,parsed,G6,,GXK,G#6GXK,,Full,
G6GXL,parsed,G6,,GXL,G#6GXL,,Full,
G6GXO,parsed,G6,,GXO,G#6GXO,,Full,
G6GXS,parsed,G6,,GXS,G#6GXS,,Full,
G6GXU,parsed,G6,,GXU,G#6GXU,,Full,
G6GXY,parsed,G6,,GXY,G#6GXY,,Full,
G6GXZ,parsed,G6,,GXZ,G#6GXZ,,Full,
G6GYB,parsed,G6,,GYB,G#6GYB,,Full,
G6GYC,parsed,G6,,GYC,G#6GYC,,Full,
G6GYF,parsed,G6,,GYF,G#6GYF,,Full,
G6GYG,parsed,G6,,GYG,G#6GYG,,Full,
G6GYH,parsed,G6,,GYH,G#6GYH,,Full,
G6GYJ,parsed,G6,,GYJ,G#6GYJ,,Full,
G6GYK,parsed,G6,,GYK,G#6GYK,,Full,
G6GYL,parsed,G6,,GYL,G#6GYL,,Full,
G6GYM,parsed,G6,,GYM,G#6GYM,,Full,
G6GYN,parsed,G6,,GYN,G#6GYN,,Full,
G6GYP,parsed,G6,,GYP,G#6GYP,,Full,
G6GYV,parsed,G6,,GYV,G#6GYV,,Full,
G6GYX,parsed,G6,,GYX,G#6GYX,,Full,
G6GYZ,parsed,G6,,GYZ,G#6GYZ,,Full,
G6GZB,parsed,G6,,GZB,G#6GZB,,Full,
G6GZC,parsed,G6,,GZC,G#6GZC,,Full,
G6GZE,parsed,G6,,GZE,G#6GZE,,Full,
G6GZH,parsed,G6,,GZH,G#6GZH,,Full,
G6GZJ,parsed,G6,,GZJ,G#6GZJ,,Full,
G6GZM,parsed,G6,,GZM,G#6GZM,,Full,
G6GZN,parsed,G6,,GZN,G#6GZN,,Full,
G6GZR,parsed,G6,,GZR,G#6GZR,,Full,
G6GZS,parsed,G6,,GZS,G#6GZS,,Full,
G6GZU,parsed,G6,,GZU,G#6GZU,,Full,
G6GZW,parsed,G6,,GZW,G#6GZW,,Full,
G6GZX,parsed,G6,,GZX,G#6GZX,,Full,
G6GZZ,parsed,G6,,GZZ,G#6GZZ,,Full,
G6HAA,parsed,G6,,HAA,G#6HAA,,Full,
G6HAC,parsed,G6,,HAC,G#6HAC,,Full,
G6HAE,parsed,G6,,HAE,G#6HAE,,Full,
G6HAG,parsed,G6,,HAG,G#6HAG,,Full,
G6HAI,parsed,G6,,HAI,G#6HAI,,Full,
G6HAJ,parsed,G6,,HAJ,G#6HAJ,,Full,
G6HAL,parsed,G6,,HAL,G#6HAL,,Full,
G6HAT,parsed,G6,,HAT,G#6HAT,,Full,
G6HBA,parsed,G6,,HBA,G#6HBA,,Full,
G6HBD,parsed,G6,,HBD,G#6HBD,,Full,
G6HBF,parsed,G6,,HBF,G#6HBF,,Full,
G6HBH,parsed,G6,,HBH,G#6HBH,,Full,
G6HBI,parsed,G6,,HBI,G#6HBI,,Full,
G6HBJ,parsed,G6,,HBJ,G#6HBJ,,Full,
G6HBK,parsed,G6,,HBK,G#6HBK,,Full,
G6HBM,parsed,G6,,HBM,G#6HBM,,Full,
G6HBN,parsed,G6,,HBN,G#6HBN,,Full,
G6HBQ,parsed,G6,,HBQ,G#6HBQ,,Full,
G6HBS,parsed,G6,,HBS,G#6HBS,,Full,
G6HBX,parsed,G6,,HBX,G#6HBX,,Full,
G6HBY,parsed,G6,,HBY,G#6HBY,,Full,
G6HBZ,parsed,G6,,HBZ,G#6HBZ,,Full,
G6HCB,parsed,G6,,HCB,G#6HCB,,Full,
G6HCF,parsed,G6,,HCF,G#6HCF,,Full,
G6HCH,parsed,G6,,HCH,G#6HCH,,Full,
G6HCI,parsed,G6,,HCI,G#6HCI,,Full,
G6HCL,parsed,G6,,HCL,G#6HCL,,Full,
G6HCQ,parsed,G6,,HCQ,G#6HCQ,,Full,forbidden-suffix
G6HCT,parsed,G6,,HCT,G#6HCT,,Full,
G6HCU,parsed,G6,,HCU,G#6HCU,,Full,
G6HCV,parsed,G6,,HCV,G#6HCV,,Full,
G6HCW,parsed,G6,,HCW,G#6HCW,,Full,
G6HCX,parsed,G6,,HCX,G#6HCX,,Full,
G6HDD,parsed,G6,,HDD,G#6HDD,,Full,
G6HDF,parsed,G6,,HDF,G#6HDF,,Full,
G6HDG,parsed,G6,,HDG,G#6HDG,,Full,
G6HDI,parsed,G6,,HDI,G#6HDI,,Full,
G6HDJ,parsed,G6,,HDJ,G#6HDJ,,Full,
G6HDM,parsed,G6,,HDM,G#6HDM,,Full,
G6HDP,parsed,G6,,HDP,G#6HDP,,Full,
G6HDY,parsed,G6,,HDY,G#6HDY,,Full,
G6HEA,parsed,G6,,HEA,G#6HEA,,Full,
G6HEB,parsed,G6,,HEB,G#6HEB,,Full,
G6HEC,parsed,G6,,HEC,G#6HEC,,Full,
G6HEE,parsed,G6,,HEE,G#6HEE,,Full,
G6HEF,parsed,G6,,HEF,G#6HEF,,Full,
G6HEJ,parsed,G6,,HEJ,G#6HEJ,,Full,
G6HEL,parsed,G6,,HEL,G#6HEL,,Full,
G6HER,parsed,G6,,HER,G#6HER,,Full,
G6HEW,parsed,G6,,HEW,G#6HEW,,Full,
G6HEZ,parsed,G6,,HEZ,G#6HEZ,,Full,
G6HFB,parsed,G6,,HFB,G#6HFB,,Full,
